,A1NRY8F9U4AYE,A3TDR6MXS6UO5,A2YP8M9VHFXZV
12335,-100.0,,100.0
12352,-100.0,,100.0
12359,-100.0,,100.0
12376,-100.0,,100.0
12394,-100.0,,100.0
12395,-100.0,,100.0
12412,-100.0,,100.0
12422,-100.0,,100.0
12430,-100.0,,100.0
12446,-100.0,,100.0
12448,-100.0,,100.0
12464,-100.0,,100.0
12475,-100.0,,100.0
12481,-100.0,,100.0
12499,-100.0,,100.0
12517,-100.0,,100.0
12533,-100.0,,100.0
12551,-100.0,,100.0
12558,-100.0,,100.0
12569,-100.0,,100.0
12576,-100.0,,100.0
12594,-100.0,,100.0
12596,-100.0,,100.0
12611,-100.0,,100.0
12622,-100.0,,100.0
12628,-100.0,,100.0
12645,-100.0,,100.0
12647,-100.0,,100.0
12663,-100.0,,100.0
12681,-100.0,,100.0
12698,-100.0,,100.0
12715,-100.0,,100.0
12726,-100.0,,100.0
12733,-100.0,,100.0
12750,-100.0,,100.0
12754,-100.0,,100.0
12768,-100.0,,100.0
12775,-100.0,,100.0
12778,-100.0,,100.0
12793,-100.0,,100.0
12794,-100.0,,100.0
12809,-100.0,,100.0
12827,-100.0,,100.0
12845,-100.0,,100.0
12862,-100.0,,100.0
12880,-100.0,,100.0
12897,-100.0,,100.0
12915,-100.0,,100.0
12932,-100.0,,100.0
12950,-100.0,,100.0
12952,-100.0,,100.0
12967,-100.0,,100.0
12975,-100.0,,100.0
12979,-100.0,,100.0
12991,-100.0,,100.0
12995,-100.0,,100.0
13010,-100.0,,100.0
13021,-100.0,,100.0
13027,-100.0,,100.0
13045,-100.0,,100.0
13061,-100.0,,100.0
13078,-100.0,,100.0
13096,-100.0,,100.0
13114,-100.0,,100.0
13131,-100.0,,100.0
13150,-100.0,,100.0
13167,-100.0,,100.0
13184,-100.0,,100.0
13201,-100.0,,100.0
13208,-100.0,,100.0
13226,-100.0,,100.0
13244,-100.0,,100.0
13246,-100.0,,100.0
13259,-100.0,,100.0
13273,-100.0,,100.0
13277,-100.0,,100.0
13295,-100.0,,100.0
13299,-100.0,,100.0
13313,-100.0,,100.0
13326,-100.0,,100.0
13329,-100.0,,100.0
13352,-100.0,,100.0
13365,-100.0,,100.0
13377,-100.0,,100.0
13472,-100.0,,100.0
13498,-100.0,,100.0
13524,-100.0,,100.0
13551,-100.0,,100.0
13577,-100.0,,100.0
13578,-100.0,,100.0
13595,-100.0,,100.0
13613,-100.0,,100.0
13629,-100.0,,100.0
13647,-100.0,,100.0
13655,-100.0,,100.0
13671,-100.0,,100.0
13690,-100.0,,100.0
13698,-100.0,,100.0
13706,-100.0,,100.0
13723,-100.0,,100.0
13725,-100.0,,100.0
13742,-100.0,,100.0
13752,-100.0,,100.0
13760,-100.0,,100.0
13776,-100.0,,100.0
13777,-100.0,,100.0
13795,-100.0,,100.0
13812,-100.0,,100.0
13829,-100.0,,100.0
13847,-100.0,,100.0
13855,-100.0,,100.0
13871,-100.0,,100.0
13888,-100.0,,100.0
13907,-100.0,,100.0
13923,-100.0,,100.0
13924,-100.0,,100.0
13941,-100.0,,100.0
13951,-100.0,,100.0
13959,-100.0,,100.0
13976,-100.0,,100.0
13977,-100.0,,100.0
13993,-100.0,,100.0
14003,-100.0,,100.0
14011,-100.0,,100.0
14029,-100.0,,100.0
14030,-100.0,,100.0
14047,-100.0,,100.0
14064,-100.0,,100.0
14072,-100.0,,100.0
14088,-100.0,,100.0
14106,-100.0,,100.0
14123,-100.0,,100.0
14142,-100.0,,100.0
14149,-100.0,,100.0
14159,-100.0,,100.0
14176,-100.0,,100.0
14193,-100.0,,100.0
14202,-100.0,,100.0
14211,-100.0,,100.0
14229,-100.0,,100.0
14247,-100.0,,100.0
14264,-100.0,,100.0
14265,-100.0,,100.0
14281,-100.0,,100.0
14288,-100.0,,100.0
14306,-100.0,,100.0
14323,-100.0,,100.0
14341,-100.0,,100.0
14350,-100.0,,100.0
14359,-100.0,,100.0
14376,-100.0,,100.0
14393,-100.0,,100.0
14402,-100.0,,100.0
14411,-100.0,,100.0
14429,-100.0,,100.0
14446,-100.0,,100.0
14463,-100.0,,100.0
14481,-100.0,,100.0
14496,-100.0,,100.0
14498,-100.0,,100.0
14506,-100.0,,100.0
14524,-100.0,,100.0
14525,-100.0,,100.0
14541,-100.0,,100.0
14549,-100.0,,100.0
14558,-100.0,,100.0
14575,-100.0,,100.0
14593,-100.0,,100.0
14610,-100.0,,100.0
14629,-100.0,,100.0
14645,-100.0,,100.0
14663,-100.0,,100.0
14680,-100.0,,100.0
14681,-100.0,,100.0
14698,-100.0,,100.0
14699,-100.0,,100.0
14705,-100.0,,100.0
14721,-100.0,,100.0
14723,-100.0,,100.0
14740,-100.0,,100.0
14748,-100.0,,100.0
14757,-100.0,,100.0
14775,-100.0,,100.0
14793,-100.0,,100.0
14800,-100.0,,100.0
14810,-100.0,,100.0
14827,-100.0,,100.0
14828,-100.0,,100.0
14845,-100.0,,100.0
14853,-100.0,,100.0
14863,-100.0,,100.0
14879,-100.0,,100.0
14880,-100.0,,100.0
14898,-100.0,,100.0
14906,-100.0,,100.0
14916,-100.0,,100.0
14921,-100.0,,100.0
14932,-100.0,,100.0
14940,-100.0,,100.0
14950,-100.0,,100.0
14958,-100.0,,100.0
14974,-100.0,,100.0
14993,-100.0,,100.0
15001,-100.0,,100.0
15010,-100.0,,100.0
15027,-100.0,,100.0
15045,-100.0,,100.0
15054,-100.0,,100.0
15063,-100.0,,100.0
15081,-100.0,,100.0
15098,-100.0,,100.0
15115,-100.0,,100.0
15147,-100.0,,100.0
15174,-100.0,,100.0
15200,-100.0,,100.0
15226,-100.0,,100.0
15332,-100.0,,100.0
15348,-100.0,,100.0
15375,-100.0,,100.0
15402,-100.0,,100.0
15478,-100.0,,100.0
15506,-100.0,,100.0
15532,-100.0,,100.0
15546,-100.0,,100.0
15625,-100.0,,100.0
15653,-100.0,,100.0
15678,-100.0,,100.0
15705,-100.0,,100.0
15731,-100.0,,100.0
15757,-100.0,,100.0
15826,-100.0,,100.0
15852,-100.0,,100.0
15878,-100.0,,100.0
15972,-100.0,,100.0
15998,-100.0,,100.0
16027,-100.0,,100.0
16130,-100.0,,100.0
16158,-100.0,,100.0
16183,-100.0,,100.0
16277,-100.0,,100.0
16304,-100.0,,100.0
16330,-100.0,,100.0
16356,-100.0,,100.0
16396,-100.0,,100.0
16402,-99.0,,100.0
16420,-98.0,,100.0
16424,-97.5,,100.0
16438,-97.0,,100.0
16452,-96.5,,100.0
16455,-96.0,,100.0
16476,-95.0,,100.0
16490,-94.0,,100.0
16502,-93.5,,100.0
16508,-93.0,,100.0
16526,-91.0,,100.0
16529,-90.5,,100.0
16543,-90.0,,100.0
16609,-90.0,,100.0
16621,-90.0,,100.0
16623,-89.5,,100.0
16640,-89.0,,100.0
16649,-89.0,,100.0
16656,-89.0,,100.0
16672,-87.0,,100.0
16677,-86.5,,100.0
16690,-86.0,,100.0
16696,-85.5,,100.0
16708,-85.0,,100.0
16713,-84.5,,100.0
16726,-84.0,,100.0
16731,-83.5,,100.0
16743,-83.0,,100.0
16748,-82.5,,100.0
16761,-82.0,,100.0
16766,-81.5,,100.0
16778,-81.0,,100.0
16782,-81.0,,100.0
16784,-81.0,,100.0
16801,-81.0,,100.0
16808,-81.0,,100.0
16818,-81.0,,100.0
16823,-81.0,,100.0
16836,-81.0,,100.0
16843,-81.0,,100.0
16849,-81.0,,100.0
16854,-81.0,,100.0
16861,-80.5,,100.0
16872,-80.0,,100.0
16878,-79.5,,100.0
16889,-79.0,,100.0
16895,-78.5,,100.0
16908,-78.0,,100.0
16913,-77.5,,100.0
16925,-77.0,,100.0
16928,-76.33333333333333,,100.0
16930,-75.66666666666667,,100.0
16943,-75.0,,100.0
16948,-74.66666666666667,,100.0
16955,-74.33333333333333,,100.0
16959,-74.0,,100.0
16965,-73.5,,100.0
16977,-73.0,,100.0
16980,-72.66666666666667,,100.0
16984,-72.33333333333333,,100.0
16994,-72.0,,100.0
17000,-71.66666666666667,,100.0
17007,-71.33333333333333,,100.0
17013,-71.0,,100.0
17018,-71.0,,100.0
17034,-71.0,,100.0
17035,-71.0,,100.0
17053,-71.0,,100.0
17060,-71.0,,100.0
17077,-71.0,,100.0
17094,-71.0,,100.0
17102,-71.0,,100.0
17112,-71.0,,100.0
17125,-71.0,,100.0
17129,-70.66666666666667,,100.0
17131,-70.33333333333333,,100.0
17141,-70.0,,100.0
17150,-69.66666666666667,,100.0
17155,-69.33333333333333,,100.0
17160,-69.0,,100.0
17166,-68.5,,100.0
17177,-68.0,,100.0
17180,-67.66666666666667,,100.0
17183,-67.33333333333333,,100.0
17195,-67.0,,100.0
17201,-66.0,,100.0
17212,-65.0,,100.0
17218,-64.5,,100.0
17230,-64.0,,100.0
17236,-63.5,,100.0
17246,-63.0,,100.0
17253,-62.0,,100.0
17254,-61.666666666666664,,100.0
17269,-61.333333333333336,,100.0
17270,-61.0,,100.0
17276,-61.0,,100.0
17295,-61.0,,100.0
17312,-61.0,,100.0
17329,-61.0,,100.0
17347,-61.0,,100.0
17364,-61.0,,100.0
17376,-61.0,,100.0
17382,-60.5,,100.0
17394,-60.0,,100.0
17400,-59.5,,100.0
17411,-59.0,,100.0
17417,-58.5,,100.0
17428,-58.0,,100.0
17436,-56.5,,100.0
17463,-55.0,,100.0
17470,-54.0,,100.0
17488,-53.0,,100.0
17505,-52.0,,100.0
17522,-51.0,,100.0
17542,-50.0,,100.0
17558,-49.0,,100.0
17575,-48.0,,100.0
17594,-46.0,,100.0
17775,-46.0,,100.0
17791,-45.0,,100.0
17809,-44.0,,100.0
17827,-43.0,,100.0
17845,-42.0,,100.0
17863,-40.0,,100.0
17881,-39.0,,100.0
17897,-38.0,,100.0
17905,-37.0,,100.0
17922,-36.0,,100.0
17941,-35.0,,100.0
18044,-35.0,,100.0
18051,-34.333333333333336,,100.0
18069,-33.666666666666664,,100.0
18079,-33.0,,100.0
18087,-32.333333333333336,,100.0
18104,-31.666666666666668,,100.0
18108,-31.0,,100.0
18121,-30.0,,100.0
18129,-29.5,,100.0
18139,-29.0,,100.0
18147,-28.5,,100.0
18156,-28.0,,100.0
18164,-27.5,,100.0
18173,-27.0,,100.0
18182,-26.5,,100.0
18191,-26.0,,100.0
18199,-25.0,,100.0
18208,-24.0,,100.0
18226,-23.0,,100.0
18234,-22.5,,100.0
18244,-22.0,,100.0
18252,-21.5,,100.0
18260,-21.0,,100.0
18268,-20.5,,100.0
18278,-20.0,,100.0
18287,-19.5,,100.0
18297,-19.0,,100.0
18304,-18.5,,100.0
18314,-18.0,,100.0
18320,-17.5,,100.0
18321,-17.0,,100.0
18338,-16.5,,100.0
18339,-16.0,,100.0
18346,-15.5,,100.0
18355,-15.0,,100.0
18364,-15.0,,100.0
18381,-15.0,,100.0
18398,-15.0,,100.0
18416,-15.0,,100.0
18433,-15.0,,100.0
18451,-15.0,,100.0
18461,-15.0,,100.0
18469,-14.5,,100.0
18478,-14.0,,100.0
18485,-13.5,,100.0
18496,-13.0,,100.0
18503,-12.5,,100.0
18513,-12.0,,100.0
18521,-11.5,,100.0
18522,-11.0,,100.0
18537,-10.0,,100.0
18539,-9.666666666666666,,100.0
18546,-9.333333333333334,,100.0
18555,-9.0,,100.0
18563,-8.333333333333334,,100.0
18580,-7.666666666666667,,100.0
18591,-7.0,,100.0
18597,-7.0,,100.0
18616,-7.0,,100.0
18633,-7.0,,100.0
18651,-7.0,,100.0
18660,-7.0,,100.0
18668,-6.5,,100.0
18685,-6.0,,100.0
18703,-5.5,,100.0
18714,-5.0,,100.0
18721,-4.333333333333333,,100.0
18722,-3.666666666666667,,100.0
18748,-3.0,,100.0
18755,-2.0,,100.0
18791,0.0,,100.0
18810,1.0,,100.0
18912,1.0,,100.0
18948,3.0,,100.0
18954,4.0,,100.0
18972,5.0,,100.0
18990,6.0,,100.0
19006,7.0,,100.0
19024,8.0,,100.0
19042,9.0,,100.0
19111,9.0,,100.0
19129,10.0,,100.0
19146,11.0,,100.0
19164,12.0,,100.0
19188,15.0,,100.0
19205,16.0,,100.0
19224,17.0,,100.0
19241,18.0,,100.0
19259,19.0,,100.0
19276,20.0,,100.0
19329,20.0,,100.0
19346,21.0,,100.0
19364,22.0,,100.0
19382,23.0,,100.0
19387,24.0,,100.0
19405,25.0,,100.0
19423,26.0,,100.0
19441,27.0,,100.0
19460,29.0,,100.0
19476,30.0,,100.0
19493,31.0,,100.0
19511,32.0,,100.0
19657,32.0,,100.0
19675,33.0,,100.0
19692,34.0,,100.0
19710,35.0,,100.0
19728,36.0,,100.0
19744,37.0,,100.0
19762,39.0,,100.0
19780,40.0,,100.0
19797,41.0,,100.0
19909,41.0,,100.0
19926,42.0,,100.0
19961,44.0,,100.0
19979,45.0,,100.0
19997,46.0,,100.0
20015,48.0,,100.0
20031,49.0,,100.0
20038,50.0,,100.0
20056,51.0,,100.0
20074,52.0,,100.0
20092,53.0,,100.0
20110,54.0,,100.0
20125,55.0,,100.0
20228,55.0,,100.0
20231,55.0,,100.0
20238,56.0,,100.0
20255,56.5,,100.0
20256,57.0,,100.0
20273,58.0,,100.0
20291,59.0,,100.0
20310,61.0,,100.0
20343,63.0,,100.0
20358,63.0,,100.0
20454,63.0,,100.0
20455,63.0,,100.0
20474,64.0,,100.0
20480,64.5,,100.0
20490,65.0,,100.0
20506,65.5,,100.0
20508,66.0,,100.0
20525,67.0,,100.0
20531,67.5,,100.0
20542,68.0,,100.0
20559,69.0,,100.0
20560,70.0,,100.0
20577,71.0,,100.0
20595,72.0,,100.0
20662,72.0,,100.0
20681,72.0,,100.0
20731,72.0,,100.0
20743,72.0,,100.0
20760,73.0,,100.0
20777,74.0,,100.0
20794,75.0,,100.0
20811,76.0,,100.0
20830,78.0,,100.0
20836,78.5,,100.0
20847,79.0,,100.0
20863,79.5,,100.0
20864,80.0,,100.0
20905,80.0,,100.0
20993,80.0,,100.0
21030,81.0,,100.0
21037,81.5,,100.0
21046,82.0,,100.0
21063,82.5,,100.0
21064,83.0,,100.0
21081,84.0,,100.0
21082,84.5,,100.0
21090,85.0,,100.0
21107,85.0,,100.0
21141,87.0,,100.0
21158,88.0,,100.0
21210,88.0,,100.0
21237,88.0,,100.0
21263,88.0,,100.0
21357,88.0,,100.0
21382,89.0,,100.0
21393,90.0,,100.0
21409,91.0,,100.0
21411,91.75,,100.0
21435,92.5,,100.0
21462,93.25,,100.0
21463,94.0,,100.0
21498,97.0,,100.0
21515,98.0,,100.0
21516,,,100.0
21530,,,100.0
21557,,,100.0
21582,,,100.0
21608,,,100.0
21713,,,100.0
21798,,,100.0
21913,,,100.0
21940,,,100.0
21955,,,100.0
21982,,,100.0
22060,,,100.0
22088,,,100.0
22113,,,100.0
22139,,,100.0
22165,,,100.0
22233,,,100.0
22260,,,100.0
22287,,,100.0
22312,,,100.0
22407,,,100.0
22434,,,100.0
22459,,,100.0
22485,,,100.0
22590,,,100.0
22607,,,100.0
22633,,,100.0
22659,,,100.0
22765,,,100.0
22792,,,100.0
22806,,,100.0
22833,,,100.0
22859,,,100.0
22964,,,100.0
22991,,,100.0
23017,,,100.0
23033,,,100.0
23136,,,100.0
23164,,,100.0
23189,,,100.0
23216,,,100.0
23336,,,100.0
23364,,,100.0
23389,,,100.0
23415,,,100.0
23441,,,100.0
23564,,,100.0
23616,,,100.0
23642,,,100.0
23657,,,100.0
23735,,,100.0
23763,,,100.0
23790,,,100.0
23815,,,100.0
32696,,,100.0
32724,,,100.0
32750,,,100.0
32775,,,100.0
32802,,,100.0
32828,,,100.0
33043,,,100.0
33071,,,100.0
33096,,,100.0
33122,,,100.0
33268,,,100.0
33297,,,100.0
33322,,,100.0
33348,,,100.0
33468,,,100.0
33497,,,100.0
33522,,,100.0
33548,,,100.0
33573,,,100.0
33600,,,100.0
33723,,,100.0
33749,,,100.0
33774,,,100.0
33799,,,100.0
33826,,,100.0
33973,,,100.0
34000,,,100.0
34025,,,100.0
34052,,,100.0
34173,,,100.0
34201,,,100.0
34225,,,100.0
34251,,,100.0
34398,,,100.0
34426,,,100.0
34450,,,100.0
34478,,,100.0
34624,,,100.0
34652,,,100.0
34798,,,100.0
34825,,,100.0
34851,,,100.0
34997,,,100.0
35025,,,100.0
35050,,,100.0
35196,,,100.0
35225,,,100.0
35250,,,100.0
35275,,,100.0
35396,,,100.0
35423,,,100.0
35449,,,100.0
35475,,,100.0
35622,,,100.0
35649,,,100.0
35675,,,100.0
35701,,,100.0
35806,,,100.0
35824,,,100.0
35848,,,100.0
35875,,,100.0
35901,,,100.0
36006,,,100.0
36023,,,100.0
36048,,,100.0
36073,,,100.0
36101,,,100.0
36219,,,100.0
36248,,,100.0
36273,,,100.0
36299,,,100.0
36326,,,100.0
36447,,,100.0
36474,,,100.0
36499,,,100.0
36526,,,100.0
36552,,,100.0
36672,,,100.0
36700,,,100.0
36725,,,100.0
46537,,,100.0
46565,,,100.0
46590,,,100.0
46617,,,100.0
46684,,,100.0
46738,,,100.0
46763,,,100.0
46867,,,100.0
46896,,,100.0
46910,,,100.0
46936,,,100.0
47041,,,100.0
47069,,,100.0
47094,,,100.0
47110,,,100.0
47215,,,100.0
47243,,,100.0
47269,,,100.0
47294,,,100.0
47321,,,100.0
47388,,,100.0
47416,,,100.0
47441,,,100.0
47467,,,100.0
47493,,,100.0
47536,,,100.0
47562,,,100.0
47587,,,100.0
47613,,,100.0
47641,,,100.0
47694,,,100.0
47721,,,100.0
47787,,,100.0
47813,,,100.0
47840,,,100.0
47918,,,100.0
47945,,,100.0
47961,,,100.0
47987,,,100.0
48066,,,100.0
48094,,,100.0
48118,,,100.0
48145,,,100.0
48171,,,100.0
48265,,,100.0
48292,,,100.0
48318,,,100.0
48344,,,100.0
48439,,,100.0
48466,,,100.0
48491,,,100.0
48518,,,100.0
48612,,,100.0
48639,,,100.0
48665,,,100.0
48690,,,100.0
48718,,,100.0
48796,,,100.0
48843,,,100.0
48890,,,100.0
48996,,,100.0
49023,,,100.0
49040,,,100.0
49064,,,100.0
49195,,,100.0
49222,,,100.0
49247,,,100.0
49369,,,100.0
49395,,,100.0
49421,,,100.0
49515,,,100.0
49542,,,100.0
49567,,,100.0
49594,,,100.0
49621,,,100.0
49689,,,100.0
49717,,,100.0
49742,,,100.0
49767,,,100.0
49795,,,100.0
49822,,,100.0
49847,,,100.0
49873,,,100.0
49898,,,100.0
49915,,,100.0
49993,,,100.0
50023,,,100.0
50047,,,100.0
50072,,,100.0
50098,,,100.0
50218,,,100.0
50248,,,100.0
50274,,,100.0
50392,,,100.0
50421,,,100.0
50446,,,100.0
50471,,,100.0
50566,,,100.0
50596,,,100.0
50644,,,100.0
50672,,,100.0
50766,,,100.0
50793,,,100.0
50818,,,100.0
50844,,,100.0
50923,,,100.0
50950,,,100.0
50965,,,100.0
50991,,,100.0
51018,,,100.0
51097,,,100.0
51124,,,100.0
51149,,,100.0
51175,,,100.0
51269,,,100.0
51297,,,100.0
51323,,,100.0
51349,,,100.0
51417,,,100.0
51445,,,100.0
51470,,,100.0
51495,,,100.0
51523,,,100.0
51601,,,100.0
51617,,,100.0
51643,,,100.0
51669,,,100.0
51748,,,100.0
51816,,,100.0
51843,,,100.0
51870,,,100.0
51974,,,100.0
52001,,,100.0
52026,,,100.0
52041,,,100.0
52146,,,100.0
52175,,,100.0
52199,,,100.0
52226,,,100.0
52322,,,100.0
52348,,,100.0
52373,,,100.0
52400,,,100.0
52467,,,100.0
52495,,,100.0
52520,,,100.0
52546,,,100.0
52572,,,100.0
52667,,,100.0
52694,,,100.0
52720,,,100.0
52746,,,100.0
52851,,,100.0
52878,,,100.0
52892,,,100.0
52918,,,100.0
53023,,,100.0
53052,,,100.0
53078,,,100.0
53092,,,100.0
53171,,,100.0
53198,,,100.0
53224,,,100.0
53251,,,100.0
53319,,,100.0
53372,,,100.0
53398,,,100.0
53423,,,100.0
53449,,,100.0
53476,,,100.0
53544,,,100.0
53571,,,100.0
53597,,,100.0
53623,,,100.0
53649,,,100.0
53743,,,100.0
53769,,,100.0
53796,,,100.0
53822,,,100.0
54474,,,100.0
54501,,,100.0
54526,,,100.0
54553,,,100.0
54579,,,100.0
54594,,,100.0
54725,,,100.0
54753,,,100.0
54779,,,100.0
56102,,,100.0
56103,,,100.0
56167,,,100.0
56172,,,100.0
56185,,,100.0
56207,,,100.0
56239,,,100.0
56260,,,100.0
56273,,,100.0
56298,,,100.0
56326,,,100.0
56340,,,100.0
56350,,,100.0
56375,,,100.0
56386,,,100.0
56447,,,100.0
56466,,,100.0
56518,,,100.0
56529,,,100.0
56564,,,100.0
56567,,,100.0
56621,,,100.0
56631,,,100.0
56686,,,100.0
56698,,,100.0
56753,,,100.0
56766,,,100.0
56805,,,100.0
56815,,,100.0
56881,,,100.0
56895,,,100.0
56947,,,100.0
56959,,,100.0
56992,,,100.0
57000,,,100.0
57052,,,100.0
57062,,,100.0
57726,,,100.0
57741,,,100.0
57746,,,100.0
57757,,,100.0
57764,,,100.0
57775,,,100.0
57777,,,100.0
57792,,,100.0
57795,,,100.0
57810,,,100.0
57813,,,100.0
57828,,,100.0
57831,,,100.0
57846,,,100.0
57848,,,100.0
57862,,,100.0
57866,,,100.0
57880,,,100.0
57883,,,100.0
57887,,,100.0
57890,,,100.0
57905,,,100.0
57907,,,100.0
57923,,,100.0
57926,,,100.0
57941,,,100.0
57943,,,100.0
57958,,,100.0
57961,,,100.0
57975,,,100.0
57978,,,100.0
57993,,,100.0
57995,,,100.0
58010,,,100.0
59527,,,100.0
59555,,,100.0
59579,,,100.0
59606,,,100.0
59632,,,100.0
59658,,,100.0
59684,,,100.0
59703,,,100.0
59722,,,100.0
59726,,,100.0
59739,,,100.0
59743,,,100.0
59756,,,100.0
59762,,,100.0
59772,,,100.0
59777,,,100.0
59790,,,100.0
59794,,,100.0
59805,,,100.0
59808,,,100.0
59814,,,100.0
59815,,,100.0
59818,,,100.0
59833,,,100.0
59837,,,100.0
59850,,,100.0
59856,,,100.0
59859,,,100.0
59867,,,100.0
59871,,,100.0
59885,,,100.0
59892,,,100.0
59903,,,100.0
59906,,,100.0
59920,,,100.0
59924,,,100.0
59939,,,100.0
59946,,,100.0
59955,,,100.0
59959,,,100.0
59973,,,100.0
59978,,,100.0
59980,,,100.0
59990,,,100.0
59993,,,100.0
60005,,,100.0
60009,,,100.0
60016,,,100.0
60031,,,100.0
60033,,,100.0
60036,,,100.0
60050,,,100.0
60058,,,100.0
60068,,,100.0
60071,,,100.0
60085,,,100.0
60088,,,100.0
60103,,,100.0
60111,,,100.0
60121,,,100.0
60124,,,100.0
60139,,,100.0
60146,,,100.0
60152,,,100.0
60155,,,100.0
60159,,,100.0
60173,,,100.0
60179,,,100.0
60204,,,100.0
60231,,,100.0
60277,,,100.0
60295,,,100.0
60351,,,100.0
60379,,,100.0
60404,,,100.0
60430,,,100.0
60472,,,100.0
60487,,,100.0
60561,,,100.0
60579,,,100.0
60604,,,100.0
60630,,,100.0
60638,,,100.0
60656,,,100.0
60657,,,100.0
60682,,,100.0
60803,,,100.0
60819,,,100.0
60830,,,100.0
60856,,,100.0
60860,,,100.0
60874,,,100.0
60881,,,100.0
60908,,,100.0
60935,,,100.0
60962,,,100.0
60987,,,100.0
61006,,,100.0
61084,,,100.0
61109,,,100.0
61135,,,100.0
61161,,,100.0
61176,,,100.0
61187,,,100.0
61192,,,100.0
61202,,,100.0
61230,,,100.0
61325,,,100.0
61333,,,100.0
61344,,,100.0
61361,,,100.0
61386,,,100.0
61412,,,100.0
61428,,,100.0
61455,,,100.0
61482,,,100.0
61490,,,100.0
61507,,,100.0
61560,,,100.0
61576,,,100.0
61586,,,100.0
61587,,,100.0
61612,,,100.0
61627,,,100.0
61653,,,100.0
61680,,,100.0
61681,,,100.0
61687,,,100.0
61733,,,100.0
61755,,,100.0
61759,,,100.0
61767,,,100.0
61785,,,100.0
61812,,,100.0
61839,,,100.0
61854,,,100.0
61881,,,100.0
61887,,,100.0
61906,,,100.0
61933,,,100.0
61959,,,100.0
61985,,,100.0
62012,,,100.0
62038,,,100.0
62050,,,100.0
62054,,,100.0
62074,,,100.0
62080,,,100.0
62106,,,100.0
62194,,,100.0
62211,,,100.0
62217,,,100.0
62237,,,100.0
62263,,,100.0
62344,,,100.0
62391,,,100.0
62410,,,100.0
62414,,,100.0
62438,,,100.0
62463,,,100.0
62478,,,100.0
62504,,,100.0
62574,,,100.0
62595,,,100.0
62609,,,100.0
62638,,,100.0
62663,,,100.0
62690,,,100.0
62705,,,100.0
62762,,,100.0
62778,,,100.0
62810,,,100.0
62837,,,100.0
62863,,,100.0
62889,,,100.0
62904,,,100.0
62930,,,100.0
62948,,,100.0
62961,,,100.0
63009,,,100.0
63036,,,100.0
63062,,,100.0
63088,,,100.0
63089,,,100.0
63107,,,100.0
63114,,,100.0
63130,,,100.0
63167,,,100.0
63172,,,100.0
63235,,,100.0
63262,,,100.0
63288,,,100.0
63293,,,100.0
63313,,,100.0
63314,,,100.0
63330,,,100.0
63435,,,100.0
63462,,,100.0
63473,,,100.0
63487,,,100.0
63496,,,100.0
63514,,,100.0
63540,,,100.0
63556,,,100.0
63630,,,100.0
63650,,,100.0
63651,,,100.0
63661,,,100.0
63688,,,100.0
63713,,,100.0
63740,,,100.0
63756,,,100.0
63777,,,100.0
63781,,,100.0
63793,,,100.0
63798,,,100.0
63808,,,100.0
63828,,,100.0
63831,,,100.0
63835,,,100.0
63845,,,100.0
63849,,,100.0
63852,,,100.0
63855,,,100.0
63869,,,100.0
63874,,,100.0
63887,,,100.0
63892,,,100.0
63904,,,100.0
63907,,,100.0
63912,,,100.0
63922,,,100.0
63925,,,100.0
63940,,,100.0
63944,,,100.0
63958,,,100.0
63962,,,100.0
63966,,,100.0
63976,,,100.0
63981,,,100.0
63992,,,100.0
63996,,,100.0
64008,,,100.0
64010,,,100.0
64015,,,100.0
64028,,,100.0
64032,,,100.0
64045,,,100.0
64048,,,100.0
64063,,,100.0
64067,,,100.0
64080,,,100.0
64082,,,100.0
64086,,,100.0
64087,,,100.0
64091,,,100.0
64105,,,100.0
64109,,,100.0
64113,,,100.0
64123,,,100.0
64127,,,100.0
64139,,,100.0
64141,,,100.0
64146,,,100.0
64160,,,100.0
64164,,,100.0
64165,,,100.0
64176,,,100.0
64180,,,100.0
64183,,,100.0
64193,,,100.0
64197,,,100.0
64207,,,100.0
64211,,,100.0
64214,,,100.0
64229,,,100.0
64232,,,100.0
64246,,,100.0
64249,,,100.0
64263,,,100.0
64268,,,100.0
64281,,,100.0
64284,,,100.0
64286,,,100.0
64288,,,100.0
64292,,,100.0
64307,,,100.0
64311,,,100.0
64313,,,100.0
64323,,,100.0
64327,,,100.0
64338,,,100.0
64341,,,100.0
64345,,,100.0
64359,,,100.0
64364,,,100.0
64377,,,100.0
64391,,,100.0
64393,,,100.0
64397,,,100.0
64406,,,100.0
64411,,,100.0
64415,,,100.0
64429,,,100.0
64433,,,100.0
64447,,,100.0
64450,,,100.0
64452,,,100.0
64453,,,100.0
64463,,,100.0
64467,,,100.0
64470,,,100.0
64474,,,100.0
64482,,,100.0
64489,,,100.0
64491,,,100.0
64492,,,100.0
64499,,,100.0
64503,,,100.0
64507,,,100.0
64509,,,100.0
64511,,,100.0
64512,,,100.0
64524,,,100.0
64528,,,100.0
64529,,,100.0
64533,,,100.0
64538,,,100.0
64541,,,100.0
64545,,,100.0
64549,,,100.0
64551,,,100.0
64559,,,100.0
64562,,,100.0
64564,,,100.0
64569,,,100.0
64572,,,100.0
64576,,,100.0
64580,,,100.0
64590,,,100.0
64591,,,100.0
64592,,,100.0
64595,,,100.0
64600,,,100.0
64606,,,100.0
64609,,,100.0
64612,,,100.0
64616,,,100.0
64630,,,100.0
64632,,,100.0
