,AA6RYE4V0IBKM,AOEGJLWFISOZQ,AJE5OG666CBAC,ACOUEGRDJO7B6,A2LV5432PV1S3
227239,-26.0,-68.0,,-76.0,
227245,-25.333333333333332,-68.0,,-76.0,
227247,-24.666666666666668,-68.0,,-76.0,
227252,-24.0,-68.0,,-76.0,
227254,-24.0,-68.0,,-76.0,
227260,-23.666666666666668,-68.0,,-76.0,
227263,-23.333333333333332,-68.0,,-76.0,
227269,-23.0,-68.0,,-76.0,
227271,-23.0,-68.0,,-76.0,
227276,-22.5,-68.0,,-76.0,
227283,-22.0,-68.0,,-76.0,
227285,-22.0,-68.0,,-76.0,
227298,-21.0,-68.0,,-76.0,
227301,-21.0,-68.0,,-76.0,
227314,-20.0,-68.0,,-76.0,
227316,-20.0,-68.0,,-76.0,
227340,-19.0,-68.0,,-76.0,
227342,-19.0,-68.0,,-76.0,
227355,-18.0,-68.0,,-76.0,
227357,-18.0,-68.0,,-76.0,
227363,-17.5,-68.0,,-76.0,
227370,-17.0,-68.0,,-76.0,
227373,-17.0,-68.0,,-76.0,
227382,-16.0,-68.0,,-76.0,
227386,-15.0,-68.0,,-76.0,
227388,-15.0,-68.0,,-76.0,
227400,-14.0,-68.0,,-76.0,
227403,-14.0,-68.0,,-76.0,
227415,-13.0,-68.0,,-76.0,
227418,-13.0,-68.0,,-76.0,
227431,-12.5,-68.0,,-76.0,
227432,-12.0,-68.0,,-76.0,
227434,-12.0,-68.0,,-76.0,
227447,-11.0,-68.0,,-76.0,
227449,-11.0,-68.0,,-76.0,
227451,-10.666666666666666,-68.0,,-76.0,
227463,-10.333333333333334,-68.0,,-76.0,
227472,-10.0,-68.0,,-76.0,
227476,-10.0,-68.0,,-76.0,
227488,-9.0,-68.0,,-76.0,
227490,-9.0,-68.0,,-76.0,
227500,-8.5,-68.0,,-76.0,
227504,-8.0,-68.0,,-76.0,
227507,-8.0,-68.0,,-76.0,
227521,-7.0,-68.0,,-76.0,
227526,-7.0,-68.0,,-76.0,
227534,-5.0,-68.0,,-76.0,
227536,-5.0,-68.0,,-76.0,
227538,-5.0,-68.0,,-76.0,
227546,-4.5,-68.0,,-76.0,
227551,-4.0,-68.0,,-76.0,
227553,-4.0,-68.0,,-76.0,
227566,-3.0,-68.0,,-76.0,
227568,-3.0,-68.0,,-76.0,
227576,-2.5,-68.0,,-76.0,
227579,-2.0,-68.0,,-76.0,
227582,-2.0,-68.0,,-76.0,
227597,-2.0,-68.0,,-76.0,
227610,-2.0,-68.0,,-76.0,
227615,-2.0,-68.0,,-75.66666666666667,
227626,-2.0,-68.0,,-75.33333333333333,
227627,-2.0,-68.0,,-75.0,
227628,-2.0,-68.0,,-75.0,
227631,-2.0,-68.0,,-74.5,
227643,-2.0,-68.0,,-74.0,
227644,-2.0,-68.0,,-74.0,
227647,-2.0,-68.0,,-73.66666666666667,
227653,-2.0,-68.0,,-73.33333333333333,
227659,-2.0,-68.0,,-73.0,
227661,-2.0,-68.0,,-73.0,
227664,-2.0,-68.0,,-72.66666666666667,
227670,-2.0,-68.0,,-72.33333333333333,
227676,-2.0,-68.0,,-72.0,
227677,-2.0,-68.0,,-72.0,
227691,-2.0,-68.0,,-71.5,
227692,-2.0,-68.0,,-71.0,
227694,-2.0,-68.0,,-71.0,
227695,-2.0,-68.0,,-70.5,
227710,-2.0,-68.0,,-70.0,
227712,-2.0,-68.0,,-70.0,
227714,-2.0,-68.0,,-69.66666666666667,
227724,-2.0,-68.0,,-69.33333333333333,
227726,-2.0,-68.0,,-69.0,
227728,-2.0,-68.0,,-69.0,
227729,-2.0,-68.0,,-68.33333333333333,
227733,-2.0,-68.0,,-67.66666666666667,
227743,-2.0,-68.0,,-67.0,
227744,-2.0,-68.0,,-67.0,
227746,-2.0,-68.0,,-66.66666666666667,
227747,-2.0,-68.0,,-66.33333333333333,
227760,-2.0,-68.0,,-66.0,
227761,-2.0,-68.0,,-66.0,
227763,-2.0,-68.0,,-65.5,
227776,-2.0,-68.0,,-65.0,
227778,-2.0,-68.0,,-65.0,
227780,-2.0,-68.0,,-64.5,
227793,-2.0,-68.0,,-64.0,
227794,-2.0,-68.0,,-64.0,
227809,-2.0,-68.0,,-63.0,
227810,-2.0,-68.0,,-63.0,
227813,-2.0,-68.0,,-62.5,
227826,-2.0,-68.0,,-62.0,
227827,-2.0,-68.0,,-62.0,
227829,-2.0,-68.0,,-61.666666666666664,
227840,-2.0,-68.0,,-61.333333333333336,
227843,-2.0,-68.0,,-61.0,
227849,-2.0,-68.0,,-61.0,
227863,-2.0,-68.0,,-61.0,
227879,-2.0,-68.0,,-61.0,
227893,-2.0,-68.0,,-61.0,
227898,-2.0,-68.0,,-61.0,
227929,-2.0,-68.0,,-61.0,
227944,-2.0,-68.0,,-61.0,
227947,-2.0,-68.0,,-61.0,
227955,-2.0,-68.0,,-61.0,
227980,-2.0,-68.0,,-61.0,
227981,-2.0,-68.0,,-61.0,
227997,-2.0,-68.0,,-61.0,
228011,-2.0,-68.0,,-61.0,
228012,-2.0,-68.0,-80.0,-61.0,
228027,-2.0,-68.0,-79.8,-61.0,
228030,-2.0,-68.0,-79.6,-60.5,
228043,-2.0,-68.0,-79.4,-60.0,
228045,-2.0,-68.0,-79.2,-60.0,
228047,-2.0,-68.0,-79.0,-59.666666666666664,
228052,-2.0,-68.0,-78.75,-59.333333333333336,
228059,-1.75,-68.0,-78.5,-59.0,
228060,-1.5,-68.0,-78.25,-59.0,
228062,-1.25,-68.0,-78.0,-58.75,
228067,-1.0,-68.0,-77.75,-58.5,
228070,-1.0,-68.0,-77.5,-58.25,
228076,-0.6666666666666667,-68.0,-77.25,-58.0,
228078,-0.33333333333333337,-68.0,-77.0,-58.0,
228082,0.0,-68.0,-76.75,-57.666666666666664,
228084,0.0,-68.0,-76.5,-57.333333333333336,
228093,0.25,-68.0,-76.25,-57.0,
228094,0.5,-68.0,-76.0,-57.0,
228095,0.75,-68.0,-75.8,-56.75,
228098,1.0,-68.0,-75.6,-56.5,
228100,1.0,-68.0,-75.4,-56.25,
228110,1.25,-68.0,-75.2,-56.0,
228111,1.5,-68.0,-75.0,-56.0,
228114,1.75,-68.0,-74.8,-55.666666666666664,
228123,2.0,-68.0,-74.6,-55.333333333333336,
228126,2.0,-68.0,-74.4,-55.0,
228127,2.0,-68.0,-74.2,-55.0,
228128,2.5,-68.0,-74.0,-55.0,
228139,3.0,-68.0,-73.75,-54.666666666666664,
228141,3.0,-68.0,-73.5,-54.333333333333336,
228143,3.25,-68.0,-73.25,-54.0,
228144,3.5,-68.0,-73.0,-54.0,
228147,3.75,-68.0,-72.75,-53.5,
228154,4.0,-68.0,-72.5,-53.0,
228157,4.0,-68.0,-72.25,-52.5,
228160,4.333333333333333,-68.0,-72.0,-52.0,
228161,4.666666666666667,-68.0,-71.75,-52.0,
228169,5.0,-68.0,-71.5,-51.75,
228171,5.0,-68.0,-71.25,-51.5,
228175,5.2,-68.0,-71.0,-51.25,
228176,5.4,-68.0,-70.8,-51.0,
228177,5.6,-68.0,-70.6,-51.0,
228181,5.8,-68.0,-70.4,-50.75,
228185,6.0,-68.0,-70.2,-50.5,
228188,6.0,-68.0,-70.0,-50.25,
228193,6.333333333333333,-68.0,-69.8,-50.0,
228196,6.666666666666667,-68.0,-69.6,-50.0,
228200,7.0,-68.0,-69.4,-50.0,
228202,7.0,-68.0,-69.2,-50.0,
228210,7.25,-68.0,-69.0,-50.0,
228211,7.5,-68.0,,-50.0,
228213,7.75,-68.0,,-50.0,
228216,8.0,-68.0,,-50.0,
228219,8.0,-68.0,,-50.0,
228229,9.0,-68.0,,-50.0,
228230,10.0,-68.0,,-50.0,
228232,10.0,-68.0,,-50.0,
228247,10.5,-68.0,,-50.0,
228255,11.0,-68.0,,-50.0,
228257,11.0,-68.0,,-50.0,
228263,11.5,-68.0,,-50.0,
228273,12.0,-68.0,,-50.0,
228275,12.0,-68.0,,-50.0,
228280,12.5,-68.0,,-50.0,
228288,13.0,-68.0,,-50.0,
228290,13.0,-68.0,,-50.0,
228293,13.5,-68.0,,-50.0,
228302,14.0,-68.0,,-49.666666666666664,
228304,14.0,-68.0,,-49.333333333333336,
228310,14.25,-68.0,,-49.0,
228311,14.5,-68.0,,-49.0,
228313,14.75,-68.0,,-48.5,
228318,15.0,-68.0,,-48.0,
228320,15.0,-68.0,,-47.5,
228326,15.333333333333334,-68.0,,-47.0,
228328,15.666666666666666,-68.0,,-47.0,
228333,16.0,-68.0,,-46.666666666666664,
228336,16.0,-68.0,,-46.333333333333336,
228343,16.25,-68.0,,-46.0,
228344,16.5,-68.0,,-46.0,
228346,16.75,-68.0,,-45.75,
228349,17.0,-68.0,,-45.5,
228352,17.0,-68.0,,-45.25,
228360,17.333333333333332,-67.83333333333333,,-45.0,
228361,17.666666666666668,-67.66666666666667,,-45.0,
228363,18.0,-67.5,,-44.8,
228364,18.0,-67.33333333333333,,-44.6,
228366,18.0,-67.16666666666667,,-44.4,
228369,18.5,-67.0,,-44.2,
228376,19.0,-66.6,,-44.0,
228378,19.5,-66.2,,-44.0,
228380,20.0,-65.8,,-43.75,
228383,20.0,-65.4,,-43.5,
228385,20.166666666666668,-65.0,,-43.25,
228393,20.333333333333332,-64.75,,-43.0,
228395,20.5,-64.5,,-43.0,
228396,20.666666666666668,-64.25,,-42.8,
228402,20.833333333333332,-64.0,,-42.6,
228406,21.0,-63.8,,-42.4,
228408,21.0,-63.6,,-42.2,
228409,21.25,-63.4,,-42.0,
228410,21.5,-63.2,,-42.0,
228419,21.75,-63.0,,-41.666666666666664,
228420,22.0,-62.8,,-41.333333333333336,
228426,22.0,-62.6,,-41.0,
228428,22.0,-62.4,,-41.0,
228429,22.5,-62.2,,-41.0,
228436,23.0,-62.0,,-41.0,
228438,23.0,-61.8,,-41.0,
228447,23.333333333333332,-61.6,,-41.0,
228448,23.666666666666668,-61.4,,-41.0,-81.0
228451,24.0,-61.2,,-41.0,-80.83333333333333
228452,24.0,-61.0,,-41.0,-80.66666666666667
228469,24.0,-60.0,,-41.0,-80.5
228479,24.0,-59.5,,-41.0,-80.33333333333333
228486,24.0,-59.0,,-41.0,-80.16666666666667
228488,24.0,-58.5,,-41.0,-80.0
228502,24.0,-58.0,,-41.0,-79.5
228510,24.0,-57.5,,-41.0,-79.0
228519,24.0,-57.0,,-40.5,-78.5
228527,24.0,-56.5,,-40.0,-78.0
228528,24.0,-56.0,,-40.0,-77.5
228529,24.0,-55.5,,-39.666666666666664,-77.0
228536,24.0,-55.0,,-39.333333333333336,-76.66666666666667
228542,24.0,-55.0,,-39.0,-76.33333333333333
228544,24.0,-55.0,,-39.0,-76.0
228560,24.0,-55.0,,-38.0,-75.66666666666667
228561,24.0,-55.0,,-38.0,-75.33333333333333
228569,24.0,-55.0,,-37.5,-75.0
228576,24.0,-55.0,,-37.0,-74.4
228578,24.0,-55.0,,-37.0,-73.8
228593,24.0,-55.0,,-35.0,-73.2
228595,24.0,-55.0,,-35.0,-72.6
228610,24.0,-55.0,,-34.0,-72.0
228686,24.0,-55.0,,-34.0,-71.94736842105263
228703,24.0,-54.0,,-34.0,-71.89473684210526
228710,24.0,-53.5,,-34.0,-71.84210526315789
228719,24.0,-53.0,,-33.5,-71.78947368421052
228726,24.0,-52.333333333333336,,-33.0,-71.73684210526316
228728,24.0,-51.666666666666664,,-33.0,-71.6842105263158
228736,24.0,-51.0,,-32.0,-71.63157894736842
228743,24.0,-50.666666666666664,,-31.0,-71.57894736842105
228744,24.0,-50.333333333333336,,-31.0,-71.52631578947368
228753,24.0,-50.0,,-30.5,-71.47368421052632
228760,24.0,-49.666666666666664,,-30.0,-71.42105263157895
228761,24.0,-49.333333333333336,,-30.0,-71.36842105263158
228769,24.0,-49.0,,-29.5,-71.3157894736842
228776,24.0,-48.666666666666664,,-29.0,-71.26315789473684
228777,24.0,-48.333333333333336,,-29.0,-71.21052631578948
228786,24.0,-48.0,,-28.5,-71.15789473684211
228793,24.0,-47.5,,-28.0,-71.10526315789474
228803,24.0,-47.0,,-28.0,-71.05263157894737
228819,24.0,-46.0,,-28.0,-71.0
228836,24.0,-45.0,,-28.0,-70.94736842105263
228853,24.0,-44.0,,-28.0,-70.89473684210526
228869,24.0,-43.0,,-28.0,-70.84210526315789
228886,24.0,-41.0,,-28.0,-70.78947368421052
228893,24.0,-40.5,,-28.0,-70.73684210526316
228903,24.0,-40.0,,-27.5,-70.6842105263158
228910,24.0,-39.666666666666664,,-27.0,-70.63157894736842
228911,24.0,-39.333333333333336,,-27.0,-70.57894736842105
228919,24.0,-39.0,,-26.5,-70.52631578947368
228926,24.0,-38.666666666666664,,-26.0,-70.47368421052632
228928,24.0,-38.333333333333336,,-26.0,-70.42105263157895
228936,24.0,-38.0,,-25.5,-70.36842105263158
228943,24.0,-37.666666666666664,,-25.0,-70.3157894736842
228944,24.0,-37.333333333333336,,-25.0,-70.26315789473684
228953,24.0,-37.0,,-24.5,-70.21052631578948
228960,24.0,-36.666666666666664,,-24.0,-70.15789473684211
228962,24.0,-36.333333333333336,,-24.0,-70.10526315789474
228969,24.0,-36.0,,-23.666666666666668,-70.05263157894737
228975,24.0,-35.75,,-23.333333333333332,-70.0
228976,24.0,-35.5,,-23.0,-69.83333333333333
228978,24.0,-35.25,,-23.0,-69.66666666666667
228986,24.0,-35.0,,-22.0,-69.5
228993,24.0,-34.5,,-21.0,-69.33333333333333
229003,24.0,-34.0,,-21.0,-69.16666666666667
229016,24.0,-33.5,,-21.0,-69.0
229019,24.0,-33.0,,-21.0,-68.33333333333333
229037,24.0,-32.0,,-21.0,-67.66666666666667
229056,24.0,-32.0,,-21.0,-67.0
229096,24.0,-32.0,,-21.0,-64.0
229136,24.0,-32.0,,-21.0,-62.0
229177,24.0,-32.0,,-21.0,-59.0
229217,24.0,-32.0,,-21.0,-57.0
229258,24.0,-32.0,,-21.0,-54.0
229270,24.0,-32.0,,-21.0,-53.333333333333336
229287,24.0,-31.0,,-21.0,-52.666666666666664
229298,24.0,-30.5,,-21.0,-52.0
229303,24.0,-30.0,,-21.0,-51.5
229320,24.0,-29.0,,-21.0,-51.0
229336,24.0,-28.0,,-21.0,-50.5
229339,24.0,-27.666666666666668,,-21.0,-50.0
229340,24.0,-27.333333333333332,,-21.0,
229353,24.0,-27.0,,-21.0,
229370,24.0,-26.0,,-21.0,
229387,24.0,-25.0,,-21.0,
229403,24.0,-23.0,,-21.0,
229420,24.0,-22.0,,-21.0,
229579,24.0,-22.0,,-21.0,
229594,24.0,-22.0,,-21.0,
229596,24.0,-22.0,,-21.0,
229609,24.0,-22.0,,-21.0,
229611,24.0,-22.0,,-21.0,
229624,24.0,-22.0,,-21.0,
229626,24.0,-22.0,,-21.0,
229639,24.0,-22.0,,-21.0,
229641,24.0,-22.0,,-21.0,
229654,24.0,-22.0,,-21.0,
229657,24.0,-22.0,,-21.0,
229670,24.0,-22.0,,-21.0,
229672,24.0,-22.0,,-21.0,
229685,24.0,-22.0,,-21.0,
229687,24.0,-22.0,,-21.0,
229688,24.0,-21.75,,-21.0,
229700,24.0,-21.5,,-21.0,
229702,24.0,-21.25,,-21.0,
229704,24.0,-21.0,,-21.0,
229715,24.0,-20.666666666666668,,-21.0,
229717,24.0,-20.333333333333332,,-21.0,
229720,24.0,-20.0,,-21.0,
229730,24.0,-19.666666666666668,,-21.0,
229732,24.0,-19.333333333333332,,-21.0,
229737,24.0,-19.0,,-21.0,
229746,24.0,-18.666666666666668,,-21.0,
229747,24.0,-18.333333333333332,,-21.0,
229754,24.0,-18.0,,-21.0,
229761,24.0,-17.666666666666668,,-21.0,
229762,24.0,-17.333333333333332,,-21.0,
229770,24.0,-17.0,,-21.0,
229776,24.0,-16.666666666666668,,-21.0,
229777,24.0,-16.333333333333332,,-21.0,
229787,24.0,-16.0,,-21.0,
229791,24.0,-15.666666666666666,,-21.0,
229792,24.0,-15.333333333333334,,-21.0,
229804,24.0,-15.0,,-21.0,
229806,24.0,-15.0,,-21.0,
229807,24.0,-15.0,,-21.0,
229821,24.0,-15.0,,-21.0,
229823,24.0,-15.0,,-21.0,
229836,24.0,-15.0,,-21.0,
229856,24.0,-15.0,,-21.0,
229880,24.0,-15.0,,-21.0,
229941,24.0,-15.0,,-21.0,
229960,24.0,-15.0,,-21.0,
229985,24.0,-15.0,,-21.0,
230003,24.0,-15.0,,-21.0,
230041,24.0,-15.0,,-21.0,
230114,24.0,-15.0,,-21.0,
230125,24.0,-15.0,,-21.0,
230144,24.0,-15.0,,-21.0,
230180,24.0,-15.0,,-21.0,
230196,24.0,-15.0,,-21.0,
230204,24.0,-15.0,,-21.0,
230221,24.0,-14.0,,-21.0,
230237,24.0,-13.0,,-21.0,
230254,24.0,-12.0,,-21.0,
230271,24.0,-10.0,,-21.0,
230288,24.0,-9.0,,-21.0,
230304,24.0,-8.0,,-21.0,
230321,24.0,-7.0,,-21.0,
230338,24.0,-6.0,,-21.0,
230354,24.0,-5.0,,-21.0,
230394,24.0,-5.0,,-21.0,
230395,24.0,-5.0,,-21.0,-48.0
230437,24.0,-5.0,,-21.0,-49.0
230477,24.0,-5.0,,-21.0,-52.0
230517,24.0,-5.0,,-21.0,-54.0
230558,24.0,-5.0,,-21.0,-56.0
230598,24.0,-5.0,,-21.0,-59.0
230639,24.0,-5.0,,-21.0,-61.0
230679,24.0,-5.0,,-21.0,-65.0
230720,24.0,-5.0,,-21.0,-67.0
230759,24.0,-5.0,,-21.0,-68.5
230760,23.5,-5.0,,-21.0,-70.0
230773,23.0,-5.0,,-21.0,-70.33333333333333
230776,23.0,-5.0,,-21.0,-70.66666666666667
230786,22.0,-5.0,,-21.0,-71.0
230789,22.0,-5.0,,-21.0,-71.33333333333333
230795,21.666666666666668,-5.0,,-21.0,-71.66666666666667
230800,21.333333333333332,-5.0,,-21.0,-72.0
230802,21.0,-5.0,,-21.0,-72.28571428571429
230805,21.0,-5.0,,-21.0,-72.57142857142857
230817,20.0,-5.0,,-21.0,-72.85714285714286
230820,20.0,-5.0,,-21.0,-73.14285714285714
230832,18.0,-5.0,,-21.0,-73.42857142857143
230835,18.0,-5.0,,-21.0,-73.71428571428571
230840,17.666666666666668,-5.0,,-21.0,-74.0
230841,17.333333333333332,-5.0,,-21.0,
230847,17.0,-5.0,,-21.0,
230849,17.0,-5.0,,-21.0,
230850,17.0,-5.0,,-21.0,
230863,16.0,-5.0,,-21.0,
230865,16.0,-5.0,,-21.0,
230867,16.0,-5.0,,-21.0,
230872,15.5,-5.0,,-21.0,
230890,15.0,-5.0,,-21.0,
230892,15.0,-5.0,,-21.0,
230893,14.5,-5.0,,-21.0,
230904,14.0,-5.0,,-21.0,
230906,14.0,-5.0,,-21.0,
230920,13.0,-5.0,,-21.0,
230921,13.0,-5.0,,-21.0,
230926,12.5,-5.0,,-21.0,
230935,12.0,-5.0,,-21.0,
230938,12.0,-5.0,,-21.0,
230943,11.5,-5.0,,-21.0,
230950,11.0,-5.0,,-21.0,
230953,11.0,-5.0,,-21.0,
230965,10.0,-5.0,,-21.0,
230966,10.0,-5.0,,-21.0,
230967,10.0,-5.0,,-21.0,
230982,8.0,-5.0,,-21.0,
230985,8.0,-5.0,,-21.0,
230988,7.5,-5.0,,-21.0,
230996,7.0,-5.0,,-21.0,
230999,7.0,-5.0,,-21.0,
231014,6.5,-5.0,,-21.0,
231021,6.0,-5.0,,-21.0,
231024,6.0,-5.0,,-21.0,
231028,5.666666666666667,-5.0,,-21.0,
231036,5.333333333333333,-5.0,,-21.0,
231038,5.0,-5.0,,-21.0,
231039,5.0,-5.0,,-21.0,
231053,4.0,-5.0,,-21.0,
231055,4.0,-5.0,,-21.0,
231058,3.5,-5.0,,-21.0,
231067,3.0,-5.0,,-21.0,
231070,3.0,-5.0,,-21.0,
231083,2.0,-5.0,,-21.0,
231085,2.0,-5.0,,-21.0,
231091,1.5,-5.0,,-21.0,
231101,1.0,-5.0,,-21.0,
231107,1.0,-5.0,,-21.0,
231129,1.0,-5.0,,-21.0,
231140,1.0,-5.0,,-21.0,
231145,1.0,-5.0,,-21.0,
231156,1.0,-5.0,,-21.0,
231176,1.0,-5.0,,-21.0,
231190,1.0,-5.0,,-21.0,
231224,1.0,-5.0,,-21.0,
231230,1.0,-5.0,,-21.0,
231250,1.0,-5.0,,-21.0,
231279,1.0,-5.0,,-21.0,
231311,1.0,-5.0,,-21.0,
231325,1.0,-5.0,,-21.0,
231399,1.0,-5.0,,-21.0,
231418,1.0,-5.0,,-21.0,
231427,1.0,-5.0,,-21.0,
231436,1.0,-5.0,,-21.0,
231441,1.0,-5.0,,-21.0,
231447,1.0,-5.0,,-21.0,
231454,1.0,-5.0,,-21.0,
231464,1.0,-5.0,,-21.0,
231480,1.0,-5.0,,-21.0,
231489,1.0,-5.0,,-21.0,
231497,1.0,-5.333333333333333,,-21.0,
231499,1.0,-5.666666666666667,,-21.0,
231506,1.0,-6.0,,-21.0,
231522,1.0,-8.0,,-21.0,
231539,1.0,-9.0,,-21.0,
231540,1.0,-9.333333333333334,,-21.0,
231546,1.0,-9.666666666666666,,-21.0,
231555,1.0,-10.0,,-21.0,
231560,1.0,-10.333333333333334,,-21.0,
231563,1.0,-10.666666666666666,,-21.0,
231572,1.0,-11.0,,-21.0,
231580,1.0,-11.5,,-21.0,
231589,1.0,-12.0,,-21.0,
231597,1.0,-12.5,,-21.0,
231606,1.0,-13.0,,-21.0,
231610,1.0,-13.5,,-21.0,
231622,1.0,-14.0,,-21.0,
231629,1.0,-14.333333333333334,,-21.0,
231638,1.0,-14.666666666666666,,-21.0,
231639,1.0,-15.0,,-21.0,
231656,1.0,-16.0,,-21.0,
231657,1.0,-16.666666666666668,,-21.0,
231664,1.0,-17.333333333333332,,-21.0,
231673,1.0,-18.0,,-21.0,
231690,1.0,-19.0,,-21.0,
231697,1.0,-19.333333333333332,,-21.0,
231703,1.0,-19.666666666666668,,-21.0,
231706,1.0,-20.0,,-21.0,
231712,1.0,-20.333333333333332,,-21.0,
231717,1.0,-20.666666666666668,,-21.0,
231723,1.0,-21.0,,-21.0,
231729,1.0,-21.5,,-21.0,
231739,1.0,-22.0,,-21.0,
231746,1.0,-22.5,,-21.0,
231756,1.0,-23.0,,-21.0,
231760,1.0,-23.333333333333332,,-21.0,
231770,1.0,-23.666666666666668,,-21.0,
231772,1.0,-24.0,,-21.0,
231775,1.0,-24.333333333333332,,-21.0,
231778,1.0,-24.666666666666668,,-21.0,
231789,1.0,-25.0,,-21.0,
231793,1.0,-25.333333333333332,,-21.0,
231799,1.0,-25.666666666666668,,-21.0,
231806,1.0,-26.0,,-21.0,
231809,1.0,-26.5,,-21.0,
231814,1.5,-27.0,,-21.0,
231822,2.0,-27.5,,-21.0,
231823,2.0,-28.0,,-21.0,
231824,2.0,-28.25,,-21.0,
231835,2.5,-28.5,,-21.0,
231836,3.0,-28.75,,-21.0,
231839,3.0,-29.0,,-21.0,
231846,3.5,-29.25,,-21.0,
231851,4.0,-29.5,,-21.0,
231853,4.0,-29.75,,-21.0,
231856,4.666666666666667,-30.0,,-21.0,
231861,5.333333333333333,-30.2,,-21.0,
231868,6.0,-30.4,,-21.0,
231871,6.0,-30.6,,-21.0,
231872,6.25,-30.8,,-21.0,
231873,6.5,-31.0,,-21.0,
231877,6.75,-31.25,,-21.0,
231882,7.0,-31.5,,-21.0,
231887,7.0,-31.75,,-21.0,
231889,7.0,-32.0,,-21.0,
231893,7.0,-32.333333333333336,,-21.0,
231904,7.0,-32.666666666666664,,-21.0,
231906,7.0,-33.0,,-21.0,
231909,7.0,-33.5,,-21.0,
231923,7.0,-34.0,,-21.0,
231928,7.0,-34.333333333333336,,-21.0,
231934,7.0,-34.666666666666664,,-21.0,
231939,7.0,-35.0,,-21.0,
231948,7.0,-35.5,,-21.0,
231957,7.0,-36.0,,-21.0,
231970,7.0,-37.0,,-21.0,
231973,7.0,-38.0,,-21.0,
231976,7.0,-38.5,,-21.0,
231989,7.0,-39.0,,-21.0,
231996,7.0,-39.5,,-21.0,
232006,7.0,-40.0,,-21.0,
232007,7.0,-40.333333333333336,,-21.0,
232010,7.0,-40.666666666666664,,-21.0,
232023,7.0,-41.0,,-21.0,
232024,7.0,-41.25,,-21.0,
232027,7.0,-41.5,,-21.0,
232029,7.0,-41.75,,-21.0,
232039,7.0,-42.0,,-21.0,
232044,7.0,-42.166666666666664,,-21.0,
232048,7.0,-42.333333333333336,,-21.0,
232053,7.0,-42.5,,-21.0,
232054,7.0,-42.666666666666664,,-21.0,-73.0
232055,7.0,-42.833333333333336,,-21.0,-72.85714285714286
232056,7.0,-43.0,,-21.0,-72.71428571428571
232062,7.0,-43.5,,-21.0,-72.57142857142857
232073,7.0,-44.0,,-21.0,-72.42857142857143
232079,7.0,-44.5,,-21.0,-72.28571428571429
232089,7.0,-45.0,,-21.0,-72.14285714285714
232094,7.0,-45.333333333333336,,-21.0,-72.0
232095,7.0,-45.666666666666664,,-21.0,-71.75
232106,7.0,-46.0,,-21.0,-71.5
232110,7.0,-46.5,,-21.0,-71.25
232112,7.0,-47.0,,-21.0,-71.0
232114,7.0,-47.5,,-21.0,-70.75
232123,7.0,-48.0,,-21.0,-70.5
232130,7.0,-48.333333333333336,,-21.0,-70.25
232134,7.0,-48.666666666666664,,-21.0,-70.0
232140,7.0,-49.0,,-21.0,-69.77777777777777
232147,7.0,-49.25,,-21.0,-69.55555555555556
232148,7.0,-49.5,,-21.0,-69.33333333333333
232155,7.0,-49.75,,-21.0,-69.11111111111111
232156,7.0,-50.0,,-21.0,-68.88888888888889
232162,7.0,-50.333333333333336,,-21.0,-68.66666666666667
232172,7.0,-50.666666666666664,,-21.0,-68.44444444444444
232173,7.0,-51.0,,-21.0,-68.22222222222223
232174,7.0,-51.0,,-21.0,-68.0
232180,7.0,-51.0,,-21.0,-67.625
232192,7.333333333333333,-51.0,,-21.0,-67.25
232196,7.666666666666667,-51.0,,-21.0,-66.875
232205,8.0,-51.0,,-21.0,-66.5
232206,8.0,-51.0,,-21.0,-66.125
232207,8.0,-51.166666666666664,,-21.0,-65.75
232212,8.25,-51.333333333333336,,-21.0,-65.375
232214,8.5,-51.5,,-21.0,-65.0
232215,8.75,-51.666666666666664,,-21.0,-64.84615384615384
232222,9.0,-51.833333333333336,,-21.0,-64.6923076923077
232223,9.0,-52.0,,-21.0,-64.53846153846153
232229,9.25,-52.2,,-21.0,-64.38461538461539
232231,9.5,-52.4,,-21.0,-64.23076923076923
232232,9.75,-52.6,,-21.0,-64.07692307692308
232236,10.0,-52.8,,-21.0,-63.92307692307692
232240,10.0,-53.0,,-21.0,-63.76923076923077
232241,10.25,-53.285714285714285,,-21.0,-63.61538461538461
232245,10.5,-53.57142857142857,,-21.0,-63.46153846153846
232247,10.75,-53.857142857142854,,-21.0,-63.30769230769231
232252,11.0,-54.142857142857146,,-21.0,-63.15384615384615
232254,11.0,-54.42857142857143,,-21.0,-63.0
232255,11.0,-54.714285714285715,,-21.0,-62.833333333333336
232256,11.2,-55.0,,-21.0,-62.666666666666664
232260,11.4,-55.166666666666664,,-21.0,-62.5
232261,11.6,-55.333333333333336,,-21.0,-62.333333333333336
232262,11.8,-55.5,,-21.0,-62.166666666666664
232265,12.0,-55.666666666666664,,-21.0,-62.0
232268,12.0,-55.833333333333336,,-21.0,-61.833333333333336
232273,12.166666666666666,-56.0,,-21.0,-61.666666666666664
232276,12.333333333333334,-56.125,,-21.0,-61.5
232277,12.5,-56.25,,-21.0,-61.333333333333336
232279,12.666666666666666,-56.375,,-21.0,-61.166666666666664
232281,12.833333333333334,-56.5,,-21.0,-61.0
232282,13.0,-56.625,,-21.0,-60.833333333333336
232285,13.0,-56.75,,-21.0,-60.666666666666664
232289,13.333333333333334,-56.875,,-21.0,-60.5
