,AZSSG2REHDX18,AYYSG3O9FNU15,AOEGJLWFISOZQ,AU2980AA60A2C,A93LDI16XJWI8
91673,-100.0,-91.0,-100.0,-100.0,-100.0
91688,-100.0,-91.0,-100.0,-100.0,-100.0
91705,-100.0,-91.0,-100.0,-100.0,-100.0
91723,-100.0,-91.0,-100.0,-100.0,-100.0
91739,-100.0,-91.0,-100.0,-100.0,-100.0
91756,-100.0,-91.0,-100.0,-100.0,-100.0
91771,-100.0,-91.0,-100.0,-100.0,-100.0
91789,-100.0,-91.0,-100.0,-100.0,-100.0
92139,-100.0,-91.0,-100.0,-100.0,-100.0
92156,-100.0,-91.0,-100.0,-100.0,-100.0
92173,-100.0,-91.0,-100.0,-100.0,-100.0
92188,-100.0,-91.0,-100.0,-100.0,-100.0
92206,-100.0,-91.0,-100.0,-100.0,-100.0
92221,-100.0,-91.0,-100.0,-100.0,-100.0
92238,-100.0,-91.0,-100.0,-100.0,-100.0
92257,-100.0,-91.0,-100.0,-100.0,-100.0
92272,-100.0,-91.0,-100.0,-100.0,-100.0
92290,-100.0,-91.0,-100.0,-100.0,-100.0
92306,-100.0,-91.0,-100.0,-100.0,-100.0
92439,-100.0,-91.0,-100.0,-100.0,-100.0
92455,-100.0,-91.0,-100.0,-100.0,-100.0
92472,-100.0,-91.0,-100.0,-100.0,-100.0
92489,-100.0,-91.0,-100.0,-100.0,-100.0
92507,-100.0,-91.0,-100.0,-100.0,-100.0
92522,-100.0,-91.0,-100.0,-100.0,-100.0
92539,-100.0,-91.0,-100.0,-100.0,-100.0
92555,-100.0,-91.0,-100.0,-100.0,-100.0
92572,-100.0,-91.0,-100.0,-100.0,-100.0
92590,-100.0,-91.0,-100.0,-100.0,-100.0
92605,-100.0,-91.0,-100.0,-100.0,-100.0
92622,-100.0,-91.0,-100.0,-100.0,-100.0
92639,-100.0,-91.0,-100.0,-100.0,-100.0
92656,-100.0,-91.0,-100.0,-100.0,-100.0
92672,-100.0,-91.0,-100.0,-100.0,-100.0
92688,-100.0,-91.0,-100.0,-100.0,-100.0
92705,-100.0,-91.0,-100.0,-100.0,-100.0
92723,-100.0,-91.0,-100.0,-100.0,-100.0
92739,-100.0,-91.0,-100.0,-100.0,-100.0
92755,-100.0,-91.0,-100.0,-100.0,-100.0
92771,-100.0,-91.0,-100.0,-100.0,-100.0
92789,-100.0,-91.0,-100.0,-100.0,-100.0
92805,-100.0,-91.0,-100.0,-100.0,-100.0
92823,-100.0,-91.0,-100.0,-100.0,-100.0
92838,-100.0,-91.0,-100.0,-100.0,-100.0
92856,-100.0,-91.0,-100.0,-100.0,-100.0
92873,-100.0,-91.0,-100.0,-100.0,-100.0
92888,-100.0,-91.0,-100.0,-100.0,-100.0
92905,-100.0,-91.0,-100.0,-100.0,-100.0
92922,-100.0,-91.0,-100.0,-100.0,-100.0
92939,-100.0,-91.0,-100.0,-100.0,-100.0
92955,-100.0,-91.0,-100.0,-100.0,-100.0
92972,-100.0,-91.0,-100.0,-100.0,-100.0
92988,-100.0,-91.0,-100.0,-100.0,-100.0
93005,-100.0,-91.0,-100.0,-100.0,-100.0
93022,-100.0,-91.0,-100.0,-100.0,-100.0
93039,-100.0,-91.0,-100.0,-100.0,-100.0
93055,-100.0,-91.0,-100.0,-100.0,-100.0
93072,-100.0,-91.0,-100.0,-100.0,-100.0
93090,-100.0,-91.0,-100.0,-100.0,-100.0
93106,-100.0,-91.0,-100.0,-100.0,-100.0
93122,-100.0,-91.0,-100.0,-100.0,-100.0
93139,-100.0,-91.0,-100.0,-100.0,-100.0
93155,-100.0,-91.0,-100.0,-100.0,-100.0
93172,-100.0,-91.0,-100.0,-100.0,-100.0
93189,-100.0,-91.0,-100.0,-100.0,-100.0
93205,-100.0,-91.0,-100.0,-100.0,-100.0
93221,-100.0,-91.0,-100.0,-100.0,-100.0
93239,-100.0,-91.0,-100.0,-100.0,-100.0
93255,-100.0,-91.0,-100.0,-100.0,-100.0
93272,-100.0,-91.0,-100.0,-100.0,-100.0
93288,-100.0,-91.0,-100.0,-100.0,-100.0
93306,-100.0,-91.0,-100.0,-100.0,-100.0
93322,-100.0,-91.0,-100.0,-100.0,-100.0
93339,-100.0,-91.0,-100.0,-100.0,-100.0
93355,-100.0,-91.0,-100.0,-100.0,-100.0
93371,-100.0,-91.0,-100.0,-100.0,-100.0
93388,-100.0,-91.0,-100.0,-100.0,-100.0
93405,-100.0,-91.0,-100.0,-100.0,-100.0
93423,-100.0,-91.0,-100.0,-100.0,-100.0
93439,-100.0,-91.0,-100.0,-100.0,-100.0
93455,-100.0,-91.0,-100.0,-100.0,-100.0
93472,-100.0,-91.0,-100.0,-100.0,-100.0
93489,-100.0,-91.0,-100.0,-100.0,-100.0
93505,-100.0,-91.0,-100.0,-100.0,-100.0
93522,-100.0,-91.0,-100.0,-100.0,-100.0
93539,-100.0,-91.0,-100.0,-100.0,-100.0
93555,-100.0,-91.0,-100.0,-100.0,-100.0
93571,-100.0,-91.0,-100.0,-100.0,-100.0
93589,-100.0,-91.0,-100.0,-100.0,-100.0
93605,-100.0,-91.0,-100.0,-100.0,-100.0
93623,-100.0,-91.0,-100.0,-100.0,-100.0
93638,-100.0,-91.0,-100.0,-100.0,-100.0
93655,-100.0,-91.0,-100.0,-100.0,-100.0
93673,-100.0,-91.0,-100.0,-100.0,-100.0
93689,-100.0,-91.0,-100.0,-100.0,-100.0
93706,-100.0,-91.0,-100.0,-100.0,-100.0
93722,-100.0,-91.0,-100.0,-100.0,-100.0
93738,-100.0,-91.0,-100.0,-100.0,-100.0
93755,-100.0,-91.0,-100.0,-100.0,-100.0
93772,-100.0,-91.0,-100.0,-100.0,-100.0
93788,-100.0,-91.0,-100.0,-100.0,-100.0
93805,-100.0,-91.0,-100.0,-100.0,-100.0
93822,-100.0,-91.0,-100.0,-100.0,-100.0
93839,-100.0,-91.0,-100.0,-100.0,-100.0
93855,-100.0,-91.0,-100.0,-100.0,-100.0
93873,-100.0,-91.0,-100.0,-100.0,-100.0
93888,-100.0,-91.0,-100.0,-100.0,-100.0
93905,-100.0,-91.0,-100.0,-100.0,-100.0
93923,-100.0,-91.0,-100.0,-100.0,-100.0
93939,-100.0,-91.0,-100.0,-100.0,-100.0
93956,-100.0,-91.0,-100.0,-100.0,-100.0
93971,-100.0,-91.0,-100.0,-100.0,-100.0
93988,-100.0,-91.0,-100.0,-100.0,-100.0
94005,-100.0,-91.0,-100.0,-100.0,-100.0
94022,-100.0,-91.0,-100.0,-100.0,-100.0
94039,-100.0,-91.0,-100.0,-100.0,-100.0
94052,-100.0,-91.0,-100.0,-100.0,-100.0
94054,-100.0,-91.25,-100.0,-100.0,-100.0
94072,-100.0,-91.5,-100.0,-100.0,-100.0
94089,-100.0,-91.75,-100.0,-100.0,-100.0
94093,-100.0,-92.0,-100.0,-100.0,-100.0
94105,-100.0,-92.06896551724138,-100.0,-100.0,-100.0
94123,-100.0,-92.13793103448276,-100.0,-100.0,-100.0
94138,-100.0,-92.20689655172414,-100.0,-100.0,-100.0
94155,-100.0,-92.27586206896552,-100.0,-100.0,-100.0
94173,-100.0,-92.34482758620689,-100.0,-100.0,-100.0
94188,-100.0,-92.41379310344827,-100.0,-100.0,-100.0
94205,-100.0,-92.48275862068965,-100.0,-100.0,-100.0
94221,-100.0,-92.55172413793103,-100.0,-100.0,-100.0
94239,-100.0,-92.62068965517241,-100.0,-100.0,-100.0
94255,-100.0,-92.6896551724138,-100.0,-100.0,-100.0
94272,-100.0,-92.75862068965517,-100.0,-100.0,-100.0
94288,-100.0,-92.82758620689656,-100.0,-100.0,-100.0
94306,-100.0,-92.89655172413794,-100.0,-100.0,-100.0
94322,-100.0,-92.96551724137932,-100.0,-100.0,-100.0
94339,-100.0,-93.03448275862068,-100.0,-100.0,-100.0
94356,-100.0,-93.10344827586206,-100.0,-100.0,-100.0
94372,-100.0,-93.17241379310344,-100.0,-100.0,-100.0
94388,-100.0,-93.24137931034483,-100.0,-100.0,-100.0
94405,-100.0,-93.3103448275862,-100.0,-100.0,-100.0
94422,-100.0,-93.37931034482759,-100.0,-100.0,-100.0
94439,-100.0,-93.44827586206897,-100.0,-100.0,-100.0
94455,-100.0,-93.51724137931035,-100.0,-100.0,-100.0
94473,-100.0,-93.58620689655173,-100.0,-100.0,-100.0
94489,-100.0,-93.65517241379311,-100.0,-100.0,-100.0
94505,-100.0,-93.72413793103448,-100.0,-100.0,-100.0
94522,-100.0,-93.79310344827586,-100.0,-100.0,-100.0
94539,-100.0,-93.86206896551724,-100.0,-100.0,-100.0
94556,-100.0,-93.93103448275862,-100.0,-100.0,-100.0
94987,-100.0,-94.0,-100.0,-100.0,-100.0
95028,-100.0,-95.0,-100.0,-100.0,-100.0
95069,-100.0,-97.0,-100.0,-100.0,-100.0
95111,-100.0,-100.0,-100.0,-100.0,-100.0
95112,-100.0,,-100.0,-100.0,-100.0
95914,-100.0,,-100.0,-100.0,-100.0
95934,-100.0,,-100.0,-100.0,-100.0
95966,-100.0,,-100.0,-100.0,-100.0
95997,-100.0,,-100.0,-100.0,-100.0
96015,-100.0,,-100.0,-100.0,-100.0
96047,-100.0,,-100.0,-100.0,-100.0
96068,-100.0,,-100.0,-100.0,-100.0
96098,-100.0,,-100.0,-100.0,-100.0
96131,-100.0,,-100.0,-100.0,-100.0
96148,-100.0,,-100.0,-100.0,-100.0
96182,-100.0,,-100.0,-100.0,-100.0
96215,-100.0,,-100.0,-100.0,-100.0
96233,-100.0,,-100.0,-100.0,-100.0
96265,-100.0,,-100.0,-100.0,-100.0
96297,-100.0,,-100.0,-100.0,-100.0
96316,-100.0,,-100.0,-100.0,-100.0
96347,-100.0,,-100.0,-100.0,-100.0
96381,-100.0,,-100.0,-100.0,-100.0
96399,-100.0,,-100.0,-100.0,-100.0
96431,-100.0,,-100.0,-100.0,-100.0
96465,-100.0,,-100.0,-100.0,-100.0
96482,-100.0,,-100.0,-100.0,-100.0
96515,-100.0,,-100.0,-100.0,-100.0
97790,-100.0,,-100.0,-100.0,-100.0
97825,-100.0,,-100.0,-100.0,-100.0
98222,-100.0,,-100.0,-100.0,-100.0
98251,-100.0,,-100.0,-100.0,-100.0
98290,-100.0,,-100.0,-100.0,-100.0
98304,-100.0,,-100.0,-100.0,-100.0
99488,-100.0,,-100.0,-100.0,-100.0
99506,-100.0,,-100.0,-100.0,-100.0
99524,-100.0,,-100.0,-100.0,-100.0
99555,-100.0,,-100.0,-100.0,-100.0
99572,-100.0,,-100.0,-100.0,-100.0
99588,-100.0,,-100.0,-100.0,-100.0
99605,-100.0,,-100.0,-100.0,-100.0
99621,-100.0,,-100.0,-100.0,-100.0
99639,-100.0,,-100.0,-100.0,-100.0
99655,-100.0,,-100.0,-100.0,-100.0
99671,-100.0,,-100.0,-100.0,-100.0
99688,-100.0,,-100.0,-100.0,-100.0
99704,-100.0,,-100.0,-100.0,-100.0
99722,-100.0,,-100.0,-100.0,-100.0
99738,-100.0,,-100.0,-100.0,-100.0
99755,-100.0,,-100.0,-100.0,-100.0
99771,-100.0,,-100.0,-100.0,-100.0
99788,-100.0,,-100.0,-100.0,-100.0
103389,-100.0,,-100.0,-100.0,-100.0
103406,-100.0,,-100.0,-100.0,-100.0
103422,-100.0,,-100.0,-100.0,-100.0
103438,-100.0,,-100.0,-100.0,-100.0
103455,-100.0,,-100.0,-100.0,-100.0
103474,-100.0,,-100.0,-100.0,-100.0
103488,-100.0,,-100.0,-100.0,-100.0
108772,-100.0,,-100.0,-100.0,-100.0
108790,-100.0,,-100.0,-100.0,-100.0
108805,-100.0,,-100.0,-100.0,-100.0
108822,-100.0,,-100.0,-100.0,-100.0
108839,-100.0,,-100.0,-100.0,-100.0
108856,-100.0,,-100.0,-100.0,-100.0
108873,-100.0,,-100.0,-100.0,-100.0
121228,-100.0,,-100.0,-100.0,-100.0
121229,-100.0,-98.0,-100.0,-100.0,-100.0
121270,-100.0,-97.0,-100.0,-100.0,-100.0
121311,-100.0,-95.0,-100.0,-100.0,-100.0
121351,-100.0,-92.0,-100.0,-100.0,-100.0
121373,-100.0,-92.0,-100.0,-100.0,-100.0
121389,-100.0,-92.0,-100.0,-100.0,-100.0
121405,-100.0,-92.0,-100.0,-100.0,-100.0
121422,-100.0,-92.0,-100.0,-100.0,-100.0
121440,-100.0,-92.0,-100.0,-100.0,-100.0
121456,-100.0,-92.0,-100.0,-100.0,-100.0
121472,-100.0,-92.0,-100.0,-100.0,-100.0
121489,-100.0,-92.0,-100.0,-100.0,-100.0
121506,-100.0,-92.0,-100.0,-100.0,-100.0
121523,-100.0,-92.0,-100.0,-100.0,-100.0
121539,-100.0,-92.0,-100.0,-100.0,-100.0
121555,-100.0,-92.0,-100.0,-100.0,-100.0
121572,-100.0,-92.0,-100.0,-100.0,-100.0
121589,-100.0,-92.0,-100.0,-100.0,-100.0
121605,-100.0,-92.0,-100.0,-100.0,-100.0
121622,-100.0,-92.0,-100.0,-100.0,-100.0
121640,-100.0,-92.0,-100.0,-100.0,-100.0
121655,-100.0,-92.0,-100.0,-100.0,-100.0
121674,-100.0,-92.0,-100.0,-100.0,-100.0
121689,-100.0,-92.0,-100.0,-100.0,-100.0
121707,-100.0,-92.0,-100.0,-100.0,-100.0
121723,-100.0,-92.0,-100.0,-100.0,-100.0
121740,-100.0,-92.0,-100.0,-100.0,-100.0
122036,-100.0,-92.0,-100.0,-100.0,-100.0
122053,-100.0,-92.0,-99.0,-100.0,-100.0
122070,-100.0,-92.0,-98.0,-100.0,-100.0
122086,-100.0,-92.0,-97.0,-100.0,-100.0
122103,-100.0,-92.0,-95.0,-100.0,-100.0
122120,-100.0,-92.0,-94.0,-100.0,-100.0
122136,-100.0,-92.0,-93.0,-100.0,-100.0
122154,-100.0,-92.0,-92.0,-100.0,-100.0
122170,-100.0,-92.0,-91.0,-100.0,-100.0
122188,-100.0,-92.0,-91.0,-100.0,-100.0
122203,-100.0,-92.0,-92.0,-100.0,-100.0
122220,-100.0,-92.0,-94.0,-100.0,-100.0
122236,-100.0,-92.0,-95.0,-100.0,-100.0
122239,-100.0,-92.0,-95.33333333333333,-100.0,-100.0
122244,-100.0,-92.0,-95.66666666666667,-100.0,-100.0
122253,-100.0,-92.2,-96.0,-100.0,-100.0
122256,-100.0,-92.4,-96.5,-100.0,-100.0
122270,-100.0,-92.6,-97.0,-100.0,-100.0
122272,-100.0,-92.8,-97.33333333333333,-100.0,-100.0
122284,-100.0,-93.0,-97.66666666666667,-100.0,-100.0
122287,-100.0,-93.42857142857143,-98.0,-100.0,-100.0
122289,-100.0,-93.85714285714286,-98.5,-100.0,-100.0
122303,-100.0,-94.28571428571429,-99.0,-100.0,-100.0
122306,-100.0,-94.71428571428571,-99.5,-100.0,-100.0
122320,-100.0,-95.14285714285714,-100.0,-100.0,-100.0
122323,-100.0,-95.57142857142857,-100.0,-100.0,-100.0
122324,-100.0,-96.0,-100.0,-100.0,-100.0
122339,-100.0,-97.0,-100.0,-100.0,-100.0
122365,-100.0,-98.0,-100.0,-100.0,-100.0
122366,-100.0,,-100.0,-100.0,-100.0
122589,-100.0,,-100.0,-100.0,-100.0
122606,-100.0,,-100.0,-100.0,-100.0
122622,-100.0,,-100.0,-100.0,-100.0
122639,-100.0,,-100.0,-100.0,-100.0
122656,-100.0,,-100.0,-100.0,-100.0
122672,-100.0,,-100.0,-100.0,-100.0
122689,-100.0,,-100.0,-100.0,-100.0
122706,-100.0,,-100.0,-100.0,-100.0
122722,-100.0,,-100.0,-100.0,-100.0
122739,-100.0,,-100.0,-100.0,-100.0
122755,-100.0,,-100.0,-100.0,-100.0
122774,-100.0,,-100.0,-100.0,-100.0
122923,-100.0,,-100.0,-100.0,-100.0
122939,-100.0,,-100.0,-100.0,-100.0
122957,-100.0,,-100.0,-100.0,-100.0
122973,-100.0,,-100.0,-100.0,-100.0
122989,-100.0,,-100.0,-100.0,-100.0
123007,-100.0,,-100.0,-100.0,-100.0
123022,-100.0,,-100.0,-100.0,-100.0
123039,-100.0,,-100.0,-100.0,-100.0
123056,-100.0,,-100.0,-100.0,-100.0
123074,-100.0,,-100.0,-100.0,-100.0
123088,-100.0,,-100.0,-100.0,-100.0
123105,-100.0,,-100.0,-100.0,-100.0
123123,-100.0,,-100.0,-100.0,-100.0
123140,-100.0,,-100.0,-100.0,-100.0
123156,-100.0,,-100.0,-100.0,-100.0
123173,-100.0,,-100.0,-100.0,-100.0
123188,-100.0,,-100.0,-100.0,-100.0
123207,-100.0,,-100.0,-100.0,-100.0
127396,-100.0,,-100.0,-100.0,-100.0
127405,-100.0,,-100.0,-100.0,-100.0
127414,-100.0,,-100.0,-100.0,-100.0
127423,-100.0,,-100.0,-100.0,-100.0
127439,-100.0,,-100.0,-100.0,-100.0
127457,-100.0,,-100.0,-100.0,-100.0
127463,-100.0,,-100.0,-100.0,-100.0
127473,-100.0,,-100.0,-100.0,-100.0
127489,-100.0,,-100.0,-100.0,-100.0
127505,-100.0,,-100.0,-100.0,-100.0
127515,-100.0,,-100.0,-100.0,-100.0
127522,-100.0,,-100.0,-100.0,-100.0
127540,-100.0,,-100.0,-100.0,-100.0
127548,-100.0,,-100.0,-100.0,-100.0
127556,-100.0,,-100.0,-100.0,-100.0
127572,-100.0,,-100.0,-100.0,-100.0
127590,-100.0,,-100.0,-100.0,-100.0
127605,-100.0,,-100.0,-100.0,-100.0
127624,-100.0,,-100.0,-100.0,-100.0
127639,-100.0,,-100.0,-100.0,-100.0
127655,-100.0,,-100.0,-100.0,-100.0
127673,-100.0,,-100.0,-100.0,-100.0
127762,-100.0,,-100.0,-100.0,-100.0
127781,-100.0,,-100.0,-100.0,-100.0
127811,-100.0,,-100.0,-100.0,-100.0
127829,-100.0,,-100.0,-100.0,-100.0
127848,-100.0,,-100.0,-100.0,-100.0
127878,-100.0,,-100.0,-100.0,-100.0
127896,-100.0,,-100.0,-100.0,-100.0
127972,-100.0,,-100.0,-100.0,-100.0
127990,-100.0,,-100.0,-100.0,-100.0
128007,-100.0,,-100.0,-100.0,-100.0
128022,-100.0,,-100.0,-100.0,-100.0
128038,-100.0,,-100.0,-100.0,-100.0
128056,-100.0,,-100.0,-100.0,-100.0
128072,-100.0,,-100.0,-100.0,-100.0
128089,-100.0,,-100.0,-100.0,-100.0
128106,-100.0,,-100.0,-100.0,-100.0
128972,-100.0,,-100.0,-100.0,-100.0
128990,-100.0,,-100.0,-100.0,-100.0
129006,-100.0,,-100.0,-100.0,-100.0
129022,-100.0,,-100.0,-100.0,-100.0
129040,-100.0,,-100.0,-100.0,-100.0
129056,-100.0,,-100.0,-100.0,-100.0
129072,-100.0,,-100.0,-100.0,-100.0
129090,-100.0,,-100.0,-100.0,-100.0
129105,-100.0,,-100.0,-100.0,-100.0
129122,-100.0,,-100.0,-100.0,-100.0
130870,-100.0,,-100.0,-100.0,-100.0
130887,-100.0,,-100.0,-100.0,-100.0
130903,-100.0,,-100.0,-100.0,-100.0
130920,-100.0,,-100.0,-100.0,-100.0
130937,-100.0,,-100.0,-100.0,-100.0
130953,-100.0,,-100.0,-100.0,-100.0
130970,-100.0,,-100.0,-100.0,-100.0
131755,-100.0,,-100.0,-100.0,-100.0
131772,-100.0,,-100.0,-100.0,-100.0
131790,-100.0,,-100.0,-100.0,-100.0
131807,-100.0,,-100.0,-100.0,-100.0
131823,-100.0,,-100.0,-100.0,-100.0
131840,-100.0,,-100.0,-100.0,-100.0
131856,-100.0,,-100.0,-100.0,-100.0
131872,-100.0,,-100.0,-100.0,-100.0
131889,-100.0,,-100.0,-100.0,-100.0
131907,-100.0,,-100.0,-100.0,-100.0
131923,-100.0,,-100.0,-100.0,-100.0
131939,-100.0,,-100.0,-100.0,-100.0
131955,-100.0,,-100.0,-100.0,-100.0
131974,-100.0,,-100.0,-100.0,-100.0
131989,-100.0,,-100.0,-100.0,-100.0
132006,-100.0,,-100.0,-100.0,-100.0
132024,-100.0,,-100.0,-100.0,-100.0
132039,-100.0,,-100.0,-100.0,-100.0
132056,-100.0,,-100.0,-100.0,-100.0
132072,-100.0,,-100.0,-100.0,-100.0
132089,-100.0,,-100.0,-100.0,-100.0
132107,-100.0,,-100.0,-100.0,-100.0
132124,-100.0,,-100.0,-100.0,-100.0
132139,-100.0,,-100.0,-100.0,-100.0
132156,-100.0,,-100.0,-100.0,-100.0
132172,-100.0,,-100.0,-100.0,-100.0
132189,-100.0,,-100.0,-100.0,-100.0
132206,-100.0,,-100.0,-100.0,-100.0
132222,-100.0,,-100.0,-100.0,-100.0
132240,-100.0,,-100.0,-100.0,-100.0
132256,-100.0,,-100.0,-100.0,-100.0
132272,-100.0,,-100.0,-100.0,-100.0
132289,-100.0,,-100.0,-100.0,-100.0
132307,-100.0,,-100.0,-100.0,-100.0
147627,-100.0,,-100.0,-100.0,-100.0
147652,-100.0,,-100.0,-100.0,-100.0
147703,-100.0,,-100.0,-100.0,-100.0
147718,-100.0,,-100.0,-100.0,-100.0
147811,-100.0,,-100.0,-100.0,-100.0
147844,-100.0,,-100.0,-100.0,-100.0
148019,-100.0,,-100.0,-100.0,-100.0
148043,-100.0,,-100.0,-100.0,-100.0
148087,-100.0,,-100.0,-100.0,-100.0
148101,-100.0,,-100.0,-100.0,-100.0
148357,-100.0,,-100.0,-100.0,-100.0
148376,-100.0,,-100.0,-100.0,-100.0
148416,-100.0,,-100.0,-100.0,-100.0
148427,-100.0,,-100.0,-100.0,-100.0
148611,-100.0,,-100.0,-100.0,-100.0
148636,-100.0,,-100.0,-100.0,-100.0
148660,-100.0,,-100.0,-100.0,-100.0
148675,-100.0,,-100.0,-100.0,-100.0
148680,-100.0,,-100.0,-100.0,-100.0
148690,-100.0,,-100.0,-100.0,-100.0
148728,-100.0,,-100.0,-100.0,-100.0
148762,-100.0,,-100.0,-100.0,-100.0
148779,-100.0,,-100.0,-100.0,-100.0
148830,-100.0,,-100.0,-100.0,-100.0
148877,-100.0,,-100.0,-100.0,-100.0
148881,-100.0,,-100.0,-100.0,-100.0
148895,-100.0,,-100.0,-100.0,-100.0
148905,-100.0,,-100.0,-100.0,-100.0
148927,-100.0,,-100.0,-100.0,-100.0
148942,-100.0,,-100.0,-100.0,-100.0
148958,-100.0,,-100.0,-100.0,-100.0
176241,-100.0,,-100.0,-100.0,-100.0
176256,-100.0,,-100.0,-100.0,-100.0
176273,-100.0,,-100.0,-100.0,-100.0
176290,-100.0,,-100.0,-100.0,-100.0
176306,-100.0,,-100.0,-100.0,-100.0
176323,-100.0,,-100.0,-100.0,-100.0
176340,-100.0,,-100.0,-100.0,-100.0
176356,-100.0,,-100.0,-100.0,-100.0
176374,-100.0,,-100.0,-100.0,-100.0
176390,-100.0,,-100.0,-100.0,-100.0
176407,-100.0,,-100.0,-100.0,-100.0
176423,-100.0,,-100.0,-100.0,-100.0
176440,-100.0,,-100.0,-100.0,-100.0
176457,-100.0,,-100.0,-100.0,-100.0
176474,-100.0,,-100.0,-100.0,-100.0
176490,-100.0,,-100.0,-100.0,-100.0
176506,-100.0,,-100.0,-100.0,-100.0
176523,-100.0,,-100.0,-100.0,-100.0
176539,-100.0,,-100.0,-100.0,-100.0
176556,-100.0,,-100.0,-100.0,-100.0
176572,-100.0,,-100.0,-100.0,-100.0
176590,-100.0,,-100.0,-100.0,-100.0
176606,-100.0,,-100.0,-100.0,-100.0
176623,-100.0,,-100.0,-100.0,-100.0
176640,-100.0,,-100.0,-100.0,-100.0
176655,-100.0,,-100.0,-100.0,-100.0
176673,-100.0,,-100.0,-100.0,-100.0
176689,-100.0,,-100.0,-100.0,-100.0
176706,-100.0,,-100.0,-100.0,-100.0
176723,-100.0,,-100.0,-100.0,-100.0
176740,-100.0,,-100.0,-100.0,-100.0
176757,-100.0,,-100.0,-100.0,-100.0
176773,-100.0,,-100.0,-100.0,-100.0
176789,-100.0,,-100.0,-100.0,-100.0
176805,-100.0,,-100.0,-100.0,-100.0
176824,-100.0,,-100.0,-100.0,-100.0
176839,-100.0,,-100.0,-100.0,-100.0
176856,-100.0,,-100.0,-100.0,-100.0
176874,-100.0,,-100.0,-100.0,-100.0
176889,-100.0,,-100.0,-100.0,-100.0
176980,-100.0,,-100.0,-100.0,-100.0
176997,-100.0,,-99.0,-100.0,-100.0
177014,-100.0,,-98.0,-100.0,-100.0
177030,-100.0,,-97.0,-100.0,-100.0
177047,-100.0,,-95.0,-100.0,-100.0
177064,-100.0,,-94.0,-100.0,-100.0
177080,-100.0,,-93.0,-100.0,-100.0
177097,-100.0,,-92.0,-100.0,-100.0
177114,-100.0,,-91.0,-100.0,-100.0
177130,-100.0,,-90.0,-100.0,-100.0
177147,-100.0,,-89.0,-100.0,-100.0
177164,-100.0,,-88.0,-100.0,-100.0
177180,-100.0,,-87.0,-100.0,-100.0
177197,-100.0,,-85.0,-100.0,-100.0
177214,-100.0,,-84.0,-100.0,-100.0
177240,-100.0,,-84.0,-100.0,-100.0
177256,-100.0,,-84.0,-100.0,-100.0
177273,-100.0,,-84.0,-100.0,-100.0
177290,-100.0,,-84.0,-100.0,-100.0
177306,-100.0,,-84.0,-100.0,-100.0
177323,-100.0,,-84.0,-100.0,-100.0
177340,-100.0,,-84.0,-100.0,-100.0
177647,-100.0,,-84.0,-100.0,-100.0
177665,-100.0,,-85.0,-100.0,-100.0
177681,-100.0,,-86.0,-100.0,-100.0
177698,-100.0,,-87.0,-100.0,-100.0
177714,-100.0,,-88.0,-100.0,-100.0
177731,-100.0,,-89.0,-100.0,-100.0
177748,-100.0,,-90.0,-100.0,-100.0
177764,-100.0,,-92.0,-100.0,-100.0
177781,-100.0,,-93.0,-100.0,-100.0
177798,-100.0,,-94.0,-100.0,-100.0
177940,-100.0,,-94.0,-100.0,-100.0
177958,-100.0,,-94.0,-100.0,-100.0
177973,-100.0,,-94.0,-100.0,-100.0
177990,-100.0,,-94.0,-100.0,-100.0
178007,-100.0,,-94.0,-100.0,-100.0
178022,-100.0,,-94.0,-100.0,-100.0
178039,-100.0,,-94.0,-100.0,-100.0
178056,-100.0,,-94.0,-100.0,-100.0
178073,-100.0,,-94.0,-100.0,-100.0
178089,-100.0,,-94.0,-100.0,-100.0
178106,-100.0,,-94.0,-100.0,-100.0
179306,-100.0,,-94.0,-100.0,-100.0
179324,-100.0,,-94.0,-100.0,-100.0
179339,-100.0,,-94.0,-100.0,-100.0
179357,-100.0,,-94.0,-100.0,-100.0
179373,-100.0,,-94.0,-100.0,-100.0
179389,-100.0,,-94.0,-100.0,-100.0
179406,-100.0,,-94.0,-100.0,-100.0
179424,-100.0,,-94.0,-100.0,-100.0
179441,-100.0,,-94.0,-100.0,-100.0
179457,-100.0,,-94.0,-100.0,-100.0
179539,-100.0,,-94.0,-100.0,-100.0
179556,-100.0,,-94.0,-100.0,-100.0
179573,-100.0,,-94.0,-100.0,-100.0
179589,-100.0,,-94.0,-100.0,-100.0
179607,-100.0,,-94.0,-100.0,-100.0
179623,-100.0,,-94.0,-100.0,-100.0
179640,-100.0,,-94.0,-100.0,-100.0
179656,-100.0,,-94.0,-100.0,-100.0
179722,-100.0,,-94.0,-100.0,-100.0
179739,-100.0,,-94.0,-100.0,-100.0
179757,-100.0,,-94.0,-100.0,-100.0
179773,-100.0,,-94.0,-100.0,-100.0
179790,-100.0,,-94.0,-100.0,-100.0
179806,-100.0,,-94.0,-100.0,-100.0
179823,-100.0,,-94.0,-100.0,-100.0
179840,-100.0,,-94.0,-100.0,-100.0
180734,-100.0,,-94.0,-100.0,-100.0
180751,-100.0,,-95.0,-100.0,-100.0
180768,-100.0,,-96.0,-100.0,-100.0
180784,-100.0,,-97.0,-100.0,-100.0
180801,-100.0,,-98.0,-100.0,-100.0
180818,-100.0,,-99.0,-100.0,-100.0
180834,-100.0,,-100.0,-100.0,-100.0
