,A2RJBMEEVBZ8E,A1NTYZ6IERUPC
392458,-100.0,-100.0
392471,-100.0,-100.0
392482,-100.0,-100.0
392490,-100.0,-100.0
392491,-100.0,-100.0
392512,-100.0,-100.0
392523,-100.0,-100.0
392524,-100.0,-100.0
392545,-100.0,-100.0
392553,-100.0,-100.0
392560,-100.0,-100.0
392565,-100.0,-100.0
392575,-100.0,-100.0
392577,-100.0,-100.0
392601,-100.0,-100.0
392606,-100.0,-100.0
392616,-100.0,-100.0
392629,-100.0,-100.0
392638,-100.0,-100.0
392649,-100.0,-100.0
392654,-100.0,-100.0
392682,-100.0,-100.0
392683,-100.0,-100.0
392692,-100.0,-100.0
392701,-100.0,-100.0
392708,-100.0,-100.0
392713,-100.0,-100.0
392731,-100.0,-100.0
392742,-100.0,-100.0
392744,-100.0,-100.0
392764,-100.0,-100.0
392771,-100.0,-100.0
392776,-100.0,-100.0
392788,-100.0,-100.0
392798,-100.0,-100.0
392811,-100.0,-100.0
392814,-100.0,-100.0
392816,-100.0,-100.0
392830,-100.0,-100.0
392838,-100.0,-100.0
392839,-100.0,-100.0
392854,-100.0,-100.0
392866,-100.0,-100.0
392875,-100.0,-100.0
392885,-100.0,-100.0
392894,-100.0,-100.0
392908,-100.0,-100.0
392909,-100.0,-100.0
392928,-100.0,-100.0
392932,-100.0,-100.0
392942,-100.0,-100.0
392948,-100.0,-100.0
392964,-100.0,-100.0
392975,-100.0,-100.0
392980,-100.0,-100.0
392987,-100.0,-100.0
392994,-100.0,-100.0
392999,-100.0,-100.0
393017,-100.0,-100.0
393026,-100.0,-100.0
393028,-100.0,-100.0
393034,-100.0,-100.0
393044,-100.0,-100.0
393051,-100.0,-100.0
393054,-100.0,-100.0
393063,-100.0,-100.0
393073,-100.0,-100.0
393084,-100.0,-100.0
393096,-100.0,-100.0
393098,-100.0,-100.0
393126,-100.0,-100.0
393149,-100.0,-100.0
393166,-100.0,-100.0
393196,-100.0,-100.0
393222,-100.0,-100.0
393234,-100.0,-100.0
393275,-100.0,-100.0
393294,-100.0,-100.0
393317,-100.0,-100.0
393338,-100.0,-100.0
393363,-100.0,-100.0
393388,-100.0,-100.0
393415,-100.0,-100.0
393446,-100.0,-100.0
393473,-100.0,-100.0
393489,-100.0,-100.0
393530,-100.0,-100.0
393560,-100.0,-100.0
393584,-100.0,-100.0
393609,-100.0,-100.0
393644,-100.0,-100.0
393668,-100.0,-100.0
393695,-100.0,-100.0
393721,-100.0,-100.0
393735,-100.0,-100.0
393762,-100.0,-100.0
393782,-100.0,-100.0
393814,-100.0,-100.0
393843,-100.0,-100.0
393876,-100.0,-100.0
393904,-100.0,-100.0
393931,-100.0,-100.0
393948,-100.0,-100.0
393985,-100.0,-100.0
394009,-100.0,-100.0
394031,-100.0,-100.0
394044,-100.0,-100.0
394066,-100.0,-100.0
394083,-100.0,-100.0
394114,-100.0,-100.0
394133,-100.0,-100.0
394161,-100.0,-100.0
394185,-100.0,-100.0
394213,-100.0,-100.0
394248,-100.0,-100.0
394264,-100.0,-100.0
394301,-100.0,-100.0
394320,-100.0,-100.0
394347,-100.0,-100.0
394368,-100.0,-100.0
394399,-100.0,-100.0
394418,-100.0,-100.0
394446,-100.0,-100.0
394458,-100.0,-100.0
394492,-100.0,-100.0
394507,-100.0,-100.0
394533,-100.0,-100.0
394561,-100.0,-100.0
394585,-100.0,-100.0
394625,-100.0,-100.0
394646,-100.0,-100.0
394680,-100.0,-100.0
394696,-100.0,-100.0
394728,-100.0,-100.0
394749,-100.0,-100.0
394777,-100.0,-100.0
394800,-100.0,-100.0
394826,-100.0,-100.0
394837,-100.0,-100.0
394866,-100.0,-100.0
394888,-100.0,-100.0
394919,-100.0,-100.0
394943,-100.0,-100.0
394990,-100.0,-100.0
395015,-100.0,-100.0
395043,-100.0,-100.0
395062,-100.0,-100.0
395100,-100.0,-100.0
395112,-100.0,-100.0
395143,-100.0,-100.0
395158,-100.0,-100.0
395184,-100.0,-100.0
395216,-100.0,-100.0
395250,-100.0,-100.0
395272,-100.0,-100.0
395298,-100.0,-100.0
395322,-100.0,-100.0
395357,-100.0,-100.0
400601,-100.0,-100.0
400632,-100.0,-100.0
400651,-100.0,-100.0
400682,-100.0,-100.0
400717,-100.0,-100.0
400736,-100.0,-100.0
400763,-100.0,-100.0
400798,-100.0,-100.0
400816,-100.0,-100.0
400842,-100.0,-100.0
400875,-100.0,-100.0
400887,-100.0,-100.0
400928,-100.0,-100.0
400940,-100.0,-100.0
400958,-100.0,-100.0
400972,-100.0,-100.0
401009,-100.0,-100.0
401023,-100.0,-100.0
401045,-100.0,-100.0
401066,-100.0,-100.0
401105,-100.0,-100.0
401139,-100.0,-100.0
401184,-100.0,-100.0
401201,-100.0,-100.0
401237,-100.0,-100.0
401245,-100.0,-100.0
401265,-100.0,-100.0
401283,-100.0,-100.0
401302,-100.0,-100.0
401338,-100.0,-100.0
401355,-100.0,-100.0
401370,-100.0,-100.0
401386,-100.0,-100.0
401393,-100.0,-100.0
401412,-100.0,-100.0
401428,-100.0,-100.0
401446,-100.0,-100.0
401464,-100.0,-100.0
401481,-100.0,-100.0
401499,-100.0,-100.0
401516,-100.0,-100.0
401535,-100.0,-100.0
401551,-100.0,-100.0
401574,-100.0,-100.0
401591,-100.0,-100.0
401605,-100.0,-100.0
401613,-100.0,-100.0
401629,-100.0,-100.0
401646,-100.0,-100.0
401666,-100.0,-100.0
401685,-100.0,-100.0
401700,-100.0,-100.0
401720,-100.0,-100.0
401739,-100.0,-100.0
401764,-100.0,-100.0
401777,-100.0,-100.0
401795,-100.0,-100.0
401803,-100.0,-100.0
401811,-100.0,-100.0
401828,-100.0,-100.0
401844,-100.0,-100.0
401862,-100.0,-100.0
401881,-100.0,-100.0
401897,-100.0,-100.0
401916,-100.0,-100.0
401934,-100.0,-100.0
401949,-100.0,-100.0
401968,-100.0,-100.0
401987,-100.0,-100.0
402003,-100.0,-100.0
402022,-100.0,-100.0
402028,-100.0,-100.0
402045,-100.0,-100.0
402062,-100.0,-100.0
402080,-100.0,-100.0
402097,-100.0,-100.0
402116,-100.0,-100.0
402132,-100.0,-100.0
402149,-100.0,-100.0
402168,-100.0,-100.0
402186,-100.0,-100.0
402205,-100.0,-100.0
402220,-100.0,-100.0
402244,-100.0,-100.0
402254,-100.0,-100.0
402274,-100.0,-100.0
402287,-100.0,-100.0
402309,-100.0,-100.0
402324,-100.0,-100.0
402341,-100.0,-100.0
402367,-100.0,-100.0
402376,-100.0,-100.0
402394,-100.0,-100.0
402407,-100.0,-100.0
402425,-100.0,-100.0
402437,-100.0,-100.0
402456,-100.0,-100.0
402462,-100.0,-100.0
402482,-100.0,-100.0
402501,-100.0,-100.0
402523,-100.0,-100.0
402533,-100.0,-100.0
402550,-100.0,-100.0
402567,-100.0,-100.0
402585,-100.0,-100.0
402601,-100.0,-100.0
402618,-100.0,-100.0
402636,-100.0,-100.0
402654,-100.0,-100.0
402663,-100.0,-100.0
402682,-100.0,-100.0
402697,-100.0,-100.0
402713,-100.0,-100.0
402730,-100.0,-100.0
402750,-100.0,-100.0
402780,-100.0,-100.0
402790,-100.0,-100.0
402805,-100.0,-100.0
402820,-100.0,-100.0
402836,-100.0,-100.0
402854,-100.0,-100.0
402871,-100.0,-100.0
402888,-100.0,-100.0
402895,-100.0,-100.0
402912,-100.0,-100.0
402934,-100.0,-100.0
402945,-100.0,-100.0
402948,-100.0,-100.0
402962,-100.0,-100.0
402967,-100.0,-100.0
402968,-100.0,-100.0
402982,-100.0,-100.0
402995,-100.0,-100.0
403000,-100.0,-100.0
403001,-100.0,-100.0
403014,-100.0,-100.0
403019,-100.0,-100.0
403021,-100.0,-100.0
403035,-100.0,-100.0
403050,-100.0,-100.0
403054,-100.0,-100.0
403071,-100.0,-100.0
403075,-100.0,-100.0
403087,-100.0,-100.0
403092,-100.0,-100.0
403097,-100.0,-100.0
403113,-100.0,-100.0
403130,-100.0,-100.0
403137,-100.0,-100.0
403143,-100.0,-100.0
403147,-100.0,-100.0
403163,-100.0,-100.0
403181,-100.0,-100.0
403187,-100.0,-100.0
403196,-100.0,-100.0
403200,-100.0,-100.0
403203,-100.0,-100.0
403213,-100.0,-100.0
403216,-100.0,-100.0
403235,-100.0,-100.0
403239,-100.0,-100.0
403251,-100.0,-100.0
403261,-100.0,-100.0
403269,-100.0,-100.0
403287,-100.0,-100.0
403288,-100.0,-100.0
403302,-100.0,-100.0
403305,-100.0,-100.0
403313,-100.0,-100.0
403328,-100.0,-100.0
403340,-100.0,-100.0
403347,-100.0,-100.0
403364,-100.0,-100.0
403381,-100.0,-100.0
403383,-100.0,-100.0
403395,-100.0,-100.0
403400,-100.0,-100.0
403404,-100.0,-100.0
403413,-100.0,-100.0
403417,-100.0,-100.0
403435,-100.0,-100.0
403440,-100.0,-100.0
403448,-100.0,-100.0
403452,-100.0,-100.0
403454,-100.0,-100.0
403466,-100.0,-100.0
403473,-100.0,-100.0
403487,-100.0,-100.0
403491,-100.0,-100.0
403501,-100.0,-100.0
403504,-100.0,-100.0
403516,-100.0,-100.0
403525,-100.0,-100.0
403527,-100.0,-100.0
403536,-100.0,-100.0
403546,-100.0,-100.0
403558,-100.0,-100.0
403564,-100.0,-100.0
403570,-100.0,-100.0
403581,-100.0,-100.0
403599,-100.0,-100.0
403612,-100.0,-100.0
403616,-100.0,-100.0
403617,-100.0,-100.0
403630,-100.0,-100.0
403633,-100.0,-100.0
403650,-100.0,-100.0
403657,-100.0,-100.0
403667,-100.0,-100.0
403669,-100.0,-100.0
403694,-100.0,-100.0
403703,-100.0,-100.0
403707,-100.0,-100.0
403724,-100.0,-100.0
403726,-100.0,-100.0
403734,-100.0,-100.0
403740,-100.0,-100.0
403751,-100.0,-100.0
403766,-100.0,-100.0
403777,-100.0,-100.0
403788,-100.0,-100.0
403793,-100.0,-100.0
403798,-100.0,-100.0
403812,-100.0,-100.0
403817,-100.0,-100.0
403818,-100.0,-100.0
403830,-100.0,-100.0
403838,-100.0,-100.0
403848,-100.0,-100.0
403857,-100.0,-100.0
403878,-100.0,-100.0
403887,-100.0,-100.0
403893,-100.0,-100.0
403902,-100.0,-100.0
403909,-100.0,-100.0
403919,-100.0,-100.0
403935,-100.0,-100.0
403943,-100.0,-100.0
403954,-100.0,-100.0
403957,-100.0,-100.0
403960,-100.0,-100.0
403976,-100.0,-100.0
403998,-100.0,-100.0
404009,-100.0,-100.0
404010,-100.0,-100.0
404017,-100.0,-100.0
404029,-100.0,-100.0
404041,-100.0,-100.0
404049,-100.0,-100.0
404056,-100.0,-100.0
404058,-100.0,-100.0
404087,-100.0,-100.0
404090,-100.0,-100.0
404097,-100.0,-100.0
404102,-100.0,-100.0
404121,-100.0,-100.0
404131,-100.0,-100.0
404141,-100.0,-100.0
404155,-100.0,-100.0
404173,-100.0,-100.0
404174,-100.0,-100.0
404187,-100.0,-100.0
404189,-100.0,-100.0
404202,-100.0,-100.0
404225,-100.0,-100.0
404229,-100.0,-100.0
404230,-100.0,-100.0
404251,-100.0,-100.0
404261,-100.0,-100.0
404265,-100.0,-100.0
404267,-100.0,-100.0
404282,-100.0,-100.0
404290,-100.0,-100.0
404304,-100.0,-100.0
404305,-100.0,-100.0
404320,-100.0,-100.0
404327,-100.0,-100.0
404334,-100.0,-100.0
404341,-100.0,-100.0
404355,-100.0,-100.0
404362,-100.0,-100.0
404377,-100.0,-100.0
404379,-100.0,-100.0
404391,-100.0,-100.0
404399,-100.0,-100.0
404413,-100.0,-100.0
404427,-100.0,-100.0
404437,-100.0,-100.0
404446,-100.0,-100.0
404464,-100.0,-100.0
404471,-100.0,-100.0
404479,-100.0,-100.0
404487,-100.0,-100.0
404500,-100.0,-100.0
404512,-100.0,-100.0
404515,-100.0,-100.0
404536,-100.0,-100.0
404548,-100.0,-100.0
404553,-100.0,-100.0
404567,-100.0,-100.0
404572,-100.0,-100.0
404582,-100.0,-100.0
404589,-100.0,-100.0
404606,-100.0,-100.0
404617,-100.0,-100.0
404621,-100.0,-100.0
404629,-100.0,-100.0
404641,-100.0,-100.0
404652,-100.0,-100.0
404664,-100.0,-100.0
404676,-100.0,-100.0
404686,-100.0,-100.0
404707,-100.0,-100.0
404708,-100.0,-100.0
404717,-100.0,-100.0
404732,-100.0,-100.0
404739,-100.0,-100.0
404750,-100.0,-100.0
404769,-100.0,-100.0
404774,-100.0,-100.0
404781,-100.0,-100.0
404790,-100.0,-100.0
404807,-100.0,-100.0
404817,-100.0,-100.0
404823,-100.0,-100.0
404837,-100.0,-100.0
404850,-100.0,-100.0
404861,-100.0,-100.0
404869,-100.0,-100.0
404885,-100.0,-100.0
404886,-100.0,-100.0
404895,-100.0,-100.0
404903,-100.0,-100.0
404916,-100.0,-100.0
404928,-100.0,-100.0
404956,-100.0,-100.0
404964,-100.0,-100.0
404966,-100.0,-100.0
404977,-100.0,-100.0
404991,-100.0,-100.0
405003,-100.0,-100.0
405009,-100.0,-100.0
405020,-100.0,-100.0
405022,-100.0,-100.0
405039,-100.0,-100.0
405049,-100.0,-100.0
405055,-100.0,-100.0
405064,-100.0,-100.0
405068,-100.0,-100.0
405083,-100.0,-100.0
405084,-100.0,-100.0
405092,-100.0,-100.0
405102,-100.0,-100.0
405117,-100.0,-100.0
405127,-100.0,-100.0
405136,-100.0,-100.0
405153,-100.0,-100.0
405163,-100.0,-100.0
405170,-100.0,-100.0
405189,-100.0,-100.0
405200,-100.0,-100.0
405204,-100.0,-100.0
405221,-100.0,-100.0
405229,-100.0,-100.0
405232,-100.0,-100.0
405238,-100.0,-100.0
405247,-100.0,-100.0
405250,-100.0,-100.0
405264,-100.0,-100.0
405282,-100.0,-100.0
405299,-100.0,-100.0
405302,-100.0,-100.0
405316,-100.0,-100.0
405334,-100.0,-100.0
405336,-100.0,-100.0
405346,-100.0,-100.0
405352,-100.0,-100.0
405369,-100.0,-100.0
405379,-100.0,-100.0
405386,-100.0,-100.0
405403,-100.0,-100.0
405405,-100.0,-100.0
405414,-100.0,-100.0
405420,-100.0,-100.0
405431,-100.0,-100.0
405436,-100.0,-100.0
405456,-100.0,-100.0
405466,-100.0,-100.0
405485,-100.0,-100.0
405494,-100.0,-100.0
405501,-100.0,-100.0
405507,-100.0,-100.0
405513,-100.0,-100.0
405521,-100.0,-100.0
405531,-100.0,-100.0
405543,-100.0,-100.0
405568,-100.0,-100.0
405577,-100.0,-100.0
405600,-100.0,-100.0
405613,-100.0,-100.0
405636,-100.0,-100.0
405652,-100.0,-100.0
405659,-100.0,-100.0
405676,-100.0,-100.0
405707,-100.0,-100.0
405709,-100.0,-100.0
405730,-100.0,-100.0
405746,-100.0,-100.0
405778,-100.0,-100.0
405786,-100.0,-100.0
405811,-100.0,-100.0
405821,-100.0,-100.0
405844,-100.0,-100.0
405855,-100.0,-100.0
405879,-100.0,-100.0
405887,-100.0,-100.0
405916,-100.0,-100.0
405923,-100.0,-100.0
405941,-100.0,-100.0
405950,-100.0,-100.0
405977,-100.0,-100.0
405985,-100.0,-100.0
406006,-100.0,-100.0
406017,-100.0,-100.0
406043,-100.0,-100.0
406056,-100.0,-100.0
406081,-100.0,-100.0
406092,-100.0,-100.0
406116,-100.0,-100.0
406124,-100.0,-100.0
406136,-100.0,-100.0
406147,-100.0,-100.0
406169,-100.0,-100.0
406177,-100.0,-100.0
406200,-100.0,-100.0
406211,-100.0,-100.0
406237,-100.0,-100.0
406264,-100.0,-100.0
406269,-100.0,-100.0
406295,-100.0,-100.0
406335,-100.0,-100.0
406350,-100.0,-100.0
406355,-100.0,-100.0
406371,-100.0,-100.0
406380,-100.0,-100.0
406398,-100.0,-100.0
406419,-100.0,-100.0
406428,-100.0,-100.0
406451,-100.0,-100.0
406462,-100.0,-100.0
406483,-100.0,-100.0
406497,-100.0,-100.0
406503,-100.0,-100.0
406514,-100.0,-100.0
406521,-100.0,-100.0
406534,-100.0,-100.0
406539,-100.0,-100.0
406550,-100.0,-100.0
406560,-100.0,-100.0
406575,-100.0,-100.0
406579,-100.0,-100.0
406590,-100.0,-100.0
406597,-100.0,-100.0
406609,-100.0,-100.0
406614,-100.0,-100.0
406627,-100.0,-100.0
406647,-100.0,-100.0
406662,-100.0,-100.0
406667,-100.0,-100.0
406678,-100.0,-100.0
406685,-100.0,-100.0
406698,-100.0,-100.0
406720,-100.0,-100.0
406732,-100.0,-100.0
406737,-100.0,-100.0
406748,-100.0,-100.0
406773,-100.0,-100.0
406785,-100.0,-100.0
406797,-100.0,-100.0
406809,-100.0,-100.0
406814,-100.0,-100.0
406827,-100.0,-100.0
406831,-100.0,-100.0
406846,-100.0,-100.0
406851,-100.0,-100.0
406866,-100.0,-100.0
406885,-100.0,-100.0
406897,-100.0,-100.0
406901,-100.0,-100.0
406913,-100.0,-100.0
406918,-100.0,-100.0
406930,-100.0,-100.0
406936,-100.0,-100.0
406948,-100.0,-100.0
406953,-100.0,-100.0
406965,-100.0,-100.0
406985,-100.0,-100.0
406989,-100.0,-100.0
406995,-100.0,-100.0
407006,-100.0,-100.0
407028,-100.0,-100.0
407041,-100.0,-100.0
407049,-100.0,-100.0
407061,-100.0,-100.0
407080,-100.0,-100.0
407094,-100.0,-100.0
407100,-100.0,-100.0
407113,-100.0,-100.0
407118,-100.0,-100.0
407133,-100.0,-100.0
407141,-100.0,-100.0
407160,-100.0,-100.0
407204,-100.0,-100.0
407215,-100.0,-100.0
407226,-100.0,-100.0
407241,-100.0,-100.0
407273,-100.0,-100.0
407294,-100.0,-100.0
407322,-100.0,-100.0
407333,-100.0,-100.0
407337,-100.0,-100.0
407345,-100.0,-100.0
407353,-100.0,-100.0
407354,-100.0,-100.0
407368,-100.0,-100.0
407369,-100.0,-100.0
407381,-100.0,-100.0
407387,-100.0,-100.0
407403,-100.0,-100.0
407407,-100.0,-100.0
407408,-100.0,-100.0
407412,-100.0,-100.0
407422,-100.0,-100.0
407429,-100.0,-100.0
407442,-100.0,-100.0
407445,-100.0,-100.0
407457,-100.0,-100.0
407463,-100.0,-100.0
407468,-100.0,-100.0
407477,-100.0,-100.0
407480,-100.0,-100.0
407482,-100.0,-100.0
407493,-100.0,-100.0
407498,-100.0,-100.0
407509,-100.0,-100.0
407517,-100.0,-100.0
407527,-100.0,-100.0
407535,-100.0,-100.0
407548,-100.0,-100.0
407570,-100.0,-100.0
407580,-100.0,-100.0
407585,-100.0,-100.0
407598,-100.0,-100.0
407603,-100.0,-100.0
407617,-100.0,-100.0
407622,-100.0,-100.0
407632,-100.0,-100.0
407639,-100.0,-100.0
407640,-100.0,-100.0
407645,-100.0,-100.0
407655,-100.0,-100.0
407657,-100.0,-100.0
407665,-100.0,-100.0
407674,-100.0,-100.0
407681,-100.0,-100.0
407697,-100.0,-100.0
407717,-100.0,-100.0
407731,-100.0,-100.0
407738,-100.0,-100.0
407739,-100.0,-100.0
407747,-100.0,-100.0
407757,-100.0,-100.0
407758,-100.0,-100.0
407771,-100.0,-100.0
407794,-100.0,-100.0
407801,-100.0,-100.0
407820,-100.0,-100.0
407832,-100.0,-100.0
407837,-100.0,-100.0
407838,-100.0,-100.0
407860,-100.0,-100.0
407872,-100.0,-100.0
407873,-100.0,-100.0
407888,-100.0,-100.0
407897,-100.0,-100.0
407908,-100.0,-100.0
407913,-100.0,-100.0
407926,-100.0,-100.0
407933,-100.0,-100.0
407948,-100.0,-100.0
407954,-100.0,-100.0
407961,-100.0,-100.0
407983,-100.0,-100.0
407997,-100.0,-100.0
407998,-100.0,-100.0
408001,-100.0,-100.0
408010,-100.0,-100.0
408011,-100.0,-100.0
408013,-100.0,-100.0
408019,-100.0,-100.0
408021,-100.0,-100.0
408031,-100.0,-100.0
408032,-100.0,-100.0
408037,-100.0,-100.0
408048,-100.0,-100.0
408055,-100.0,-100.0
408069,-100.0,-100.0
408096,-100.0,-100.0
408113,-100.0,-100.0
408181,-100.0,-100.0
408199,-100.0,-100.0
408201,-100.0,-100.0
408207,-100.0,-100.0
408218,-100.0,-100.0
408233,-100.0,-100.0
408260,-100.0,-100.0
408272,-100.0,-100.0
408296,-100.0,-100.0
408317,-100.0,-100.0
408345,-100.0,-100.0
408356,-100.0,-100.0
408380,-100.0,-100.0
408384,-100.0,-100.0
408399,-100.0,-100.0
408404,-100.0,-100.0
408419,-100.0,-100.0
408436,-100.0,-100.0
408445,-100.0,-100.0
408466,-100.0,-100.0
408486,-100.0,-100.0
408521,-100.0,-100.0
408548,-100.0,-100.0
408571,-100.0,-100.0
408592,-100.0,-100.0
408593,-100.0,-100.0
408628,-100.0,-100.0
408641,-100.0,-100.0
408654,-100.0,-100.0
408666,-100.0,-100.0
408686,-100.0,-100.0
408747,-100.0,-100.0
408773,-100.0,-100.0
408792,-100.0,-100.0
408794,-100.0,-100.0
408812,-100.0,-100.0
408829,-100.0,-100.0
408837,-100.0,-100.0
408859,-100.0,-100.0
408885,-100.0,-100.0
408915,-100.0,-100.0
408937,-100.0,-100.0
408964,-100.0,-100.0
408985,-100.0,-100.0
409010,-100.0,-100.0
409023,-100.0,-100.0
409049,-100.0,-100.0
409065,-100.0,-100.0
409076,-100.0,-100.0
409083,-100.0,-100.0
409104,-100.0,-100.0
409124,-100.0,-100.0
409139,-100.0,-100.0
409164,-100.0,-100.0
409190,-100.0,-100.0
409216,-100.0,-100.0
409221,-100.0,-100.0
409239,-100.0,-100.0
409265,-100.0,-100.0
409288,-100.0,-100.0
409298,-100.0,-100.0
409311,-100.0,-100.0
409337,-100.0,-100.0
409353,-100.0,-100.0
409382,-100.0,-100.0
409402,-100.0,-100.0
409436,-100.0,-100.0
409461,-100.0,-100.0
409487,-100.0,-100.0
409511,-100.0,-100.0
409525,-100.0,-100.0
409549,-100.0,-100.0
409553,-100.0,-100.0
409585,-100.0,-100.0
409605,-100.0,-100.0
409635,-100.0,-100.0
409638,-100.0,-100.0
409653,-100.0,-100.0
409684,-100.0,-100.0
409702,-100.0,-100.0
409724,-100.0,-100.0
409741,-100.0,-100.0
409767,-100.0,-100.0
409783,-100.0,-100.0
409794,-100.0,-100.0
409816,-100.0,-100.0
409838,-100.0,-100.0
409871,-100.0,-100.0
409893,-100.0,-100.0
409909,-100.0,-100.0
409911,-100.0,-100.0
409917,-100.0,-100.0
409931,-100.0,-100.0
409957,-100.0,-100.0
409983,-100.0,-100.0
410019,-100.0,-100.0
410040,-100.0,-100.0
410069,-100.0,-100.0
410091,-100.0,-100.0
410107,-100.0,-100.0
410115,-100.0,-100.0
410129,-100.0,-100.0
410144,-100.0,-100.0
410147,-100.0,-100.0
410172,-100.0,-100.0
410194,-100.0,-100.0
410209,-100.0,-100.0
410234,-100.0,-100.0
410246,-100.0,-100.0
410289,-100.0,-100.0
410307,-100.0,-100.0
410315,-100.0,-100.0
410335,-100.0,-100.0
410338,-100.0,-100.0
410346,-100.0,-100.0
410360,-100.0,-100.0
410369,-100.0,-100.0
410388,-100.0,-100.0
410409,-100.0,-100.0
410439,-100.0,-100.0
410460,-100.0,-100.0
410485,-100.0,-100.0
410497,-100.0,-100.0
410535,-100.0,-100.0
410550,-100.0,-100.0
410571,-100.0,-100.0
410577,-100.0,-100.0
410579,-100.0,-100.0
410590,-100.0,-100.0
410619,-100.0,-100.0
410637,-100.0,-100.0
410657,-100.0,-100.0
410686,-100.0,-100.0
410710,-100.0,-100.0
410741,-100.0,-100.0
410760,-100.0,-100.0
410773,-100.0,-100.0
410786,-100.0,-100.0
410790,-100.0,-100.0
410812,-100.0,-100.0
410836,-100.0,-100.0
410860,-100.0,-100.0
410879,-100.0,-100.0
410904,-100.0,-100.0
410919,-100.0,-100.0
410950,-100.0,-100.0
410961,-100.0,-100.0
410987,-100.0,-100.0
410997,-100.0,-100.0
411001,-100.0,-100.0
411002,-100.0,-100.0
411032,-100.0,-100.0
411054,-100.0,-100.0
411057,-100.0,-100.0
411087,-100.0,-100.0
411088,-100.0,-100.0
411115,-100.0,-100.0
411131,-100.0,-100.0
411157,-100.0,-100.0
411187,-100.0,-100.0
411199,-100.0,-100.0
411212,-100.0,-100.0
411214,-100.0,-100.0
411240,-100.0,-100.0
411260,-100.0,-100.0
411273,-100.0,-100.0
411277,-100.0,-100.0
411289,-100.0,-100.0
411301,-100.0,-100.0
411313,-100.0,-100.0
411344,-100.0,-100.0
411360,-100.0,-100.0
411386,-100.0,-100.0
411413,-100.0,-100.0
411419,-100.0,-100.0
411440,-100.0,-100.0
411480,-100.0,-100.0
411507,-100.0,-100.0
411522,-100.0,-100.0
411553,-100.0,-100.0
411558,-100.0,-100.0
411565,-100.0,-100.0
411572,-100.0,-100.0
411593,-100.0,-100.0
411619,-100.0,-100.0
411633,-100.0,-100.0
411660,-100.0,-100.0
411679,-100.0,-100.0
411690,-100.0,-100.0
411706,-100.0,-100.0
411721,-100.0,-100.0
411744,-100.0,-100.0
411761,-100.0,-100.0
411813,-100.0,-100.0
411836,-100.0,-100.0
411838,-100.0,-100.0
411850,-100.0,-100.0
411862,-100.0,-100.0
411888,-100.0,-100.0
411894,-100.0,-100.0
411916,-100.0,-100.0
411922,-100.0,-100.0
411946,-100.0,-100.0
411979,-100.0,-100.0
411983,-100.0,-100.0
412000,-100.0,-100.0
412001,-100.0,-100.0
412012,-100.0,-100.0
412039,-100.0,-100.0
412062,-100.0,-100.0
412076,-100.0,-100.0
412101,-100.0,-100.0
412109,-100.0,-100.0
412117,-100.0,-100.0
412123,-100.0,-100.0
412142,-100.0,-100.0
412161,-100.0,-100.0
412188,-100.0,-100.0
412201,-100.0,-100.0
412238,-100.0,-100.0
412252,-100.0,-100.0
412258,-100.0,-100.0
412271,-100.0,-100.0
412285,-100.0,-100.0
412311,-100.0,-100.0
412343,-100.0,-100.0
412344,-100.0,-100.0
412356,-100.0,-100.0
412369,-100.0,-100.0
412406,-100.0,-100.0
412417,-100.0,-100.0
412442,-100.0,-100.0
412470,-100.0,-100.0
412480,-100.0,-100.0
412487,-100.0,-100.0
412494,-100.0,-100.0
412509,-100.0,-100.0
412527,-100.0,-100.0
412557,-100.0,-100.0
412578,-100.0,-100.0
412599,-100.0,-100.0
412625,-100.0,-100.0
412652,-100.0,-100.0
412679,-100.0,-100.0
412693,-100.0,-100.0
412700,-100.0,-100.0
412707,-100.0,-100.0
412729,-100.0,-100.0
412749,-100.0,-100.0
412778,-100.0,-100.0
412798,-100.0,-100.0
412826,-100.0,-100.0
412840,-100.0,-100.0
412865,-100.0,-100.0
412893,-100.0,-100.0
412912,-100.0,-100.0
412920,-100.0,-100.0
412926,-100.0,-100.0
412953,-100.0,-100.0
412954,-100.0,-100.0
412978,-100.0,-100.0
413009,-100.0,-100.0
413030,-100.0,-100.0
413045,-100.0,-100.0
413073,-100.0,-100.0
413094,-100.0,-100.0
413129,-100.0,-100.0
413145,-100.0,-100.0
413176,-100.0,-100.0
413190,-100.0,-100.0
413215,-100.0,-100.0
413231,-100.0,-100.0
413261,-100.0,-100.0
413278,-100.0,-100.0
413307,-100.0,-100.0
413330,-100.0,-100.0
413362,-100.0,-100.0
413394,-100.0,-100.0
413426,-100.0,-100.0
413445,-100.0,-100.0
413463,-100.0,-100.0
413487,-100.0,-100.0
413509,-100.0,-100.0
413535,-100.0,-100.0
413560,-100.0,-100.0
413587,-100.0,-100.0
413618,-100.0,-100.0
413631,-100.0,-100.0
413660,-100.0,-100.0
413675,-100.0,-100.0
413705,-100.0,-100.0
413722,-100.0,-100.0
413750,-100.0,-100.0
413766,-100.0,-100.0
413793,-100.0,-100.0
413820,-100.0,-100.0
413847,-100.0,-100.0
413875,-100.0,-100.0
413909,-100.0,-100.0
413929,-100.0,-100.0
413958,-100.0,-100.0
413973,-100.0,-100.0
414002,-100.0,-100.0
414020,-100.0,-100.0
414045,-100.0,-100.0
414062,-100.0,-100.0
414085,-100.0,-100.0
