,A2LO2DX6H49IK,A1CAM1A9B1QR2,AN26GE0GN8DP0,A1R09GS9W47R5,A2KHL16YV7AIW
296715,-97.0,-43.0,-98.0,-48.0,-100.0
296724,-97.0,-43.0,-98.0,-48.0,-100.0
296799,-97.0,-43.0,-98.0,-48.0,-100.0
296803,-97.0,-43.0,-98.0,-48.0,-100.0
296832,-97.0,-43.0,-98.0,-48.0,-100.0
296838,-97.0,-43.0,-98.0,-48.0,-100.0
296866,-97.0,-43.0,-98.0,-48.0,-100.0
296872,-97.0,-43.0,-98.0,-48.0,-100.0
296899,-97.0,-43.0,-98.0,-48.0,-100.0
296910,-97.0,-43.0,-98.0,-48.0,-100.0
296933,-97.0,-43.0,-98.0,-48.0,-100.0
296937,-97.0,-43.0,-98.0,-48.0,-100.0
296949,-97.0,-43.0,-98.0,-48.0,-100.0
296953,-97.0,-43.0,-98.0,-48.0,-100.0
296983,-97.0,-43.0,-98.0,-48.0,-100.0
297006,-97.0,-43.0,-98.0,-48.0,-100.0
297033,-97.0,-43.0,-98.0,-48.0,-100.0
297037,-97.0,-43.0,-98.0,-48.0,-100.0
297050,-97.0,-43.0,-98.0,-48.0,-100.0
297055,-97.0,-43.0,-98.0,-48.0,-100.0
297066,-97.0,-43.0,-98.0,-48.0,-100.0
297071,-97.0,-43.0,-98.0,-48.0,-100.0
297083,-97.0,-43.0,-98.0,-48.0,-100.0
297088,-97.0,-43.0,-98.0,-48.0,-100.0
297101,-97.0,-43.0,-98.0,-48.0,-100.0
297107,-97.0,-43.0,-98.0,-48.0,-100.0
297120,-97.0,-43.0,-98.0,-48.0,-100.0
297139,-97.0,-43.0,-98.0,-48.0,-100.0
297152,-97.0,-43.0,-98.0,-48.0,-100.0
297158,-97.0,-43.0,-98.0,-48.0,-100.0
297170,-97.0,-43.0,-98.0,-48.0,-100.0
297194,-97.0,-43.0,-98.0,-48.0,-100.0
297203,-97.0,-43.0,-98.0,-48.0,-100.0
297207,-97.0,-43.0,-98.0,-48.0,-100.0
297219,-97.0,-43.0,-98.0,-48.0,-100.0
297224,-97.0,-43.0,-98.0,-48.0,-100.0
297237,-97.0,-43.0,-98.0,-48.0,-100.0
297243,-97.0,-43.0,-98.0,-48.0,-100.0
297257,-97.0,-43.0,-98.0,-48.0,-100.0
297278,-97.0,-43.0,-98.0,-48.0,-100.0
297285,-97.0,-43.0,-98.0,-48.0,-100.0
297290,-97.0,-43.0,-98.0,-48.0,-100.0
297302,-97.0,-43.0,-98.0,-48.0,-100.0
297308,-97.0,-43.0,-98.0,-48.0,-100.0
297320,-97.0,-43.0,-98.0,-48.0,-100.0
297325,-97.0,-43.0,-98.0,-48.0,-100.0
297336,-97.0,-43.0,-98.0,-48.0,-100.0
297357,-97.0,-43.0,-98.0,-48.0,-100.0
297372,-97.0,-43.0,-98.0,-48.0,-100.0
297376,-97.0,-43.0,-98.0,-48.0,-100.0
297387,-97.0,-43.0,-98.0,-48.0,-100.0
297392,-97.0,-43.0,-98.0,-48.0,-100.0
297403,-97.0,-43.0,-98.0,-48.0,-100.0
297408,-97.0,-43.0,-98.0,-48.0,-100.0
297419,-97.0,-43.0,-98.0,-48.0,-100.0
297424,-97.0,-43.0,-98.0,-48.0,-100.0
297442,-97.0,-43.0,-98.0,-48.0,-100.0
297477,-97.0,-43.0,-98.0,-48.0,-100.0
297486,-97.0,-43.0,-98.0,-48.0,-100.0
297507,-97.0,-43.0,-98.0,-48.0,-100.0
297519,-97.0,-43.0,-98.0,-48.0,-100.0
297541,-97.0,-43.0,-98.0,-48.0,-100.0
297577,-97.0,-43.0,-98.0,-48.0,-100.0
297589,-97.0,-43.0,-98.0,-48.0,-100.0
297638,-97.0,-43.0,-98.0,-48.0,-100.0
297647,-97.0,-43.0,-98.0,-48.0,-100.0
297660,-97.0,-43.0,-98.0,-48.0,-100.0
297680,-97.0,-43.0,-98.0,-48.0,-100.0
297686,-97.0,-43.0,-98.0,-48.0,-100.0
297692,-97.0,-43.0,-98.0,-48.0,-100.0
297703,-97.0,-43.0,-98.0,-48.0,-100.0
297708,-97.0,-43.0,-98.0,-48.0,-100.0
297720,-97.0,-43.0,-98.0,-48.0,-100.0
297725,-97.0,-43.0,-98.0,-48.0,-100.0
297737,-97.0,-43.0,-98.0,-48.0,-100.0
297760,-97.0,-43.0,-98.0,-48.0,-100.0
297770,-97.0,-43.0,-98.0,-48.0,-100.0
297776,-97.0,-43.0,-98.0,-48.0,-100.0
297787,-97.0,-43.0,-98.0,-48.0,-100.0
297793,-97.0,-43.0,-98.0,-48.0,-100.0
297806,-97.0,-43.0,-98.0,-48.0,-100.0
297823,-97.0,-43.0,-98.0,-48.0,-100.0
297837,-97.0,-43.0,-98.0,-48.0,-100.0
297842,-97.0,-43.0,-98.0,-48.0,-100.0
297856,-97.0,-43.0,-98.0,-48.0,-100.0
297878,-97.0,-43.0,-98.0,-48.0,-100.0
297890,-97.0,-43.0,-98.0,-48.0,-100.0
297911,-97.0,-43.0,-98.0,-48.0,-100.0
297921,-97.0,-43.0,-98.0,-48.0,-100.0
297926,-97.0,-43.0,-98.0,-48.0,-100.0
297940,-97.0,-43.0,-98.0,-48.0,-100.0
297945,-97.0,-43.0,-98.0,-48.0,-100.0
297958,-97.0,-43.0,-98.0,-48.0,-100.0
297962,-97.0,-43.0,-98.0,-48.0,-100.0
297971,-97.0,-43.0,-98.0,-48.0,-100.0
297978,-97.0,-43.0,-98.0,-48.0,-100.0
297987,-97.0,-43.0,-98.0,-48.0,-100.0
297994,-97.0,-43.0,-98.0,-48.0,-100.0
298005,-97.0,-43.0,-98.0,-48.0,-100.0
298010,-97.0,-43.0,-98.0,-48.0,-100.0
298021,-97.0,-43.0,-98.0,-48.0,-100.0
298027,-97.0,-43.0,-98.0,-48.0,-100.0
298038,-97.0,-43.0,-98.0,-48.0,-100.0
298043,-97.0,-43.0,-98.0,-48.0,-100.0
298058,-97.0,-43.0,-98.0,-48.0,-100.0
298062,-97.0,-43.0,-98.0,-48.0,-100.0
298074,-97.0,-43.0,-98.0,-48.0,-100.0
298093,-97.0,-43.0,-98.0,-48.0,-100.0
298107,-97.0,-43.0,-98.0,-48.0,-100.0
298127,-97.0,-43.0,-98.0,-48.0,-100.0
298139,-97.0,-43.0,-98.0,-48.0,-100.0
298144,-97.0,-43.0,-98.0,-48.0,-100.0
298159,-97.0,-43.0,-98.0,-48.0,-100.0
298176,-97.0,-43.0,-98.0,-48.0,-100.0
298189,-97.0,-43.0,-98.0,-48.0,-100.0
298210,-97.0,-43.0,-98.0,-48.0,-100.0
298222,-97.0,-43.0,-98.0,-48.0,-100.0
298227,-97.0,-43.0,-98.0,-48.0,-100.0
298239,-97.0,-43.0,-98.0,-48.0,-100.0
298245,-97.0,-43.0,-98.0,-48.0,-100.0
298261,-97.0,-43.0,-98.0,-48.0,-100.0
298279,-97.0,-43.0,-98.0,-48.0,-100.0
298290,-97.0,-43.0,-98.0,-48.0,-100.0
298294,-97.0,-43.0,-98.0,-48.0,-100.0
298306,-97.0,-43.0,-98.0,-48.0,-100.0
298311,-97.0,-43.0,-98.0,-48.0,-100.0
298323,-97.0,-43.0,-98.0,-48.0,-100.0
298329,-97.0,-43.0,-98.0,-48.0,-100.0
298343,-97.0,-43.0,-98.0,-48.0,-100.0
298347,-97.0,-43.0,-98.0,-48.0,-100.0
298359,-97.0,-43.0,-98.0,-48.0,-100.0
298378,-97.0,-43.0,-98.0,-48.0,-100.0
298390,-97.0,-43.0,-98.0,-48.0,-100.0
298395,-97.0,-43.0,-98.0,-48.0,-100.0
298411,-97.0,-43.0,-98.0,-48.0,-100.0
298435,-97.0,-43.0,-98.0,-48.0,-100.0
298447,-97.0,-43.0,-98.0,-48.0,-100.0
298468,-97.0,-43.0,-98.0,-48.0,-100.0
298475,-97.0,-43.0,-98.0,-48.0,-100.0
298479,-97.0,-43.0,-98.0,-48.0,-100.0
298490,-97.0,-43.0,-98.0,-48.0,-100.0
298512,-97.0,-43.0,-98.0,-48.0,-100.0
298524,-97.0,-43.0,-98.0,-48.0,-100.0
298530,-97.0,-43.0,-98.0,-48.0,-100.0
298542,-97.0,-43.0,-98.0,-48.0,-100.0
298546,-97.0,-43.0,-98.0,-48.0,-100.0
298560,-97.0,-43.0,-98.0,-48.0,-100.0
298586,-97.0,-43.0,-98.0,-48.0,-100.0
298598,-97.0,-43.0,-98.0,-48.0,-100.0
298622,-97.0,-43.0,-98.0,-48.0,-100.0
298633,-97.0,-43.0,-98.0,-48.0,-100.0
298652,-97.0,-43.0,-98.0,-48.0,-100.0
298665,-97.0,-43.0,-98.0,-48.0,-100.0
298682,-97.0,-43.0,-98.0,-48.0,-100.0
298691,-97.0,-43.0,-98.0,-48.0,-100.0
298711,-97.0,-43.0,-98.0,-48.0,-100.0
298725,-97.0,-43.0,-98.0,-48.0,-100.0
298729,-97.0,-43.0,-98.0,-48.0,-100.0
298742,-97.0,-43.0,-98.0,-48.0,-100.0
298747,-97.0,-43.0,-98.0,-48.0,-100.0
298759,-97.0,-43.0,-98.0,-48.0,-100.0
298765,-97.0,-43.0,-98.0,-48.0,-100.0
298776,-97.0,-43.0,-98.0,-48.0,-100.0
298803,-97.0,-43.0,-98.0,-48.0,-100.0
298813,-97.0,-43.0,-98.0,-48.0,-100.0
298855,-97.0,-43.0,-98.0,-48.0,-100.0
298866,-97.0,-43.0,-98.0,-48.0,-100.0
298894,-97.0,-43.0,-98.0,-48.0,-100.0
298905,-97.0,-43.0,-98.0,-48.0,-100.0
298914,-97.0,-43.0,-98.0,-48.0,-100.0
298966,-97.0,-43.0,-98.0,-48.0,-100.0
298988,-97.0,-43.0,-98.0,-48.0,-100.0
298998,-97.0,-43.0,-98.0,-48.0,-100.0
299018,-97.0,-43.0,-98.0,-48.0,-100.0
299027,-97.0,-43.0,-98.0,-48.0,-100.0
299033,-97.0,-43.0,-98.0,-48.0,-100.0
299045,-97.0,-43.0,-98.0,-48.0,-100.0
299049,-97.0,-43.0,-98.0,-48.0,-100.0
299063,-97.0,-43.0,-98.0,-48.0,-100.0
299070,-97.0,-43.0,-98.0,-48.0,-100.0
299081,-97.0,-43.0,-98.0,-48.0,-100.0
299097,-97.0,-43.0,-98.0,-48.0,-100.0
299111,-97.0,-43.0,-98.0,-48.0,-100.0
299134,-97.0,-43.0,-98.0,-48.0,-100.0
299145,-97.0,-43.0,-98.0,-48.0,-100.0
299169,-97.0,-43.0,-98.0,-48.0,-100.0
299179,-97.0,-43.0,-98.0,-48.0,-100.0
299183,-97.0,-43.0,-98.0,-48.0,-100.0
299195,-97.0,-43.0,-98.0,-48.0,-100.0
299217,-97.0,-43.0,-98.0,-48.0,-100.0
299228,-97.0,-43.0,-98.0,-48.0,-100.0
299234,-97.0,-43.0,-98.0,-48.0,-100.0
299250,-97.0,-43.0,-98.0,-48.0,-100.0
299267,-97.0,-43.0,-98.0,-48.0,-100.0
299280,-97.0,-43.0,-98.0,-48.0,-100.0
299298,-97.0,-43.0,-98.0,-48.0,-100.0
299314,-97.0,-43.0,-98.0,-48.0,-100.0
299332,-97.0,-43.0,-98.0,-48.0,-100.0
299347,-97.0,-43.0,-98.0,-48.0,-100.0
299350,-97.0,-43.0,-98.0,-48.0,-100.0
299362,-97.0,-43.0,-98.0,-48.0,-100.0
299368,-97.0,-43.0,-98.0,-48.0,-100.0
299383,-97.0,-43.0,-98.0,-48.0,-100.0
299401,-97.0,-43.0,-98.0,-48.0,-100.0
299413,-97.0,-43.0,-98.0,-48.0,-100.0
299417,-97.0,-43.0,-98.0,-48.0,-100.0
299429,-97.0,-43.0,-98.0,-48.0,-100.0
299434,-97.0,-43.0,-98.0,-48.0,-100.0
299446,-97.0,-43.0,-98.0,-48.0,-100.0
299467,-97.0,-43.0,-98.0,-48.0,-100.0
299480,-97.0,-43.0,-98.0,-48.0,-100.0
299502,-97.0,-43.0,-98.0,-48.0,-100.0
299513,-97.0,-43.0,-98.0,-48.0,-100.0
299518,-97.0,-43.0,-98.0,-48.0,-100.0
299530,-97.0,-43.0,-98.0,-48.0,-100.0
299536,-97.0,-43.0,-98.0,-48.0,-100.0
299548,-97.0,-43.0,-98.0,-48.0,-100.0
299568,-97.0,-43.0,-98.0,-48.0,-100.0
299580,-97.0,-43.0,-98.0,-48.0,-100.0
299584,-97.0,-43.0,-98.0,-48.0,-100.0
299597,-97.0,-43.0,-98.0,-48.0,-100.0
299601,-97.0,-43.0,-98.0,-48.0,-100.0
299613,-97.0,-43.0,-98.0,-48.0,-100.0
299636,-97.0,-43.0,-98.0,-48.0,-100.0
299647,-97.0,-43.0,-98.0,-48.0,-100.0
299653,-97.0,-43.0,-98.0,-48.0,-100.0
299665,-97.0,-43.0,-98.0,-48.0,-100.0
299669,-97.0,-43.0,-98.0,-48.0,-100.0
299681,-97.0,-43.0,-98.0,-48.0,-100.0
299715,-97.0,-43.0,-98.0,-48.0,-100.0
299724,-97.0,-43.0,-98.0,-48.0,-100.0
299751,-97.0,-43.0,-98.0,-48.0,-100.0
299759,-97.0,-43.0,-98.0,-48.0,-100.0
299777,-97.0,-43.0,-98.0,-48.0,-100.0
299785,-97.0,-43.0,-98.0,-48.0,-100.0
299819,-97.0,-43.0,-98.0,-48.0,-100.0
299825,-97.0,-43.0,-98.0,-48.0,-100.0
299842,-97.0,-43.0,-98.0,-48.0,-100.0
299848,-97.0,-43.0,-98.0,-48.0,-100.0
299852,-97.0,-43.0,-98.0,-48.0,-100.0
299865,-97.0,-43.0,-98.0,-48.0,-100.0
299871,-97.0,-43.0,-98.0,-48.0,-100.0
299883,-97.0,-43.0,-98.0,-48.0,-100.0
299887,-97.0,-43.0,-98.0,-48.0,-100.0
299898,-97.0,-43.0,-98.0,-48.0,-100.0
299927,-97.0,-43.0,-98.0,-48.0,-100.0
299935,-97.0,-43.0,-98.0,-48.0,-100.0
299958,-97.0,-43.0,-98.0,-48.0,-100.0
299968,-97.0,-43.0,-98.0,-48.0,-100.0
299989,-97.0,-43.0,-98.0,-48.0,-100.0
300000,-97.0,-43.0,-98.0,-48.0,-100.0
300003,-97.0,-43.0,-98.0,-48.0,-100.0
300015,-97.0,-43.0,-98.0,-48.0,-100.0
300019,-97.0,-43.0,-98.0,-48.0,-100.0
300032,-97.0,-43.0,-98.0,-48.0,-100.0
300037,-97.0,-43.0,-98.0,-48.0,-100.0
300053,-97.0,-43.0,-98.0,-48.0,-100.0
300056,-97.0,-43.0,-98.0,-48.0,-100.0
300066,-97.0,-43.0,-98.0,-48.0,-100.0
300071,-97.0,-43.0,-98.0,-48.0,-100.0
300082,-97.0,-43.0,-98.0,-48.0,-100.0
300086,-97.0,-43.0,-98.0,-48.0,-100.0
300100,-97.0,-43.0,-98.0,-48.0,-100.0
300104,-97.0,-43.0,-98.0,-48.0,-100.0
300116,-97.0,-43.0,-98.0,-48.0,-100.0
300123,-97.0,-43.0,-98.0,-48.0,-100.0
300135,-97.0,-43.0,-98.0,-48.0,-100.0
300140,-97.0,-43.0,-98.0,-48.0,-100.0
300149,-97.0,-43.0,-98.0,-48.0,-100.0
300155,-97.0,-43.0,-98.0,-48.0,-100.0
300166,-97.0,-43.0,-98.0,-48.0,-100.0
300169,-97.0,-43.0,-98.0,-48.0,-100.0
300185,-97.0,-43.0,-98.0,-48.0,-100.0
300188,-97.0,-43.0,-98.0,-48.0,-100.0
300200,-97.0,-43.0,-98.0,-48.0,-100.0
300204,-97.0,-43.0,-98.0,-48.0,-100.0
300219,-97.0,-43.0,-98.0,-48.0,-100.0
300222,-97.0,-43.0,-98.0,-48.0,-100.0
300233,-97.0,-43.0,-98.0,-48.0,-100.0
300239,-97.0,-43.0,-98.0,-48.0,-100.0
300250,-97.0,-43.0,-98.0,-48.0,-100.0
300254,-97.0,-43.0,-98.0,-48.0,-100.0
300267,-97.0,-43.0,-98.0,-48.0,-100.0
300271,-97.0,-43.0,-98.0,-48.0,-100.0
300284,-97.0,-43.0,-98.0,-48.0,-100.0
300291,-97.0,-43.0,-98.0,-48.0,-100.0
300301,-97.0,-43.0,-98.0,-48.0,-100.0
300305,-97.0,-43.0,-98.0,-48.0,-100.0
300317,-97.0,-43.0,-98.0,-48.0,-100.0
300322,-97.0,-43.0,-98.0,-48.0,-100.0
300338,-97.0,-43.0,-98.0,-48.0,-100.0
300341,-97.0,-43.0,-98.0,-48.0,-100.0
300354,-97.0,-43.0,-98.0,-48.0,-100.0
300357,-97.0,-43.0,-98.0,-48.0,-100.0
300427,-97.0,-43.0,-98.0,-48.0,-100.0
300445,-97.0,-43.0,-98.0,-48.0,-100.0
300453,-97.0,-43.0,-98.0,-48.0,-100.0
300469,-97.0,-43.0,-98.0,-48.0,-100.0
300483,-97.0,-43.0,-98.0,-48.0,-100.0
300488,-97.0,-43.0,-98.0,-48.0,-100.0
300501,-97.0,-43.0,-98.0,-48.0,-100.0
300505,-97.0,-43.0,-98.0,-48.0,-100.0
300517,-97.0,-43.0,-98.0,-48.0,-100.0
300521,-97.0,-43.0,-98.0,-48.0,-100.0
300534,-97.0,-43.0,-98.0,-48.0,-100.0
300538,-97.0,-43.0,-98.0,-48.0,-100.0
300552,-97.0,-43.0,-98.0,-48.0,-100.0
300556,-97.0,-43.0,-98.0,-48.0,-100.0
300567,-97.0,-43.0,-98.0,-48.0,-100.0
300572,-97.0,-43.0,-98.0,-48.0,-100.0
300587,-97.0,-43.0,-98.0,-48.0,-100.0
300591,-97.0,-43.0,-98.0,-48.0,-100.0
300601,-97.0,-43.0,-98.0,-48.0,-100.0
300605,-97.0,-43.0,-98.0,-48.0,-100.0
300617,-97.0,-43.0,-98.0,-48.0,-100.0
300624,-97.0,-43.0,-98.0,-48.0,-100.0
300637,-97.0,-43.0,-98.0,-48.0,-100.0
300640,-97.0,-43.0,-98.0,-48.0,-100.0
300651,-97.0,-43.0,-98.0,-48.0,-100.0
300656,-97.0,-43.0,-98.0,-48.0,-100.0
300671,-97.0,-43.0,-98.0,-48.0,-100.0
300677,-97.0,-43.0,-98.0,-48.0,-100.0
300686,-97.0,-43.0,-98.0,-48.0,-100.0
300690,-97.0,-43.0,-98.0,-48.0,-100.0
300701,-97.0,-43.0,-98.0,-48.0,-100.0
300707,-97.0,-43.0,-98.0,-48.0,-100.0
300721,-97.0,-43.0,-98.0,-48.0,-100.0
300724,-97.0,-43.0,-98.0,-48.0,-100.0
300735,-97.0,-43.0,-98.0,-48.0,-100.0
300739,-97.0,-43.0,-98.0,-48.0,-100.0
300751,-97.0,-43.0,-98.0,-48.0,-100.0
300755,-97.0,-43.0,-98.0,-48.0,-100.0
300768,-97.0,-43.0,-98.0,-48.0,-100.0
300772,-97.0,-43.0,-98.0,-48.0,-100.0
300785,-97.0,-43.0,-98.0,-48.0,-100.0
300790,-97.0,-43.0,-98.0,-48.0,-100.0
300805,-97.0,-43.0,-98.0,-48.0,-100.0
311640,-97.0,-43.0,-98.0,-48.0,-100.0
311657,-97.0,-43.0,-98.0,-48.0,-100.0
311660,-97.0,-43.0,-98.0,-48.0,-100.0
311689,-97.0,-43.0,-98.0,-48.0,-100.0
311693,-97.0,-43.0,-98.0,-48.0,-100.0
311706,-97.0,-43.0,-98.0,-48.0,-100.0
311709,-97.0,-43.0,-98.0,-48.0,-100.0
311739,-97.0,-43.0,-98.0,-48.0,-100.0
311743,-97.0,-43.0,-98.0,-48.0,-100.0
311756,-97.0,-43.0,-98.0,-48.0,-100.0
311760,-97.0,-43.0,-98.0,-48.0,-100.0
311773,-97.0,-43.0,-98.0,-48.0,-100.0
311778,-97.0,-43.0,-98.0,-48.0,-100.0
311808,-97.0,-43.0,-98.0,-48.0,-100.0
311812,-97.0,-43.0,-98.0,-48.0,-100.0
311823,-97.0,-43.0,-98.0,-48.0,-100.0
311826,-97.0,-43.0,-98.0,-48.0,-100.0
311856,-97.0,-43.0,-98.0,-48.0,-100.0
311875,-97.0,-43.0,-98.0,-48.0,-100.0
311892,-97.0,-43.0,-98.0,-48.0,-100.0
311901,-97.0,-43.0,-98.0,-48.0,-100.0
311924,-97.0,-43.0,-98.0,-48.0,-100.0
311934,-97.0,-43.0,-98.0,-48.0,-100.0
311957,-97.0,-43.0,-98.0,-48.0,-100.0
311962,-97.0,-43.0,-98.0,-48.0,-100.0
311990,-97.0,-43.0,-98.0,-48.0,-100.0
311994,-97.0,-43.0,-98.0,-48.0,-100.0
312009,-97.0,-43.0,-98.0,-48.0,-100.0
312014,-97.0,-43.0,-98.0,-48.0,-100.0
312041,-97.0,-43.0,-98.0,-48.0,-100.0
312044,-97.0,-43.0,-98.0,-48.0,-100.0
312058,-97.0,-43.0,-98.0,-48.0,-100.0
312062,-97.0,-43.0,-98.0,-48.0,-100.0
312074,-97.0,-43.0,-98.0,-48.0,-100.0
312077,-97.0,-43.0,-98.0,-48.0,-100.0
312091,-97.0,-43.0,-98.0,-48.0,-100.0
312095,-97.0,-43.0,-98.0,-48.0,-100.0
312108,-97.0,-43.0,-98.0,-48.0,-100.0
312111,-97.0,-43.0,-98.0,-48.0,-100.0
312124,-97.0,-43.0,-98.0,-48.0,-100.0
312129,-97.0,-43.0,-98.0,-48.0,-100.0
312158,-97.0,-43.0,-98.0,-48.0,-100.0
312161,-97.0,-43.0,-98.0,-48.0,-100.0
312180,-97.0,-43.0,-98.0,-48.0,-100.0
312200,-97.0,-43.0,-98.0,-48.0,-100.0
312217,-97.0,-43.0,-98.0,-48.0,-100.0
312244,-97.0,-43.0,-98.0,-48.0,-100.0
312254,-97.0,-43.0,-98.0,-48.0,-100.0
312281,-97.0,-43.0,-98.0,-48.0,-100.0
312295,-97.0,-43.0,-98.0,-48.0,-100.0
312310,-97.0,-43.0,-98.0,-48.0,-100.0
312320,-97.0,-43.0,-98.0,-48.0,-100.0
312343,-97.0,-43.0,-98.0,-48.0,-100.0
312359,-97.0,-43.0,-98.0,-48.0,-100.0
312363,-97.0,-43.0,-98.0,-48.0,-100.0
312376,-97.0,-43.0,-98.0,-48.0,-100.0
312381,-97.0,-43.0,-98.0,-48.0,-100.0
312459,-97.0,-43.0,-98.0,-48.0,-100.0
312464,-97.0,-43.0,-98.0,-48.0,-100.0
312479,-97.0,-43.0,-98.0,-48.0,-100.0
312493,-97.0,-43.0,-98.0,-48.0,-100.0
312503,-97.0,-43.0,-98.0,-48.0,-100.0
312507,-97.0,-43.0,-98.0,-48.0,-100.0
312518,-97.0,-43.0,-98.0,-48.0,-100.0
312533,-97.0,-43.0,-98.0,-48.0,-100.0
312545,-97.0,-43.0,-98.0,-48.0,-100.0
312551,-97.0,-43.0,-98.0,-48.0,-100.0
312562,-97.0,-43.0,-98.0,-48.0,-100.0
312565,-97.0,-43.0,-98.0,-48.0,-100.0
312578,-97.0,-43.0,-98.0,-48.0,-100.0
312583,-97.0,-43.0,-98.0,-48.0,-100.0
312595,-97.0,-43.0,-98.0,-48.0,-100.0
312599,-97.0,-43.0,-98.0,-48.0,-100.0
312611,-97.0,-43.0,-98.0,-48.0,-100.0
312614,-97.0,-43.0,-98.0,-48.0,-100.0
312631,-97.0,-43.0,-98.0,-48.0,-100.0
312647,-97.0,-43.0,-98.0,-48.0,-100.0
312662,-97.0,-43.0,-98.0,-48.0,-100.0
312684,-97.0,-43.0,-98.0,-48.0,-100.0
312700,-97.0,-43.0,-98.0,-48.0,-100.0
312704,-97.0,-43.0,-98.0,-48.0,-100.0
312716,-97.0,-43.0,-98.0,-48.0,-100.0
312746,-97.0,-43.0,-98.0,-48.0,-100.0
312767,-97.0,-43.0,-98.0,-48.0,-100.0
312778,-97.0,-43.0,-98.0,-48.0,-100.0
312791,-97.0,-43.0,-98.0,-48.0,-100.0
312823,-97.0,-43.0,-98.0,-48.0,-100.0
312831,-97.0,-43.0,-98.0,-48.0,-100.0
312852,-97.0,-43.0,-98.0,-48.0,-100.0
312861,-97.0,-43.0,-98.0,-48.0,-100.0
312867,-97.0,-43.0,-98.0,-48.0,-100.0
312878,-97.0,-43.0,-98.0,-48.0,-100.0
312885,-97.0,-43.0,-98.0,-48.0,-100.0
312895,-97.0,-43.0,-98.0,-48.0,-100.0
312899,-97.0,-43.0,-98.0,-48.0,-100.0
312913,-97.0,-43.0,-98.0,-48.0,-100.0
312920,-97.0,-43.0,-98.0,-48.0,-100.0
312928,-97.0,-43.0,-98.0,-48.0,-100.0
312933,-97.0,-43.0,-98.0,-48.0,-100.0
312945,-97.0,-43.0,-98.0,-48.0,-100.0
312949,-97.0,-43.0,-98.0,-48.0,-100.0
312962,-97.0,-43.0,-98.0,-48.0,-100.0
312967,-97.0,-43.0,-98.0,-48.0,-100.0
312982,-97.0,-43.0,-98.0,-48.0,-100.0
312985,-97.0,-43.0,-98.0,-48.0,-100.0
312996,-97.0,-43.0,-98.0,-48.0,-100.0
313002,-97.0,-43.0,-98.0,-48.0,-100.0
313012,-97.0,-43.0,-98.0,-48.0,-100.0
313018,-97.0,-43.0,-98.0,-48.0,-100.0
313029,-97.0,-43.0,-98.0,-48.0,-100.0
313033,-97.0,-43.0,-98.0,-48.0,-100.0
313051,-97.0,-43.0,-98.0,-48.0,-100.0
313068,-97.0,-43.0,-98.0,-48.0,-100.0
313079,-97.0,-43.0,-98.0,-48.0,-100.0
313085,-97.0,-43.0,-98.0,-48.0,-100.0
313096,-97.0,-43.0,-98.0,-48.0,-100.0
313101,-97.0,-43.0,-98.0,-48.0,-100.0
313113,-97.0,-43.0,-98.0,-48.0,-100.0
313117,-97.0,-43.0,-98.0,-48.0,-100.0
313130,-97.0,-43.0,-98.0,-48.0,-100.0
313135,-97.0,-43.0,-98.0,-48.0,-100.0
313146,-97.0,-43.0,-98.0,-48.0,-100.0
313151,-97.0,-43.0,-98.0,-48.0,-100.0
313163,-97.0,-43.0,-98.0,-48.0,-100.0
313171,-97.0,-43.0,-98.0,-48.0,-100.0
313183,-97.0,-43.0,-98.0,-48.0,-100.0
313204,-97.0,-43.0,-98.0,-48.0,-100.0
313213,-97.0,-43.0,-98.0,-48.0,-100.0
313220,-97.0,-43.0,-98.0,-48.0,-100.0
313230,-97.0,-43.0,-98.0,-48.0,-100.0
313234,-97.0,-43.0,-98.0,-48.0,-100.0
313247,-97.0,-43.0,-98.0,-48.0,-100.0
313276,-97.0,-43.0,-98.0,-48.0,-100.0
313289,-97.0,-43.0,-98.0,-48.0,-100.0
313310,-97.0,-43.0,-98.0,-48.0,-100.0
313319,-97.0,-43.0,-98.0,-48.0,-100.0
313334,-97.0,-43.0,-98.0,-48.0,-100.0
313347,-97.0,-43.0,-98.0,-48.0,-100.0
313353,-97.0,-43.0,-98.0,-48.0,-100.0
313364,-97.0,-43.0,-98.0,-48.0,-100.0
313368,-97.0,-43.0,-98.0,-48.0,-100.0
313383,-97.0,-43.0,-98.0,-48.0,-100.0
313387,-97.0,-43.0,-98.0,-48.0,-100.0
313402,-97.0,-43.0,-98.0,-48.0,-100.0
313423,-97.0,-43.0,-98.0,-48.0,-100.0
313434,-97.0,-43.0,-98.0,-48.0,-100.0
313442,-97.0,-43.0,-98.0,-48.0,-100.0
313453,-97.0,-43.0,-98.0,-48.0,-100.0
313475,-97.0,-43.0,-98.0,-48.0,-100.0
313485,-97.0,-43.0,-98.0,-48.0,-100.0
313488,-97.0,-43.0,-98.0,-48.0,-100.0
313501,-97.0,-43.0,-98.0,-48.0,-100.0
313505,-97.0,-43.0,-98.0,-48.0,-100.0
313516,-97.0,-43.0,-98.0,-48.0,-100.0
313520,-97.0,-43.0,-98.0,-48.0,-100.0
313532,-97.0,-43.0,-98.0,-48.0,-100.0
313536,-97.0,-43.0,-98.0,-48.0,-100.0
313548,-97.0,-43.0,-98.0,-48.0,-100.0
313552,-97.0,-43.0,-98.0,-48.0,-100.0
313567,-97.0,-43.0,-98.0,-48.0,-100.0
