,A2LO2DX6H49IK,A1CAM1A9B1QR2,AN26GE0GN8DP0,A1R09GS9W47R5,A2KHL16YV7AIW
89697,-97.0,-43.0,,56.0,-26.0
89716,-97.0,-43.0,,56.0,-26.0
89759,-97.0,-43.0,,56.0,-25.0
89829,-97.0,-43.0,,56.0,-24.0
89866,-97.0,-43.0,,56.0,-23.0
90434,-97.0,-43.0,,56.0,-23.0
90457,-97.0,-43.0,,56.0,-24.0
90514,-97.0,-43.0,,56.0,-25.0
90532,-97.0,-43.0,,56.0,-26.0
90566,-97.0,-43.0,,56.0,-26.0
90623,-97.0,-43.0,,56.0,-27.0
90696,-97.0,-43.0,,56.0,-28.0
90745,-97.0,-43.0,,56.0,-29.0
90785,-97.0,-43.0,,56.0,-31.0
90829,-97.0,-43.0,,56.0,-33.0
90853,-97.0,-43.0,,56.0,-34.0
90878,-97.0,-43.0,,56.0,-35.0
90916,-97.0,-43.0,,56.0,-36.0
90953,-97.0,-43.0,,56.0,-38.0
90992,-97.0,-43.0,,56.0,-38.0
91031,-97.0,-43.0,,56.0,-39.0
91056,-97.0,-43.0,,56.0,-40.0
91113,-97.0,-43.0,,56.0,-41.0
91150,-97.0,-43.0,,56.0,-42.0
91169,-97.0,-43.0,,56.0,-43.0
91213,-97.0,-43.0,,56.0,-43.0
91238,-97.0,-43.0,,56.0,-44.0
91265,-97.0,-43.0,,56.0,-45.0
91339,-97.0,-43.0,,56.0,-46.0
91371,-97.0,-43.0,,56.0,-47.0
91392,-97.0,-43.0,,56.0,-48.0
91457,-97.0,-43.0,,56.0,-49.0
91511,-97.0,-43.0,,56.0,-50.0
91564,-97.0,-43.0,,56.0,-51.0
91604,-97.0,-43.0,,56.0,-52.0
91643,-97.0,-43.0,,56.0,-52.0
91699,-97.0,-43.0,,56.0,-53.0
91762,-97.0,-43.0,,56.0,-54.0
91789,-97.0,-43.0,,56.0,-54.0
91815,-97.0,-43.0,,56.0,-55.0
91889,-97.0,-43.0,,56.0,-56.0
91942,-97.0,-43.0,,56.0,-56.0
91960,-97.0,-43.0,,56.0,-57.0
92024,-97.0,-43.0,,56.0,-57.0
92046,-97.0,-43.0,,56.0,-58.0
92110,-97.0,-43.0,,56.0,-59.0
92131,-97.0,-43.0,,56.0,-59.0
92184,-97.0,-43.0,,56.0,-60.0
92208,-97.0,-43.0,,56.0,-60.0
92224,-97.0,-43.0,,56.0,-61.0
92253,-97.0,-43.0,,56.0,-62.0
92275,-97.0,-43.0,,56.0,-63.0
92331,-97.0,-43.0,,56.0,-64.0
92359,-97.0,-43.0,,56.0,-65.0
92383,-97.0,-43.0,,56.0,-66.0
92426,-97.0,-43.0,,56.0,-67.0
92471,-97.0,-43.0,,56.0,-68.0
92505,-97.0,-43.0,,56.0,-68.0
92519,-97.0,-43.0,,56.0,-69.0
92546,-97.0,-43.0,,56.0,-69.0
92568,-97.0,-43.0,,56.0,-70.0
92599,-97.0,-43.0,,56.0,-70.0
92637,-97.0,-43.0,,56.0,-71.0
92665,-97.0,-43.0,,56.0,-71.0
92681,-97.0,-43.0,,56.0,-72.0
92705,-97.0,-43.0,,56.0,-72.0
92723,-97.0,-43.0,,56.0,-73.0
92747,-97.0,-43.0,,56.0,-73.0
92791,-97.0,-43.0,,56.0,-74.0
92876,-97.0,-43.0,,56.0,-74.0
92893,-97.0,-43.0,,56.0,-75.0
92986,-97.0,-43.0,,56.0,-76.0
93009,-97.0,-43.0,,56.0,-76.0
93057,-97.0,-43.0,,56.0,-78.0
93088,-97.0,-43.0,,56.0,-79.0
93109,-97.0,-43.0,,56.0,-80.0
93142,-97.0,-43.0,,56.0,-81.0
93305,-97.0,-43.0,,56.0,-82.0
93341,-97.0,-43.0,,56.0,-83.0
93416,-97.0,-43.0,,56.0,-84.0
93455,-97.0,-43.0,,56.0,-85.0
93476,-97.0,-43.0,,56.0,-86.0
93496,-97.0,-43.0,,56.0,-86.0
93512,-97.0,-43.0,,56.0,-87.0
93631,-97.0,-43.0,,56.0,-87.0
93647,-97.0,-43.0,,56.0,-88.0
93671,-97.0,-43.0,,56.0,-88.0
93690,-97.0,-43.0,,56.0,-89.0
93691,-97.0,-43.0,,56.0,
155506,-97.0,-43.0,,56.0,
155507,-97.0,-43.0,-100.0,56.0,
155532,-97.0,-43.0,-99.0,56.0,
155602,-97.0,-43.0,-99.0,56.0,
155613,-97.0,-43.0,-98.0,56.0,
155651,-97.0,-43.0,-98.0,56.0,
155663,-97.0,-43.0,-97.0,56.0,
155699,-97.0,-43.0,-97.0,56.0,
155732,-97.0,-43.0,-96.0,56.0,
155773,-97.0,-43.0,-96.0,56.0,
155783,-97.0,-43.0,-95.0,56.0,
155818,-97.0,-43.0,-95.0,56.0,
155830,-97.0,-43.0,-94.0,56.0,
155867,-97.0,-43.0,-94.0,56.0,
155876,-97.0,-43.0,-93.0,56.0,
155912,-97.0,-43.0,-93.0,56.0,
155925,-97.0,-43.0,-92.0,56.0,
155969,-97.0,-43.0,-92.0,56.0,
155988,-97.0,-43.0,-91.0,56.0,
156026,-97.0,-43.0,-91.0,56.0,
156038,-97.0,-43.0,-90.0,56.0,
156075,-97.0,-43.0,-90.0,56.0,
156085,-97.0,-43.0,-89.0,56.0,
156131,-97.0,-43.0,-89.0,56.0,
156156,-97.0,-43.0,-88.0,56.0,
156214,-97.0,-43.0,-88.0,56.0,
156226,-97.0,-43.0,-87.0,56.0,
156261,-97.0,-43.0,-87.0,56.0,
156277,-97.0,-43.0,-86.0,56.0,
156310,-97.0,-43.0,-86.0,56.0,
156326,-97.0,-43.0,-85.0,56.0,
156336,-97.0,-43.0,-85.0,56.0,
156355,-97.0,-43.0,-84.0,56.0,
156371,-97.0,-43.0,-84.0,56.0,
156390,-97.0,-43.0,-83.0,56.0,
156406,-97.0,-43.0,-83.0,56.0,
156430,-97.0,-43.0,-82.0,56.0,
156462,-97.0,-43.0,-82.0,56.0,
156479,-97.0,-43.0,-81.0,56.0,
156519,-97.0,-43.0,-81.0,56.0,
156531,-97.0,-43.0,-80.0,56.0,
156569,-97.0,-43.0,-80.0,56.0,
156582,-97.0,-43.0,-79.0,56.0,
156616,-97.0,-43.0,-79.0,56.0,
156627,-97.0,-43.0,-78.0,56.0,
156639,-97.0,-43.0,-78.0,56.0,
156660,-97.0,-43.0,-77.0,56.0,
156672,-97.0,-43.0,-77.0,56.0,
156689,-97.0,-43.0,-76.0,56.0,
156725,-97.0,-43.0,-76.0,56.0,
156742,-97.0,-43.0,-75.0,56.0,
156777,-97.0,-43.0,-75.0,56.0,
156790,-97.0,-43.0,-74.0,56.0,
156802,-97.0,-43.0,-74.0,56.0,
156824,-97.0,-43.0,-73.0,56.0,
156862,-97.0,-43.0,-73.0,56.0,
156875,-97.0,-43.0,-72.0,56.0,
156907,-97.0,-43.0,-72.0,56.0,
156924,-97.0,-43.0,-71.0,56.0,
156934,-97.0,-43.0,-71.0,56.0,
156957,-97.0,-43.0,-70.0,56.0,
156965,-97.0,-43.0,-70.0,56.0,
156990,-97.0,-43.0,-69.0,56.0,
157025,-97.0,-43.0,-69.0,56.0,
157049,-97.0,-43.0,-68.0,56.0,
157061,-97.0,-43.0,-68.0,56.0,
157079,-97.0,-43.0,-67.0,56.0,
157134,-97.0,-43.0,-67.0,56.0,
157149,-97.0,-43.0,-66.0,56.0,
157186,-97.0,-43.0,-66.0,56.0,
157204,-97.0,-43.0,-65.0,56.0,
157242,-97.0,-43.0,-65.0,56.0,
157260,-97.0,-43.0,-64.0,56.0,
157281,-97.0,-43.0,-64.0,56.0,
157315,-97.0,-43.0,-63.0,56.0,
157323,-97.0,-43.0,-63.0,56.0,
157344,-97.0,-43.0,-62.0,56.0,
157353,-97.0,-43.0,-62.0,56.0,
157376,-97.0,-43.0,-61.0,56.0,
157411,-97.0,-43.0,-61.0,56.0,
157435,-97.0,-43.0,-60.0,56.0,
157446,-97.0,-43.0,-60.0,56.0,
157465,-97.0,-43.0,-59.0,56.0,
157478,-97.0,-43.0,-59.0,56.0,
157497,-97.0,-43.0,-58.0,56.0,
157530,-97.0,-43.0,-58.0,56.0,
157542,-97.0,-43.0,-57.0,56.0,
157576,-97.0,-43.0,-57.0,56.0,
157600,-97.0,-43.0,-56.0,56.0,
157614,-97.0,-43.0,-56.0,56.0,
157643,-97.0,-43.0,-55.0,56.0,
157677,-97.0,-43.0,-55.0,56.0,
157692,-97.0,-43.0,-54.0,56.0,
157729,-97.0,-43.0,-54.0,56.0,
157742,-97.0,-43.0,-53.0,56.0,
157775,-97.0,-43.0,-53.0,56.0,
157797,-97.0,-43.0,-52.0,56.0,
157813,-97.0,-43.0,-52.0,56.0,
157832,-97.0,-43.0,-51.0,56.0,
157866,-97.0,-43.0,-51.0,56.0,
157878,-97.0,-43.0,-50.0,56.0,
157917,-97.0,-43.0,-50.0,56.0,
157932,-97.0,-43.0,-49.0,56.0,
157960,-97.0,-43.0,-49.0,56.0,
157982,-97.0,-43.0,-48.0,56.0,
158028,-97.0,-43.0,-48.0,56.0,
158052,-97.0,-43.0,-47.0,56.0,
158063,-97.0,-43.0,-47.0,56.0,
158096,-97.0,-43.0,-46.0,56.0,
158114,-97.0,-43.0,-46.0,56.0,
158138,-97.0,-43.0,-45.0,56.0,
158172,-97.0,-43.0,-45.0,56.0,
158195,-97.0,-43.0,-44.0,56.0,
158225,-97.0,-43.0,-44.0,56.0,
158246,-97.0,-43.0,-43.0,56.0,
158259,-97.0,-43.0,-43.0,56.0,
158279,-97.0,-43.0,-42.0,56.0,
158312,-97.0,-43.0,-42.0,56.0,
158327,-97.0,-43.0,-41.0,56.0,
158362,-97.0,-43.0,-41.0,56.0,
158377,-97.0,-43.0,-40.0,56.0,
158412,-97.0,-43.0,-40.0,56.0,
158436,-97.0,-43.0,-39.0,56.0,
158486,-97.0,-43.0,-39.0,56.0,
158520,-97.0,-43.0,-38.0,56.0,
158530,-97.0,-43.0,-38.0,56.0,
158557,-97.0,-43.0,-37.0,56.0,
158600,-97.0,-43.0,-37.0,56.0,
158616,-97.0,-43.0,-36.0,56.0,
158658,-97.0,-43.0,-36.0,56.0,
158671,-97.0,-43.0,-35.0,56.0,
158705,-97.0,-43.0,-35.0,56.0,
158719,-97.0,-43.0,-34.0,56.0,
158756,-97.0,-43.0,-34.0,56.0,
158768,-97.0,-43.0,-33.0,56.0,
158804,-97.0,-43.0,-33.0,56.0,
158819,-97.0,-43.0,-32.0,56.0,
158864,-97.0,-43.0,-32.0,56.0,
158899,-97.0,-43.0,-31.0,56.0,
158957,-97.0,-43.0,-31.0,56.0,
158980,-97.0,-43.0,-30.0,56.0,
159007,-97.0,-43.0,-30.0,56.0,
159031,-97.0,-43.0,-29.0,56.0,
159065,-97.0,-43.0,-29.0,56.0,
159076,-97.0,-43.0,-28.0,56.0,
159123,-97.0,-43.0,-28.0,56.0,
159135,-97.0,-43.0,-27.0,56.0,
159170,-97.0,-43.0,-27.0,56.0,
159186,-97.0,-43.0,-26.0,56.0,
159197,-97.0,-43.0,-26.0,56.0,
159213,-97.0,-43.0,-25.0,56.0,
159259,-97.0,-43.0,-25.0,56.0,
159284,-97.0,-43.0,-24.0,56.0,
159331,-97.0,-43.0,-24.0,56.0,
159351,-97.0,-43.0,-23.0,56.0,
159363,-97.0,-43.0,-23.0,56.0,
159380,-97.0,-43.0,-22.0,56.0,
159436,-97.0,-43.0,-22.0,56.0,
159453,-97.0,-43.0,-21.0,56.0,
159489,-97.0,-43.0,-21.0,56.0,
159500,-97.0,-43.0,-20.0,56.0,
159538,-97.0,-43.0,-20.0,56.0,
159551,-97.0,-43.0,-19.0,56.0,
159587,-97.0,-43.0,-19.0,56.0,
159602,-97.0,-43.0,-18.0,56.0,
159649,-97.0,-43.0,-18.0,56.0,
159660,-97.0,-43.0,-17.0,56.0,
159710,-97.0,-43.0,-17.0,56.0,
159734,-97.0,-43.0,-16.0,56.0,
159743,-97.0,-43.0,-16.0,56.0,
159768,-97.0,-43.0,-15.0,56.0,
159816,-97.0,-43.0,-15.0,56.0,
159828,-97.0,-43.0,-14.0,56.0,
159868,-97.0,-43.0,-14.0,56.0,
159881,-97.0,-43.0,-12.0,56.0,
159917,-97.0,-43.0,-12.0,56.0,
159927,-97.0,-43.0,-11.0,56.0,
159978,-97.0,-43.0,-11.0,56.0,
160005,-97.0,-43.0,-10.0,56.0,
160015,-97.0,-43.0,-10.0,56.0,
160040,-97.0,-43.0,-9.0,56.0,
160076,-97.0,-43.0,-9.0,56.0,
160088,-97.0,-43.0,-8.0,56.0,
160125,-97.0,-43.0,-8.0,56.0,
160145,-97.0,-43.0,-7.0,56.0,
160190,-97.0,-43.0,-7.0,56.0,
160210,-97.0,-43.0,-6.0,56.0,
160223,-97.0,-43.0,-6.0,56.0,
160254,-97.0,-43.0,-5.0,56.0,
160291,-97.0,-43.0,-5.0,56.0,
160305,-97.0,-43.0,-4.0,56.0,
160342,-97.0,-43.0,-4.0,56.0,
160362,-97.0,-43.0,-3.0,56.0,
160412,-97.0,-43.0,-3.0,56.0,
160426,-97.0,-43.0,-2.0,56.0,
160461,-97.0,-43.0,-2.0,56.0,
160475,-97.0,-43.0,-1.0,56.0,
160513,-97.0,-43.0,-1.0,56.0,
160543,-97.0,-43.0,0.0,56.0,
160553,-97.0,-43.0,0.0,56.0,
160583,-97.0,-43.0,1.0,56.0,
160626,-97.0,-43.0,1.0,56.0,
160639,-97.0,-43.0,2.0,56.0,
160681,-97.0,-43.0,2.0,56.0,
160696,-97.0,-43.0,3.0,56.0,
160728,-97.0,-43.0,3.0,56.0,
160742,-97.0,-43.0,4.0,56.0,
160783,-97.0,-43.0,4.0,56.0,
160801,-97.0,-43.0,5.0,56.0,
160845,-97.0,-43.0,5.0,56.0,
160857,-97.0,-43.0,6.0,56.0,
160893,-97.0,-43.0,6.0,56.0,
160915,-97.0,-43.0,7.0,56.0,
160922,-97.0,-43.0,7.0,56.0,
160973,-97.0,-43.0,8.0,56.0,
161014,-97.0,-43.0,8.0,56.0,
161052,-97.0,-43.0,9.0,56.0,
161059,-97.0,-43.0,9.0,56.0,
161081,-97.0,-43.0,10.0,56.0,
161120,-97.0,-43.0,10.0,56.0,
161134,-97.0,-43.0,11.0,56.0,
161169,-97.0,-43.0,11.0,56.0,
161189,-97.0,-43.0,12.0,56.0,
161232,-97.0,-43.0,12.0,56.0,
161245,-97.0,-43.0,13.0,56.0,
161282,-97.0,-43.0,13.0,56.0,
161309,-97.0,-43.0,14.0,56.0,
161344,-97.0,-43.0,14.0,56.0,
161362,-97.0,-43.0,15.0,56.0,
161399,-97.0,-43.0,15.0,56.0,
161411,-97.0,-43.0,16.0,56.0,
161476,-97.0,-43.0,16.0,56.0,
161494,-97.0,-43.0,17.0,56.0,
161503,-97.0,-43.0,17.0,56.0,
161526,-97.0,-43.0,18.0,56.0,
161564,-97.0,-43.0,18.0,56.0,
161595,-97.0,-43.0,19.0,56.0,
161605,-97.0,-43.0,19.0,56.0,
161630,-97.0,-43.0,20.0,56.0,
161664,-97.0,-43.0,20.0,56.0,
161681,-97.0,-43.0,21.0,56.0,
161693,-97.0,-43.0,21.0,56.0,
161713,-97.0,-43.0,22.0,56.0,
161749,-97.0,-43.0,22.0,56.0,
161772,-97.0,-43.0,23.0,56.0,
161822,-97.0,-43.0,23.0,56.0,
161849,-97.0,-43.0,24.0,56.0,
161865,-97.0,-43.0,24.0,56.0,
161892,-97.0,-43.0,25.0,56.0,
161931,-97.0,-43.0,25.0,56.0,
161964,-97.0,-43.0,26.0,56.0,
162007,-97.0,-43.0,26.0,56.0,
162022,-97.0,-43.0,27.0,56.0,
162071,-97.0,-43.0,27.0,56.0,
162086,-97.0,-43.0,28.0,56.0,
162125,-97.0,-43.0,28.0,56.0,
162144,-97.0,-43.0,29.0,56.0,
162155,-97.0,-43.0,29.0,56.0,
162175,-97.0,-43.0,30.0,56.0,
162212,-97.0,-43.0,30.0,56.0,
162229,-97.0,-43.0,31.0,56.0,
162272,-97.0,-43.0,31.0,56.0,
162309,-97.0,-43.0,32.0,56.0,
162347,-97.0,-43.0,32.0,56.0,
162362,-97.0,-43.0,33.0,56.0,
162400,-97.0,-43.0,33.0,56.0,
162418,-97.0,-43.0,34.0,56.0,
162450,-97.0,-43.0,34.0,56.0,
162466,-97.0,-43.0,35.0,56.0,
162505,-97.0,-43.0,35.0,56.0,
162524,-97.0,-43.0,36.0,56.0,
162532,-97.0,-43.0,36.0,56.0,
162559,-97.0,-43.0,37.0,56.0,
162568,-97.0,-43.0,37.0,56.0,
162587,-97.0,-43.0,38.0,56.0,
162626,-97.0,-43.0,38.0,56.0,
162657,-97.0,-43.0,39.0,56.0,
162667,-97.0,-43.0,39.0,56.0,
162706,-97.0,-43.0,40.0,56.0,
162718,-97.0,-43.0,40.0,56.0,
162742,-97.0,-43.0,41.0,56.0,
162774,-97.0,-43.0,41.0,56.0,
162791,-97.0,-43.0,42.0,56.0,
162836,-97.0,-43.0,42.0,56.0,
162861,-97.0,-43.0,43.0,56.0,
162904,-97.0,-43.0,43.0,56.0,
162918,-97.0,-43.0,44.0,56.0,
162928,-97.0,-43.0,44.0,56.0,
162960,-97.0,-43.0,45.0,56.0,
163006,-97.0,-43.0,45.0,56.0,
163028,-97.0,-43.0,46.0,56.0,
163073,-97.0,-43.0,46.0,56.0,
163088,-97.0,-43.0,47.0,56.0,
163125,-97.0,-43.0,47.0,56.0,
163143,-97.0,-43.0,48.0,56.0,
163175,-97.0,-43.0,48.0,56.0,
163190,-97.0,-43.0,49.0,56.0,
163242,-97.0,-43.0,49.0,56.0,
163259,-97.0,-43.0,50.0,56.0,
163269,-97.0,-43.0,50.0,56.0,
163289,-97.0,-43.0,51.0,56.0,
163325,-97.0,-43.0,51.0,56.0,
163339,-97.0,-43.0,52.0,56.0,
163374,-97.0,-43.0,52.0,56.0,
163399,-97.0,-43.0,53.0,56.0,
163410,-97.0,-43.0,53.0,56.0,
163433,-97.0,-43.0,54.0,56.0,
163480,-97.0,-43.0,54.0,56.0,
163502,-97.0,-43.0,55.0,56.0,
163512,-97.0,-43.0,55.0,56.0,
163534,-97.0,-43.0,56.0,56.0,
163575,-97.0,-43.0,56.0,56.0,
163591,-97.0,-43.0,57.0,56.0,
163611,-97.0,-43.0,57.0,56.0,
163636,-97.0,-43.0,58.0,56.0,
163669,-97.0,-43.0,58.0,56.0,
163682,-97.0,-43.0,59.0,56.0,
163723,-97.0,-43.0,59.0,56.0,
163739,-97.0,-43.0,60.0,56.0,
163778,-97.0,-43.0,60.0,56.0,
163799,-97.0,-43.0,61.0,56.0,
163810,-97.0,-43.0,61.0,56.0,
163829,-97.0,-43.0,62.0,56.0,
163876,-97.0,-43.0,62.0,56.0,
163897,-97.0,-43.0,63.0,56.0,
163904,-97.0,-43.0,63.0,56.0,
163925,-97.0,-43.0,64.0,56.0,
163983,-97.0,-43.0,64.0,56.0,
164002,-97.0,-43.0,65.0,56.0,
164044,-97.0,-43.0,65.0,56.0,
164068,-97.0,-43.0,66.0,56.0,
164107,-97.0,-43.0,66.0,56.0,
164125,-97.0,-43.0,67.0,56.0,
164147,-97.0,-43.0,67.0,56.0,
164174,-97.0,-43.0,68.0,56.0,
164222,-97.0,-43.0,68.0,56.0,
164239,-97.0,-43.0,69.0,56.0,
164282,-97.0,-43.0,69.0,56.0,
164296,-97.0,-43.0,70.0,56.0,
164308,-97.0,-43.0,70.0,56.0,
164327,-97.0,-43.0,71.0,56.0,
164360,-97.0,-43.0,71.0,56.0,
164395,-97.0,-43.0,72.0,56.0,
164408,-97.0,-43.0,72.0,56.0,
164445,-97.0,-43.0,73.0,56.0,
164509,-97.0,-43.0,73.0,56.0,
164547,-97.0,-43.0,74.0,56.0,
164559,-97.0,-43.0,74.0,56.0,
164598,-97.0,-43.0,75.0,56.0,
164642,-97.0,-43.0,75.0,56.0,
164662,-97.0,-43.0,76.0,56.0,
164695,-97.0,-43.0,76.0,56.0,
164720,-97.0,-43.0,77.0,56.0,
164761,-97.0,-43.0,77.0,56.0,
164777,-97.0,-43.0,78.0,56.0,
164817,-97.0,-43.0,78.0,56.0,
164833,-97.0,-43.0,79.0,56.0,
164872,-97.0,-43.0,79.0,56.0,
164883,-97.0,-43.0,80.0,56.0,
164920,-97.0,-43.0,80.0,56.0,
164945,-97.0,-43.0,81.0,56.0,
164999,-97.0,-43.0,81.0,56.0,
165015,-97.0,-43.0,82.0,56.0,
165057,-97.0,-43.0,82.0,56.0,
165078,-97.0,-43.0,83.0,56.0,
165113,-97.0,-43.0,83.0,56.0,
165127,-97.0,-43.0,84.0,56.0,
165141,-97.0,-43.0,84.0,56.0,
165168,-97.0,-43.0,85.0,56.0,
165227,-97.0,-43.0,85.0,56.0,
165245,-97.0,-43.0,86.0,56.0,
165282,-97.0,-43.0,86.0,56.0,
165313,-97.0,-43.0,87.0,56.0,
165356,-97.0,-43.0,87.0,56.0,
165383,-97.0,-43.0,88.0,56.0,
165395,-97.0,-43.0,88.0,56.0,
165411,-97.0,-43.0,89.0,56.0,
165450,-97.0,-43.0,89.0,56.0,
165480,-97.0,-43.0,90.0,56.0,
165490,-97.0,-43.0,90.0,56.0,
165511,-97.0,-43.0,91.0,56.0,
165568,-97.0,-43.0,91.0,56.0,
165585,-97.0,-43.0,92.0,56.0,
165624,-97.0,-43.0,92.0,56.0,
165637,-97.0,-43.0,93.0,56.0,
165673,-97.0,-43.0,93.0,56.0,
165696,-97.0,-43.0,94.0,56.0,
165738,-97.0,-43.0,94.0,56.0,
165758,-97.0,-43.0,95.0,56.0,
165796,-97.0,-43.0,95.0,56.0,
165807,-97.0,-43.0,96.0,56.0,
165846,-97.0,-43.0,96.0,56.0,
165874,-97.0,-43.0,97.0,56.0,
165915,-97.0,-43.0,97.0,56.0,
165927,-97.0,-43.0,98.0,56.0,
165982,-97.0,-43.0,98.0,56.0,
166000,-97.0,-43.0,99.0,56.0,
166017,-97.0,-43.0,99.0,56.0,
166062,-97.0,-43.0,100.0,56.0,
166063,-97.0,-43.0,,56.0,
209739,-97.0,-43.0,,56.0,
209756,-97.0,-43.0,,55.0,
209801,-97.0,-43.0,,54.0,
209829,-97.0,-43.0,,53.0,
209862,-97.0,-43.0,,51.0,
209881,-97.0,-43.0,,49.0,
209897,-97.0,-43.0,,48.0,
209921,-97.0,-43.0,,46.0,
209956,-97.0,-43.0,,44.0,
209973,-97.0,-43.0,,43.0,
210008,-97.0,-43.0,,41.0,
210044,-97.0,-43.0,,38.0,
210061,-97.0,-43.0,,37.0,
210096,-97.0,-43.0,,35.0,
210120,-97.0,-43.0,,33.0,
210138,-97.0,-43.0,,32.0,
210172,-97.0,-43.0,,29.0,
210207,-97.0,-43.0,,27.0,
210225,-97.0,-43.0,,26.0,
210260,-97.0,-43.0,,24.0,
210295,-97.0,-43.0,,22.0,
210312,-97.0,-43.0,,21.0,
210337,-97.0,-43.0,,18.0,
210372,-97.0,-43.0,,16.0,
210390,-97.0,-43.0,,15.0,
210425,-97.0,-43.0,,13.0,
210459,-97.0,-43.0,,11.0,
210477,-97.0,-43.0,,9.0,
210512,-97.0,-43.0,,7.0,
210536,-97.0,-43.0,,5.0,
210553,-97.0,-43.0,,4.0,
210589,-97.0,-43.0,,2.0,
210623,-97.0,-43.0,,-1.0,
210641,-97.0,-43.0,,-2.0,
210677,-97.0,-43.0,,-4.0,
210712,-97.0,-43.0,,-6.0,
210728,-97.0,-43.0,,-7.0,
210753,-97.0,-43.0,,-9.0,
210789,-97.0,-43.0,,-12.0,
210805,-97.0,-43.0,,-13.0,
210841,-97.0,-43.0,,-15.0,
210876,-97.0,-43.0,,-17.0,
210893,-97.0,-43.0,,-18.0,
210928,-97.0,-43.0,,-21.0,
210952,-97.0,-43.0,,-23.0,
210971,-97.0,-43.0,,-24.0,
211004,-97.0,-43.0,,-26.0,
211040,-97.0,-43.0,,-28.0,
211058,-97.0,-43.0,,-29.0,
211091,-97.0,-43.0,,-32.0,
211128,-97.0,-43.0,,-34.0,
211146,-97.0,-43.0,,-35.0,
211170,-97.0,-43.0,,-37.0,
211205,-97.0,-43.0,,-39.0,
211222,-97.0,-43.0,,-41.0,
211257,-97.0,-43.0,,-43.0,
211292,-97.0,-43.0,,-45.0,
211310,-97.0,-43.0,,-46.0,
211328,-97.0,-43.0,,-47.0,
211346,-97.0,-43.0,,-48.0,
256083,-97.0,-43.0,,-48.0,
256084,-97.0,-43.0,33.0,-48.0,
256137,-97.0,-43.0,34.0,-48.0,
256155,-97.0,-43.0,35.0,-48.0,
256168,-97.0,-43.0,37.0,-48.0,
256178,-97.0,-43.0,37.0,-48.0,
256202,-97.0,-43.0,38.0,-48.0,
256213,-97.0,-43.0,38.0,-48.0,
256253,-97.0,-43.0,40.0,-48.0,
256263,-97.0,-43.0,40.0,-48.0,
256286,-97.0,-43.0,41.0,-48.0,
256298,-97.0,-43.0,41.0,-48.0,
256337,-97.0,-43.0,43.0,-48.0,
256347,-97.0,-43.0,43.0,-48.0,
256375,-97.0,-43.0,44.0,-48.0,
256390,-97.0,-43.0,44.0,-48.0,
256417,-97.0,-43.0,45.0,-48.0,
256466,-97.0,-43.0,45.0,-48.0,
256481,-97.0,-43.0,46.0,-48.0,
256525,-97.0,-43.0,46.0,-48.0,
256546,-97.0,-43.0,47.0,-48.0,
256589,-97.0,-43.0,47.0,-48.0,
256604,-97.0,-43.0,48.0,-48.0,
256642,-97.0,-43.0,48.0,-48.0,
256657,-97.0,-43.0,49.0,-48.0,
256699,-97.0,-43.0,49.0,-48.0,
256715,-97.0,-43.0,50.0,-48.0,
256758,-97.0,-43.0,50.0,-48.0,
256771,-97.0,-43.0,51.0,-48.0,
256807,-97.0,-43.0,51.0,-48.0,
256826,-97.0,-43.0,52.0,-48.0,
256839,-97.0,-43.0,52.0,-48.0,
256859,-97.0,-43.0,53.0,-48.0,
256898,-97.0,-43.0,53.0,-48.0,
256913,-97.0,-43.0,54.0,-48.0,
256926,-97.0,-43.0,54.0,-48.0,
256945,-97.0,-43.0,55.0,-48.0,
256958,-97.0,-43.0,55.0,-48.0,
256982,-97.0,-43.0,56.0,-48.0,
257017,-97.0,-43.0,56.0,-48.0,
257032,-97.0,-43.0,57.0,-48.0,
257072,-97.0,-43.0,57.0,-48.0,
257090,-97.0,-43.0,58.0,-48.0,
257126,-97.0,-43.0,58.0,-48.0,
257143,-97.0,-43.0,59.0,-48.0,
257181,-97.0,-43.0,59.0,-48.0,
257196,-97.0,-43.0,60.0,-48.0,
257235,-97.0,-43.0,60.0,-48.0,
257253,-97.0,-43.0,61.0,-48.0,
257289,-97.0,-43.0,61.0,-48.0,
257304,-97.0,-43.0,62.0,-48.0,
257346,-97.0,-43.0,62.0,-48.0,
257361,-97.0,-43.0,63.0,-48.0,
257399,-97.0,-43.0,63.0,-48.0,
257414,-97.0,-43.0,64.0,-48.0,
257451,-97.0,-43.0,64.0,-48.0,
257468,-97.0,-43.0,65.0,-48.0,
257508,-97.0,-43.0,65.0,-48.0,
257524,-97.0,-43.0,66.0,-48.0,
257561,-97.0,-43.0,66.0,-48.0,
257581,-97.0,-43.0,67.0,-48.0,
257626,-97.0,-43.0,67.0,-48.0,
257639,-97.0,-43.0,68.0,-48.0,
257675,-97.0,-43.0,68.0,-48.0,
257686,-97.0,-43.0,69.0,-48.0,
257703,-97.0,-43.0,69.0,-48.0,
257724,-97.0,-43.0,70.0,-48.0,
257750,-97.0,-43.0,70.0,-48.0,
257775,-97.0,-43.0,71.0,-48.0,
257817,-97.0,-43.0,71.0,-48.0,
257839,-97.0,-43.0,72.0,-48.0,
257873,-97.0,-43.0,72.0,-48.0,
257891,-97.0,-43.0,73.0,-48.0,
257899,-97.0,-43.0,73.0,-48.0,
257927,-97.0,-43.0,74.0,-48.0,
