,A1B2BMGBX36ZX,A2YP8M9VHFXZV,A23KB5AO13NF7,nan
274013,-100.0,-100.0,-100.0,-100.0
274035,-100.0,-100.0,-100.0,-100.0
274038,-100.0,-100.0,-100.0,-100.0
274060,-100.0,-100.0,-100.0,-100.0
274063,-100.0,-100.0,-100.0,-100.0
274085,-100.0,-100.0,-100.0,-100.0
274088,-100.0,-100.0,-100.0,-100.0
274112,-100.0,-100.0,-100.0,-100.0
274114,-100.0,-100.0,-100.0,-100.0
274137,-100.0,-100.0,-100.0,-100.0
274140,-100.0,-100.0,-100.0,-100.0
274162,-100.0,-100.0,-100.0,-100.0
274164,-100.0,-100.0,-100.0,-100.0
274186,-100.0,-100.0,-100.0,-100.0
274189,-100.0,-100.0,-100.0,-100.0
274201,-100.0,-100.0,-100.0,-100.0
274212,-100.0,-100.0,-100.0,-100.0
274214,-100.0,-100.0,-100.0,-100.0
274230,-100.0,-100.0,-100.0,-100.0
274237,-100.0,-100.0,-100.0,-100.0
274239,-100.0,-100.0,-100.0,-100.0
274246,-100.0,-100.0,-100.0,-100.0
274262,-100.0,-100.0,-100.0,-100.0
274264,-100.0,-100.0,-100.0,-100.0
274277,-100.0,-100.0,-100.0,-100.0
274285,-100.0,-100.0,-100.0,-100.0
274287,-100.0,-100.0,-100.0,-100.0
274292,-100.0,-100.0,-100.0,-100.0
274298,-100.0,-100.0,-100.0,-100.0
274311,-100.0,-100.0,-100.0,-100.0
274314,-100.0,-100.0,-100.0,-100.0
274323,-100.0,-100.0,-100.0,-100.0
274335,-100.0,-100.0,-100.0,-100.0
274336,-100.0,-100.0,-100.0,-100.0
274339,-100.0,-100.0,-100.0,-100.0
274342,-100.0,-100.0,-100.0,-100.0
274355,-100.0,-100.0,-100.0,-100.0
274361,-100.0,-100.0,-100.0,-100.0
274364,-100.0,-100.0,-100.0,-100.0
274365,-100.0,-100.0,-100.0,-100.0
274377,-100.0,-100.0,-100.0,-100.0
274387,-100.0,-100.0,-100.0,-100.0
274389,-100.0,-100.0,-100.0,-100.0
274403,-100.0,-100.0,-100.0,-100.0
274413,-100.0,-100.0,-100.0,-100.0
274425,-100.0,-100.0,-100.0,-100.0
274434,-100.0,-100.0,-100.0,-100.0
274445,-100.0,-100.0,-100.0,-100.0
274451,-100.0,-100.0,-100.0,-100.0
274465,-100.0,-100.0,-100.0,-100.0
274473,-100.0,-100.0,-100.0,-100.0
274486,-100.0,-100.0,-100.0,-100.0
274495,-100.0,-100.0,-100.0,-100.0
274499,-100.0,-100.0,-100.0,-100.0
274509,-100.0,-100.0,-100.0,-100.0
274517,-100.0,-100.0,-100.0,-100.0
274532,-100.0,-100.0,-100.0,-100.0
274541,-100.0,-100.0,-100.0,-100.0
274554,-100.0,-100.0,-100.0,-100.0
274562,-100.0,-100.0,-100.0,-100.0
274574,-100.0,-100.0,-100.0,-100.0
274580,-100.0,-100.0,-100.0,-100.0
274592,-100.0,-100.0,-100.0,-100.0
274617,-100.0,-100.0,-100.0,-100.0
274627,-100.0,-100.0,-100.0,-100.0
274657,-100.0,-100.0,-100.0,-100.0
274676,-100.0,-100.0,-100.0,-100.0
274683,-100.0,-100.0,-100.0,-100.0
274690,-100.0,-100.0,-100.0,-100.0
274699,-100.0,-100.0,-100.0,-100.0
274709,-100.0,-100.0,-100.0,-100.0
274715,-100.0,-100.0,-100.0,-100.0
274719,-100.0,-100.0,-100.0,-100.0
274722,-100.0,-100.0,-100.0,-100.0
274730,-100.0,-100.0,-100.0,-100.0
274741,-100.0,-100.0,-100.0,-100.0
274749,-100.0,-100.0,-100.0,-100.0
274757,-100.0,-100.0,-100.0,-100.0
274769,-100.0,-100.0,-100.0,-100.0
274776,-100.0,-100.0,-100.0,-100.0
274785,-100.0,-100.0,-100.0,-100.0
274792,-100.0,-100.0,-100.0,-100.0
274801,-100.0,-100.0,-100.0,-100.0
274809,-100.0,-100.0,-100.0,-100.0
274818,-100.0,-100.0,-100.0,-100.0
274828,-100.0,-100.0,-100.0,-100.0
274838,-100.0,-100.0,-100.0,-100.0
274845,-100.0,-100.0,-100.0,-100.0
274852,-100.0,-100.0,-100.0,-100.0
274863,-100.0,-100.0,-100.0,-100.0
274872,-100.0,-100.0,-100.0,-100.0
274879,-100.0,-100.0,-100.0,-100.0
274889,-100.0,-100.0,-100.0,-100.0
274897,-100.0,-100.0,-100.0,-100.0
274906,-100.0,-100.0,-100.0,-100.0
274915,-100.0,-100.0,-100.0,-100.0
274922,-100.0,-100.0,-100.0,-100.0
274923,-100.0,-100.0,-100.0,-100.0
274931,-100.0,-100.0,-100.0,-100.0
274950,-100.0,-100.0,-100.0,-100.0
274959,-100.0,-100.0,-100.0,-100.0
274964,-100.0,-100.0,-100.0,-100.0
274974,-100.0,-100.0,-100.0,-100.0
274985,-100.0,-100.0,-100.0,-100.0
274997,-100.0,-100.0,-100.0,-100.0
275002,-100.0,-100.0,-100.0,-100.0
275010,-100.0,-100.0,-100.0,-100.0
275017,-100.0,-100.0,-100.0,-100.0
275026,-100.0,-100.0,-100.0,-100.0
275035,-100.0,-100.0,-100.0,-100.0
275045,-100.0,-100.0,-100.0,-100.0
275050,-100.0,-100.0,-100.0,-100.0
275059,-100.0,-100.0,-100.0,-100.0
275066,-100.0,-100.0,-100.0,-100.0
275079,-100.0,-100.0,-100.0,-100.0
275089,-100.0,-100.0,-100.0,-100.0
275098,-100.0,-100.0,-100.0,-100.0
275103,-100.0,-100.0,-100.0,-100.0
275111,-100.0,-100.0,-100.0,-100.0
275120,-100.0,-100.0,-100.0,-100.0
275129,-100.0,-100.0,-100.0,-100.0
275135,-100.0,-100.0,-100.0,-100.0
275143,-100.0,-100.0,-100.0,-100.0
275156,-100.0,-100.0,-100.0,-100.0
275167,-100.0,-100.0,-100.0,-100.0
275173,-100.0,-100.0,-100.0,-100.0
275182,-100.0,-100.0,-100.0,-100.0
275192,-100.0,-100.0,-100.0,-100.0
275202,-100.0,-100.0,-100.0,-100.0
275208,-100.0,-100.0,-100.0,-100.0
275216,-100.0,-100.0,-100.0,-100.0
275227,-100.0,-100.0,-100.0,-100.0
275237,-100.0,-100.0,-100.0,-100.0
275245,-100.0,-100.0,-100.0,-100.0
275255,-100.0,-100.0,-100.0,-100.0
275260,-100.0,-100.0,-100.0,-100.0
275269,-100.0,-100.0,-100.0,-100.0
275279,-100.0,-100.0,-100.0,-100.0
275289,-100.0,-100.0,-100.0,-100.0
275296,-100.0,-100.0,-100.0,-100.0
275306,-100.0,-100.0,-100.0,-100.0
275313,-100.0,-100.0,-100.0,-100.0
275322,-100.0,-100.0,-100.0,-100.0
275332,-100.0,-100.0,-100.0,-100.0
275342,-100.0,-100.0,-100.0,-100.0
275348,-100.0,-100.0,-100.0,-100.0
275355,-100.0,-100.0,-100.0,-100.0
275360,-100.0,-100.0,-100.0,-100.0
275374,-100.0,-100.0,-100.0,-100.0
275384,-100.0,-100.0,-100.0,-100.0
275391,-100.0,-100.0,-100.0,-100.0
275399,-100.0,-100.0,-100.0,-100.0
275409,-100.0,-100.0,-100.0,-100.0
275418,-100.0,-100.0,-100.0,-100.0
275426,-100.0,-100.0,-100.0,-100.0
275435,-100.0,-100.0,-100.0,-100.0
275443,-100.0,-100.0,-100.0,-100.0
275451,-100.0,-100.0,-100.0,-100.0
275462,-100.0,-100.0,-100.0,-100.0
275473,-100.0,-100.0,-100.0,-100.0
275483,-100.0,-100.0,-100.0,-100.0
275492,-100.0,-100.0,-100.0,-100.0
275498,-100.0,-100.0,-100.0,-100.0
275508,-100.0,-100.0,-100.0,-100.0
275516,-100.0,-100.0,-100.0,-100.0
275524,-100.0,-100.0,-100.0,-100.0
275530,-100.0,-100.0,-100.0,-100.0
275540,-100.0,-100.0,-100.0,-100.0
275548,-100.0,-100.0,-100.0,-100.0
275560,-100.0,-100.0,-100.0,-100.0
275566,-100.0,-100.0,-100.0,-100.0
275571,-100.0,-100.0,-100.0,-100.0
275574,-100.0,-100.0,-100.0,-100.0
275583,-100.0,-100.0,-100.0,-100.0
275591,-100.0,-100.0,-100.0,-100.0
275598,-100.0,-100.0,-100.0,-100.0
275611,-100.0,-100.0,-100.0,-100.0
275620,-100.0,-100.0,-100.0,-100.0
275626,-100.0,-100.0,-100.0,-100.0
275636,-100.0,-100.0,-100.0,-100.0
275645,-100.0,-100.0,-100.0,-100.0
275654,-100.0,-100.0,-100.0,-100.0
275662,-100.0,-100.0,-100.0,-100.0
275673,-100.0,-100.0,-100.0,-100.0
275678,-100.0,-100.0,-100.0,-100.0
275686,-100.0,-100.0,-100.0,-100.0
275695,-100.0,-100.0,-100.0,-100.0
275703,-100.0,-100.0,-100.0,-100.0
275712,-100.0,-100.0,-100.0,-100.0
275722,-100.0,-100.0,-100.0,-100.0
275729,-100.0,-100.0,-100.0,-100.0
275742,-100.0,-100.0,-100.0,-100.0
275749,-100.0,-100.0,-100.0,-100.0
275760,-100.0,-100.0,-100.0,-100.0
275766,-100.0,-100.0,-100.0,-100.0
275774,-100.0,-100.0,-100.0,-100.0
275791,-100.0,-100.0,-100.0,-100.0
275800,-100.0,-100.0,-100.0,-100.0
275806,-100.0,-100.0,-100.0,-100.0
275814,-100.0,-100.0,-100.0,-100.0
275825,-100.0,-100.0,-100.0,-100.0
275834,-100.0,-100.0,-100.0,-100.0
275842,-100.0,-100.0,-100.0,-100.0
275850,-100.0,-100.0,-100.0,-100.0
275859,-100.0,-100.0,-100.0,-100.0
275867,-100.0,-100.0,-100.0,-100.0
275879,-100.0,-100.0,-100.0,-100.0
275888,-100.0,-100.0,-100.0,-100.0
275897,-100.0,-100.0,-100.0,-100.0
275905,-100.0,-100.0,-100.0,-100.0
275912,-100.0,-100.0,-100.0,-100.0
275923,-100.0,-100.0,-100.0,-100.0
275931,-100.0,-100.0,-100.0,-100.0
275940,-100.0,-100.0,-100.0,-100.0
275947,-100.0,-100.0,-100.0,-100.0
275957,-100.0,-100.0,-100.0,-100.0
275965,-100.0,-100.0,-100.0,-100.0
275974,-100.0,-100.0,-100.0,-100.0
275982,-100.0,-100.0,-100.0,-100.0
275990,-100.0,-100.0,-100.0,-100.0
276000,-100.0,-100.0,-100.0,-100.0
276005,-100.0,-100.0,-100.0,-100.0
276011,-100.0,-100.0,-100.0,-100.0
276025,-100.0,-100.0,-100.0,-100.0
276035,-100.0,-100.0,-100.0,-100.0
276041,-100.0,-100.0,-100.0,-100.0
276051,-100.0,-100.0,-100.0,-100.0
276058,-100.0,-100.0,-100.0,-100.0
276067,-100.0,-100.0,-100.0,-100.0
276077,-100.0,-100.0,-100.0,-100.0
276086,-100.0,-100.0,-100.0,-100.0
276094,-100.0,-100.0,-100.0,-100.0
276104,-100.0,-100.0,-100.0,-100.0
276113,-100.0,-100.0,-100.0,-100.0
276124,-100.0,-100.0,-100.0,-100.0
276130,-100.0,-100.0,-100.0,-100.0
276139,-100.0,-100.0,-100.0,-100.0
276146,-100.0,-100.0,-100.0,-100.0
276158,-100.0,-100.0,-100.0,-100.0
276167,-100.0,-100.0,-100.0,-100.0
276177,-100.0,-100.0,-100.0,-100.0
276183,-100.0,-100.0,-100.0,-100.0
276192,-100.0,-100.0,-100.0,-100.0
276198,-100.0,-100.0,-100.0,-100.0
276203,-100.0,-100.0,-100.0,-100.0
276206,-100.0,-100.0,-100.0,-100.0
276216,-100.0,-100.0,-100.0,-100.0
276223,-100.0,-100.0,-100.0,-100.0
276233,-100.0,-100.0,-100.0,-100.0
276242,-100.0,-100.0,-100.0,-100.0
276251,-100.0,-100.0,-100.0,-100.0
276257,-100.0,-100.0,-100.0,-100.0
276267,-100.0,-100.0,-100.0,-100.0
276275,-100.0,-100.0,-100.0,-100.0
276284,-100.0,-100.0,-100.0,-100.0
276295,-100.0,-100.0,-100.0,-100.0
276306,-100.0,-100.0,-100.0,-100.0
276313,-100.0,-100.0,-100.0,-100.0
276328,-100.0,-100.0,-100.0,-100.0
276333,-100.0,-100.0,-100.0,-100.0
276343,-100.0,-100.0,-100.0,-100.0
276349,-100.0,-100.0,-100.0,-100.0
276359,-100.0,-100.0,-100.0,-100.0
276367,-100.0,-100.0,-100.0,-100.0
276376,-100.0,-100.0,-100.0,-100.0
276382,-100.0,-100.0,-100.0,-100.0
276393,-100.0,-100.0,-100.0,-100.0
276398,-100.0,-100.0,-100.0,-100.0
276409,-100.0,-100.0,-100.0,-100.0
276416,-100.0,-100.0,-100.0,-100.0
276427,-100.0,-100.0,-100.0,-100.0
276442,-100.0,-100.0,-100.0,-100.0
276451,-100.0,-100.0,-100.0,-100.0
276459,-100.0,-100.0,-100.0,-100.0
276472,-100.0,-100.0,-100.0,-100.0
276478,-100.0,-100.0,-100.0,-100.0
276490,-100.0,-100.0,-100.0,-100.0
276505,-100.0,-100.0,-100.0,-100.0
276513,-100.0,-100.0,-100.0,-100.0
276519,-100.0,-100.0,-100.0,-100.0
276529,-100.0,-100.0,-100.0,-100.0
276539,-100.0,-100.0,-100.0,-100.0
276552,-100.0,-100.0,-100.0,-100.0
276562,-100.0,-100.0,-100.0,-100.0
276573,-100.0,-100.0,-100.0,-100.0
276581,-100.0,-100.0,-100.0,-100.0
276591,-100.0,-100.0,-100.0,-100.0
276600,-100.0,-100.0,-100.0,-100.0
276610,-100.0,-100.0,-100.0,-100.0
276617,-100.0,-100.0,-100.0,-100.0
276626,-100.0,-100.0,-100.0,-100.0
276644,-100.0,-100.0,-100.0,-100.0
276703,-100.0,-100.0,-100.0,-100.0
276718,-100.0,-100.0,-100.0,-100.0
276751,-100.0,-100.0,-100.0,-100.0
276767,-100.0,-100.0,-100.0,-100.0
276782,-100.0,-100.0,-100.0,-100.0
276788,-100.0,-100.0,-100.0,-100.0
276817,-100.0,-100.0,-100.0,-100.0
276824,-100.0,-100.0,-100.0,-100.0
276837,-100.0,-100.0,-100.0,-100.0
276846,-100.0,-100.0,-100.0,-100.0
276856,-100.0,-100.0,-100.0,-100.0
276867,-100.0,-100.0,-100.0,-100.0
276893,-100.0,-100.0,-100.0,-100.0
276903,-100.0,-100.0,-100.0,-100.0
276914,-100.0,-100.0,-100.0,-100.0
276930,-100.0,-100.0,-100.0,-100.0
276939,-100.0,-100.0,-100.0,-100.0
276947,-100.0,-100.0,-100.0,-100.0
276961,-100.0,-100.0,-100.0,-100.0
276974,-100.0,-100.0,-100.0,-100.0
276983,-100.0,-100.0,-100.0,-100.0
276998,-100.0,-100.0,-100.0,-100.0
277004,-100.0,-100.0,-100.0,-100.0
277049,-100.0,-100.0,-100.0,-100.0
277057,-100.0,-100.0,-100.0,-100.0
277066,-100.0,-100.0,-100.0,-100.0
277076,-100.0,-100.0,-100.0,-100.0
277093,-100.0,-100.0,-100.0,-100.0
277102,-100.0,-100.0,-100.0,-100.0
277122,-100.0,-100.0,-100.0,-100.0
277132,-100.0,-100.0,-100.0,-100.0
277150,-100.0,-100.0,-100.0,-100.0
277159,-100.0,-100.0,-100.0,-100.0
277179,-100.0,-100.0,-100.0,-100.0
277187,-100.0,-100.0,-100.0,-100.0
277205,-100.0,-100.0,-100.0,-100.0
277214,-100.0,-100.0,-100.0,-100.0
277233,-100.0,-100.0,-100.0,-100.0
277242,-100.0,-100.0,-100.0,-100.0
277257,-100.0,-100.0,-100.0,-100.0
277267,-100.0,-100.0,-100.0,-100.0
277276,-100.0,-100.0,-100.0,-100.0
277282,-100.0,-100.0,-100.0,-100.0
277291,-100.0,-100.0,-100.0,-100.0
277304,-100.0,-100.0,-100.0,-100.0
277310,-100.0,-100.0,-100.0,-100.0
277320,-100.0,-100.0,-100.0,-100.0
277329,-100.0,-100.0,-100.0,-100.0
277358,-100.0,-100.0,-100.0,-100.0
277368,-100.0,-100.0,-100.0,-100.0
277380,-100.0,-100.0,-100.0,-100.0
277392,-100.0,-100.0,-100.0,-100.0
277406,-100.0,-100.0,-100.0,-100.0
277416,-100.0,-100.0,-100.0,-100.0
277434,-100.0,-100.0,-100.0,-100.0
277446,-100.0,-100.0,-100.0,-100.0
277454,-100.0,-100.0,-100.0,-100.0
277464,-100.0,-100.0,-100.0,-100.0
277477,-100.0,-100.0,-100.0,-100.0
277478,-100.0,-100.0,-100.0,-100.0
277522,-100.0,-100.0,-100.0,-100.0
277568,-100.0,-100.0,-100.0,-100.0
277581,-100.0,-100.0,-100.0,-100.0
277599,-100.0,-100.0,-100.0,-100.0
277627,-100.0,-100.0,-100.0,-100.0
277640,-100.0,-100.0,-100.0,-100.0
277650,-100.0,-100.0,-100.0,-100.0
277658,-100.0,-100.0,-100.0,-100.0
277674,-100.0,-100.0,-100.0,-100.0
277682,-100.0,-100.0,-100.0,-100.0
277692,-100.0,-100.0,-100.0,-100.0
277701,-100.0,-100.0,-100.0,-100.0
277712,-100.0,-100.0,-100.0,-100.0
277721,-100.0,-100.0,-100.0,-100.0
277729,-100.0,-100.0,-100.0,-100.0
277738,-100.0,-100.0,-100.0,-100.0
277747,-100.0,-100.0,-100.0,-100.0
277756,-100.0,-100.0,-100.0,-100.0
277767,-100.0,-100.0,-100.0,-100.0
277776,-100.0,-100.0,-100.0,-100.0
277786,-100.0,-100.0,-100.0,-100.0
277794,-100.0,-100.0,-100.0,-100.0
277817,-100.0,-100.0,-100.0,-100.0
277828,-100.0,-100.0,-100.0,-100.0
277836,-100.0,-100.0,-100.0,-100.0
277844,-100.0,-100.0,-100.0,-100.0
277850,-100.0,-100.0,-100.0,-100.0
277859,-100.0,-100.0,-100.0,-100.0
277866,-100.0,-100.0,-100.0,-100.0
277875,-100.0,-100.0,-100.0,-100.0
277886,-100.0,-100.0,-100.0,-100.0
277896,-100.0,-100.0,-100.0,-100.0
277902,-100.0,-100.0,-100.0,-100.0
282569,-100.0,-100.0,-100.0,-100.0
282599,-100.0,-100.0,-100.0,-100.0
282606,-100.0,-100.0,-100.0,-100.0
282627,-100.0,-100.0,-100.0,-100.0
282644,-100.0,-100.0,-100.0,-100.0
282692,-100.0,-100.0,-100.0,-100.0
282728,-100.0,-100.0,-100.0,-100.0
282763,-100.0,-100.0,-100.0,-100.0
282773,-100.0,-100.0,-100.0,-100.0
282798,-100.0,-100.0,-100.0,-100.0
282812,-100.0,-100.0,-100.0,-100.0
282823,-100.0,-100.0,-100.0,-100.0
282834,-100.0,-100.0,-100.0,-100.0
282857,-100.0,-100.0,-100.0,-100.0
282867,-100.0,-100.0,-100.0,-100.0
282891,-100.0,-100.0,-100.0,-100.0
282900,-100.0,-100.0,-100.0,-100.0
282917,-100.0,-100.0,-100.0,-100.0
282926,-100.0,-100.0,-100.0,-100.0
282936,-100.0,-100.0,-100.0,-100.0
282998,-100.0,-100.0,-100.0,-100.0
283035,-100.0,-100.0,-100.0,-100.0
283059,-100.0,-100.0,-100.0,-100.0
283072,-100.0,-100.0,-100.0,-100.0
283117,-100.0,-100.0,-100.0,-100.0
283139,-100.0,-100.0,-100.0,-100.0
283152,-100.0,-100.0,-100.0,-100.0
283165,-100.0,-100.0,-100.0,-100.0
283174,-100.0,-100.0,-100.0,-100.0
283189,-100.0,-100.0,-100.0,-100.0
283198,-100.0,-100.0,-100.0,-100.0
283207,-100.0,-100.0,-100.0,-100.0
283215,-100.0,-100.0,-100.0,-100.0
283228,-100.0,-100.0,-100.0,-100.0
283252,-100.0,-100.0,-100.0,-100.0
283259,-100.0,-100.0,-100.0,-100.0
283268,-100.0,-100.0,-100.0,-100.0
283283,-100.0,-100.0,-100.0,-100.0
283292,-100.0,-100.0,-100.0,-100.0
283302,-100.0,-100.0,-100.0,-100.0
283311,-100.0,-100.0,-100.0,-100.0
283319,-100.0,-100.0,-100.0,-100.0
283327,-100.0,-100.0,-100.0,-100.0
283334,-100.0,-100.0,-100.0,-100.0
283342,-100.0,-100.0,-100.0,-100.0
283355,-100.0,-100.0,-100.0,-100.0
283364,-100.0,-100.0,-100.0,-100.0
283376,-100.0,-100.0,-100.0,-100.0
283384,-100.0,-100.0,-100.0,-100.0
283396,-100.0,-100.0,-100.0,-100.0
283401,-100.0,-100.0,-100.0,-100.0
283423,-100.0,-100.0,-100.0,-100.0
283431,-100.0,-100.0,-100.0,-100.0
283445,-100.0,-100.0,-100.0,-100.0
283464,-100.0,-100.0,-100.0,-100.0
283472,-100.0,-100.0,-100.0,-100.0
283480,-100.0,-100.0,-100.0,-100.0
283492,-100.0,-100.0,-100.0,-100.0
283499,-100.0,-100.0,-100.0,-100.0
283512,-100.0,-100.0,-100.0,-100.0
283521,-100.0,-100.0,-100.0,-100.0
283537,-100.0,-100.0,-100.0,-100.0
283549,-100.0,-100.0,-100.0,-100.0
283565,-100.0,-100.0,-100.0,-100.0
283572,-100.0,-100.0,-100.0,-100.0
283589,-100.0,-100.0,-100.0,-100.0
283607,-100.0,-100.0,-100.0,-100.0
283618,-100.0,-100.0,-100.0,-100.0
283626,-100.0,-100.0,-100.0,-100.0
283643,-100.0,-100.0,-100.0,-100.0
283651,-100.0,-100.0,-100.0,-100.0
283670,-100.0,-100.0,-100.0,-100.0
283676,-100.0,-100.0,-100.0,-100.0
283682,-100.0,-100.0,-100.0,-100.0
283686,-100.0,-100.0,-100.0,-100.0
283695,-100.0,-100.0,-100.0,-100.0
283700,-100.0,-100.0,-100.0,-100.0
283710,-100.0,-100.0,-100.0,-100.0
283721,-100.0,-100.0,-100.0,-100.0
283734,-100.0,-100.0,-100.0,-100.0
283743,-100.0,-100.0,-100.0,-100.0
283747,-100.0,-100.0,-100.0,-100.0
283758,-100.0,-100.0,-100.0,-100.0
283762,-100.0,-100.0,-100.0,-100.0
283768,-100.0,-100.0,-100.0,-100.0
283771,-100.0,-100.0,-100.0,-100.0
283781,-100.0,-100.0,-100.0,-100.0
283793,-100.0,-100.0,-100.0,-100.0
283796,-100.0,-100.0,-100.0,-100.0
283800,-100.0,-100.0,-100.0,-100.0
283807,-100.0,-100.0,-100.0,-100.0
283819,-100.0,-100.0,-100.0,-100.0
283821,-100.0,-100.0,-100.0,-100.0
283843,-100.0,-100.0,-100.0,-100.0
283846,-100.0,-100.0,-100.0,-100.0
283859,-100.0,-100.0,-100.0,-100.0
283868,-100.0,-100.0,-100.0,-100.0
283869,-100.0,-100.0,-100.0,-100.0
283873,-100.0,-100.0,-100.0,-100.0
283874,-100.0,-100.0,-100.0,-100.0
283884,-100.0,-100.0,-100.0,-100.0
283888,-100.0,-100.0,-100.0,-100.0
283897,-100.0,-100.0,-100.0,-100.0
283908,-100.0,-100.0,-100.0,-100.0
283918,-100.0,-100.0,-100.0,-100.0
283919,-100.0,-100.0,-100.0,-100.0
283922,-100.0,-100.0,-100.0,-100.0
283924,-100.0,-100.0,-100.0,-100.0
283930,-100.0,-100.0,-100.0,-100.0
283941,-100.0,-100.0,-100.0,-100.0
283945,-100.0,-100.0,-100.0,-100.0
283947,-100.0,-100.0,-100.0,-100.0
283949,-100.0,-100.0,-100.0,-100.0
283961,-100.0,-100.0,-100.0,-100.0
283969,-100.0,-100.0,-100.0,-100.0
283970,-100.0,-100.0,-100.0,-100.0
283973,-100.0,-100.0,-100.0,-100.0
283976,-100.0,-100.0,-100.0,-100.0
283984,-100.0,-100.0,-100.0,-100.0
283994,-100.0,-100.0,-100.0,-100.0
283999,-100.0,-100.0,-100.0,-100.0
284004,-100.0,-100.0,-100.0,-100.0
284011,-100.0,-100.0,-100.0,-100.0
284019,-100.0,-100.0,-100.0,-100.0
284022,-100.0,-100.0,-100.0,-100.0
284028,-100.0,-100.0,-100.0,-100.0
284036,-100.0,-100.0,-100.0,-100.0
284045,-100.0,-100.0,-100.0,-100.0
284047,-100.0,-100.0,-100.0,-100.0
284056,-100.0,-100.0,-100.0,-100.0
284063,-100.0,-100.0,-100.0,-100.0
284072,-100.0,-100.0,-100.0,-100.0
284081,-100.0,-100.0,-100.0,-100.0
284091,-100.0,-100.0,-100.0,-100.0
284099,-100.0,-100.0,-100.0,-100.0
284109,-100.0,-100.0,-100.0,-100.0
284124,-100.0,-100.0,-100.0,-100.0
284133,-100.0,-100.0,-100.0,-100.0
284141,-100.0,-100.0,-100.0,-100.0
284149,-100.0,-100.0,-100.0,-100.0
284159,-100.0,-100.0,-100.0,-100.0
284168,-100.0,-100.0,-100.0,-100.0
284175,-100.0,-100.0,-100.0,-100.0
284182,-100.0,-100.0,-100.0,-100.0
284193,-100.0,-100.0,-100.0,-100.0
284200,-100.0,-100.0,-100.0,-100.0
284212,-100.0,-100.0,-100.0,-100.0
284222,-100.0,-100.0,-100.0,-100.0
284228,-100.0,-100.0,-100.0,-100.0
284235,-100.0,-100.0,-100.0,-100.0
284246,-100.0,-100.0,-100.0,-100.0
284259,-100.0,-100.0,-100.0,-100.0
284270,-100.0,-100.0,-100.0,-100.0
284278,-100.0,-100.0,-100.0,-100.0
284288,-100.0,-100.0,-100.0,-100.0
284297,-100.0,-100.0,-100.0,-100.0
284304,-100.0,-100.0,-100.0,-100.0
284312,-100.0,-100.0,-100.0,-100.0
284322,-100.0,-100.0,-100.0,-100.0
284330,-100.0,-100.0,-100.0,-100.0
284340,-100.0,-100.0,-100.0,-100.0
284350,-100.0,-100.0,-100.0,-100.0
284360,-100.0,-100.0,-100.0,-100.0
284368,-100.0,-100.0,-100.0,-100.0
284372,-100.0,-100.0,-100.0,-100.0
284378,-100.0,-100.0,-100.0,-100.0
284388,-100.0,-100.0,-100.0,-100.0
284393,-100.0,-100.0,-100.0,-100.0
284396,-100.0,-100.0,-100.0,-100.0
284398,-100.0,-100.0,-100.0,-100.0
284401,-100.0,-100.0,-100.0,-100.0
284410,-100.0,-100.0,-100.0,-100.0
284418,-100.0,-100.0,-100.0,-100.0
284420,-100.0,-100.0,-100.0,-100.0
284424,-100.0,-100.0,-100.0,-100.0
284429,-100.0,-100.0,-100.0,-100.0
284438,-100.0,-100.0,-100.0,-100.0
284444,-100.0,-100.0,-100.0,-100.0
284445,-100.0,-100.0,-100.0,-100.0
284448,-100.0,-100.0,-100.0,-100.0
284453,-100.0,-100.0,-100.0,-100.0
284464,-100.0,-100.0,-100.0,-100.0
284471,-100.0,-100.0,-100.0,-100.0
284475,-100.0,-100.0,-100.0,-100.0
284479,-100.0,-100.0,-100.0,-100.0
284487,-100.0,-100.0,-100.0,-100.0
284498,-100.0,-100.0,-100.0,-100.0
284506,-100.0,-100.0,-100.0,-100.0
284516,-100.0,-100.0,-100.0,-100.0
284525,-100.0,-100.0,-100.0,-100.0
284533,-100.0,-100.0,-100.0,-100.0
284541,-100.0,-100.0,-100.0,-100.0
284548,-100.0,-100.0,-100.0,-100.0
284557,-100.0,-100.0,-100.0,-100.0
284565,-100.0,-100.0,-100.0,-100.0
284574,-100.0,-100.0,-100.0,-100.0
284581,-100.0,-100.0,-100.0,-100.0
284593,-100.0,-100.0,-100.0,-100.0
284602,-100.0,-100.0,-100.0,-100.0
284610,-100.0,-100.0,-100.0,-100.0
284618,-100.0,-100.0,-100.0,-100.0
284631,-100.0,-100.0,-100.0,-100.0
284639,-100.0,-100.0,-100.0,-100.0
284644,-100.0,-100.0,-100.0,-100.0
284653,-100.0,-100.0,-100.0,-100.0
284662,-100.0,-100.0,-100.0,-100.0
284670,-100.0,-100.0,-100.0,-100.0
284672,-100.0,-100.0,-100.0,-100.0
284680,-100.0,-100.0,-100.0,-100.0
284689,-100.0,-100.0,-100.0,-100.0
284697,-100.0,-100.0,-100.0,-100.0
284700,-100.0,-100.0,-100.0,-100.0
284705,-100.0,-100.0,-100.0,-100.0
284717,-100.0,-100.0,-100.0,-100.0
284722,-100.0,-100.0,-100.0,-100.0
284725,-100.0,-100.0,-100.0,-100.0
284730,-100.0,-100.0,-100.0,-100.0
284738,-100.0,-100.0,-100.0,-100.0
284746,-100.0,-100.0,-100.0,-100.0
284751,-100.0,-100.0,-100.0,-100.0
284759,-100.0,-100.0,-100.0,-100.0
