,A1B2BMGBX36ZX,A2YP8M9VHFXZV,A23KB5AO13NF7,nan
71071,-100.0,-100.0,-100.0,-100.0
71082,-100.0,-100.0,-100.0,-100.0
71092,-100.0,-100.0,-100.0,-100.0
71100,-100.0,-100.0,-100.0,-100.0
71109,-100.0,-100.0,-100.0,-100.0
71118,-100.0,-100.0,-100.0,-100.0
71128,-100.0,-100.0,-100.0,-100.0
71138,-100.0,-100.0,-100.0,-100.0
71148,-100.0,-100.0,-100.0,-100.0
71156,-100.0,-100.0,-100.0,-100.0
71166,-100.0,-100.0,-100.0,-100.0
71172,-100.0,-100.0,-100.0,-100.0
71183,-100.0,-100.0,-100.0,-100.0
71193,-100.0,-100.0,-100.0,-100.0
71202,-100.0,-100.0,-100.0,-100.0
71212,-100.0,-100.0,-100.0,-100.0
71222,-100.0,-100.0,-100.0,-100.0
71234,-100.0,-100.0,-100.0,-100.0
71243,-100.0,-100.0,-100.0,-100.0
71249,-100.0,-100.0,-100.0,-100.0
71261,-100.0,-100.0,-100.0,-100.0
71268,-100.0,-100.0,-100.0,-100.0
71278,-100.0,-100.0,-100.0,-100.0
71286,-100.0,-100.0,-100.0,-100.0
71294,-100.0,-100.0,-100.0,-100.0
71302,-100.0,-100.0,-100.0,-100.0
71312,-100.0,-100.0,-100.0,-100.0
71324,-100.0,-100.0,-100.0,-100.0
71336,-100.0,-100.0,-100.0,-100.0
71345,-100.0,-100.0,-100.0,-100.0
71354,-100.0,-100.0,-100.0,-100.0
71361,-100.0,-100.0,-100.0,-100.0
71371,-100.0,-100.0,-100.0,-100.0
71378,-100.0,-100.0,-100.0,-100.0
71389,-100.0,-100.0,-100.0,-100.0
71396,-100.0,-100.0,-100.0,-100.0
71402,-100.0,-100.0,-100.0,-100.0
71404,-100.0,-100.0,-100.0,-100.0
71415,-100.0,-100.0,-100.0,-100.0
71427,-100.0,-100.0,-100.0,-100.0
71437,-100.0,-100.0,-100.0,-100.0
71444,-100.0,-100.0,-100.0,-100.0
71452,-100.0,-100.0,-100.0,-100.0
71464,-100.0,-100.0,-100.0,-100.0
71474,-100.0,-100.0,-100.0,-100.0
71480,-100.0,-100.0,-100.0,-100.0
71489,-100.0,-100.0,-100.0,-100.0
71497,-100.0,-100.0,-100.0,-100.0
71508,-100.0,-100.0,-100.0,-100.0
71514,-100.0,-100.0,-100.0,-100.0
71525,-100.0,-100.0,-100.0,-100.0
71532,-100.0,-100.0,-100.0,-100.0
71540,-100.0,-100.0,-100.0,-100.0
71551,-100.0,-100.0,-100.0,-100.0
71560,-100.0,-100.0,-100.0,-100.0
71570,-100.0,-100.0,-100.0,-100.0
71578,-100.0,-100.0,-100.0,-100.0
71588,-100.0,-100.0,-100.0,-100.0
71599,-100.0,-100.0,-100.0,-100.0
71604,-100.0,-100.0,-100.0,-100.0
71613,-100.0,-100.0,-100.0,-100.0
71619,-100.0,-100.0,-100.0,-100.0
71625,-100.0,-100.0,-100.0,-100.0
71628,-100.0,-100.0,-100.0,-100.0
71639,-100.0,-100.0,-100.0,-100.0
71648,-100.0,-100.0,-100.0,-100.0
71658,-100.0,-100.0,-100.0,-100.0
71667,-100.0,-100.0,-100.0,-100.0
71677,-100.0,-100.0,-100.0,-100.0
71686,-100.0,-100.0,-100.0,-100.0
71694,-100.0,-100.0,-100.0,-100.0
71704,-100.0,-100.0,-100.0,-100.0
71713,-100.0,-100.0,-100.0,-100.0
71719,-100.0,-100.0,-100.0,-100.0
71730,-100.0,-100.0,-100.0,-100.0
71739,-100.0,-100.0,-100.0,-100.0
71748,-100.0,-100.0,-100.0,-100.0
71754,-100.0,-100.0,-100.0,-100.0
71763,-100.0,-100.0,-100.0,-100.0
71773,-100.0,-100.0,-100.0,-100.0
71782,-100.0,-100.0,-100.0,-100.0
71790,-100.0,-100.0,-100.0,-100.0
71799,-100.0,-100.0,-100.0,-100.0
71805,-100.0,-100.0,-100.0,-100.0
71816,-100.0,-100.0,-100.0,-100.0
71824,-100.0,-100.0,-100.0,-100.0
71834,-100.0,-100.0,-100.0,-100.0
71842,-100.0,-100.0,-100.0,-100.0
71847,-100.0,-100.0,-100.0,-100.0
71854,-100.0,-100.0,-100.0,-100.0
71860,-100.0,-100.0,-100.0,-100.0
71871,-100.0,-100.0,-100.0,-100.0
71879,-100.0,-100.0,-100.0,-100.0
71890,-100.0,-100.0,-100.0,-100.0
71899,-100.0,-100.0,-100.0,-100.0
71908,-100.0,-100.0,-100.0,-100.0
71916,-100.0,-100.0,-100.0,-100.0
71924,-100.0,-100.0,-100.0,-100.0
71931,-100.0,-100.0,-100.0,-100.0
71941,-100.0,-100.0,-100.0,-100.0
71949,-100.0,-100.0,-100.0,-100.0
71957,-100.0,-100.0,-100.0,-100.0
71966,-100.0,-100.0,-100.0,-100.0
71977,-100.0,-100.0,-100.0,-100.0
71983,-100.0,-100.0,-100.0,-100.0
71994,-100.0,-100.0,-100.0,-100.0
72020,-100.0,-100.0,-100.0,-100.0
72028,-100.0,-100.0,-100.0,-100.0
72050,-100.0,-100.0,-100.0,-100.0
72067,-100.0,-100.0,-100.0,-100.0
72099,-100.0,-100.0,-100.0,-100.0
72114,-100.0,-100.0,-100.0,-100.0
72123,-100.0,-100.0,-100.0,-100.0
72137,-100.0,-100.0,-100.0,-100.0
72145,-100.0,-100.0,-100.0,-100.0
72159,-100.0,-100.0,-100.0,-100.0
72201,-100.0,-100.0,-100.0,-100.0
72221,-100.0,-100.0,-100.0,-100.0
72231,-100.0,-100.0,-100.0,-100.0
72245,-100.0,-100.0,-100.0,-100.0
72252,-100.0,-100.0,-100.0,-100.0
72261,-100.0,-100.0,-100.0,-100.0
72262,-100.0,-100.0,-100.0,-100.0
80193,-100.0,-100.0,-100.0,-100.0
80219,-100.0,-100.0,-100.0,-100.0
80243,-100.0,-100.0,-100.0,-100.0
80268,-100.0,-100.0,-100.0,-100.0
80293,-100.0,-100.0,-100.0,-100.0
80318,-100.0,-100.0,-100.0,-100.0
80343,-100.0,-100.0,-100.0,-100.0
80395,-100.0,-100.0,-100.0,-100.0
80420,-100.0,-100.0,-100.0,-100.0
80444,-100.0,-100.0,-100.0,-100.0
80470,-100.0,-100.0,-100.0,-100.0
80494,-100.0,-100.0,-100.0,-100.0
80519,-100.0,-100.0,-100.0,-100.0
80544,-100.0,-100.0,-100.0,-100.0
80569,-100.0,-100.0,-100.0,-100.0
80594,-100.0,-100.0,-100.0,-100.0
80619,-100.0,-100.0,-100.0,-100.0
80644,-100.0,-100.0,-100.0,-100.0
80670,-100.0,-100.0,-100.0,-100.0
80695,-100.0,-100.0,-100.0,-100.0
80720,-100.0,-100.0,-100.0,-100.0
80745,-100.0,-100.0,-100.0,-100.0
80770,-100.0,-100.0,-100.0,-100.0
80795,-100.0,-100.0,-100.0,-100.0
80820,-100.0,-100.0,-100.0,-100.0
80845,-100.0,-100.0,-100.0,-100.0
80870,-100.0,-100.0,-100.0,-100.0
80895,-100.0,-100.0,-100.0,-100.0
80920,-100.0,-100.0,-100.0,-100.0
80946,-100.0,-100.0,-100.0,-100.0
80971,-100.0,-100.0,-100.0,-100.0
80996,-100.0,-100.0,-100.0,-100.0
81022,-100.0,-100.0,-100.0,-100.0
81046,-100.0,-100.0,-100.0,-100.0
81072,-100.0,-100.0,-100.0,-100.0
81096,-100.0,-100.0,-100.0,-100.0
81122,-100.0,-100.0,-100.0,-100.0
81146,-100.0,-100.0,-100.0,-100.0
81171,-100.0,-100.0,-100.0,-100.0
81197,-100.0,-100.0,-100.0,-100.0
81221,-100.0,-100.0,-100.0,-100.0
81247,-100.0,-100.0,-100.0,-100.0
81298,-100.0,-100.0,-100.0,-100.0
81322,-100.0,-100.0,-100.0,-100.0
81347,-100.0,-100.0,-100.0,-100.0
81372,-100.0,-100.0,-100.0,-100.0
81397,-100.0,-100.0,-100.0,-100.0
81422,-100.0,-100.0,-100.0,-100.0
81447,-100.0,-100.0,-100.0,-100.0
81472,-100.0,-100.0,-100.0,-100.0
81497,-100.0,-100.0,-100.0,-100.0
81523,-100.0,-100.0,-100.0,-100.0
81547,-100.0,-100.0,-100.0,-100.0
81572,-100.0,-100.0,-100.0,-100.0
81597,-100.0,-100.0,-100.0,-100.0
81648,-100.0,-100.0,-100.0,-100.0
81673,-100.0,-100.0,-100.0,-100.0
81699,-100.0,-100.0,-100.0,-100.0
81723,-100.0,-100.0,-100.0,-100.0
81749,-100.0,-100.0,-100.0,-100.0
81773,-100.0,-100.0,-100.0,-100.0
81798,-100.0,-100.0,-100.0,-100.0
81823,-100.0,-100.0,-100.0,-100.0
81848,-100.0,-100.0,-100.0,-100.0
81875,-100.0,-100.0,-100.0,-100.0
82551,-100.0,-100.0,-100.0,-100.0
82577,-100.0,-100.0,-100.0,-100.0
82601,-100.0,-100.0,-100.0,-100.0
82627,-100.0,-100.0,-100.0,-100.0
82652,-100.0,-100.0,-100.0,-100.0
82676,-100.0,-100.0,-100.0,-100.0
82702,-100.0,-100.0,-100.0,-100.0
82726,-100.0,-100.0,-100.0,-100.0
82752,-100.0,-100.0,-100.0,-100.0
82777,-100.0,-100.0,-100.0,-100.0
82802,-100.0,-100.0,-100.0,-100.0
82827,-100.0,-100.0,-100.0,-100.0
82852,-100.0,-100.0,-100.0,-100.0
82877,-100.0,-100.0,-100.0,-100.0
82902,-100.0,-100.0,-100.0,-100.0
82927,-100.0,-100.0,-100.0,-100.0
82952,-100.0,-100.0,-100.0,-100.0
82977,-100.0,-100.0,-100.0,-100.0
83003,-100.0,-100.0,-100.0,-100.0
83028,-100.0,-100.0,-100.0,-100.0
83052,-100.0,-100.0,-100.0,-100.0
83078,-100.0,-100.0,-100.0,-100.0
83103,-100.0,-100.0,-100.0,-100.0
83129,-100.0,-100.0,-100.0,-100.0
83153,-100.0,-100.0,-100.0,-100.0
83178,-100.0,-100.0,-100.0,-100.0
83204,-100.0,-100.0,-100.0,-100.0
83228,-100.0,-100.0,-100.0,-100.0
83253,-100.0,-100.0,-100.0,-100.0
83278,-100.0,-100.0,-100.0,-100.0
83303,-100.0,-100.0,-100.0,-100.0
83329,-100.0,-100.0,-100.0,-100.0
83354,-100.0,-100.0,-100.0,-100.0
83379,-100.0,-100.0,-100.0,-100.0
83404,-100.0,-100.0,-100.0,-100.0
83429,-100.0,-100.0,-100.0,-100.0
83454,-100.0,-100.0,-100.0,-100.0
83479,-100.0,-100.0,-100.0,-100.0
83505,-100.0,-100.0,-100.0,-100.0
83530,-100.0,-100.0,-100.0,-100.0
83554,-100.0,-100.0,-100.0,-100.0
83580,-100.0,-100.0,-100.0,-100.0
83604,-100.0,-100.0,-100.0,-100.0
83630,-100.0,-100.0,-100.0,-100.0
83654,-100.0,-100.0,-100.0,-100.0
83680,-100.0,-100.0,-100.0,-100.0
83757,-100.0,-100.0,-100.0,-100.0
83775,-100.0,-100.0,-100.0,-100.0
83780,-100.0,-100.0,-100.0,-100.0
83807,-100.0,-100.0,-100.0,-100.0
83817,-100.0,-100.0,-100.0,-100.0
83840,-100.0,-100.0,-100.0,-100.0
83844,-100.0,-100.0,-100.0,-100.0
83857,-100.0,-100.0,-100.0,-100.0
83861,-100.0,-100.0,-100.0,-100.0
83875,-100.0,-100.0,-100.0,-100.0
83878,-100.0,-100.0,-100.0,-100.0
83890,-100.0,-100.0,-100.0,-100.0
84208,-100.0,-100.0,-100.0,-100.0
84224,-100.0,-100.0,-100.0,-100.0
84228,-100.0,-100.0,-100.0,-100.0
84241,-100.0,-100.0,-100.0,-100.0
84246,-100.0,-100.0,-100.0,-100.0
84257,-100.0,-100.0,-100.0,-100.0
84262,-100.0,-100.0,-100.0,-100.0
84274,-100.0,-100.0,-100.0,-100.0
84277,-100.0,-100.0,-100.0,-100.0
84290,-100.0,-100.0,-100.0,-100.0
84293,-100.0,-100.0,-100.0,-100.0
84307,-100.0,-100.0,-100.0,-100.0
84375,-100.0,-100.0,-100.0,-100.0
84390,-100.0,-100.0,-100.0,-100.0
84393,-100.0,-100.0,-100.0,-100.0
84407,-100.0,-100.0,-100.0,-100.0
84412,-100.0,-100.0,-100.0,-100.0
84424,-100.0,-100.0,-100.0,-100.0
84426,-100.0,-100.0,-100.0,-100.0
84440,-100.0,-100.0,-100.0,-100.0
84443,-100.0,-100.0,-100.0,-100.0
84457,-100.0,-100.0,-100.0,-100.0
84460,-100.0,-100.0,-100.0,-100.0
84475,-100.0,-100.0,-100.0,-100.0
84478,-100.0,-100.0,-100.0,-100.0
84491,-100.0,-100.0,-100.0,-100.0
84558,-100.0,-100.0,-100.0,-100.0
84574,-100.0,-100.0,-100.0,-100.0
84579,-100.0,-100.0,-100.0,-100.0
84590,-100.0,-100.0,-100.0,-100.0
84594,-100.0,-100.0,-100.0,-100.0
84607,-100.0,-100.0,-100.0,-100.0
84610,-100.0,-100.0,-100.0,-100.0
84623,-100.0,-100.0,-100.0,-100.0
84626,-100.0,-100.0,-100.0,-100.0
84640,-100.0,-100.0,-100.0,-100.0
84643,-100.0,-100.0,-100.0,-100.0
84657,-100.0,-100.0,-100.0,-100.0
84661,-100.0,-100.0,-100.0,-100.0
84674,-100.0,-100.0,-100.0,-100.0
84676,-100.0,-100.0,-100.0,-100.0
84690,-100.0,-100.0,-100.0,-100.0
84693,-100.0,-100.0,-100.0,-100.0
84708,-100.0,-100.0,-100.0,-100.0
84775,-100.0,-100.0,-100.0,-100.0
84790,-100.0,-100.0,-100.0,-100.0
84795,-100.0,-100.0,-100.0,-100.0
84807,-100.0,-100.0,-100.0,-100.0
84810,-100.0,-100.0,-100.0,-100.0
84825,-100.0,-100.0,-100.0,-100.0
84830,-100.0,-100.0,-100.0,-100.0
84840,-100.0,-100.0,-100.0,-100.0
84845,-100.0,-100.0,-100.0,-100.0
84858,-100.0,-100.0,-100.0,-100.0
86159,-100.0,-100.0,-100.0,-100.0
86174,-100.0,-100.0,-100.0,-100.0
86178,-100.0,-100.0,-100.0,-100.0
86207,-100.0,-100.0,-100.0,-100.0
86212,-100.0,-100.0,-100.0,-100.0
86225,-100.0,-100.0,-100.0,-100.0
86229,-100.0,-100.0,-100.0,-100.0
86257,-100.0,-100.0,-100.0,-100.0
87075,-100.0,-100.0,-100.0,-100.0
87090,-100.0,-100.0,-100.0,-100.0
87093,-100.0,-100.0,-100.0,-100.0
87107,-100.0,-100.0,-100.0,-100.0
87110,-100.0,-100.0,-100.0,-100.0
87124,-100.0,-100.0,-100.0,-100.0
87127,-100.0,-100.0,-100.0,-100.0
87140,-100.0,-100.0,-100.0,-100.0
87144,-100.0,-100.0,-100.0,-100.0
87157,-100.0,-100.0,-100.0,-100.0
87161,-100.0,-100.0,-100.0,-100.0
87175,-100.0,-100.0,-100.0,-100.0
87178,-100.0,-100.0,-100.0,-100.0
87191,-100.0,-100.0,-100.0,-100.0
87194,-100.0,-100.0,-100.0,-100.0
87207,-100.0,-100.0,-100.0,-100.0
87210,-100.0,-100.0,-100.0,-100.0
87223,-100.0,-100.0,-100.0,-100.0
87360,-100.0,-100.0,-100.0,-100.0
87374,-100.0,-100.0,-100.0,-100.0
87378,-100.0,-100.0,-100.0,-100.0
87392,-100.0,-100.0,-100.0,-100.0
87397,-100.0,-100.0,-100.0,-100.0
87425,-100.0,-100.0,-100.0,-100.0
87428,-100.0,-100.0,-100.0,-100.0
87441,-100.0,-100.0,-100.0,-100.0
87444,-100.0,-100.0,-100.0,-100.0
87457,-100.0,-100.0,-100.0,-100.0
87460,-100.0,-100.0,-100.0,-100.0
87474,-100.0,-100.0,-100.0,-100.0
87974,-100.0,-100.0,-100.0,-100.0
87991,-100.0,-100.0,-100.0,-100.0
87995,-100.0,-100.0,-100.0,-100.0
88007,-100.0,-100.0,-100.0,-100.0
88010,-100.0,-100.0,-100.0,-100.0
88024,-100.0,-100.0,-100.0,-100.0
88026,-100.0,-100.0,-100.0,-100.0
88041,-100.0,-100.0,-100.0,-100.0
88045,-100.0,-100.0,-100.0,-100.0
88056,-100.0,-100.0,-100.0,-100.0
88059,-100.0,-100.0,-100.0,-100.0
88075,-100.0,-100.0,-100.0,-100.0
88078,-100.0,-100.0,-100.0,-100.0
88090,-100.0,-100.0,-100.0,-100.0
88175,-100.0,-100.0,-100.0,-100.0
88190,-100.0,-100.0,-100.0,-100.0
88194,-100.0,-100.0,-100.0,-100.0
88207,-100.0,-100.0,-100.0,-100.0
88210,-100.0,-100.0,-100.0,-100.0
88223,-100.0,-100.0,-100.0,-100.0
88226,-100.0,-100.0,-100.0,-100.0
88243,-100.0,-100.0,-100.0,-100.0
88247,-100.0,-100.0,-100.0,-100.0
88256,-100.0,-100.0,-100.0,-100.0
88260,-100.0,-100.0,-100.0,-100.0
88273,-100.0,-100.0,-100.0,-100.0
88277,-100.0,-100.0,-100.0,-100.0
88290,-100.0,-100.0,-100.0,-100.0
88293,-100.0,-100.0,-100.0,-100.0
88307,-100.0,-100.0,-100.0,-100.0
88374,-100.0,-100.0,-100.0,-100.0
88389,-100.0,-100.0,-100.0,-100.0
88393,-100.0,-100.0,-100.0,-100.0
88407,-100.0,-100.0,-100.0,-100.0
88411,-100.0,-100.0,-100.0,-100.0
88424,-100.0,-100.0,-100.0,-100.0
88425,-100.0,-100.0,-100.0,-100.0
88426,-100.0,-100.0,-100.0,-100.0
88440,-100.0,-100.0,-100.0,-100.0
88448,-100.0,-100.0,-100.0,-100.0
88455,-100.0,-100.0,-100.0,-100.0
88472,-100.0,-100.0,-100.0,-100.0
88474,-100.0,-100.0,-100.0,-100.0
88499,-100.0,-100.0,-100.0,-100.0
88510,-100.0,-100.0,-100.0,-100.0
88539,-100.0,-100.0,-100.0,-100.0
88555,-100.0,-100.0,-100.0,-100.0
88579,-100.0,-100.0,-100.0,-100.0
88595,-100.0,-100.0,-100.0,-100.0
88621,-100.0,-100.0,-100.0,-100.0
88635,-100.0,-100.0,-100.0,-100.0
88661,-100.0,-100.0,-100.0,-100.0
88678,-100.0,-100.0,-100.0,-100.0
88704,-100.0,-100.0,-100.0,-100.0
88723,-100.0,-100.0,-100.0,-100.0
88746,-100.0,-100.0,-100.0,-100.0
88760,-100.0,-100.0,-100.0,-100.0
88787,-100.0,-100.0,-100.0,-100.0
88801,-100.0,-100.0,-100.0,-100.0
88824,-100.0,-100.0,-100.0,-100.0
88837,-100.0,-100.0,-100.0,-100.0
88860,-100.0,-100.0,-100.0,-100.0
88875,-100.0,-100.0,-100.0,-100.0
88899,-100.0,-100.0,-100.0,-100.0
88913,-100.0,-100.0,-100.0,-100.0
88936,-100.0,-100.0,-100.0,-100.0
88952,-100.0,-100.0,-100.0,-100.0
88977,-100.0,-100.0,-100.0,-100.0
88992,-100.0,-100.0,-100.0,-100.0
89015,-100.0,-100.0,-100.0,-100.0
89031,-100.0,-100.0,-100.0,-100.0
89056,-100.0,-100.0,-100.0,-100.0
89071,-100.0,-100.0,-100.0,-100.0
89094,-100.0,-100.0,-100.0,-100.0
89109,-100.0,-100.0,-100.0,-100.0
89134,-100.0,-100.0,-100.0,-100.0
89150,-100.0,-100.0,-100.0,-100.0
89174,-100.0,-100.0,-100.0,-100.0
89188,-100.0,-100.0,-100.0,-100.0
89212,-100.0,-100.0,-100.0,-100.0
89230,-100.0,-100.0,-100.0,-100.0
89266,-100.0,-100.0,-100.0,-100.0
89280,-100.0,-100.0,-100.0,-100.0
89311,-100.0,-100.0,-100.0,-100.0
89326,-100.0,-100.0,-100.0,-100.0
89356,-100.0,-100.0,-100.0,-100.0
89418,-100.0,-100.0,-100.0,-100.0
89438,-100.0,-100.0,-100.0,-100.0
89448,-100.0,-100.0,-100.0,-100.0
89466,-100.0,-100.0,-100.0,-100.0
89476,-100.0,-100.0,-100.0,-100.0
89491,-100.0,-100.0,-100.0,-100.0
89499,-100.0,-100.0,-100.0,-100.0
89516,-100.0,-100.0,-100.0,-100.0
89527,-100.0,-100.0,-100.0,-100.0
89546,-100.0,-100.0,-100.0,-100.0
89555,-100.0,-100.0,-100.0,-100.0
89570,-100.0,-100.0,-100.0,-100.0
89579,-100.0,-100.0,-100.0,-100.0
89597,-100.0,-100.0,-100.0,-100.0
89606,-100.0,-100.0,-100.0,-100.0
89621,-100.0,-100.0,-100.0,-100.0
89630,-100.0,-100.0,-100.0,-100.0
89648,-100.0,-100.0,-100.0,-100.0
89659,-100.0,-100.0,-100.0,-100.0
89674,-100.0,-100.0,-100.0,-100.0
89683,-100.0,-100.0,-100.0,-100.0
89698,-100.0,-100.0,-100.0,-100.0
89707,-100.0,-100.0,-100.0,-100.0
89722,-100.0,-100.0,-100.0,-100.0
89732,-100.0,-100.0,-100.0,-100.0
89747,-100.0,-100.0,-100.0,-100.0
89756,-100.0,-100.0,-100.0,-100.0
89770,-100.0,-100.0,-100.0,-100.0
89780,-100.0,-100.0,-100.0,-100.0
89795,-100.0,-100.0,-100.0,-100.0
89804,-100.0,-100.0,-100.0,-100.0
89820,-100.0,-100.0,-100.0,-100.0
89829,-100.0,-100.0,-100.0,-100.0
89848,-100.0,-100.0,-100.0,-100.0
89857,-100.0,-100.0,-100.0,-100.0
89872,-100.0,-100.0,-100.0,-100.0
89881,-100.0,-100.0,-100.0,-100.0
89896,-100.0,-100.0,-100.0,-100.0
89906,-100.0,-100.0,-100.0,-100.0
89922,-100.0,-100.0,-100.0,-100.0
89932,-100.0,-100.0,-100.0,-100.0
89954,-100.0,-100.0,-100.0,-100.0
89964,-100.0,-100.0,-100.0,-100.0
89983,-100.0,-100.0,-100.0,-100.0
89992,-100.0,-100.0,-100.0,-100.0
90007,-100.0,-100.0,-100.0,-100.0
90017,-100.0,-100.0,-100.0,-100.0
90034,-100.0,-100.0,-100.0,-100.0
90043,-100.0,-100.0,-100.0,-100.0
90057,-100.0,-100.0,-100.0,-100.0
90067,-100.0,-100.0,-100.0,-100.0
90082,-100.0,-100.0,-100.0,-100.0
90091,-100.0,-100.0,-100.0,-100.0
90107,-100.0,-100.0,-100.0,-100.0
90142,-100.0,-100.0,-100.0,-100.0
90159,-100.0,-100.0,-100.0,-100.0
90168,-100.0,-100.0,-100.0,-100.0
90182,-100.0,-100.0,-100.0,-100.0
90192,-100.0,-100.0,-100.0,-100.0
90212,-100.0,-100.0,-100.0,-100.0
90221,-100.0,-100.0,-100.0,-100.0
90239,-100.0,-100.0,-100.0,-100.0
90247,-100.0,-100.0,-100.0,-100.0
90265,-100.0,-100.0,-100.0,-100.0
90274,-100.0,-100.0,-100.0,-100.0
90289,-100.0,-100.0,-100.0,-100.0
90300,-100.0,-100.0,-100.0,-100.0
90315,-100.0,-100.0,-100.0,-100.0
90324,-100.0,-100.0,-100.0,-100.0
90339,-100.0,-100.0,-100.0,-100.0
90371,-100.0,-100.0,-100.0,-100.0
90385,-100.0,-100.0,-100.0,-100.0
90395,-100.0,-100.0,-100.0,-100.0
90410,-100.0,-100.0,-100.0,-100.0
90420,-100.0,-100.0,-100.0,-100.0
90440,-100.0,-100.0,-100.0,-100.0
90449,-100.0,-100.0,-100.0,-100.0
90465,-100.0,-100.0,-100.0,-100.0
90476,-100.0,-100.0,-100.0,-100.0
90493,-100.0,-100.0,-100.0,-100.0
90507,-100.0,-100.0,-100.0,-100.0
90526,-100.0,-100.0,-100.0,-100.0
90535,-100.0,-100.0,-100.0,-100.0
90552,-100.0,-100.0,-100.0,-100.0
90562,-100.0,-100.0,-100.0,-100.0
90577,-100.0,-100.0,-100.0,-100.0
90585,-100.0,-100.0,-100.0,-100.0
90601,-100.0,-100.0,-100.0,-100.0
90612,-100.0,-100.0,-100.0,-100.0
90626,-100.0,-100.0,-100.0,-100.0
90636,-100.0,-100.0,-100.0,-100.0
90649,-100.0,-100.0,-100.0,-100.0
90657,-100.0,-100.0,-100.0,-100.0
90671,-100.0,-100.0,-100.0,-100.0
90679,-100.0,-100.0,-100.0,-100.0
90694,-100.0,-100.0,-100.0,-100.0
90703,-100.0,-100.0,-100.0,-100.0
90721,-100.0,-100.0,-100.0,-100.0
90731,-100.0,-100.0,-100.0,-100.0
90746,-100.0,-100.0,-100.0,-100.0
90754,-100.0,-100.0,-100.0,-100.0
90768,-100.0,-100.0,-100.0,-100.0
90800,-100.0,-100.0,-100.0,-100.0
90813,-100.0,-100.0,-100.0,-100.0
90821,-100.0,-100.0,-100.0,-100.0
90835,-100.0,-100.0,-100.0,-100.0
90844,-100.0,-100.0,-100.0,-100.0
90860,-100.0,-100.0,-100.0,-100.0
90869,-100.0,-100.0,-100.0,-100.0
90883,-100.0,-100.0,-100.0,-100.0
90892,-100.0,-100.0,-100.0,-100.0
90905,-100.0,-100.0,-100.0,-100.0
90913,-100.0,-100.0,-100.0,-100.0
90927,-100.0,-100.0,-100.0,-100.0
90936,-100.0,-100.0,-100.0,-100.0
90950,-100.0,-100.0,-100.0,-100.0
90959,-100.0,-100.0,-100.0,-100.0
90973,-100.0,-100.0,-100.0,-100.0
90982,-100.0,-100.0,-100.0,-100.0
90996,-100.0,-100.0,-100.0,-100.0
91009,-100.0,-100.0,-100.0,-100.0
91026,-100.0,-100.0,-100.0,-100.0
91036,-100.0,-100.0,-100.0,-100.0
91053,-100.0,-100.0,-100.0,-100.0
91061,-100.0,-100.0,-100.0,-100.0
91074,-100.0,-100.0,-100.0,-100.0
91082,-100.0,-100.0,-100.0,-100.0
91097,-100.0,-100.0,-100.0,-100.0
91106,-100.0,-100.0,-100.0,-100.0
91124,-100.0,-100.0,-100.0,-100.0
91132,-100.0,-100.0,-100.0,-100.0
91146,-100.0,-100.0,-100.0,-100.0
91155,-100.0,-100.0,-100.0,-100.0
91171,-100.0,-100.0,-100.0,-100.0
91179,-100.0,-100.0,-100.0,-100.0
91193,-100.0,-100.0,-100.0,-100.0
91202,-100.0,-100.0,-100.0,-100.0
91216,-100.0,-100.0,-100.0,-100.0
91228,-100.0,-100.0,-100.0,-100.0
91242,-100.0,-100.0,-100.0,-100.0
91253,-100.0,-100.0,-100.0,-100.0
91269,-100.0,-100.0,-100.0,-100.0
91278,-100.0,-100.0,-100.0,-100.0
91292,-100.0,-100.0,-100.0,-100.0
91300,-100.0,-100.0,-100.0,-100.0
91316,-100.0,-100.0,-100.0,-100.0
91323,-100.0,-100.0,-100.0,-100.0
91337,-100.0,-100.0,-100.0,-100.0
91345,-100.0,-100.0,-100.0,-100.0
91358,-100.0,-100.0,-100.0,-100.0
91371,-100.0,-100.0,-100.0,-100.0
91393,-100.0,-100.0,-100.0,-100.0
91404,-100.0,-100.0,-100.0,-100.0
91421,-100.0,-100.0,-100.0,-100.0
91428,-100.0,-100.0,-100.0,-100.0
91443,-100.0,-100.0,-100.0,-100.0
91452,-100.0,-100.0,-100.0,-100.0
91468,-100.0,-100.0,-100.0,-100.0
91476,-100.0,-100.0,-100.0,-100.0
91489,-100.0,-100.0,-100.0,-100.0
91500,-100.0,-100.0,-100.0,-100.0
91513,-100.0,-100.0,-100.0,-100.0
91522,-100.0,-100.0,-100.0,-100.0
91535,-100.0,-100.0,-100.0,-100.0
91543,-100.0,-100.0,-100.0,-100.0
91557,-100.0,-100.0,-100.0,-100.0
91565,-100.0,-100.0,-100.0,-100.0
91578,-100.0,-100.0,-100.0,-100.0
91586,-100.0,-100.0,-100.0,-100.0
91602,-100.0,-100.0,-100.0,-100.0
91610,-100.0,-100.0,-100.0,-100.0
91623,-100.0,-100.0,-100.0,-100.0
91631,-100.0,-100.0,-100.0,-100.0
91648,-100.0,-100.0,-100.0,-100.0
91655,-100.0,-100.0,-100.0,-100.0
91668,-100.0,-100.0,-100.0,-100.0
91676,-100.0,-100.0,-100.0,-100.0
91691,-100.0,-100.0,-100.0,-100.0
91700,-100.0,-100.0,-100.0,-100.0
91715,-100.0,-100.0,-100.0,-100.0
91725,-100.0,-100.0,-100.0,-100.0
91741,-100.0,-100.0,-100.0,-100.0
