,A2RG35OL29USI,A2YP8M9VHFXZV,A1L7EVNM2HF85,A2YN6Z2DAW88X,A2Q3SM0KEI497,A1R09GS9W47R5
451798,,-88.0,,,,
451807,,-87.0,,,,
451831,,-87.0,,,,
451842,,-86.0,,,,
451867,,-86.0,,,,
451875,,-85.0,,,,
451900,,-85.0,,,,
451912,,-83.0,,,,
451937,,-83.0,,,,
451947,,-82.0,,,,
451973,,-82.0,,,,
451981,,-81.0,,,,
451988,,-80.0,,,,
451997,,-80.0,,,,
452006,,-79.0,,,,
452033,,-79.0,,,,
452045,,-77.0,,,,
452070,,-77.0,,,,
452078,,-76.0,,,,
452103,,-76.0,,,,
452111,,-75.0,,,,
452136,,-75.0,,,,
452145,,-74.0,,,,
452176,,-74.0,,,,
452186,,-73.0,,,,
452208,,-73.0,,,,
452216,,-72.0,,,,
452245,,-72.0,,,,
452258,,-71.0,,,,
452288,,-71.0,,,,
452296,,-70.0,,,,
452330,,-70.0,,,,
452339,,-69.0,,,,
452365,,-69.0,,,,
452374,,-68.0,,,,
452409,,-67.0,,,,
452421,,-66.0,,,,
452450,,-66.0,,,,
452461,,-65.0,,,,
452474,,-65.0,,,,
452482,,-64.0,,,,
452514,,-64.0,,,,
452524,,-63.0,,,,
452537,,-63.0,,,,
452544,,-62.0,,,,
452575,,-62.0,,,,
452583,,-61.0,,,,
452614,,-61.0,,,,
452624,,-60.0,,,,
452650,,-60.0,,,,
452659,,-59.0,,,,
452683,,-59.0,,,,
452690,,-58.0,,,,
452719,,-58.0,,,,
452731,,-57.0,,,,
452757,,-57.0,,,,
452765,,-56.0,,,,
452796,,-56.0,,,,
452805,,-55.0,,,,
452832,,-55.0,,,,
452840,,-54.0,,,,
452857,,-54.0,,,,
452865,,-53.0,,,,
452882,,-53.0,,,,
452890,,-52.0,,,,
452920,,-52.0,,,,
452928,,-51.0,,,,
452952,,-51.0,,,,
452957,,-51.0,,,,
452970,,-50.0,,,,
452978,,-50.0,,,,
453000,,-50.0,,,,
453011,,-49.0,,,,
453023,,-49.0,,,,
453029,,-48.5,,,,
453032,,-48.0,,,,
453055,,-47.5,,,,
453064,,-47.0,,,,
453071,,-46.0,,,,
453083,,-46.0,,,,
453098,,-46.0,,,,
453099,,-46.0,,,,
453107,,-45.0,,,,
453124,,-45.0,,,,
453133,,-45.0,,,,
453145,,-44.0,,,,
453173,,-44.0,,,,
453184,,-43.0,,,,
453198,,-43.0,,,,
453209,,-42.0,,,,
453239,,-42.0,,,,
453252,,-41.0,,,,
453256,,-41.0,,,,
453268,,-41.0,,,,
453279,,-40.0,,,,
453285,,-40.0,,,,
453306,,-40.0,,,,
453318,,-39.0,,,,
453324,,-39.0,,,,
453347,,-39.0,,,,
453350,,-38.5,,,,
453358,,-38.0,,,,
453378,,-38.0,,,,
453388,,-38.0,,,,
453398,,-37.0,,,,
453426,,-37.0,,,,
453439,,-36.0,,,,
453468,,-36.0,,,,
453480,,-35.5,,,,
453482,,-35.0,,,,
453493,,-35.0,,,,
453507,,-34.0,,,,
453511,,-34.0,,,,
453519,,-34.0,,,,
453523,,-33.666666666666664,,,,
453524,,-33.333333333333336,,,95.0,
453540,,-33.0,,,95.5,
453546,,-33.0,,,96.0,
453549,,-33.0,,,96.0,
453555,,-33.0,,,96.0,
453565,,-32.0,,,96.0,
453570,,-32.0,,,96.0,
453575,,-32.0,,,96.0,
453591,,-32.0,,,96.0,
453593,,-32.0,,,96.0,
453601,,-31.5,,,96.0,
453604,,-31.0,,,96.0,
453617,,-31.0,,,96.0,
453621,,-30.5,,,96.0,
453626,,-30.0,,,96.33333333333333,
453633,,-30.0,,,96.66666666666667,
453637,,-30.0,,,97.0,
453644,,-30.0,,,97.0,
453656,,-30.0,,,97.0,
453661,,-29.5,,,97.0,
453663,,-29.0,,,97.33333333333333,
453664,,-28.8,,,97.66666666666667,
453680,,-28.6,,,98.0,
453681,,-28.4,,,98.0,
453685,,-28.2,,,98.0,
453695,,-28.0,,,98.0,
453706,,-27.0,,,98.0,
453707,,-27.0,,,98.33333333333333,
453710,,-27.0,,,98.66666666666667,
453724,,-27.0,,,99.0,
453727,,-27.0,,,99.0,
453737,,-27.0,,,99.0,
453748,,-26.666666666666668,,,99.0,
453749,,-26.333333333333332,,,99.0,
453751,,-26.0,,,99.0,
453763,,-26.0,,,99.0,
453770,,-25.666666666666668,,,99.0,
453772,,-25.333333333333332,,,99.0,
453774,,-25.0,,,99.33333333333333,
453776,,-25.0,,,99.66666666666667,
453790,,-25.0,,,100.0,
453805,,-25.0,,,100.0,
453811,,-24.5,,,100.0,
453818,,-24.0,,,100.0,
453833,,-24.0,,,100.0,
453842,,-24.0,,,100.0,
453845,,-24.0,,,100.0,
453853,,-23.0,,,100.0,
453855,,-23.0,,,100.0,
453864,,-23.0,,,100.0,
453883,,-23.0,,,100.0,
453885,,-23.0,,,100.0,
453889,,-23.0,,,100.0,
453901,,-22.0,,,100.0,
453905,,-22.0,,,100.0,
453919,,-22.0,,,100.0,
453926,,-21.0,,,100.0,
453927,,-21.0,,,100.0,
453934,,-21.0,,,100.0,
453949,,-21.0,,,100.0,
453958,,-21.0,,,100.0,
453965,,-20.0,,,100.0,
453969,,-20.0,,,100.0,
453975,,-20.0,,,100.0,
453990,,-20.0,,,100.0,
453997,,-20.0,,,100.0,
454008,,-18.0,,,100.0,
454011,,-18.0,,,100.0,
454032,,-18.0,,,100.0,
454042,,-18.0,,,100.0,
454051,,-17.0,,,100.0,
454053,,-17.0,,,100.0,
454063,,-17.0,,,100.0,
454080,,-17.0,,,100.0,
454083,,-17.0,,,100.0,
454085,,-16.5,,,100.0,
454091,,-16.0,,,100.0,
454105,,-16.0,,,100.0,
454106,,-16.0,,,100.0,
454117,,-15.0,,,100.0,
454126,,-15.0,,,100.0,
454129,,-15.0,,,100.0,
454132,,-14.5,,,100.0,
454138,,-14.0,,,100.0,
454148,,-14.0,,,100.0,
454149,,-14.0,,,100.0,
454152,,-14.0,,,100.0,
454165,,-13.0,,,100.0,
454168,,-13.0,,,100.0,
454175,,-13.0,,,100.0,
454197,,-13.0,,,100.0,
454208,,-12.0,,,100.0,
454211,,-12.0,,,100.0,
454231,,-12.0,,,100.0,
454236,,-12.0,,,100.0,
454248,,-11.0,,,100.0,
454251,,-11.0,,,100.0,
454272,,-11.0,,,100.0,
454275,,-11.0,,,100.0,
454280,,-10.666666666666666,,,100.0,
454283,,-10.333333333333334,,,100.0,
454285,,-10.0,,,100.0,
454303,,-10.0,,,100.0,
454306,,-10.0,,,100.0,
454314,,-10.0,,,100.0,
454322,,-9.0,,,100.0,
454325,,-9.0,,,100.0,
454332,,-9.0,,,100.0,
454345,,-9.0,,,100.0,
454346,,-8.666666666666666,,,100.0,
454358,,-8.333333333333334,,,100.0,
454359,,-8.0,,,100.0,
454367,,-8.0,,,100.0,
454374,,-8.0,,,100.0,
454388,,-8.0,,,100.0,
454399,,-8.0,,,100.0,
454409,,-7.5,,,100.0,
454410,,-7.0,,,100.0,
454431,,-7.0,,,100.0,
454438,,-7.0,,,100.0,
454447,,-6.0,,,100.0,
454452,,-6.0,,,100.0,
454472,,-6.0,,,100.0,
454479,,-6.0,,,100.0,
454480,,-5.5,,,100.0,
454493,,-5.0,,,100.0,
454505,,-5.0,,,100.0,
454506,,-5.0,,,100.0,
454515,,-4.0,,,100.0,
454532,,-3.5,,,100.0,
454547,,-3.0,,,100.0,
454557,,-2.0,,,100.0,
454558,,-2.0,,,100.0,
454587,,-2.0,,,100.0,
454596,,-1.0,,,100.0,
454626,,-1.0,,,100.0,
454627,,-0.5,,,100.0,
454635,,0.0,,,100.0,
454649,,0.0,,,100.0,
454653,,0.5,,,100.0,
454660,,1.0,,,100.0,
454680,,1.0,,,100.0,
454692,,1.0,,,100.0,
454705,,2.0,,,100.0,
454706,,2.0,,,100.0,
454732,,2.0,,,100.0,
454735,,2.0,,,100.0,
454747,,3.0,,,100.0,
454758,,3.0,,,100.0,
454763,,3.0,,,100.0,
454767,,4.0,,,100.0,
454780,,4.0,,,100.0,
454790,,5.0,,,100.0,
454800,,5.0,,,100.0,
454823,,5.0,,,100.0,
454833,,6.0,,,100.0,
454879,,6.0,,,100.0,
454895,,7.0,,,100.0,
454906,,7.0,,,100.0,
454908,,7.0,,,100.0,
454927,,8.0,,,100.0,
454932,,8.0,,,100.0,
454955,,8.0,,,100.0,
454963,,9.0,,,100.0,
454971,,9.0,,,100.0,
454975,,10.0,,,100.0,
454996,,10.0,,,100.0,
455000,,10.5,,,100.0,
455005,,11.0,,,100.0,
455013,,11.0,,,100.0,
455023,,12.0,,,100.0,
455027,,12.0,,,100.0,
455031,,12.0,,,100.0,
455040,,13.0,,,100.0,
455048,,13.0,,,100.0,
455059,,14.0,,,100.0,
455079,,14.0,,,100.0,
455094,,16.0,,,100.0,
455101,,16.0,,,100.0,
455104,,16.5,,,100.0,
455111,,17.0,,,100.0,
455119,,17.0,,,100.0,
455128,,18.0,,,100.0,
455136,,18.0,,,100.0,
455141,,18.5,,,100.0,
455145,,19.0,,,100.0,
455152,,19.0,,,100.0,
455162,,20.0,,,100.0,
455170,,20.0,,,100.0,
455180,,21.0,,,100.0,
455185,,21.0,,,100.0,
455187,,21.0,,,100.0,
455197,,22.0,,,100.0,
455204,,24.0,,,100.0,
455209,,24.0,,,100.0,
455210,,24.0,,,100.0,
455221,,25.0,,,100.0,
455226,,25.0,,,100.0,
455228,,25.0,,,100.0,
455239,,26.0,,,100.0,
455247,,26.0,,,100.0,
455255,,26.5,,,100.0,
455257,,27.0,,,100.0,
455264,,27.0,,,100.0,
455275,,28.0,,,100.0,
455282,,28.0,,,100.0,
455291,,29.0,,,100.0,
455300,,29.0,,,100.0,
455304,,29.5,,,100.0,
455309,,30.0,,,100.0,
455318,,30.0,,,100.0,
455327,,31.0,,,100.0,
455333,,31.0,,,100.0,
455344,,32.0,,,100.0,
455351,,32.0,,,100.0,
455362,,34.0,,,100.0,
455368,,34.0,,,100.0,
455379,,35.0,,,100.0,
455383,,35.0,,,100.0,
455387,,35.0,,,100.0,
455399,,36.0,,,100.0,
455406,,37.0,,,100.0,
455410,,37.0,,,100.0,
455421,,38.0,,,100.0,
455429,,38.0,,,100.0,
455435,,38.5,,,100.0,
455439,,39.0,,,100.0,
455445,,39.0,,,100.0,
455456,,40.0,,,100.0,
455463,,40.0,,,100.0,
455473,,41.0,,,100.0,
455477,,41.0,,,100.0,
455481,,41.0,,,100.0,
455491,,42.0,,,100.0,
455498,,42.0,,,100.0,
455503,,43.0,,,100.0,
455508,,44.0,,,100.0,
455515,,44.0,,,100.0,
455527,,45.0,,,100.0,
455533,,45.0,,,100.0,
455543,,46.0,,,100.0,
455550,,46.0,,,100.0,
455562,,47.0,,,100.0,
455568,,47.0,,,100.0,
455578,,48.0,,,100.0,
455583,,48.0,,,100.0,
455586,,48.0,,,100.0,
455596,,49.0,,,100.0,
455603,,49.0,,,100.0,
455609,,49.5,,,100.0,
455616,,50.0,,,100.0,
455623,,51.0,,,100.0,
455635,,51.5,,,100.0,
455638,,52.0,,,100.0,
455644,,52.0,,,100.0,
455655,,54.0,,,100.0,
455660,,54.0,,,100.0,
455663,,54.0,,,100.0,
455672,,55.0,,,100.0,
455680,,55.0,,,100.0,
455690,,56.0,,,100.0,
455697,,56.0,,,100.0,
455708,,57.0,,,100.0,
455729,,57.0,,,100.0,
455743,,58.0,,,100.0,
455750,,58.0,,,100.0,
455760,,59.0,,,100.0,
455766,,59.0,,,100.0,
455768,,59.0,,,100.0,
455777,,60.0,,,100.0,
455784,,60.0,,,100.0,
455794,,61.0,,,100.0,
455801,,61.0,,,100.0,
455809,,62.0,,,100.0,
455813,,63.0,,,100.0,
455824,,64.0,,,100.0,
455834,,64.5,,,100.0,
455836,,65.0,,,100.0,
455844,,65.0,,,100.0,
455855,,66.0,,,100.0,
455860,,66.0,,,100.0,
455864,,66.0,,,100.0,
455872,,67.0,,,100.0,
455877,,67.0,,,100.0,
455879,,67.0,,,100.0,
455889,,68.0,,,100.0,
455895,,68.0,,,100.0,
455904,,68.5,,,100.0,
455907,,69.0,,,100.0,
455914,,69.0,,,100.0,
455925,,70.0,,,100.0,
455929,,70.0,,,100.0,
455932,,70.0,,,100.0,
455941,,71.0,,,100.0,
455949,,71.0,,,100.0,
455959,,73.0,,,100.0,
455968,,73.0,,,100.0,
455977,,74.0,,,100.0,
455982,,74.0,,,100.0,
455985,,74.0,,,100.0,
455997,,75.0,,,100.0,
456003,,75.0,,,100.0,
456009,,75.5,,,100.0,
456012,,76.0,,,100.0,
456020,,76.0,,,100.0,
456029,,77.0,,,100.0,
456037,,77.0,,,100.0,
456047,,78.0,,,100.0,
456051,,78.0,,,100.0,
456054,,79.0,,,100.0,
456060,,79.0,,,100.0,
456061,,79.5,,,100.0,
456071,,80.0,,,100.0,
456080,,80.0,,,100.0,
456095,,80.0,,,100.0,
456104,,81.0,,,100.0,
456107,,82.0,,,100.0,
456114,,82.0,,,100.0,
456125,,83.0,,,100.0,
456132,,83.0,,,100.0,
456141,,84.0,,,100.0,
456150,,84.0,,,100.0,
456159,,85.0,,,100.0,
456165,,85.0,,,100.0,
456178,,86.0,,,100.0,
456185,,86.0,,,100.0,
456195,,87.0,,,100.0,
456203,,87.0,,,100.0,
456212,,88.0,,,100.0,
456219,,88.0,,,100.0,
456228,,89.0,,,100.0,
456236,,89.0,,,100.0,
456246,,90.0,,,100.0,
456256,,92.0,,,100.0,
456271,,93.0,,,100.0,
456279,,93.0,,,100.0,
456289,,94.0,,,100.0,
456296,,94.0,,,100.0,
456305,,95.0,,,100.0,
456314,,95.0,,,100.0,
456323,,96.0,,,100.0,
456332,,96.0,,,100.0,
456340,,97.0,,,100.0,
456347,,97.0,,,100.0,
456358,,98.0,,,100.0,
456365,,98.0,,,100.0,
456376,,99.0,,,100.0,
456401,,99.0,,,100.0,
456410,,100.0,,,100.0,
456461,,100.0,,,100.0,
456490,,100.0,,,100.0,
456504,,100.0,,,100.0,
456530,,100.0,,,100.0,
456556,,100.0,,,100.0,
456582,,100.0,,,100.0,
456730,,100.0,,,100.0,
456758,,100.0,,,100.0,
456782,,100.0,,,100.0,
456832,,100.0,,,100.0,
456859,,100.0,,,100.0,
456937,,100.0,,,100.0,
456956,,100.0,,,100.0,
456979,,100.0,,,100.0,
457005,,100.0,,,100.0,
457032,,100.0,,,100.0,
457058,,100.0,,,100.0,
457086,,100.0,,,100.0,
457110,,100.0,,,100.0,
457138,,100.0,,,100.0,
457179,,100.0,,,100.0,
457206,,100.0,,,100.0,
457232,,100.0,,,100.0,
457259,,100.0,,,100.0,
457337,,100.0,,,100.0,
457366,,100.0,,,100.0,
457379,,100.0,,,100.0,
457406,,100.0,,,100.0,
457431,,100.0,,,100.0,
457458,,100.0,,,100.0,
457485,,100.0,,,100.0,
457537,,100.0,,,100.0,
457563,,100.0,,,100.0,
457578,,100.0,,,100.0,
457605,,100.0,,,100.0,
457632,,100.0,,,100.0,
457659,,100.0,,,100.0,
457764,,100.0,,,100.0,
457791,,100.0,,,100.0,
457830,,100.0,,,100.0,
457856,,100.0,,,100.0,
457883,,100.0,,,100.0,
457935,,100.0,,,100.0,
457962,,100.0,,,100.0,
457988,,100.0,,,100.0,
458004,,100.0,,,100.0,
458031,,100.0,,,100.0,
458056,,100.0,,,100.0,
458083,,100.0,,,100.0,
458162,,100.0,,,100.0,
458188,,100.0,,,100.0,
458214,,100.0,,,100.0,
458232,,100.0,,,100.0,
458256,,100.0,,,100.0,
458283,,100.0,,,100.0,
458335,,100.0,,,100.0,
458363,,100.0,,,100.0,
458388,,100.0,,,100.0,
458415,,100.0,,,100.0,
458429,,100.0,,,100.0,
458456,,100.0,,,100.0,
458587,,100.0,,,100.0,
458614,,100.0,,,100.0,
458641,,100.0,,,100.0,
458656,,100.0,,,100.0,
458682,,100.0,,,100.0,
460714,,100.0,,,100.0,
460743,,100.0,,,100.0,
460782,,100.0,,,100.0,
460808,,100.0,,,100.0,
460837,,100.0,,,100.0,
460862,,100.0,,,100.0,
460914,,100.0,,,100.0,
460942,,100.0,,,100.0,
460967,,100.0,,,100.0,
460982,,100.0,,,100.0,
461008,,100.0,,,100.0,
461034,,100.0,,,100.0,
461061,,100.0,,,100.0,
461088,,100.0,,,100.0,
461192,,100.0,,,100.0,
461210,,100.0,,,100.0,
461234,,100.0,,,100.0,
461364,,100.0,,,100.0,
461393,,100.0,,,100.0,
461407,,100.0,,,100.0,
461435,,100.0,,,100.0,
461459,,100.0,,,100.0,
461487,,100.0,,,100.0,
461592,,100.0,,,100.0,
461619,,100.0,,,100.0,
461634,,100.0,,,100.0,
461659,,100.0,,,100.0,
461687,,100.0,,,100.0,
461712,,100.0,,,100.0,
461740,,100.0,,,100.0,
461764,,100.0,,,100.0,
461792,,100.0,,,100.0,
461819,,100.0,,,100.0,
461833,,100.0,,,100.0,
461859,,100.0,,,100.0,
461885,,100.0,,,100.0,
461914,,100.0,,,100.0,
461990,,100.0,,,100.0,
462017,,100.0,,,100.0,
462043,,100.0,,,100.0,
462059,,100.0,,,100.0,
462085,,100.0,,,100.0,
462189,,100.0,,,100.0,
462216,,100.0,,,100.0,
462243,,100.0,,,100.0,
462258,,100.0,,,100.0,
462364,,100.0,,,100.0,
462391,,100.0,,,100.0,
462417,,100.0,,,100.0,
462442,,100.0,,,100.0,
462469,,100.0,,,100.0,
462565,,100.0,,,100.0,
462591,,100.0,,,100.0,
462616,,100.0,,,100.0,
462642,,100.0,,,100.0,
462669,,100.0,,,100.0,
462736,,100.0,,,100.0,
462764,,100.0,,,100.0,
462792,,100.0,,,100.0,
462816,,100.0,,,100.0,
462842,,100.0,,,100.0,
462936,,100.0,,,100.0,
462963,,100.0,,,100.0,
462989,,100.0,,,100.0,
463015,,100.0,,,100.0,
463042,,100.0,,,100.0,
463093,,100.0,,,100.0,
463110,,100.0,,,100.0,
463135,,100.0,,,100.0,
463161,,100.0,,,100.0,
463187,,100.0,,,100.0,
463216,,100.0,,,100.0,
463293,,100.0,,,100.0,
463321,,100.0,,,100.0,
463335,,100.0,,,100.0,
463362,,100.0,,,100.0,
463390,,100.0,,,100.0,
463430,,100.0,,,100.0,
463467,,100.0,,,100.0,
463519,,100.0,,,100.0,
463538,,100.0,,,100.0,
463566,,100.0,,,100.0,
463615,,100.0,,,100.0,
463642,,100.0,,,100.0,
463667,,100.0,,,100.0,
463692,,100.0,,,100.0,
463719,,100.0,,,100.0,
463747,,100.0,,,100.0,
463763,,100.0,,,100.0,
463839,,100.0,,,100.0,
463866,,100.0,,,100.0,
463892,,100.0,,,100.0,
463918,,100.0,,,100.0,
464013,,100.0,,,100.0,
464042,,100.0,,,100.0,
464092,,100.0,,,100.0,
464118,,100.0,,,100.0,
464240,,100.0,,,100.0,
464266,,100.0,,,100.0,
464296,,100.0,,,100.0,
464333,,100.0,,,100.0,
464495,,100.0,,,100.0,
464522,,100.0,,,100.0,
464572,,100.0,,,100.0,
464598,,100.0,,,100.0,
464615,,100.0,,,100.0,
464639,,100.0,,,100.0,
464693,,100.0,,,100.0,
464723,,100.0,,,100.0,
464756,,100.0,,,100.0,
464770,,100.0,,,100.0,
464796,,100.0,,,100.0,
464916,,100.0,,,100.0,
464944,,100.0,,,100.0,
464971,,100.0,,,100.0,
464997,,100.0,,,100.0,
465024,,100.0,,,100.0,
465092,,100.0,,,100.0,
465123,,100.0,,,100.0,
465170,,100.0,,,100.0,
465195,,100.0,,,100.0,
465221,,100.0,,,100.0,
465289,,100.0,,,100.0,
465318,,100.0,,,100.0,
465342,,100.0,,,100.0,
465369,,100.0,,,100.0,
465395,,100.0,,,100.0,
465489,,100.0,,,100.0,
465516,,100.0,,,100.0,
465541,,100.0,,,100.0,
465567,,100.0,,,100.0,
465594,,100.0,,,100.0,
465621,,100.0,,,100.0,
465625,,100.0,,,100.0,
465644,,100.0,,,99.0,
465646,,100.0,,,99.0,
465672,,100.0,,,99.0,
465680,,100.0,,,99.0,
465688,,100.0,,,98.5,
465690,,100.0,,,98.0,
465706,,100.0,,,98.0,
465715,,100.0,,,97.5,
465720,,100.0,,,97.0,
465741,,100.0,,,97.0,
465761,,100.0,,,97.0,
465767,,100.0,,,96.5,
465773,,100.0,,,96.0,
465795,,100.0,,,96.0,
465817,,100.0,,,96.0,
465828,,100.0,,,95.0,
465847,,100.0,,,95.0,
465868,,100.0,,,95.0,
465881,,100.0,,,94.5,
465882,,100.0,,,94.0,
465899,,100.0,,,94.0,
465902,,100.0,,,93.0,
465916,,100.0,,,93.0,
465921,,100.0,,,93.0,
465935,,100.0,,,92.0,
465942,,100.0,,,92.0,
465951,,100.0,,,92.0,
465965,,100.0,,,91.0,
465967,,100.0,,,91.0,
465984,,100.0,,,91.0,
465994,,100.0,,,90.5,
465997,,100.0,,,90.0,
466015,,100.0,,,90.0,
466020,,100.0,,,89.5,
466029,,100.0,,,89.0,
466045,,100.0,,,89.0,
466069,,100.0,,,89.0,
466078,,100.0,,,88.5,
466080,,100.0,,,88.0,
466108,,100.0,,,88.0,
466116,,100.0,,,87.5,
466120,,100.0,,,87.0,
466140,,100.0,,,87.0,
466162,,100.0,,,87.0,
466175,,100.0,,,86.0,
466219,,100.0,,,86.0,
466233,,100.0,,,85.0,
466273,,100.0,,,85.0,
466286,,100.0,,,84.0,
466298,,100.0,,,84.0,
466325,,100.0,,,84.0,
466331,,100.0,,,83.0,
466341,,100.0,,,83.0,
466366,,100.0,,,83.0,
466373,,100.0,,,83.0,
466385,,100.0,,,82.0,
466392,,100.0,,,82.0,
466418,,100.0,,,82.0,
466433,,100.0,,,82.0,
466445,,100.0,,,81.5,
466446,,100.0,,,81.0,
466473,,100.0,,,81.0,
466489,,100.0,,,81.0,
466505,,100.0,,,80.0,
466539,,100.0,,,80.0,
466554,,100.0,,,79.0,
466596,,100.0,,,79.0,
466609,,100.0,,,78.0,
466653,,100.0,,,78.0,
466665,,100.0,,,77.0,
466706,,100.0,,,77.0,
466720,,100.0,,,76.0,
466740,,100.0,,,76.0,
466758,,100.0,,,75.0,
466778,,100.0,,,75.0,
466797,,100.0,,,74.0,
466843,,100.0,,,74.0,
466856,,100.0,,,73.0,
466898,,100.0,,,73.0,
466911,,100.0,,,72.0,
466951,,100.0,,,72.0,
466955,,100.0,,,72.0,
466959,,100.0,,,71.0,
466970,,100.0,,,71.0,
466992,,100.0,,,71.0,
467018,,100.0,,,71.0,
467033,,100.0,,,71.0,
467045,,100.0,,,70.5,
467051,,100.0,,,70.0,
467071,,100.0,,,70.0,
467099,,100.0,,,70.0,
467113,,100.0,,,70.0,
467130,,100.0,,,69.0,
467179,,100.0,,,69.0,
467185,,100.0,,,68.0,
467232,,100.0,,,68.0,
467248,,100.0,,,67.0,
467296,,100.0,,,67.0,
467312,,100.0,,,66.0,
467372,,100.0,,,66.0,
467379,,100.0,,,65.0,
467435,,100.0,,,65.0,
467450,,100.0,,,64.0,
467501,,100.0,,,64.0,
467518,,100.0,,,63.0,
467569,,100.0,,,63.0,
467590,,100.0,,,62.0,
467628,,100.0,,,62.0,
467652,,100.0,,,61.0,
467709,,100.0,,,61.0,
467723,,100.0,,,60.0,
467784,,100.0,,,60.0,
467804,,100.0,,,59.0,
467844,,100.0,,,59.0,
467865,,100.0,,,58.0,
467928,,100.0,,,58.0,
467945,,100.0,,,57.0,
468000,,100.0,,,57.0,
468020,,100.0,,,56.0,
468055,,100.0,,,56.0,
468069,,100.0,,,55.0,
468114,,100.0,,,55.0,
468127,,100.0,,,54.0,
468186,,100.0,,,54.0,
468205,,100.0,,,53.0,
468226,,100.0,,,53.0,
468237,,100.0,,,52.0,
468292,,100.0,,,52.0,
468309,,100.0,,,51.0,
468367,,100.0,,,51.0,
468383,,100.0,,,50.0,
468408,,100.0,,,50.0,
468427,,100.0,,,49.0,
468480,,100.0,,,49.0,
468509,,100.0,,,48.0,
468561,,100.0,,,48.0,
468606,,100.0,,,47.0,
468699,,100.0,,,47.0,
468718,,100.0,,,46.0,
468817,,100.0,,,46.0,
468846,,100.0,,,45.0,
468900,,100.0,,,45.0,
468923,,100.0,,,44.0,
468990,,100.0,,,44.0,
469012,,100.0,,,43.0,
469077,,100.0,,,43.0,
469104,,100.0,,,42.0,
469176,,100.0,,,42.0,
469216,,100.0,,,41.0,
469242,,100.0,,,41.0,
469268,,100.0,,,40.0,
469312,,100.0,,,40.0,
469325,,100.0,,,39.0,
469381,,100.0,,,39.0,
469398,,100.0,,,38.0,
469449,,100.0,,,38.0,
469463,,100.0,,,37.0,
469515,,100.0,,,37.0,
469527,,100.0,,,36.0,
469585,,100.0,,,36.0,
469602,,100.0,,,35.0,
469664,,100.0,,,35.0,
469687,,100.0,,,34.0,
469738,,100.0,,,34.0,
469748,,100.0,,,33.0,
469818,,100.0,,,33.0,
469840,,100.0,,,32.0,
469898,,100.0,,,32.0,
469913,,100.0,,,31.0,
469958,,100.0,,,31.0,
469976,,100.0,,,30.0,
470030,,100.0,,,30.0,
470044,,100.0,,,29.0,
470105,,100.0,,,29.0,
470119,,100.0,,,28.0,
470165,,100.0,,,28.0,
470172,,100.0,,,27.0,
470228,,100.0,,,27.0,
470246,,100.0,,,26.0,
470299,,100.0,,,26.0,
470314,,100.0,,,25.0,
470367,,100.0,,,25.0,
470372,,100.0,,,24.0,
470429,,100.0,,,24.0,
470446,,100.0,,,23.0,
470499,,100.0,,,23.0,
470516,,100.0,,,22.0,
470575,,100.0,,,22.0,
470584,,100.0,,,21.0,
470608,,100.0,,,21.0,
470623,,100.0,,,20.0,
470646,,100.0,,,20.0,
470676,,100.0,,,20.0,
470687,,100.0,,,20.0,
470705,,100.0,,,19.0,
470725,,100.0,,,19.0,
470769,,100.0,,,19.0,
470778,,100.0,,,18.5,
470787,,100.0,,,18.0,
470794,,100.0,,,18.0,
470838,,100.0,,,18.0,
470847,,100.0,,,17.5,
470858,,100.0,,,17.0,
470915,,100.0,,,17.0,
470931,,100.0,,,16.0,
470990,,100.0,,,16.0,
471006,,100.0,,,15.0,
471044,,100.0,,,15.0,
471060,,100.0,,,14.0,
471122,,100.0,,,14.0,
471145,,100.0,,,13.0,
471169,,100.0,,,13.0,
471177,,100.0,,,12.5,
471191,,100.0,,,12.0,
471208,,100.0,,,12.0,
471214,,100.0,,,12.0,
471221,,100.0,,,11.5,
471224,,100.0,,,11.0,
471272,,100.0,,,11.0,
471281,,100.0,,,11.0,
471294,,100.0,,,10.0,
471299,,100.0,,,10.0,
471325,,100.0,,,10.0,
471372,,100.0,,,10.0,
471396,,100.0,,,9.0,
471466,,100.0,,,9.0,
471490,,100.0,,,8.0,
471557,,100.0,,,8.0,
471578,,100.0,,,7.0,
471609,,100.0,,,7.0,
471632,,100.0,,,6.0,
471680,,100.0,,,6.0,
471699,,100.0,,,5.0,
471779,,100.0,,,5.0,
471801,,100.0,,,4.0,
471855,,100.0,,,4.0,
471867,,100.0,,,4.0,
471872,,100.0,,,3.5,
471876,,100.0,,,3.0,
471897,,100.0,,,3.0,
471923,,100.0,,,3.0,
471944,,100.0,,,3.0,
471950,,100.0,,,2.5,
471961,,100.0,,,2.0,
471976,,100.0,,,2.0,
472004,,100.0,,,2.0,
472029,,100.0,,,2.0,
472051,,100.0,,,1.0,
472097,,100.0,,,1.0,
472110,,100.0,,,1.0,
472125,,100.0,,,0.5,
472127,,100.0,,,0.0,
472176,,100.0,,,0.0,
472194,,100.0,,,0.0,
472202,,100.0,,,-0.5,
472210,,100.0,,,-1.0,
472228,,100.0,,,-1.0,
472285,,100.0,,,-1.0,
472295,,100.0,,,-2.0,
472324,,100.0,,,-2.0,
472348,,100.0,,,-3.0,
472412,,100.0,,,-3.0,
472436,,100.0,,,-4.0,
472462,,100.0,,,-4.0,
