,A2RG35OL29USI,A2YP8M9VHFXZV,A1L7EVNM2HF85,A2YN6Z2DAW88X,A2Q3SM0KEI497,A1R09GS9W47R5
208201,99.0,-100.0,,,,
208228,99.0,-100.0,,,,
208253,99.0,-100.0,,,,
208305,99.0,-100.0,,,,
208334,99.0,-100.0,,,,
208479,99.0,-100.0,,,,
208507,99.0,-100.0,,,,
208558,99.0,-100.0,,,,
208585,99.0,-100.0,,,,
208610,99.0,-100.0,,,,
208626,99.0,-100.0,,,,
208756,99.0,-100.0,,,,
208793,99.0,-100.0,,,,
208830,99.0,-100.0,,,,
208879,99.0,-100.0,,,,
209037,99.0,-100.0,,,,
209053,99.0,-100.0,,,,
209078,99.0,-100.0,,,,
209756,99.0,-100.0,,,,
209784,99.0,-100.0,,,,
209811,99.0,-100.0,,,,
209840,99.0,-100.0,,,,
209863,99.0,-100.0,,,,
209891,99.0,-100.0,,,,
209912,99.0,-100.0,,,,
211430,99.0,-100.0,,,,
211485,99.0,-100.0,,,,
211562,99.0,-100.0,,,,
211589,99.0,-100.0,,,,
211604,99.0,-100.0,,,,
211789,99.0,-100.0,,,,
211805,99.0,-100.0,,,,
211830,99.0,-100.0,,,,
211856,99.0,-100.0,,,,
211883,99.0,-100.0,,,,
211910,99.0,-100.0,,,,
212212,99.0,-100.0,,,,
212231,99.0,-100.0,,,,
212255,99.0,-100.0,,,,
212281,99.0,-100.0,,,,
212307,99.0,-100.0,,,,
212334,99.0,-100.0,,,,
212534,99.0,-100.0,,,,
212562,99.0,-100.0,,,,
212587,99.0,-100.0,,,,
212612,99.0,-100.0,,,,
212639,99.0,-100.0,,,,
212655,99.0,-100.0,,,,
212681,99.0,-100.0,,,,
212786,99.0,-100.0,,,,
212813,99.0,-100.0,,,,
212838,99.0,-100.0,,,,
212864,99.0,-100.0,,,,
212881,99.0,-100.0,,,,
212907,99.0,-100.0,,,,
213012,99.0,-100.0,,,,
213039,99.0,-100.0,,,,
213064,99.0,-100.0,,,,
213080,99.0,-100.0,,,,
213106,99.0,-100.0,,,,
213132,99.0,-100.0,,,,
213211,99.0,-100.0,,,,
213238,99.0,-100.0,,,,
213264,99.0,-100.0,,,,
213290,99.0,-100.0,,,,
213306,99.0,-100.0,,,,
213333,99.0,-100.0,,,,
213358,99.0,-100.0,,,,
213386,99.0,-100.0,,,,
213411,99.0,-100.0,,,,
213438,99.0,-100.0,,,,
213464,99.0,-100.0,,,,
213506,99.0,-100.0,,,,
213558,99.0,-100.0,,,,
214409,99.0,-100.0,,,,
214437,99.0,-100.0,,,,
214462,99.0,-100.0,,,,
214489,99.0,-100.0,,,,
214516,99.0,-100.0,,,,
214566,99.0,-100.0,,,,
214593,99.0,-100.0,,,,
214609,99.0,-100.0,,,,
214809,99.0,-100.0,,,,
214836,99.0,-100.0,,,,
214886,99.0,-100.0,,,,
214912,99.0,-100.0,,,,
214939,99.0,-100.0,,,,
214965,99.0,-100.0,,,,
214993,99.0,-100.0,,,,
215166,99.0,-100.0,,,,
215193,99.0,-100.0,,,,
215219,99.0,-100.0,,,,
215234,99.0,-100.0,,,,
215260,99.0,-100.0,,,,
215286,99.0,-100.0,,,,
215312,99.0,-100.0,,,,
215341,99.0,-100.0,,,,
215512,99.0,-100.0,,,,
215540,99.0,-100.0,,,,
215592,99.0,-100.0,,,,
215617,99.0,-100.0,,,,
215643,99.0,-100.0,,,,
215685,99.0,-100.0,,,,
215713,99.0,-100.0,,,,
216468,99.0,-100.0,,,,
216495,99.0,-100.0,,,,
216536,99.0,-100.0,,,,
216562,99.0,-100.0,,,,
216588,99.0,-100.0,,,,
216615,99.0,-100.0,,,,
216937,99.0,-100.0,,,,
216968,99.0,-100.0,,,,
216990,99.0,-100.0,,,,
217018,99.0,-100.0,,,,
217045,99.0,-100.0,,,,
217069,99.0,-100.0,,,,
217097,99.0,-100.0,,,,
217122,99.0,-100.0,,,,
217150,99.0,-100.0,,,,
218670,99.0,-100.0,,,,
218692,99.0,-100.0,,,,
218732,99.0,-100.0,,,,
218753,99.0,-100.0,,,,
218763,99.0,-100.0,,,,
218784,99.0,-100.0,,,,
218806,99.0,-100.0,,,,
218826,99.0,-100.0,,,,
218847,99.0,-100.0,,,,
218869,99.0,-100.0,,,,
218889,99.0,-100.0,,,,
218910,99.0,-100.0,,,,
218931,99.0,-100.0,,,,
218953,99.0,-100.0,,,,
219035,99.0,-100.0,,,,
219055,99.0,-100.0,,,,
219110,99.0,-100.0,,,,
219144,99.0,-100.0,,,,
219173,99.0,-100.0,,,,
219185,99.0,-100.0,,,,
219205,99.0,-100.0,,,,
219225,99.0,-100.0,,,,
219247,99.0,-100.0,,,,
219267,99.0,-100.0,,,,
219288,99.0,-100.0,,,,
219310,99.0,-100.0,,,,
219330,99.0,-100.0,,,,
219351,99.0,-100.0,,,,
219367,99.0,-100.0,,,,
219373,99.0,-100.0,,,,
219394,99.0,-100.0,,,,
219396,99.0,-100.0,,,,
219404,99.0,-100.0,,,,
219425,99.0,-100.0,,,,
219446,99.0,-100.0,,,,
219467,99.0,-100.0,,,,
219473,99.0,-100.0,,,,
219488,99.0,-100.0,,,,
219509,99.0,-100.0,,,,
219516,99.0,-100.0,,,,
219531,99.0,-100.0,,,,
219551,99.0,-100.0,,,,
219572,99.0,-100.0,,,,
219593,99.0,-100.0,,,,
219603,99.0,-100.0,,,,
219625,99.0,-100.0,,,,
219645,99.0,-100.0,,,,
219666,99.0,-100.0,,,,
219688,99.0,-100.0,,,,
219709,99.0,-100.0,,,,
219714,99.0,-100.0,,,,
219729,99.0,-100.0,,,,
219741,99.0,-100.0,,,,
219751,99.0,-100.0,,,,
219772,99.0,-100.0,,,,
219792,99.0,-100.0,,,,
219793,99.0,-100.0,,,,
219815,99.0,-100.0,,,,
219819,99.0,-100.0,,,,
219824,99.0,-100.0,,,,
219846,99.0,-100.0,,,,
219866,99.0,-100.0,,,,
219887,99.0,-100.0,,,,
219908,99.0,-100.0,,,,
219929,99.0,-100.0,,,,
219950,99.0,-100.0,,,,
219971,99.0,-100.0,,,,
219992,99.0,-100.0,,,,
220012,99.0,-100.0,,,,
220033,99.0,-100.0,,,,
220043,99.0,-100.0,,,,
220064,99.0,-100.0,,,,
220086,99.0,-100.0,,,,
220106,99.0,-100.0,,,,
220127,99.0,-100.0,,,,
220149,99.0,-100.0,,,,
220169,99.0,-100.0,,,,
220190,99.0,-100.0,,,,
220191,99.0,-100.0,,,,
220212,99.0,-100.0,,,,
220221,99.0,-100.0,,,,
220232,99.0,-100.0,,,,
220245,99.0,-100.0,,,,
220253,99.0,-100.0,,,,
220271,99.0,-100.0,,,,
220285,99.0,-100.0,,,,
220298,99.0,-100.0,,,,
220306,99.0,-100.0,,,,
220324,99.0,-100.0,,,,
220327,99.0,-100.0,,,,
220348,99.0,-100.0,,,,
220370,99.0,-100.0,,,,
220393,99.0,-100.0,,,,
220411,99.0,-100.0,,,,
220419,99.0,-100.0,,,,
220432,99.0,-100.0,,,,
220445,99.0,-100.0,,,,
220453,99.0,-100.0,,,,
220464,99.0,-100.0,,,,
220471,99.0,-100.0,,,,
220484,99.0,-100.0,,,,
220496,99.0,-100.0,,,,
220505,99.0,-100.0,,,,
220523,99.0,-100.0,,,,
220547,99.0,-100.0,,,,
220568,99.0,-100.0,,,,
220590,99.0,-100.0,,,,
220611,99.0,-100.0,,,,
220617,99.0,-100.0,,,,
220631,99.0,-100.0,,,,
220645,99.0,-100.0,,,,
220653,99.0,-100.0,,,,
220674,99.0,-100.0,,,,
220684,99.0,-100.0,,,,
220696,99.0,-100.0,,,,
220705,99.0,-100.0,,,,
220722,99.0,-100.0,,,,
220750,99.0,-100.0,,,,
220817,99.0,-100.0,,,,
220843,99.0,-100.0,,,,
220869,99.0,-100.0,,,,
220896,99.0,-100.0,,,,
220922,99.0,-100.0,,,,
220949,99.0,-100.0,,,,
221042,99.0,-100.0,,,,
221072,99.0,-100.0,,,,
221096,99.0,-100.0,,,,
221122,99.0,-100.0,,,,
221149,99.0,-100.0,,,,
221174,99.0,-100.0,,,,
221191,99.0,-100.0,,,,
221217,99.0,-100.0,,,,
221243,99.0,-100.0,,,,
221269,99.0,-100.0,,,,
221296,99.0,-100.0,,,,
221322,99.0,-100.0,,,,
221348,99.0,-100.0,,,,
221442,99.0,-100.0,,,,
221469,99.0,-100.0,,,,
221495,99.0,-100.0,,,,
221521,99.0,-100.0,,,,
221548,99.0,-100.0,,,,
221574,99.0,-100.0,,,,
221642,99.0,-100.0,,,,
221668,99.0,-100.0,,,,
221694,99.0,-100.0,,,,
221721,99.0,-100.0,,,,
221841,99.0,-100.0,,,,
221869,99.0,-100.0,,,,
221897,99.0,-100.0,,,,
222025,99.0,-100.0,,,,
222044,99.0,-100.0,,,,
222069,99.0,-100.0,,,,
222173,99.0,-100.0,,,,
222200,99.0,-100.0,,,,
222319,99.0,-100.0,,,,
222347,99.0,-100.0,,,,
222372,99.0,-100.0,,,,
222996,99.0,-100.0,,,,
223026,99.0,-100.0,,,,
223076,99.0,-100.0,,,,
223196,99.0,-100.0,,,,
223226,99.0,-100.0,,,,
223249,99.0,-100.0,,,,
223275,99.0,-100.0,,,,
223302,99.0,-100.0,,,,
223328,99.0,-100.0,,,,
223450,99.0,-100.0,,,,
223477,99.0,-100.0,,,,
223529,99.0,-100.0,,,,
223597,99.0,-100.0,,,,
223995,99.0,-100.0,,,,
224026,99.0,-100.0,,,,
224074,99.0,-100.0,,,,
224101,99.0,-100.0,,,,
224127,99.0,-100.0,,,,
224158,99.0,-100.0,,,,
224275,99.0,-100.0,,,,
224333,99.0,-100.0,,,,
224354,99.0,-100.0,,,,
224404,99.0,-100.0,,,,
224421,99.0,-100.0,,,,
224578,99.0,-100.0,,,,
224606,99.0,-100.0,,,,
224647,99.0,-100.0,,,,
224678,99.0,-100.0,,,,
224847,99.0,-100.0,,,,
224874,99.0,-100.0,,,,
224899,99.0,-100.0,,,,
224952,99.0,-100.0,,,,
225749,99.0,-100.0,,,,
225778,99.0,-100.0,,,,
225828,99.0,-100.0,,,,
225856,99.0,-100.0,,,,
225880,99.0,-100.0,,,,
225897,99.0,-100.0,,,,
225923,99.0,-100.0,,,,
226106,99.0,-100.0,,,,
226123,99.0,-100.0,,,,
226148,99.0,-100.0,,,,
226176,99.0,-100.0,,,,
226200,99.0,-100.0,,,,
226227,99.0,-100.0,,,,
226254,99.0,-100.0,,,,
226348,99.0,-100.0,,,,
226375,99.0,-100.0,,,,
226401,99.0,-100.0,,,,
226427,99.0,-100.0,,,,
226453,99.0,-100.0,,,,
226480,99.0,-100.0,,,,
226508,99.0,-100.0,,,,
226548,99.0,-100.0,,,,
226575,99.0,-100.0,,,,
226601,99.0,-100.0,,,,
226626,99.0,-100.0,,,,
226653,99.0,-100.0,,,,
226682,99.0,-100.0,,,,
226773,99.0,-100.0,,,,
226802,99.0,-100.0,,,,
226826,99.0,-100.0,,,,
226852,99.0,-100.0,,,,
226878,99.0,-100.0,,,,
226907,99.0,-100.0,,,,
226998,99.0,-100.0,,,,
227028,99.0,-100.0,,,,
227077,99.0,-100.0,,,,
235733,99.0,-100.0,,,,
235763,99.0,-100.0,,,,
235812,99.0,-100.0,,,,
235841,99.0,-100.0,,,,
235866,99.0,-100.0,,,,
235893,99.0,-100.0,,,,
236092,99.0,-100.0,,,,
236120,99.0,-100.0,,,,
236134,99.0,-100.0,,,,
236160,99.0,-100.0,,,,
236188,99.0,-100.0,,,,
236213,99.0,-100.0,,,,
236240,99.0,-100.0,,,,
236412,99.0,-100.0,,,,
236441,99.0,-100.0,,,,
236473,99.0,-100.0,,,,
236517,99.0,-100.0,,,,
236544,99.0,-100.0,,,,
236559,99.0,-100.0,,,,
236743,99.0,-100.0,,,,
236772,99.0,-100.0,,,,
236811,99.0,-100.0,,,,
236838,99.0,-100.0,,,,
236864,99.0,-100.0,,,,
236985,99.0,-100.0,,,,
237016,99.0,-100.0,,,,
237064,99.0,-100.0,,,,
237091,99.0,-100.0,,,,
237116,99.0,-100.0,,,,
237142,99.0,-100.0,,,,
237341,99.0,-100.0,,,,
237370,99.0,-100.0,,,,
237410,99.0,-100.0,,,,
237437,99.0,-100.0,,,,
237568,99.0,-100.0,,,,
237597,99.0,-100.0,,,,
237636,99.0,-100.0,,,,
237662,99.0,-100.0,,,,
237689,99.0,-100.0,,,,
237836,99.0,-100.0,,,,
237863,99.0,-100.0,,,,
237915,99.0,-100.0,,,,
237942,99.0,-100.0,,,,
238087,99.0,-100.0,,,,
238116,99.0,-100.0,,,,
238141,99.0,-100.0,,,,
238166,99.0,-100.0,,,,
238194,99.0,-100.0,,,,
238366,99.0,-100.0,,,,
238394,99.0,-100.0,,,,
238418,99.0,-100.0,,,,
238446,99.0,-100.0,,,,
238566,99.0,-100.0,,,,
238595,99.0,-100.0,,,,
238644,99.0,-100.0,,,,
238672,99.0,-100.0,,,,
238770,99.0,-100.0,,,,
238797,99.0,-100.0,,,,
238859,99.0,-100.0,,,,
238966,99.0,-100.0,,,,
238999,99.0,-100.0,,,,
239043,99.0,-100.0,,,,
239138,99.0,-100.0,,,,
239170,99.0,-100.0,,,,
239219,99.0,-100.0,,,,
239323,99.0,-100.0,,,,
239365,99.0,-100.0,,,,
239495,99.0,-100.0,,,,
239524,99.0,-100.0,,,,
239538,99.0,-100.0,,,,
239565,99.0,-100.0,,,,
239644,99.0,-100.0,,,,
239671,99.0,-100.0,,,,
239701,99.0,-100.0,,,,
239721,99.0,-100.0,,,,
239817,99.0,-100.0,,,,
239870,99.0,-100.0,,,,
239895,99.0,-100.0,,,,
239989,99.0,-100.0,,,,
240017,99.0,-100.0,,,,
240041,99.0,-100.0,,,,
240068,99.0,-100.0,,,,
240174,99.0,-100.0,,,,
240192,99.0,-100.0,,,,
240218,99.0,-100.0,,,,
240243,99.0,-100.0,,,,
240324,99.0,-100.0,,,,
240351,99.0,-100.0,,,,
240379,99.0,-100.0,,,,
240392,99.0,-100.0,,,,
240417,99.0,-100.0,,,,
240495,99.0,-100.0,,,,
240525,99.0,-100.0,,,,
240547,99.0,-100.0,,,,
240576,99.0,-100.0,,,,
240667,99.0,-100.0,,,,
240696,99.0,-100.0,,,,
240747,99.0,-100.0,,,,
240814,99.0,-100.0,,,,
240842,99.0,-100.0,,,,
240867,99.0,-100.0,,,,
240892,99.0,-100.0,,,,
240920,99.0,-100.0,,,,
240997,99.0,-100.0,,,,
241027,99.0,-100.0,,,,
241069,99.0,-100.0,,,,
241597,99.0,-100.0,,,,
241624,99.0,-100.0,,,,
241648,99.0,-100.0,,,,
241675,99.0,-100.0,,,,
241691,99.0,-100.0,,,,
241718,99.0,-100.0,,,,
241874,99.0,-100.0,,,,
241893,99.0,-100.0,,,,
241917,99.0,-100.0,,,,
241943,99.0,-100.0,,,,
241969,99.0,-100.0,,,,
241995,99.0,-100.0,,,,
242117,99.0,-100.0,,,,
242145,99.0,-100.0,,,,
242196,99.0,-100.0,,,,
242222,99.0,-100.0,,,,
242248,99.0,-100.0,,,,
242276,99.0,-100.0,,,,
242421,99.0,-100.0,,,,
242481,99.0,-100.0,,,,
242525,99.0,-100.0,,,,
242543,99.0,-100.0,,,,
248592,99.0,-100.0,,,,
248614,99.0,-100.0,,,,
248644,99.0,-100.0,,,,
248665,99.0,-100.0,,,,
248686,99.0,-100.0,,,,
248707,99.0,-100.0,,,,
248728,99.0,-100.0,,,,
248750,99.0,-100.0,,,,
248770,99.0,-100.0,,,,
248791,99.0,-100.0,,,,
248812,99.0,-100.0,,,,
248833,99.0,-100.0,,,,
248844,99.0,-100.0,,,,
248865,99.0,-100.0,,,,
248885,99.0,-100.0,,,,
248907,99.0,-100.0,,,,
248928,99.0,-100.0,,,,
248948,99.0,-100.0,,,,
248970,99.0,-100.0,,,,
248991,99.0,-100.0,,,,
249011,99.0,-100.0,,,,
249033,99.0,-100.0,,,,
249043,99.0,-100.0,,,,
249064,99.0,-100.0,,,,
249085,99.0,-100.0,,,,
249106,99.0,-100.0,,,,
249127,99.0,-100.0,,,,
249148,99.0,-100.0,,,,
249169,99.0,-100.0,,,,
249193,99.0,-100.0,,,,
249211,99.0,-100.0,,,,
249233,99.0,-100.0,,,,
249254,99.0,-100.0,,,,
249263,99.0,-100.0,,,,
249285,99.0,-100.0,,,,
249306,99.0,-100.0,,,,
249326,99.0,-100.0,,,,
249348,99.0,-100.0,,,,
249369,99.0,-100.0,,,,
249389,99.0,-100.0,,,,
249411,99.0,-100.0,,,,
249431,99.0,-100.0,,,,
249452,99.0,-100.0,,,,
249472,99.0,-100.0,,,,
249485,99.0,-100.0,,,,
249511,99.0,-100.0,,,,
249525,99.0,-100.0,,,,
249546,99.0,-100.0,,,,
249568,99.0,-100.0,,,,
249588,99.0,-100.0,,,,
249610,99.0,-100.0,,,,
249630,99.0,-100.0,,,,
249652,99.0,-100.0,,,,
249673,99.0,-100.0,,,,
249693,99.0,-100.0,,,,
249704,99.0,-100.0,,,,
249726,99.0,-100.0,,,,
249746,99.0,-100.0,,,,
249767,99.0,-100.0,,,,
249787,99.0,-100.0,,,,
249809,99.0,-100.0,,,,
249830,99.0,-100.0,,,,
249850,99.0,-100.0,,,,
249872,99.0,-100.0,,,,
249893,99.0,-100.0,,,,
249903,99.0,-100.0,,,,
249924,99.0,-100.0,,,,
249953,99.0,-100.0,,,,
249975,99.0,-100.0,,,,
249993,99.0,-100.0,,,,
250017,99.0,-100.0,,,,
250030,99.0,-100.0,,,,
250050,99.0,-100.0,,,,
250071,99.0,-100.0,,,,
250092,99.0,-100.0,,,,
250113,99.0,-100.0,,,,
250124,99.0,-100.0,,,,
250145,99.0,-100.0,,,,
250165,99.0,-100.0,,,,
250187,99.0,-100.0,,,,
250208,99.0,-100.0,,,,
250228,99.0,-100.0,,,,
250250,99.0,-100.0,,,,
250271,99.0,-100.0,,,,
250291,99.0,-100.0,,,,
250313,99.0,-100.0,,,,
250324,99.0,-100.0,,,,
250344,99.0,-100.0,,,,
250365,99.0,-100.0,,,,
250387,99.0,-100.0,,,,
250409,99.0,-100.0,,,,
250429,99.0,-100.0,,,,
250449,99.0,-100.0,,,,
250471,99.0,-100.0,,,,
250491,99.0,-100.0,,,,
250518,99.0,-100.0,,,,
250535,99.0,-100.0,,,,
250544,99.0,-100.0,,,,
250567,99.0,-100.0,,,,
250586,99.0,-100.0,,,,
250606,99.0,-100.0,,,,
250628,99.0,-100.0,,,,
250649,99.0,-100.0,,,,
250669,99.0,-100.0,,,,
286260,99.0,-100.0,,,,
286261,99.0,-100.0,,,,73.0
286293,99.0,-100.0,,,,74.0
286312,99.0,-100.0,,,,75.0
286315,99.0,-100.0,,,,77.0
286355,99.0,-100.0,,,,77.0
286384,99.0,-100.0,,,,79.0
286425,99.0,-100.0,,,,79.0
286453,99.0,-100.0,,,,80.0
286475,99.0,-100.0,,,,80.0
286495,99.0,-100.0,,,,82.0
286536,99.0,-100.0,,,,82.0
286566,99.0,-100.0,,,,83.0
286596,99.0,-100.0,,,,83.0
286620,99.0,-100.0,,,,85.0
286695,99.0,-100.0,,,,85.0
286697,99.0,-100.0,,,,86.0
286772,99.0,-100.0,,,,86.0
286784,99.0,-100.0,,,,87.0
286854,99.0,-100.0,,,,87.0
286868,99.0,-100.0,,,,88.0
286934,99.0,-100.0,,,,88.0
286948,99.0,-100.0,,,,89.0
287028,99.0,-100.0,,,,89.0
287041,99.0,-100.0,,,,90.0
287118,99.0,-100.0,,,,90.0
287121,99.0,-100.0,,,,91.0
287194,99.0,-100.0,,,,91.0
287207,99.0,-100.0,,,,92.0
287287,99.0,-100.0,,,,92.0
287300,99.0,-100.0,,,,93.0
287364,99.0,-100.0,,,,93.0
287376,99.0,-100.0,,,,94.0
287470,99.0,-100.0,,,,94.0
287485,99.0,-100.0,,,,95.0
287551,99.0,-100.0,,,,95.0
287559,99.0,-100.0,,,,96.0
287648,99.0,-100.0,,,,96.0
287668,99.0,-100.0,,,,97.0
287707,99.0,-100.0,,,,97.0
287722,99.0,-100.0,,,,98.0
287791,99.0,-100.0,,,,98.0
287803,99.0,-100.0,,,,99.0
287804,99.0,-100.0,,,,
289537,99.0,-100.0,,,,
289563,98.0,-100.0,,,,
289612,96.0,-100.0,,,,
289637,94.0,-100.0,,,,
289662,92.0,-100.0,,,,
289687,91.0,-100.0,,,,
289712,89.0,-100.0,,,,
289736,87.0,-100.0,,,,
289762,86.0,-100.0,,,,
289787,84.0,-100.0,,,,
289812,82.0,-100.0,,,,
289837,81.0,-100.0,,,,
289862,79.0,-100.0,,,,
289888,77.0,-100.0,,,,
289912,76.0,-100.0,,,,
289938,74.0,-100.0,,,,
289962,72.0,-100.0,,,,
289988,71.0,-100.0,,,,
290013,69.0,-100.0,,,,
290037,67.0,-100.0,,,,
290063,66.0,-100.0,,,,
290087,64.0,-100.0,,,,
290114,62.0,-100.0,,,,
290138,61.0,-100.0,,,,
290188,58.0,-100.0,,,,
290212,57.0,-100.0,,,,
290239,55.0,-100.0,,,,
290263,53.0,-100.0,,,,
290288,52.0,-100.0,,,,
290313,50.0,-100.0,,,,
290338,48.0,-100.0,,,,
290364,47.0,-100.0,,,,
290388,45.0,-100.0,,,,
290413,43.0,-100.0,,,,
290438,42.0,-100.0,,,,
290463,40.0,-100.0,,,,
290488,38.0,-100.0,,,,
290513,37.0,-100.0,,,,
290538,35.0,-100.0,,,,
290564,33.0,-100.0,,,,
290588,32.0,-100.0,,,,
290615,30.0,-100.0,,,,
290638,28.0,-100.0,,,,
290663,27.0,-100.0,,,,
290688,25.0,-100.0,,,,
290713,23.0,-100.0,,,,
290738,22.0,-100.0,,,,
290763,20.0,-100.0,,,,
290788,18.0,-100.0,,,,
290813,17.0,-100.0,,,,
291464,17.0,-100.0,,,,
291491,15.0,-100.0,,,,
291539,12.0,-100.0,,,,
291564,10.0,-100.0,,,,
291589,9.0,-100.0,,,,
291614,7.0,-100.0,,,,
291639,5.0,-100.0,,,,
291664,4.0,-100.0,,,,
291689,2.0,-100.0,,,,
291714,0.0,-100.0,,,,
291739,-1.0,-100.0,,,,
291764,-2.0,-100.0,,,,
291789,-4.0,-100.0,,,,
291814,-5.0,-100.0,,,,
291839,-7.0,-100.0,,,,
291864,-9.0,-100.0,,,,
291889,-10.0,-100.0,,,,
291914,-12.0,-100.0,,,,
291939,-14.0,-100.0,,,,
291964,-15.0,-100.0,,,,
291989,-17.0,-100.0,,,,
292004,-18.0,-100.0,,,,
292005,,-100.0,,,,
356393,,-100.0,,,,
356394,,-100.0,,,-100.0,
356416,,-100.0,,,-99.0,
356468,,-100.0,,,-99.0,
356485,,-100.0,,,-98.0,
356520,,-100.0,,,-98.0,
356534,,-100.0,,,-97.0,
356572,,-100.0,,,-97.0,
356588,,-100.0,,,-96.0,
356617,,-100.0,,,-96.0,
356633,,-100.0,,,-95.0,
356669,,-100.0,,,-95.0,
356683,,-100.0,,,-94.0,
356724,,-100.0,,,-94.0,
356742,,-100.0,,,-93.0,
356775,,-100.0,,,-93.0,
356797,,-100.0,,,-92.0,
356820,,-100.0,,,-92.0,
356836,,-100.0,,,-91.0,
356866,,-100.0,,,-91.0,
356884,,-100.0,,,-90.0,
356921,,-100.0,,,-90.0,
356938,,-100.0,,,-89.0,
356974,,-100.0,,,-89.0,
356992,,-100.0,,,-88.0,
357018,,-100.0,,,-88.0,
357028,,-100.0,,,-87.0,
357063,,-100.0,,,-87.0,
357081,,-100.0,,,-86.0,
357118,,-100.0,,,-86.0,
357145,,-100.0,,,-85.0,
357182,,-100.0,,,-85.0,
357198,,-100.0,,,-84.0,
357233,,-100.0,,,-84.0,
357248,,-100.0,,,-83.0,
357288,,-100.0,,,-83.0,
357310,,-100.0,,,-82.0,
357353,,-100.0,,,-82.0,
357372,,-100.0,,,-81.0,
357406,,-100.0,,,-81.0,
357428,,-100.0,,,-80.0,
357456,,-100.0,,,-80.0,
357490,,-100.0,,,-79.0,
357534,,-100.0,,,-79.0,
357551,,-100.0,,,-78.0,
357588,,-100.0,,,-78.0,
357610,,-100.0,,,-77.0,
357648,,-100.0,,,-77.0,
357669,,-100.0,,,-76.0,
357713,,-100.0,,,-76.0,
357737,,-100.0,,,-75.0,
357756,,-100.0,,,-75.0,
357796,,-100.0,,,-74.0,
357830,,-100.0,,,-74.0,
357849,,-100.0,,,-73.0,
357878,,-100.0,,,-73.0,
357892,,-100.0,,,-72.0,
357931,,-100.0,,,-72.0,
357951,,-100.0,,,-71.0,
357969,,-100.0,,,-71.0,
358031,,-100.0,,,-68.0,
358071,,-100.0,,,-68.0,
358093,,-100.0,,,-67.0,
358118,,-100.0,,,-67.0,
358135,,-100.0,,,-66.0,
358168,,-100.0,,,-66.0,
358188,,-100.0,,,-65.0,
358209,,-100.0,,,-65.0,
358239,,-100.0,,,-64.0,
358272,,-100.0,,,-64.0,
358292,,-100.0,,,-63.0,
358320,,-100.0,,,-63.0,
358334,,-100.0,,,-62.0,
358371,,-100.0,,,-62.0,
358388,,-100.0,,,-61.0,
358421,,-100.0,,,-61.0,
358438,,-100.0,,,-60.0,
358477,,-100.0,,,-60.0,
358495,,-100.0,,,-59.0,
358524,,-100.0,,,-59.0,
358539,,-100.0,,,-58.0,
358575,,-100.0,,,-58.0,
358591,,-100.0,,,-57.0,
358602,,-100.0,,,-57.0,
358623,,-100.0,,,-56.0,
358657,,-100.0,,,-56.0,
358672,,-100.0,,,-55.0,
358708,,-100.0,,,-55.0,
358727,,-100.0,,,-54.0,
358751,,-100.0,,,-54.0,
358767,,-100.0,,,-53.0,
358778,,-100.0,,,-53.0,
358797,,-100.0,,,-52.0,
358813,,-100.0,,,-52.0,
358835,,-100.0,,,-51.0,
358877,,-100.0,,,-51.0,
358901,,-100.0,,,-50.0,
358939,,-100.0,,,-50.0,
358947,,-100.0,,,-49.0,
358981,,-100.0,,,-49.0,
358997,,-100.0,,,-48.0,
359035,,-100.0,,,-48.0,
359050,,-100.0,,,-47.0,
359083,,-100.0,,,-47.0,
359100,,-100.0,,,-46.0,
359142,,-100.0,,,-46.0,
359158,,-100.0,,,-45.0,
359182,,-100.0,,,-45.0,
359205,,-100.0,,,-44.0,
359217,,-100.0,,,-44.0,
359238,,-100.0,,,-43.0,
359279,,-100.0,,,-43.0,
359296,,-100.0,,,-42.0,
359338,,-100.0,,,-42.0,
359355,,-100.0,,,-41.0,
359381,,-100.0,,,-41.0,
359393,,-100.0,,,-40.0,
359424,,-100.0,,,-40.0,
359441,,-100.0,,,-39.0,
359475,,-100.0,,,-39.0,
359495,,-100.0,,,-38.0,
359532,,-100.0,,,-38.0,
359548,,-100.0,,,-37.0,
359581,,-100.0,,,-37.0,
359585,,-100.0,,,-36.0,
359620,,-100.0,,,-36.0,
359644,,-100.0,,,-35.0,
359687,,-100.0,,,-35.0,
359706,,-100.0,,,-34.0,
359739,,-100.0,,,-34.0,
359758,,-100.0,,,-33.0,
359793,,-100.0,,,-33.0,
359802,,-100.0,,,-32.0,
359811,,-100.0,,,-32.0,
359830,,-100.0,,,-31.0,
359865,,-100.0,,,-31.0,
359881,,-100.0,,,-30.0,
359915,,-100.0,,,-30.0,
359935,,-100.0,,,-29.0,
359972,,-100.0,,,-29.0,
359989,,-100.0,,,-28.0,
360000,,-100.0,,,-28.0,
360008,,-100.0,,,-27.0,
360044,,-100.0,,,-27.0,
360063,,-100.0,,,-26.0,
360098,,-100.0,,,-26.0,
360118,,-100.0,,,-25.0,
360155,,-100.0,,,-25.0,
360176,,-100.0,,,-24.0,
360210,,-100.0,,,-24.0,
360224,,-100.0,,,-23.0,
360246,,-100.0,,,-23.0,
360262,,-100.0,,,-22.0,
360302,,-100.0,,,-22.0,
360326,,-100.0,,,-21.0,
360362,,-100.0,,,-21.0,
360382,,-100.0,,,-20.0,
360415,,-100.0,,,-20.0,
