,A1L7EVNM2HF85,A3ST8XFT4X93K,A3SLISG1IED7T
322885,-100.0,-100.0,-100.0
322960,-100.0,-100.0,-100.0
322979,-100.0,-100.0,-100.0
322994,-100.0,-100.0,-100.0
323012,-100.0,-100.0,-100.0
323030,-100.0,-100.0,-100.0
323048,-100.0,-100.0,-100.0
323067,-100.0,-100.0,-100.0
323084,-100.0,-100.0,-100.0
323159,-100.0,-100.0,-100.0
323177,-100.0,-100.0,-100.0
323194,-100.0,-100.0,-100.0
323211,-100.0,-100.0,-100.0
323229,-100.0,-100.0,-100.0
323246,-100.0,-100.0,-100.0
323265,-100.0,-100.0,-100.0
323352,-100.0,-100.0,-100.0
323371,-100.0,-100.0,-100.0
323376,-100.0,-100.0,-100.0
323392,-100.0,-100.0,-100.0
323411,-100.0,-100.0,-100.0
323429,-100.0,-100.0,-100.0
323445,-100.0,-100.0,-100.0
323568,-100.0,-100.0,-100.0
323589,-100.0,-100.0,-100.0
323594,-100.0,-100.0,-100.0
323610,-100.0,-100.0,-100.0
323629,-100.0,-100.0,-100.0
323644,-100.0,-100.0,-100.0
323662,-100.0,-100.0,-100.0
323768,-100.0,-100.0,-100.0
323788,-100.0,-100.0,-100.0
323794,-100.0,-100.0,-100.0
323809,-100.0,-100.0,-100.0
323828,-100.0,-100.0,-100.0
323844,-100.0,-100.0,-100.0
323862,-100.0,-100.0,-100.0
323880,-100.0,-100.0,-100.0
323897,-100.0,-100.0,-100.0
323968,-100.0,-100.0,-100.0
323985,-100.0,-100.0,-100.0
324002,-100.0,-100.0,-100.0
324019,-100.0,-100.0,-100.0
324026,-100.0,-100.0,-100.0
324044,-100.0,-100.0,-100.0
324061,-100.0,-100.0,-100.0
324086,-100.0,-100.0,-100.0
324151,-100.0,-100.0,-100.0
324170,-100.0,-100.0,-100.0
324176,-100.0,-100.0,-100.0
324185,-100.0,-100.0,-100.0
324201,-100.0,-100.0,-100.0
324204,-100.0,-100.0,-100.0
324217,-100.0,-100.0,-100.0
324220,-100.0,-100.0,-100.0
324221,-100.0,-100.0,-100.0
324226,-100.0,-100.0,-100.0
324233,-100.0,-100.0,-100.0
324237,-100.0,-100.0,-100.0
324243,-100.0,-100.0,-100.0
324250,-100.0,-100.0,-100.0
324252,-100.0,-100.0,-100.0
324261,-100.0,-100.0,-100.0
324267,-100.0,-100.0,-100.0
324273,-100.0,-100.0,-100.0
324280,-100.0,-100.0,-100.0
324284,-100.0,-100.0,-100.0
324287,-100.0,-100.0,-100.0
324300,-100.0,-100.0,-100.0
324303,-100.0,-100.0,-100.0
324317,-100.0,-100.0,-100.0
324400,-100.0,-100.0,-100.0
324420,-100.0,-100.0,-100.0
324436,-100.0,-100.0,-100.0
324442,-100.0,-100.0,-100.0
324463,-100.0,-100.0,-100.0
324477,-100.0,-100.0,-100.0
324494,-100.0,-100.0,-100.0
324512,-100.0,-100.0,-100.0
324530,-100.0,-100.0,-100.0
324642,-100.0,-100.0,-100.0
324659,-100.0,-100.0,-100.0
324678,-100.0,-100.0,-100.0
324694,-100.0,-100.0,-100.0
324712,-100.0,-100.0,-100.0
324730,-100.0,-100.0,-100.0
324746,-100.0,-100.0,-100.0
324764,-100.0,-100.0,-100.0
324765,-100.0,-100.0,-100.0
325968,-100.0,-100.0,-100.0
325969,-100.0,-100.0,-100.0
325987,-100.0,-100.0,-100.0
326031,-100.0,-100.0,-100.0
326059,-100.0,-100.0,-100.0
326109,-100.0,-100.0,-100.0
326117,-100.0,-100.0,-100.0
326447,-100.0,-100.0,-100.0
326464,-100.0,-100.0,-100.0
326631,-100.0,-100.0,-100.0
326666,-100.0,-100.0,-100.0
326810,-100.0,-100.0,-100.0
326844,-100.0,-100.0,-100.0
326880,-100.0,-100.0,-100.0
326912,-100.0,-100.0,-100.0
326974,-100.0,-100.0,-100.0
326987,-100.0,-100.0,-100.0
327005,-100.0,-100.0,-100.0
327039,-100.0,-100.0,-100.0
327168,-100.0,-100.0,-100.0
327172,-100.0,-100.0,-100.0
327268,-100.0,-100.0,-100.0
327279,-100.0,-100.0,-100.0
327294,-100.0,-100.0,-100.0
327310,-100.0,-100.0,-100.0
327325,-100.0,-100.0,-100.0
327343,-100.0,-100.0,-100.0
327412,-100.0,-100.0,-100.0
327442,-100.0,-100.0,-100.0
327478,-100.0,-100.0,-100.0
327496,-100.0,-100.0,-100.0
327497,-100.0,-100.0,-100.0
327512,-100.0,-100.0,-100.0
327514,-100.0,-100.0,-100.0
327529,-100.0,-100.0,-100.0
327564,-100.0,-100.0,-100.0
327577,-100.0,-100.0,-100.0
327581,-100.0,-100.0,-100.0
327604,-100.0,-100.0,-100.0
327614,-100.0,-100.0,-100.0
327631,-100.0,-100.0,-100.0
327643,-100.0,-100.0,-100.0
327647,-100.0,-100.0,-100.0
327679,-100.0,-100.0,-100.0
327697,-100.0,-100.0,-100.0
327714,-100.0,-100.0,-100.0
327717,-100.0,-100.0,-100.0
327731,-100.0,-100.0,-100.0
327743,-100.0,-100.0,-100.0
327747,-100.0,-100.0,-100.0
327761,-100.0,-100.0,-100.0
327763,-100.0,-100.0,-100.0
327779,-100.0,-100.0,-100.0
327781,-100.0,-100.0,-100.0
327797,-100.0,-100.0,-100.0
327814,-100.0,-100.0,-100.0
327831,-100.0,-100.0,-100.0
327847,-100.0,-100.0,-100.0
327864,-100.0,-100.0,-100.0
327881,-100.0,-100.0,-100.0
327897,-100.0,-100.0,-100.0
327930,-100.0,-100.0,-100.0
327947,-100.0,-100.0,-100.0
327967,-100.0,-100.0,-100.0
327981,-100.0,-100.0,-100.0
327982,-100.0,-100.0,-100.0
327986,-100.0,-100.0,-100.0
327997,-100.0,-100.0,-100.0
327999,-100.0,-100.0,-100.0
328001,-100.0,-100.0,-100.0
328015,-100.0,-100.0,-100.0
328018,-100.0,-100.0,-100.0
328031,-100.0,-100.0,-100.0
328032,-100.0,-100.0,-100.0
328034,-100.0,-100.0,-100.0
328047,-100.0,-100.0,-100.0
328049,-100.0,-100.0,-100.0
328051,-100.0,-100.0,-100.0
328065,-100.0,-100.0,-100.0
328080,-100.0,-100.0,-100.0
328098,-100.0,-100.0,-100.0
328114,-100.0,-100.0,-100.0
328131,-100.0,-100.0,-100.0
328148,-100.0,-100.0,-100.0
328164,-100.0,-100.0,-100.0
328180,-100.0,-100.0,-100.0
328206,-100.0,-100.0,-100.0
328231,-100.0,-100.0,-100.0
328248,-100.0,-100.0,-100.0
328281,-100.0,-100.0,-100.0
328297,-100.0,-100.0,-100.0
328314,-100.0,-100.0,-100.0
328331,-100.0,-100.0,-100.0
328347,-100.0,-100.0,-100.0
328364,-100.0,-100.0,-100.0
328381,-100.0,-100.0,-100.0
328397,-100.0,-100.0,-100.0
328414,-100.0,-100.0,-100.0
328431,-100.0,-100.0,-100.0
328447,-100.0,-100.0,-100.0
328464,-100.0,-100.0,-100.0
328481,-100.0,-100.0,-100.0
328497,-100.0,-100.0,-100.0
328514,-100.0,-100.0,-100.0
328531,-100.0,-100.0,-100.0
328547,-100.0,-100.0,-100.0
328564,-100.0,-100.0,-100.0
328581,-100.0,-100.0,-100.0
328597,-100.0,-100.0,-100.0
328614,-100.0,-100.0,-100.0
328631,-100.0,-100.0,-100.0
328648,-100.0,-100.0,-100.0
328664,-100.0,-100.0,-100.0
328681,-100.0,-100.0,-100.0
328697,-100.0,-100.0,-100.0
328714,-100.0,-100.0,-100.0
328732,-100.0,-100.0,-100.0
328748,-100.0,-100.0,-100.0
328764,-100.0,-100.0,-100.0
328781,-100.0,-100.0,-100.0
328800,-100.0,-100.0,-100.0
328816,-100.0,-100.0,-100.0
328848,-100.0,-100.0,-100.0
328865,-100.0,-100.0,-100.0
328881,-100.0,-100.0,-100.0
328898,-100.0,-100.0,-100.0
328914,-100.0,-100.0,-100.0
328931,-100.0,-100.0,-100.0
328948,-100.0,-100.0,-100.0
328964,-100.0,-100.0,-100.0
328981,-100.0,-100.0,-100.0
328997,-100.0,-100.0,-100.0
329015,-100.0,-100.0,-100.0
329031,-100.0,-100.0,-100.0
329048,-100.0,-100.0,-100.0
329065,-100.0,-100.0,-100.0
329081,-100.0,-100.0,-100.0
329097,-100.0,-100.0,-100.0
329115,-100.0,-100.0,-100.0
329147,-100.0,-100.0,-100.0
330449,-100.0,-100.0,-100.0
330466,-100.0,-100.0,-100.0
330499,-100.0,-100.0,-100.0
330516,-100.0,-100.0,-100.0
330532,-100.0,-100.0,-100.0
330549,-100.0,-100.0,-100.0
330565,-100.0,-100.0,-100.0
330582,-100.0,-100.0,-100.0
330615,-100.0,-100.0,-100.0
330632,-100.0,-100.0,-100.0
330648,-100.0,-100.0,-100.0
330665,-100.0,-100.0,-100.0
330682,-100.0,-100.0,-100.0
330699,-100.0,-100.0,-100.0
330715,-100.0,-100.0,-100.0
330731,-100.0,-100.0,-100.0
330748,-100.0,-100.0,-100.0
330765,-100.0,-100.0,-100.0
330782,-100.0,-100.0,-100.0
330798,-100.0,-100.0,-100.0
330815,-100.0,-100.0,-100.0
330832,-100.0,-100.0,-100.0
330848,-100.0,-100.0,-100.0
330865,-100.0,-100.0,-100.0
330882,-100.0,-100.0,-100.0
330898,-100.0,-100.0,-100.0
330915,-100.0,-100.0,-100.0
330932,-100.0,-100.0,-100.0
330949,-100.0,-100.0,-100.0
330965,-100.0,-100.0,-100.0
330982,-100.0,-100.0,-100.0
330999,-100.0,-100.0,-100.0
331015,-100.0,-100.0,-100.0
331032,-100.0,-100.0,-100.0
331048,-100.0,-100.0,-100.0
331065,-100.0,-100.0,-100.0
331068,-100.0,-100.0,-100.0
331069,-100.0,-100.0,-100.0
331082,-100.0,-100.0,-100.0
331089,-100.0,-100.0,-100.0
331098,-100.0,-100.0,-100.0
331107,-100.0,-100.0,-100.0
331116,-100.0,-100.0,-100.0
331125,-100.0,-100.0,-100.0
331132,-100.0,-100.0,-100.0
331149,-100.0,-100.0,-100.0
331154,-100.0,-100.0,-100.0
331165,-100.0,-100.0,-100.0
331182,-100.0,-100.0,-100.0
331189,-100.0,-100.0,-100.0
331199,-100.0,-100.0,-100.0
331215,-100.0,-100.0,-100.0
331232,-100.0,-100.0,-100.0
331249,-100.0,-100.0,-100.0
331265,-100.0,-100.0,-100.0
331268,-100.0,-100.0,-100.0
331282,-100.0,-100.0,-100.0
331283,-100.0,-100.0,-100.0
331299,-100.0,-100.0,-100.0
331315,-100.0,-100.0,-100.0
331318,-100.0,-100.0,-100.0
331334,-100.0,-100.0,-100.0
331336,-100.0,-100.0,-100.0
331349,-100.0,-100.0,-100.0
331355,-100.0,-100.0,-100.0
331366,-100.0,-100.0,-100.0
331399,-100.0,-100.0,-100.0
331405,-100.0,-100.0,-100.0
331416,-100.0,-100.0,-100.0
331432,-100.0,-100.0,-100.0
331443,-100.0,-100.0,-100.0
331449,-100.0,-100.0,-100.0
331465,-100.0,-100.0,-100.0
331466,-100.0,-100.0,-100.0
331482,-100.0,-100.0,-100.0
331486,-100.0,-100.0,-100.0
331499,-100.0,-100.0,-100.0
331502,-100.0,-100.0,-100.0
331515,-100.0,-100.0,-100.0
331520,-100.0,-100.0,-100.0
331533,-100.0,-100.0,-100.0
331536,-100.0,-100.0,-100.0
331549,-100.0,-100.0,-100.0
331560,-100.0,-100.0,-100.0
331565,-100.0,-100.0,-100.0
331582,-100.0,-100.0,-100.0
331599,-100.0,-100.0,-100.0
331616,-100.0,-100.0,-100.0
331632,-100.0,-100.0,-100.0
331641,-100.0,-100.0,-100.0
331649,-100.0,-100.0,-100.0
331661,-100.0,-100.0,-100.0
331666,-100.0,-100.0,-100.0
331682,-100.0,-100.0,-100.0
331699,-100.0,-100.0,-100.0
331716,-100.0,-100.0,-100.0
331717,-100.0,-100.0,-100.0
331732,-100.0,-100.0,-100.0
331736,-100.0,-100.0,-100.0
331749,-100.0,-100.0,-100.0
331766,-100.0,-100.0,-100.0
331782,-100.0,-100.0,-100.0
331799,-100.0,-100.0,-100.0
331816,-100.0,-100.0,-100.0
331833,-100.0,-100.0,-100.0
331839,-100.0,-100.0,-100.0
331849,-100.0,-100.0,-100.0
331856,-100.0,-100.0,-100.0
331866,-100.0,-100.0,-100.0
331874,-100.0,-100.0,-100.0
331882,-100.0,-100.0,-100.0
331899,-100.0,-100.0,-100.0
331900,-100.0,-100.0,-100.0
331917,-100.0,-100.0,-100.0
331918,-100.0,-100.0,-100.0
331932,-100.0,-100.0,-100.0
331949,-100.0,-100.0,-100.0
331966,-100.0,-100.0,-100.0
331982,-100.0,-100.0,-100.0
331999,-100.0,-100.0,-100.0
332016,-100.0,-100.0,-100.0
332021,-100.0,-100.0,-100.0
332033,-100.0,-100.0,-100.0
332042,-100.0,-100.0,-100.0
332049,-100.0,-100.0,-100.0
332065,-100.0,-100.0,-100.0
332068,-100.0,-100.0,-100.0
332083,-100.0,-100.0,-100.0
332094,-100.0,-100.0,-100.0
332099,-100.0,-100.0,-100.0
332116,-100.0,-100.0,-100.0
332117,-100.0,-100.0,-100.0
332132,-100.0,-100.0,-100.0
332149,-100.0,-100.0,-100.0
332166,-100.0,-100.0,-100.0
332183,-100.0,-100.0,-100.0
332199,-100.0,-100.0,-100.0
332204,-100.0,-100.0,-100.0
332216,-100.0,-100.0,-100.0
332226,-100.0,-100.0,-100.0
332233,-100.0,-100.0,-100.0
332243,-100.0,-100.0,-100.0
332249,-100.0,-100.0,-100.0
332257,-100.0,-100.0,-100.0
332266,-100.0,-100.0,-100.0
332277,-100.0,-100.0,-100.0
332283,-100.0,-100.0,-100.0
332292,-100.0,-100.0,-100.0
332301,-100.0,-100.0,-100.0
332310,-100.0,-100.0,-100.0
332332,-100.0,-100.0,-100.0
332366,-100.0,-100.0,-100.0
332383,-100.0,-100.0,-100.0
332399,-100.0,-100.0,-100.0
332404,-100.0,-100.0,-100.0
332416,-100.0,-100.0,-100.0
332425,-100.0,-100.0,-100.0
332433,-100.0,-100.0,-100.0
332446,-100.0,-100.0,-100.0
332449,-100.0,-100.0,-100.0
332455,-100.0,-100.0,-100.0
332466,-100.0,-100.0,-100.0
332477,-100.0,-100.0,-100.0
332482,-100.0,-100.0,-100.0
332495,-100.0,-100.0,-100.0
332499,-100.0,-100.0,-100.0
332516,-100.0,-100.0,-100.0
332533,-100.0,-100.0,-100.0
332549,-100.0,-100.0,-100.0
332566,-100.0,-100.0,-100.0
332583,-100.0,-100.0,-100.0
332586,-100.0,-100.0,-100.0
332599,-100.0,-100.0,-100.0
332605,-100.0,-100.0,-100.0
332616,-100.0,-100.0,-100.0
332621,-100.0,-100.0,-100.0
332633,-100.0,-100.0,-100.0
332639,-100.0,-100.0,-100.0
332649,-100.0,-100.0,-100.0
332655,-100.0,-100.0,-100.0
332666,-100.0,-100.0,-100.0
332674,-100.0,-100.0,-100.0
332690,-100.0,-100.0,-100.0
332786,-100.0,-100.0,-100.0
332805,-100.0,-100.0,-100.0
332821,-100.0,-100.0,-100.0
332839,-100.0,-100.0,-100.0
332857,-100.0,-100.0,-100.0
332871,-100.0,-100.0,-100.0
332891,-100.0,-100.0,-100.0
332983,-100.0,-100.0,-100.0
333003,-100.0,-100.0,-100.0
333021,-100.0,-100.0,-100.0
333035,-100.0,-100.0,-100.0
333052,-100.0,-100.0,-100.0
333070,-100.0,-100.0,-100.0
333090,-100.0,-100.0,-100.0
333183,-100.0,-100.0,-100.0
333202,-100.0,-100.0,-100.0
333235,-100.0,-100.0,-100.0
333252,-100.0,-100.0,-100.0
333269,-100.0,-100.0,-100.0
333289,-100.0,-100.0,-100.0
333384,-100.0,-100.0,-100.0
333402,-100.0,-100.0,-100.0
333418,-100.0,-100.0,-100.0
333434,-100.0,-100.0,-100.0
333451,-100.0,-100.0,-100.0
333469,-100.0,-100.0,-100.0
333488,-100.0,-100.0,-100.0
333582,-100.0,-100.0,-100.0
333600,-100.0,-100.0,-100.0
333619,-100.0,-100.0,-100.0
333635,-100.0,-100.0,-100.0
333652,-100.0,-100.0,-100.0
333669,-100.0,-100.0,-100.0
333687,-100.0,-100.0,-100.0
333771,-100.0,-100.0,-100.0
333772,-100.0,-100.0,-100.0
333792,-100.0,-100.0,-100.0
333799,-100.0,-100.0,-100.0
333811,-100.0,-100.0,-100.0
333822,-100.0,-100.0,-100.0
333835,-100.0,-100.0,-100.0
333851,-100.0,-100.0,-100.0
333869,-100.0,-100.0,-100.0
333887,-100.0,-100.0,-100.0
333889,-100.0,-100.0,-100.0
333899,-100.0,-100.0,-100.0
333959,-100.0,-100.0,-100.0
333979,-100.0,-100.0,-100.0
334078,-100.0,-100.0,-100.0
334097,-100.0,-100.0,-100.0
334152,-100.0,-100.0,-100.0
334167,-100.0,-100.0,-100.0
334225,-100.0,-100.0,-100.0
334234,-100.0,-100.0,-100.0
334243,-100.0,-100.0,-100.0
334248,-100.0,-100.0,-100.0
334266,-100.0,-100.0,-100.0
334284,-100.0,-100.0,-100.0
334301,-100.0,-100.0,-100.0
334319,-100.0,-100.0,-100.0
334333,-100.0,-100.0,-100.0
334351,-100.0,-100.0,-100.0
334411,-100.0,-100.0,-100.0
334433,-100.0,-100.0,-100.0
334441,-100.0,-100.0,-100.0
334450,-100.0,-100.0,-100.0
334469,-100.0,-100.0,-100.0
334483,-100.0,-100.0,-100.0
334492,-100.0,-100.0,-100.0
334501,-100.0,-100.0,-100.0
334514,-100.0,-100.0,-100.0
334518,-100.0,-100.0,-100.0
334524,-100.0,-100.0,-100.0
334534,-100.0,-100.0,-100.0
334535,-100.0,-100.0,-100.0
334543,-100.0,-100.0,-100.0
334557,-100.0,-100.0,-100.0
334563,-100.0,-100.0,-100.0
334592,-100.0,-100.0,-100.0
334617,-100.0,-100.0,-100.0
334628,-100.0,-100.0,-100.0
334640,-100.0,-100.0,-100.0
334641,-100.0,-100.0,-100.0
334642,-100.0,-100.0,-100.0
334662,-100.0,-100.0,-100.0
334665,-100.0,-100.0,-100.0
334682,-100.0,-100.0,-100.0
334702,-100.0,-100.0,-100.0
334717,-100.0,-100.0,-100.0
334721,-100.0,-100.0,-100.0
334734,-100.0,-100.0,-100.0
334745,-100.0,-100.0,-100.0
334779,-100.0,-100.0,-100.0
334780,-100.0,-100.0,-100.0
334798,-100.0,-100.0,-100.0
334830,-100.0,-100.0,-100.0
334839,-100.0,-100.0,-100.0
334844,-100.0,-100.0,-100.0
334860,-100.0,-100.0,-100.0
334865,-100.0,-100.0,-100.0
334873,-100.0,-100.0,-100.0
334882,-100.0,-100.0,-100.0
334893,-100.0,-100.0,-100.0
334898,-100.0,-100.0,-100.0
334917,-100.0,-100.0,-100.0
334925,-100.0,-100.0,-100.0
334931,-100.0,-100.0,-100.0
334935,-100.0,-100.0,-100.0
334945,-100.0,-100.0,-100.0
334950,-100.0,-100.0,-100.0
334975,-100.0,-100.0,-100.0
334989,-100.0,-100.0,-100.0
335003,-100.0,-100.0,-100.0
335040,-100.0,-100.0,-100.0
335056,-100.0,-100.0,-100.0
335057,-100.0,-100.0,-100.0
335077,-100.0,-100.0,-100.0
335078,-100.0,-100.0,-100.0
335091,-100.0,-100.0,-100.0
335098,-100.0,-100.0,-100.0
335118,-100.0,-100.0,-100.0
335122,-100.0,-100.0,-100.0
335132,-100.0,-100.0,-100.0
335146,-100.0,-100.0,-100.0
335156,-100.0,-100.0,-100.0
335163,-100.0,-100.0,-100.0
335176,-100.0,-100.0,-100.0
335228,-100.0,-100.0,-100.0
335245,-100.0,-100.0,-100.0
335273,-100.0,-100.0,-100.0
335274,-100.0,-100.0,-100.0
335293,-100.0,-100.0,-100.0
335309,-100.0,-100.0,-100.0
335324,-100.0,-100.0,-100.0
335343,-100.0,-100.0,-100.0
335368,-100.0,-100.0,-100.0
335372,-100.0,-100.0,-100.0
335387,-100.0,-100.0,-100.0
335388,-100.0,-100.0,-100.0
335403,-100.0,-100.0,-100.0
335408,-100.0,-100.0,-100.0
335420,-100.0,-100.0,-100.0
335428,-100.0,-100.0,-100.0
335438,-100.0,-100.0,-100.0
335455,-100.0,-100.0,-100.0
335473,-100.0,-100.0,-100.0
335490,-100.0,-100.0,-100.0
335505,-100.0,-100.0,-100.0
335578,-100.0,-100.0,-100.0
335602,-100.0,-100.0,-100.0
335610,-100.0,-100.0,-100.0
335639,-100.0,-100.0,-100.0
335645,-100.0,-100.0,-100.0
335660,-100.0,-100.0,-100.0
335673,-100.0,-100.0,-100.0
335676,-100.0,-100.0,-100.0
335687,-100.0,-100.0,-100.0
335689,-100.0,-100.0,-100.0
335700,-100.0,-100.0,-100.0
335707,-100.0,-100.0,-100.0
335715,-100.0,-100.0,-100.0
335720,-100.0,-100.0,-100.0
335731,-100.0,-100.0,-100.0
335754,-100.0,-100.0,-100.0
335773,-100.0,-100.0,-100.0
335836,-100.0,-100.0,-100.0
335841,-100.0,-100.0,-100.0
335857,-100.0,-100.0,-100.0
335860,-100.0,-100.0,-100.0
335872,-100.0,-100.0,-100.0
335889,-100.0,-100.0,-100.0
335907,-100.0,-100.0,-100.0
335924,-100.0,-100.0,-100.0
335941,-100.0,-100.0,-100.0
335946,-100.0,-100.0,-100.0
335948,-100.0,-100.0,-100.0
336011,-100.0,-100.0,-100.0
336034,-100.0,-100.0,-100.0
336054,-100.0,-100.0,-100.0
336073,-100.0,-100.0,-100.0
336090,-100.0,-100.0,-100.0
336105,-100.0,-100.0,-100.0
336107,-100.0,-100.0,-100.0
336122,-100.0,-100.0,-100.0
336124,-100.0,-100.0,-100.0
336141,-100.0,-100.0,-100.0
336148,-100.0,-100.0,-100.0
336194,-100.0,-100.0,-100.0
336217,-100.0,-100.0,-100.0
336253,-100.0,-100.0,-100.0
336274,-100.0,-100.0,-100.0
336284,-100.0,-100.0,-100.0
336290,-100.0,-100.0,-100.0
336305,-100.0,-100.0,-100.0
336323,-100.0,-100.0,-100.0
336341,-100.0,-100.0,-100.0
336358,-100.0,-100.0,-100.0
336371,-100.0,-100.0,-100.0
336392,-100.0,-100.0,-100.0
336424,-100.0,-100.0,-100.0
336452,-100.0,-100.0,-100.0
336453,-100.0,-100.0,-100.0
336456,-100.0,-100.0,-100.0
336467,-100.0,-100.0,-100.0
336473,-100.0,-100.0,-100.0
336480,-100.0,-100.0,-100.0
336486,-100.0,-100.0,-100.0
336492,-100.0,-100.0,-100.0
336496,-100.0,-100.0,-100.0
336504,-100.0,-100.0,-100.0
336512,-100.0,-100.0,-100.0
336524,-100.0,-100.0,-100.0
336540,-100.0,-100.0,-100.0
336541,-100.0,-100.0,-100.0
336547,-100.0,-100.0,-100.0
336554,-100.0,-100.0,-100.0
336558,-100.0,-100.0,-100.0
336561,-100.0,-100.0,-100.0
336565,-100.0,-100.0,-100.0
336578,-100.0,-100.0,-100.0
336634,-100.0,-100.0,-100.0
336647,-100.0,-100.0,-100.0
336653,-100.0,-100.0,-100.0
336665,-100.0,-100.0,-100.0
336669,-100.0,-100.0,-100.0
336687,-100.0,-100.0,-100.0
336696,-100.0,-100.0,-100.0
336704,-100.0,-100.0,-100.0
336718,-100.0,-100.0,-100.0
336722,-100.0,-100.0,-100.0
336739,-100.0,-100.0,-100.0
336745,-100.0,-100.0,-100.0
336762,-100.0,-100.0,-100.0
336766,-100.0,-100.0,-100.0
336793,-100.0,-100.0,-100.0
336808,-100.0,-100.0,-100.0
336833,-100.0,-100.0,-100.0
336851,-100.0,-100.0,-100.0
336870,-100.0,-100.0,-100.0
336879,-100.0,-100.0,-100.0
336885,-100.0,-100.0,-100.0
336897,-100.0,-100.0,-100.0
336903,-100.0,-100.0,-100.0
336921,-100.0,-100.0,-100.0
336923,-100.0,-100.0,-100.0
336938,-100.0,-100.0,-100.0
336947,-100.0,-100.0,-100.0
336977,-100.0,-100.0,-100.0
336993,-100.0,-100.0,-100.0
337016,-100.0,-100.0,-100.0
337033,-100.0,-100.0,-100.0
337050,-100.0,-100.0,-100.0
337065,-100.0,-100.0,-100.0
337068,-100.0,-100.0,-100.0
337081,-100.0,-100.0,-100.0
337085,-100.0,-100.0,-100.0
337103,-100.0,-100.0,-100.0
337120,-100.0,-100.0,-100.0
337152,-100.0,-100.0,-100.0
337167,-100.0,-100.0,-100.0
337231,-100.0,-100.0,-100.0
337251,-100.0,-100.0,-100.0
337267,-100.0,-100.0,-100.0
337286,-100.0,-100.0,-100.0
337301,-100.0,-100.0,-100.0
337314,-100.0,-100.0,-100.0
337319,-100.0,-100.0,-100.0
337336,-100.0,-100.0,-100.0
337344,-100.0,-100.0,-100.0
337373,-100.0,-100.0,-100.0
337379,-100.0,-100.0,-100.0
337395,-100.0,-100.0,-100.0
337415,-100.0,-100.0,-100.0
337436,-100.0,-100.0,-100.0
337448,-100.0,-100.0,-100.0
337466,-100.0,-100.0,-100.0
337467,-100.0,-100.0,-100.0
337483,-100.0,-100.0,-100.0
337484,-100.0,-100.0,-100.0
337500,-100.0,-100.0,-100.0
337519,-100.0,-100.0,-100.0
337527,-100.0,-100.0,-100.0
337536,-100.0,-100.0,-100.0
337542,-100.0,-100.0,-100.0
337554,-100.0,-100.0,-100.0
337563,-100.0,-100.0,-100.0
337581,-100.0,-100.0,-100.0
337589,-100.0,-100.0,-100.0
337628,-100.0,-100.0,-100.0
337653,-100.0,-100.0,-100.0
337666,-100.0,-100.0,-100.0
337683,-100.0,-100.0,-100.0
337707,-100.0,-100.0,-100.0
337718,-100.0,-100.0,-100.0
337722,-100.0,-100.0,-100.0
337736,-100.0,-100.0,-100.0
337755,-100.0,-100.0,-100.0
337771,-100.0,-100.0,-100.0
337772,-100.0,-100.0,-100.0
337791,-100.0,-100.0,-100.0
337807,-100.0,-100.0,-100.0
337813,-100.0,-100.0,-100.0
337831,-100.0,-100.0,-100.0
337853,-100.0,-100.0,-100.0
337868,-100.0,-100.0,-100.0
337914,-100.0,-100.0,-100.0
337926,-100.0,-100.0,-100.0
337977,-100.0,-100.0,-100.0
337993,-100.0,-100.0,-100.0
338043,-100.0,-100.0,-100.0
338060,-100.0,-100.0,-100.0
338083,-100.0,-100.0,-100.0
338103,-100.0,-100.0,-100.0
338121,-100.0,-100.0,-100.0
338141,-100.0,-100.0,-100.0
338184,-100.0,-100.0,-100.0
338209,-100.0,-100.0,-100.0
338254,-100.0,-100.0,-100.0
338270,-100.0,-100.0,-100.0
338322,-100.0,-100.0,-100.0
338337,-100.0,-100.0,-100.0
338389,-100.0,-100.0,-100.0
338405,-100.0,-100.0,-100.0
338455,-100.0,-100.0,-100.0
338474,-100.0,-100.0,-100.0
338493,-100.0,-100.0,-100.0
338512,-100.0,-100.0,-100.0
338534,-100.0,-100.0,-100.0
338549,-100.0,-100.0,-100.0
338571,-100.0,-100.0,-100.0
338589,-100.0,-100.0,-100.0
338644,-100.0,-100.0,-100.0
338657,-100.0,-100.0,-100.0
338684,-100.0,-100.0,-100.0
338704,-100.0,-100.0,-100.0
338750,-100.0,-100.0,-100.0
338768,-100.0,-100.0,-100.0
338820,-100.0,-100.0,-100.0
338834,-100.0,-100.0,-100.0
338882,-100.0,-100.0,-100.0
338896,-100.0,-100.0,-100.0
338916,-100.0,-100.0,-100.0
338937,-100.0,-100.0,-100.0
338986,-100.0,-100.0,-100.0
339002,-100.0,-100.0,-100.0
339053,-100.0,-100.0,-100.0
339070,-100.0,-100.0,-100.0
339131,-100.0,-100.0,-100.0
339162,-100.0,-100.0,-100.0
339224,-100.0,-100.0,-100.0
339240,-100.0,-100.0,-100.0
339258,-100.0,-100.0,-100.0
339278,-100.0,-100.0,-100.0
339302,-100.0,-100.0,-100.0
339320,-100.0,-100.0,-100.0
339376,-100.0,-100.0,-100.0
339395,-100.0,-100.0,-100.0
339442,-100.0,-100.0,-100.0
339460,-100.0,-100.0,-100.0
339506,-100.0,-100.0,-100.0
339519,-100.0,-100.0,-100.0
339578,-100.0,-100.0,-100.0
339591,-100.0,-100.0,-100.0
