,A23KB5AO13NF7,A1W05TSPORJPX
175307,-100.0,-100.0
175321,-100.0,-100.0
175330,-100.0,-100.0
175342,-100.0,-100.0
175352,-100.0,-100.0
175365,-100.0,-100.0
175392,-100.0,-100.0
175403,-100.0,-100.0
175434,-100.0,-100.0
175441,-100.0,-100.0
175464,-100.0,-100.0
175474,-100.0,-100.0
175499,-100.0,-100.0
175512,-100.0,-100.0
175549,-100.0,-100.0
175561,-100.0,-100.0
175571,-100.0,-100.0
175585,-100.0,-100.0
175611,-100.0,-100.0
175624,-100.0,-100.0
175651,-100.0,-100.0
175659,-100.0,-100.0
175687,-100.0,-100.0
175698,-100.0,-100.0
175720,-100.0,-100.0
175725,-100.0,-100.0
175731,-100.0,-100.0
175737,-100.0,-100.0
175765,-100.0,-100.0
175780,-100.0,-100.0
175786,-100.0,-100.0
175799,-100.0,-100.0
175822,-100.0,-100.0
175837,-100.0,-100.0
175843,-100.0,-100.0
175857,-100.0,-100.0
175879,-100.0,-100.0
175887,-100.0,-100.0
175913,-100.0,-100.0
175924,-100.0,-100.0
175947,-100.0,-100.0
175956,-100.0,-100.0
176814,-100.0,-100.0
176830,-100.0,-100.0
176855,-100.0,-100.0
176863,-100.0,-100.0
176887,-100.0,-100.0
176898,-100.0,-100.0
176921,-100.0,-100.0
176932,-100.0,-100.0
176940,-100.0,-100.0
176952,-100.0,-100.0
176983,-100.0,-100.0
176997,-100.0,-100.0
177018,-100.0,-100.0
177039,-100.0,-100.0
177046,-100.0,-100.0
177095,-100.0,-100.0
177106,-100.0,-100.0
177126,-100.0,-100.0
177135,-100.0,-100.0
177147,-100.0,-100.0
177172,-100.0,-100.0
177183,-100.0,-100.0
177207,-100.0,-100.0
177216,-100.0,-100.0
177233,-100.0,-100.0
177242,-100.0,-100.0
177269,-100.0,-100.0
177279,-100.0,-100.0
177303,-100.0,-100.0
177316,-100.0,-100.0
177338,-100.0,-100.0
177349,-100.0,-100.0
177372,-100.0,-100.0
177383,-100.0,-100.0
177393,-100.0,-100.0
177405,-100.0,-100.0
177434,-100.0,-100.0
177435,-100.0,-100.0
177445,-100.0,-100.0
177457,-100.0,-100.0
182410,-100.0,-100.0
182426,-100.0,-100.0
182429,-100.0,-100.0
182442,-100.0,-100.0
182445,-100.0,-100.0
182458,-100.0,-100.0
182461,-100.0,-100.0
182475,-100.0,-100.0
182478,-100.0,-100.0
182492,-100.0,-100.0
182495,-100.0,-100.0
182509,-100.0,-100.0
182512,-100.0,-100.0
182525,-100.0,-100.0
182528,-100.0,-100.0
182542,-100.0,-100.0
182545,-100.0,-100.0
182558,-100.0,-100.0
182561,-100.0,-100.0
182575,-100.0,-100.0
182578,-100.0,-100.0
182591,-100.0,-100.0
182595,-100.0,-100.0
182608,-100.0,-100.0
187154,-100.0,-100.0
187174,-100.0,-100.0
187207,-100.0,-100.0
187215,-100.0,-100.0
187232,-100.0,-100.0
187248,-100.0,-100.0
187267,-100.0,-100.0
187285,-100.0,-100.0
187301,-100.0,-100.0
187320,-100.0,-100.0
187337,-100.0,-100.0
187354,-100.0,-100.0
187372,-100.0,-100.0
187390,-100.0,-100.0
187407,-100.0,-100.0
187424,-100.0,-100.0
187442,-100.0,-100.0
187448,-100.0,-100.0
187466,-100.0,-100.0
187479,-100.0,-100.0
187485,-100.0,-100.0
187501,-100.0,-100.0
187514,-100.0,-100.0
187518,-100.0,-100.0
187521,-100.0,-100.0
187536,-100.0,-100.0
187546,-100.0,-100.0
187554,-100.0,-100.0
187556,-100.0,-100.0
187571,-100.0,-100.0
187580,-100.0,-100.0
187587,-100.0,-100.0
187589,-100.0,-100.0
187594,-100.0,-100.0
187605,-100.0,-100.0
187606,-100.0,-100.0
187624,-100.0,-100.0
187632,-100.0,-100.0
187642,-100.0,-100.0
187645,-100.0,-100.0
187648,-100.0,-100.0
187667,-100.0,-100.0
187671,-100.0,-100.0
187680,-100.0,-100.0
187684,-100.0,-100.0
187691,-100.0,-100.0
187700,-100.0,-100.0
187708,-100.0,-100.0
187718,-100.0,-100.0
187733,-100.0,-100.0
187736,-100.0,-100.0
187743,-100.0,-100.0
187752,-100.0,-100.0
187770,-100.0,-100.0
187771,-100.0,-100.0
187776,-100.0,-100.0
187789,-100.0,-100.0
187805,-100.0,-100.0
187813,-100.0,-100.0
187823,-100.0,-100.0
187840,-100.0,-100.0
187858,-100.0,-100.0
187862,-100.0,-100.0
187866,-100.0,-100.0
187876,-100.0,-100.0
187883,-100.0,-100.0
187898,-100.0,-100.0
187899,-100.0,-100.0
187906,-100.0,-100.0
187909,-100.0,-100.0
187920,-100.0,-100.0
187936,-100.0,-100.0
187946,-100.0,-100.0
187952,-100.0,-100.0
187954,-100.0,-100.0
187970,-100.0,-100.0
187978,-100.0,-100.0
187987,-100.0,-100.0
187992,-100.0,-100.0
188005,-100.0,-100.0
188019,-100.0,-100.0
188022,-100.0,-100.0
188032,-100.0,-100.0
188040,-100.0,-100.0
188042,-100.0,-100.0
188057,-100.0,-100.0
188058,-100.0,-100.0
188075,-100.0,-100.0
188081,-100.0,-100.0
188089,-100.0,-100.0
188097,-100.0,-100.0
188099,-100.0,-100.0
188117,-100.0,-100.0
188122,-100.0,-100.0
188135,-100.0,-100.0
188152,-100.0,-100.0
188160,-100.0,-100.0
188169,-100.0,-100.0
188178,-100.0,-100.0
188187,-100.0,-100.0
188192,-100.0,-100.0
188204,-100.0,-100.0
188220,-100.0,-100.0
188222,-100.0,-100.0
188229,-100.0,-100.0
188240,-100.0,-100.0
188255,-100.0,-100.0
188256,-100.0,-100.0
188263,-100.0,-100.0
188274,-100.0,-100.0
188291,-100.0,-100.0
188292,-100.0,-100.0
188298,-100.0,-100.0
188317,-100.0,-100.0
188321,-100.0,-100.0
188329,-100.0,-100.0
188334,-100.0,-100.0
188342,-100.0,-100.0
188350,-100.0,-100.0
188353,-100.0,-100.0
188368,-100.0,-100.0
188377,-100.0,-100.0
188387,-100.0,-100.0
188388,-100.0,-100.0
188404,-100.0,-100.0
188414,-100.0,-100.0
188421,-100.0,-100.0
188426,-100.0,-100.0
188436,-100.0,-100.0
188440,-100.0,-100.0
188449,-100.0,-100.0
188456,-100.0,-100.0
188458,-100.0,-100.0
188470,-100.0,-100.0
188473,-100.0,-100.0
188491,-100.0,-100.0
188498,-100.0,-100.0
188499,-100.0,-100.0
188515,-100.0,-100.0
188516,-100.0,-100.0
188533,-100.0,-100.0
188535,-100.0,-100.0
188538,-100.0,-100.0
188550,-100.0,-100.0
188562,-100.0,-100.0
188568,-100.0,-100.0
188580,-100.0,-100.0
188586,-100.0,-100.0
188587,-100.0,-100.0
188601,-100.0,-100.0
188604,-100.0,-100.0
188622,-100.0,-100.0
188626,-100.0,-100.0
188635,-100.0,-100.0
188638,-100.0,-100.0
188659,-100.0,-100.0
188662,-100.0,-100.0
188672,-100.0,-100.0
188693,-100.0,-100.0
188698,-100.0,-100.0
188710,-100.0,-100.0
188717,-100.0,-100.0
188734,-100.0,-100.0
188746,-100.0,-100.0
188751,-100.0,-100.0
188771,-100.0,-100.0
188776,-100.0,-100.0
188785,-100.0,-100.0
188786,-100.0,-100.0
188803,-100.0,-100.0
188810,-100.0,-100.0
188820,-100.0,-100.0
188823,-100.0,-100.0
188838,-100.0,-100.0
188853,-100.0,-100.0
188854,-100.0,-100.0
188865,-100.0,-100.0
188872,-100.0,-100.0
188890,-100.0,-100.0
188892,-100.0,-100.0
188911,-100.0,-100.0
188928,-100.0,-100.0
188932,-100.0,-100.0
188938,-100.0,-100.0
188949,-100.0,-100.0
188952,-100.0,-100.0
188966,-100.0,-100.0
188968,-100.0,-100.0
188979,-100.0,-100.0
188985,-100.0,-100.0
188992,-100.0,-100.0
189001,-100.0,-100.0
189007,-100.0,-100.0
189019,-100.0,-100.0
189035,-100.0,-100.0
189037,-100.0,-100.0
189045,-100.0,-100.0
189054,-100.0,-100.0
189059,-100.0,-100.0
189072,-100.0,-100.0
189073,-100.0,-100.0
189090,-100.0,-100.0
189103,-100.0,-100.0
189106,-100.0,-100.0
189114,-100.0,-100.0
189125,-100.0,-100.0
189138,-100.0,-100.0
189141,-100.0,-100.0
189148,-100.0,-100.0
189149,-100.0,-100.0
189166,-100.0,-100.0
189175,-100.0,-100.0
189182,-100.0,-100.0
189197,-100.0,-100.0
189200,-100.0,-100.0
189207,-100.0,-100.0
189219,-100.0,-100.0
189235,-100.0,-100.0
189242,-100.0,-100.0
189253,-100.0,-100.0
189271,-100.0,-100.0
189272,-100.0,-100.0
189277,-100.0,-100.0
189289,-100.0,-100.0
189305,-100.0,-100.0
189306,-100.0,-100.0
189326,-100.0,-100.0
189334,-100.0,-100.0
189345,-100.0,-100.0
189350,-100.0,-100.0
189365,-100.0,-100.0
189377,-100.0,-100.0
189379,-100.0,-100.0
189382,-100.0,-100.0
189386,-100.0,-100.0
189398,-100.0,-100.0
189400,-100.0,-100.0
189418,-100.0,-100.0
189431,-100.0,-100.0
189438,-100.0,-100.0
189441,-100.0,-100.0
189454,-100.0,-100.0
189471,-100.0,-100.0
189486,-100.0,-100.0
189487,-100.0,-100.0
189506,-100.0,-100.0
189510,-100.0,-100.0
189520,-100.0,-100.0
189523,-100.0,-100.0
189540,-100.0,-100.0
189544,-100.0,-100.0
189552,-100.0,-100.0
189557,-100.0,-100.0
189575,-100.0,-100.0
189580,-100.0,-100.0
189581,-100.0,-100.0
189589,-100.0,-100.0
189600,-100.0,-100.0
189610,-100.0,-100.0
189617,-100.0,-100.0
189624,-100.0,-100.0
189632,-100.0,-100.0
189634,-100.0,-100.0
189644,-100.0,-100.0
189651,-100.0,-100.0
189670,-100.0,-100.0
189677,-100.0,-100.0
189687,-100.0,-100.0
189690,-100.0,-100.0
189704,-100.0,-100.0
189714,-100.0,-100.0
189723,-100.0,-100.0
189739,-100.0,-100.0
189755,-100.0,-100.0
189757,-100.0,-100.0
189768,-100.0,-100.0
189774,-100.0,-100.0
189779,-100.0,-100.0
189781,-100.0,-100.0
189789,-100.0,-100.0
189799,-100.0,-100.0
189815,-100.0,-100.0
189816,-100.0,-100.0
189817,-100.0,-100.0
189824,-100.0,-100.0
189833,-100.0,-100.0
189840,-100.0,-100.0
189851,-100.0,-100.0
189867,-100.0,-100.0
189870,-100.0,-100.0
189876,-100.0,-100.0
189886,-100.0,-100.0
189904,-100.0,-100.0
189905,-100.0,-100.0
189910,-100.0,-100.0
189924,-100.0,-100.0
189938,-100.0,-100.0
189956,-100.0,-100.0
189967,-100.0,-100.0
189974,-100.0,-100.0
189979,-100.0,-100.0
189991,-100.0,-100.0
189998,-100.0,-100.0
190010,-100.0,-100.0
190015,-100.0,-100.0
190024,-100.0,-100.0
190032,-100.0,-100.0
190043,-100.0,-100.0
190051,-100.0,-100.0
190056,-100.0,-100.0
190069,-100.0,-100.0
190084,-100.0,-100.0
190085,-100.0,-100.0
190092,-100.0,-100.0
190104,-100.0,-100.0
190117,-100.0,-100.0
190144,-100.0,-100.0
190154,-100.0,-100.0
190182,-100.0,-100.0
190194,-100.0,-100.0
190226,-100.0,-100.0
190241,-100.0,-100.0
190247,-100.0,-100.0
190276,-100.0,-100.0
190288,-100.0,-100.0
190315,-100.0,-100.0
190325,-100.0,-100.0
190354,-100.0,-100.0
190364,-100.0,-100.0
190375,-100.0,-100.0
190389,-100.0,-100.0
190415,-100.0,-100.0
190426,-100.0,-100.0
190452,-100.0,-100.0
190466,-100.0,-100.0
190479,-100.0,-100.0
190490,-100.0,-100.0
190517,-100.0,-100.0
190524,-100.0,-100.0
190535,-100.0,-100.0
190546,-100.0,-100.0
190557,-100.0,-100.0
190568,-100.0,-100.0
190598,-100.0,-100.0
190612,-100.0,-100.0
190642,-100.0,-100.0
190656,-100.0,-100.0
190673,-100.0,-100.0
190687,-100.0,-100.0
190714,-100.0,-100.0
190721,-100.0,-100.0
190752,-100.0,-100.0
190760,-100.0,-100.0
195479,-100.0,-100.0
195518,-100.0,-100.0
195585,-100.0,-100.0
195619,-100.0,-100.0
195652,-100.0,-100.0
195685,-100.0,-100.0
195734,-100.0,-100.0
195768,-100.0,-100.0
195784,-100.0,-100.0
195798,-100.0,-100.0
195806,-100.0,-100.0
195811,-100.0,-100.0
195834,-100.0,-100.0
195840,-100.0,-100.0
195847,-100.0,-100.0
195876,-100.0,-100.0
195882,-100.0,-100.0
195897,-100.0,-100.0
195905,-100.0,-100.0
195911,-100.0,-100.0
195919,-100.0,-100.0
195932,-100.0,-100.0
195945,-100.0,-100.0
195954,-100.0,-100.0
195975,-100.0,-100.0
195983,-100.0,-100.0
195990,-100.0,-100.0
196009,-100.0,-100.0
196017,-100.0,-100.0
196018,-100.0,-100.0
196044,-100.0,-100.0
196051,-100.0,-100.0
196054,-100.0,-100.0
196080,-100.0,-100.0
196086,-100.0,-100.0
196108,-100.0,-100.0
196116,-100.0,-100.0
196119,-100.0,-100.0
196122,-100.0,-100.0
196137,-100.0,-100.0
196159,-100.0,-100.0
196164,-100.0,-100.0
196173,-100.0,-100.0
196182,-100.0,-100.0
196191,-100.0,-100.0
196203,-100.0,-100.0
196210,-100.0,-100.0
196212,-100.0,-100.0
196242,-100.0,-100.0
196249,-100.0,-100.0
196255,-100.0,-100.0
196267,-100.0,-100.0
196268,-100.0,-100.0
196294,-100.0,-100.0
196303,-100.0,-100.0
196332,-100.0,-100.0
196336,-100.0,-100.0
196345,-100.0,-100.0
196353,-100.0,-100.0
196363,-100.0,-100.0
196371,-100.0,-100.0
196384,-100.0,-100.0
196385,-100.0,-100.0
196410,-100.0,-100.0
196421,-100.0,-100.0
196422,-100.0,-100.0
196438,-100.0,-100.0
196441,-100.0,-100.0
196467,-100.0,-100.0
196478,-100.0,-100.0
196484,-100.0,-100.0
196501,-100.0,-100.0
196510,-100.0,-100.0
196518,-100.0,-100.0
196529,-100.0,-100.0
196536,-100.0,-100.0
196547,-100.0,-100.0
196548,-100.0,-100.0
196573,-100.0,-100.0
196574,-100.0,-100.0
196585,-100.0,-100.0
196592,-100.0,-100.0
196604,-100.0,-100.0
196632,-100.0,-100.0
196636,-100.0,-100.0
196641,-100.0,-100.0
196652,-100.0,-100.0
196661,-100.0,-100.0
196686,-100.0,-100.0
196702,-100.0,-100.0
196710,-100.0,-100.0
196720,-100.0,-100.0
196723,-100.0,-100.0
196749,-100.0,-100.0
196762,-100.0,-100.0
196769,-100.0,-100.0
196781,-100.0,-100.0
196791,-100.0,-100.0
196808,-100.0,-100.0
196819,-100.0,-100.0
196842,-100.0,-100.0
196847,-100.0,-100.0
196852,-100.0,-100.0
196863,-100.0,-100.0
196874,-100.0,-100.0
196882,-100.0,-100.0
196896,-100.0,-100.0
196919,-100.0,-100.0
196928,-100.0,-100.0
196951,-100.0,-100.0
196963,-100.0,-100.0
196990,-100.0,-100.0
196991,-100.0,-100.0
197002,-100.0,-100.0
197024,-100.0,-100.0
197026,-100.0,-100.0
197037,-100.0,-100.0
197044,-100.0,-100.0
197057,-100.0,-100.0
197067,-100.0,-100.0
197073,-100.0,-100.0
197080,-100.0,-100.0
197090,-100.0,-100.0
197114,-100.0,-100.0
197115,-100.0,-100.0
197132,-100.0,-100.0
197162,-100.0,-100.0
197167,-100.0,-100.0
197173,-100.0,-100.0
197196,-100.0,-100.0
197204,-100.0,-100.0
197206,-100.0,-100.0
197232,-100.0,-100.0
197240,-100.0,-100.0
197250,-100.0,-100.0
197264,-100.0,-100.0
197273,-100.0,-100.0
197284,-100.0,-100.0
197290,-100.0,-100.0
197292,-100.0,-100.0
197318,-100.0,-100.0
197328,-100.0,-100.0
197330,-100.0,-100.0
197351,-100.0,-100.0
197363,-100.0,-100.0
197371,-100.0,-100.0
197385,-100.0,-100.0
197400,-100.0,-100.0
197416,-100.0,-100.0
197428,-100.0,-100.0
197451,-100.0,-100.0
197454,-100.0,-100.0
197468,-100.0,-100.0
197492,-100.0,-100.0
197497,-100.0,-100.0
197508,-100.0,-100.0
197532,-100.0,-100.0
197533,-100.0,-100.0
197544,-100.0,-100.0
197559,-100.0,-100.0
197568,-100.0,-100.0
197577,-100.0,-100.0
197599,-100.0,-100.0
197600,-100.0,-100.0
197609,-100.0,-100.0
197635,-100.0,-100.0
197648,-100.0,-100.0
197652,-100.0,-100.0
197672,-100.0,-100.0
197683,-100.0,-100.0
197692,-100.0,-100.0
197703,-100.0,-100.0
197716,-100.0,-100.0
197727,-100.0,-100.0
197734,-100.0,-100.0
197749,-100.0,-100.0
197759,-100.0,-100.0
197771,-100.0,-100.0
197784,-100.0,-100.0
197796,-100.0,-100.0
197821,-100.0,-100.0
197831,-100.0,-100.0
197854,-100.0,-100.0
197866,-100.0,-100.0
197891,-100.0,-100.0
197901,-100.0,-100.0
197904,-100.0,-100.0
198032,-100.0,-100.0
198080,-100.0,-100.0
198117,-100.0,-100.0
198153,-100.0,-100.0
198191,-100.0,-100.0
198300,-100.0,-100.0
198331,-100.0,-100.0
198483,-100.0,-100.0
198528,-100.0,-100.0
198631,-100.0,-100.0
198702,-100.0,-100.0
198744,-100.0,-100.0
198770,-100.0,-100.0
198817,-100.0,-100.0
198857,-100.0,-100.0
198923,-100.0,-100.0
198951,-100.0,-100.0
199038,-100.0,-100.0
199095,-100.0,-100.0
199148,-100.0,-100.0
199183,-100.0,-100.0
199231,-100.0,-100.0
199292,-100.0,-100.0
199332,-100.0,-100.0
199449,-100.0,-100.0
199539,-100.0,-100.0
199613,-100.0,-100.0
199650,-100.0,-100.0
199784,-100.0,-100.0
199848,-100.0,-100.0
199918,-100.0,-100.0
200021,-100.0,-100.0
200076,-100.0,-100.0
200131,-100.0,-100.0
200158,-100.0,-100.0
200227,-100.0,-100.0
200304,-100.0,-100.0
200400,-100.0,-100.0
200442,-100.0,-100.0
200487,-100.0,-100.0
200525,-100.0,-100.0
200667,-100.0,-100.0
200691,-100.0,-100.0
200722,-100.0,-100.0
200759,-100.0,-100.0
200821,-100.0,-100.0
200854,-100.0,-100.0
200946,-100.0,-100.0
200985,-100.0,-100.0
201027,-100.0,-100.0
201070,-100.0,-100.0
201112,-100.0,-100.0
201130,-100.0,-100.0
201135,-100.0,-100.0
201140,-100.0,-100.0
201157,-100.0,-100.0
201169,-100.0,-100.0
201176,-100.0,-100.0
201187,-100.0,-100.0
201192,-100.0,-100.0
201205,-100.0,-100.0
201207,-100.0,-100.0
201211,-100.0,-100.0
201212,-100.0,-100.0
201227,-100.0,-100.0
201230,-100.0,-100.0
201240,-100.0,-100.0
201243,-100.0,-100.0
201246,-100.0,-100.0
201259,-100.0,-100.0
201261,-100.0,-100.0
201263,-100.0,-100.0
201275,-100.0,-100.0
201276,-100.0,-100.0
201277,-100.0,-100.0
201282,-100.0,-100.0
201284,-100.0,-100.0
201289,-100.0,-100.0
201293,-100.0,-100.0
201295,-100.0,-100.0
201297,-100.0,-100.0
201298,-100.0,-100.0
201301,-100.0,-100.0
201304,-100.0,-100.0
201309,-100.0,-100.0
201311,-100.0,-100.0
201313,-100.0,-100.0
201318,-100.0,-100.0
201323,-100.0,-100.0
201327,-100.0,-100.0
201333,-100.0,-100.0
201337,-100.0,-100.0
201342,-100.0,-100.0
201350,-100.0,-100.0
201355,-100.0,-100.0
201358,-100.0,-100.0
201359,-100.0,-100.0
201361,-100.0,-100.0
201364,-100.0,-100.0
201368,-100.0,-100.0
201371,-100.0,-100.0
201376,-100.0,-100.0
201378,-100.0,-100.0
201379,-100.0,-100.0
201381,-100.0,-100.0
201386,-100.0,-100.0
201392,-100.0,-100.0
201396,-100.0,-100.0
201401,-100.0,-100.0
201409,-100.0,-100.0
201412,-100.0,-100.0
201413,-100.0,-100.0
201424,-100.0,-100.0
201426,-100.0,-100.0
201429,-100.0,-100.0
201443,-100.0,-100.0
201447,-100.0,-100.0
201459,-100.0,-100.0
201463,-100.0,-100.0
201476,-100.0,-100.0
201479,-100.0,-100.0
201494,-100.0,-100.0
201502,-100.0,-100.0
201507,-100.0,-100.0
201526,-100.0,-100.0
201530,-100.0,-100.0
201533,-100.0,-100.0
201540,-100.0,-100.0
201543,-100.0,-100.0
201547,-100.0,-100.0
201550,-100.0,-100.0
201558,-100.0,-100.0
201559,-100.0,-100.0
201561,-100.0,-100.0
201563,-100.0,-100.0
201576,-100.0,-100.0
201579,-100.0,-100.0
201584,-100.0,-100.0
201593,-100.0,-100.0
201601,-100.0,-100.0
201604,-100.0,-100.0
201626,-100.0,-100.0
201631,-100.0,-100.0
201642,-100.0,-100.0
201646,-100.0,-100.0
201660,-100.0,-100.0
201665,-100.0,-100.0
201676,-100.0,-100.0
201679,-100.0,-100.0
201683,-100.0,-100.0
201686,-100.0,-100.0
201693,-100.0,-100.0
201695,-100.0,-100.0
201697,-100.0,-100.0
201710,-100.0,-100.0
201720,-100.0,-100.0
201722,-100.0,-100.0
201726,-100.0,-100.0
201734,-100.0,-100.0
201743,-100.0,-100.0
201748,-100.0,-100.0
201759,-100.0,-100.0
201763,-100.0,-100.0
201776,-100.0,-100.0
201780,-100.0,-100.0
201793,-100.0,-100.0
201796,-100.0,-100.0
201809,-100.0,-100.0
201813,-100.0,-100.0
201815,-100.0,-100.0
201826,-100.0,-100.0
201829,-100.0,-100.0
201843,-100.0,-100.0
201846,-100.0,-100.0
201852,-100.0,-100.0
201854,-100.0,-100.0
201859,-100.0,-100.0
201863,-100.0,-100.0
201865,-100.0,-100.0
201876,-100.0,-100.0
201879,-100.0,-100.0
201886,-100.0,-100.0
201893,-100.0,-100.0
201894,-100.0,-100.0
201896,-100.0,-100.0
201909,-100.0,-100.0
201913,-100.0,-100.0
201926,-100.0,-100.0
201929,-100.0,-100.0
201943,-100.0,-100.0
201947,-100.0,-100.0
201959,-100.0,-100.0
201964,-100.0,-100.0
201975,-100.0,-100.0
201976,-100.0,-100.0
201979,-100.0,-100.0
201993,-100.0,-100.0
201996,-100.0,-100.0
202009,-100.0,-100.0
202010,-100.0,-100.0
202013,-100.0,-100.0
202020,-100.0,-100.0
202027,-100.0,-100.0
202038,-100.0,-100.0
202048,-100.0,-100.0
202050,-100.0,-100.0
202053,-100.0,-100.0
202059,-100.0,-100.0
202063,-100.0,-100.0
202075,-100.0,-100.0
202076,-100.0,-100.0
202079,-100.0,-100.0
202093,-100.0,-100.0
202096,-100.0,-100.0
202109,-100.0,-100.0
202113,-100.0,-100.0
202126,-100.0,-100.0
202133,-100.0,-100.0
202141,-100.0,-100.0
202143,-100.0,-100.0
202145,-100.0,-100.0
202159,-100.0,-100.0
202161,-100.0,-100.0
202176,-100.0,-100.0
202178,-100.0,-100.0
202193,-100.0,-100.0
202196,-100.0,-100.0
202210,-100.0,-100.0
202212,-100.0,-100.0
202214,-100.0,-100.0
202226,-100.0,-100.0
202228,-100.0,-100.0
202242,-100.0,-100.0
202245,-100.0,-100.0
202260,-100.0,-100.0
202262,-100.0,-100.0
202272,-100.0,-100.0
202276,-100.0,-100.0
202279,-100.0,-100.0
202282,-100.0,-100.0
202287,-100.0,-100.0
202293,-100.0,-100.0
202296,-100.0,-100.0
202300,-100.0,-100.0
202303,-100.0,-100.0
202309,-100.0,-100.0
202311,-100.0,-100.0
202322,-100.0,-100.0
202326,-100.0,-100.0
202328,-100.0,-100.0
202343,-100.0,-100.0
202346,-100.0,-100.0
202359,-100.0,-100.0
202362,-100.0,-100.0
202376,-100.0,-100.0
202378,-100.0,-100.0
202393,-100.0,-100.0
202395,-100.0,-100.0
202409,-100.0,-100.0
202412,-100.0,-100.0
202413,-100.0,-100.0
202426,-100.0,-100.0
202428,-100.0,-100.0
202430,-100.0,-100.0
202442,-100.0,-100.0
202445,-100.0,-100.0
202450,-100.0,-100.0
202456,-100.0,-100.0
202459,-100.0,-100.0
202462,-100.0,-100.0
202476,-100.0,-100.0
202479,-100.0,-100.0
202490,-100.0,-100.0
202492,-100.0,-100.0
202493,-100.0,-100.0
202496,-100.0,-100.0
202504,-100.0,-100.0
202509,-100.0,-100.0
202512,-100.0,-100.0
202526,-100.0,-100.0
202529,-100.0,-100.0
202543,-100.0,-100.0
202546,-100.0,-100.0
202553,-100.0,-100.0
202559,-100.0,-100.0
202563,-100.0,-100.0
202576,-100.0,-100.0
202579,-100.0,-100.0
202583,-100.0,-100.0
202593,-100.0,-100.0
202596,-100.0,-100.0
202609,-100.0,-100.0
202611,-100.0,-100.0
202613,-100.0,-100.0
202623,-100.0,-100.0
202626,-100.0,-100.0
202629,-100.0,-100.0
202636,-100.0,-100.0
202638,-100.0,-100.0
202643,-100.0,-100.0
202646,-100.0,-100.0
202650,-100.0,-100.0
202659,-100.0,-100.0
202661,-100.0,-100.0
202663,-100.0,-100.0
202676,-100.0,-100.0
202680,-100.0,-100.0
202687,-100.0,-100.0
202692,-100.0,-100.0
202696,-100.0,-100.0
202698,-100.0,-100.0
202709,-100.0,-100.0
202711,-100.0,-100.0
202726,-100.0,-100.0
202728,-100.0,-100.0
202742,-100.0,-100.0
202744,-100.0,-100.0
202759,-100.0,-100.0
202762,-100.0,-100.0
202776,-100.0,-100.0
202779,-100.0,-100.0
202793,-100.0,-100.0
202795,-100.0,-100.0
202808,-100.0,-100.0
202809,-100.0,-100.0
202812,-100.0,-100.0
202818,-100.0,-100.0
202826,-100.0,-100.0
202829,-100.0,-100.0
202843,-100.0,-100.0
202846,-100.0,-100.0
202851,-100.0,-100.0
202859,-100.0,-100.0
202860,-100.0,-100.0
202863,-100.0,-100.0
202876,-100.0,-100.0
202879,-100.0,-100.0
202893,-100.0,-100.0
202896,-100.0,-100.0
202909,-100.0,-100.0
202913,-100.0,-100.0
202926,-100.0,-100.0
202930,-100.0,-100.0
202943,-100.0,-100.0
202947,-100.0,-100.0
202959,-100.0,-100.0
202961,-100.0,-100.0
202962,-100.0,-100.0
202973,-100.0,-100.0
202976,-100.0,-100.0
202979,-100.0,-100.0
202993,-100.0,-100.0
202996,-100.0,-100.0
203002,-100.0,-100.0
203009,-100.0,-100.0
203010,-100.0,-100.0
203013,-100.0,-100.0
203026,-100.0,-100.0
203030,-100.0,-100.0
203043,-100.0,-100.0
203046,-100.0,-100.0
203059,-100.0,-100.0
203062,-100.0,-100.0
203076,-100.0,-100.0
203079,-100.0,-100.0
203093,-100.0,-100.0
203096,-100.0,-100.0
203109,-100.0,-100.0
203113,-100.0,-100.0
203126,-100.0,-100.0
203129,-100.0,-100.0
203143,-100.0,-100.0
203146,-100.0,-100.0
203155,-100.0,-100.0
203158,-100.0,-100.0
203159,-100.0,-100.0
203164,-100.0,-100.0
203176,-100.0,-100.0
203179,-100.0,-100.0
203187,-100.0,-100.0
203193,-100.0,-100.0
203197,-100.0,-100.0
203198,-100.0,-100.0
203209,-100.0,-100.0
203212,-100.0,-100.0
203213,-100.0,-100.0
203223,-100.0,-100.0
203226,-100.0,-100.0
203305,-100.0,-100.0
203315,-100.0,-100.0
203350,-100.0,-100.0
203356,-100.0,-100.0
203488,-100.0,-100.0
203507,-100.0,-100.0
203517,-100.0,-100.0
203524,-100.0,-100.0
203555,-100.0,-100.0
203563,-100.0,-100.0
203570,-100.0,-100.0
203623,-100.0,-100.0
203674,-100.0,-100.0
203676,-100.0,-100.0
203686,-100.0,-100.0
203700,-100.0,-100.0
203721,-100.0,-100.0
203731,-100.0,-100.0
203772,-100.0,-100.0
203822,-100.0,-100.0
203832,-100.0,-100.0
203848,-100.0,-100.0
203861,-100.0,-100.0
203877,-100.0,-100.0
203882,-100.0,-100.0
203903,-100.0,-100.0
203953,-100.0,-100.0
203987,-100.0,-100.0
204026,-100.0,-100.0
204031,-100.0,-100.0
204045,-100.0,-100.0
204079,-100.0,-100.0
204085,-100.0,-100.0
204111,-100.0,-100.0
204145,-100.0,-100.0
204203,-100.0,-100.0
204204,-100.0,-100.0
204218,-100.0,-100.0
204224,-100.0,-100.0
204242,-100.0,-100.0
204248,-100.0,-100.0
