,A1NRY8F9U4AYE,A2OSJ7ONK5Y0A,A3UTSRN8QLKWE,A1EK8YNHZHTW1,A2EZVULYVJOPN
223401,-100.0,,-29.0,-100.0,-76.0
223405,-100.0,,-29.666666666666668,-100.0,-76.0
223418,-100.0,,-30.333333333333332,-100.0,-76.0
223419,-100.0,,-31.0,-100.0,-76.0
223437,-100.0,,-32.0,-100.0,-76.0
223453,-100.0,,-33.0,-100.0,-76.0
223454,-100.0,,-33.5,-100.0,-76.0
223471,-100.0,,-34.0,-100.0,-76.0
223481,-100.0,,-34.5,-100.0,-76.0
223489,-100.0,,-35.0,-100.0,-76.0
223505,-100.0,,-35.5,-100.0,-76.0
223506,-100.0,,-36.0,-100.0,-76.0
223522,-100.0,,-36.5,-100.0,-76.0
223524,-100.0,,-37.0,-100.0,-76.0
223541,-100.0,,-38.0,-100.0,-76.0
223548,-100.0,,-39.0,-100.0,-76.0
223567,-100.0,,-41.0,-100.0,-76.0
223583,-100.0,,-42.0,-100.0,-76.0
223600,-100.0,,-43.0,-100.0,-76.0
223618,-100.0,,-44.0,-100.0,-76.0
223636,-100.0,,-45.0,-100.0,-76.0
223653,-100.0,,-46.0,-100.0,-76.0
223671,-100.0,,-47.0,-100.0,-76.0
223690,-100.0,,-48.0,-100.0,-76.0
223705,-100.0,,-49.0,-100.0,-76.0
223723,-100.0,,-51.0,-100.0,-76.0
223733,-100.0,,-51.5,-100.0,-76.0
223741,-100.0,,-52.0,-100.0,-76.0
223747,-100.0,,-53.0,-100.0,-76.0
223755,-100.0,,-53.5,-100.0,-76.0
223765,-100.0,,-54.0,-100.0,-76.0
223782,-100.0,,-55.0,-100.0,-76.0
223788,-100.0,,-55.5,-100.0,-76.0
223799,-100.0,,-56.0,-100.0,-76.0
223817,-100.0,,-57.0,-100.0,-76.0
223818,-100.0,,-57.5,-100.0,-76.0
223836,-100.0,,-58.0,-100.0,-76.0
223852,-100.0,,-59.0,-100.0,-76.0
223857,-100.0,,-59.666666666666664,-100.0,-76.0
223866,-100.0,,-60.333333333333336,-100.0,-76.0
223869,-100.0,,-61.0,-100.0,-76.0
223887,-100.0,,-62.0,-100.0,-76.0
223903,-100.0,,-62.5,-100.0,-76.0
223914,-100.0,,-63.0,-100.0,-76.0
223921,-100.0,,-63.0,-100.0,-76.0
223936,-100.0,,-63.0,-100.0,-76.0
223943,-100.0,,-64.0,-100.0,-76.0
223956,-100.0,,-65.0,-100.0,-76.0
223975,-100.0,,-66.0,-100.0,-76.0
223983,-100.0,,-67.0,-100.0,-76.0
224000,-100.0,,-68.0,-100.0,-76.0
224020,-100.0,,-69.0,-100.0,-76.0
224034,-100.0,,-71.0,-100.0,-76.0
224051,-100.0,,-72.0,-100.0,-76.0
224072,-100.0,,-73.0,-100.0,-76.0
224091,-100.0,,-74.0,-100.0,-76.0
224092,-100.0,,-74.33333333333333,-100.0,-76.0
224105,-100.0,,-74.66666666666667,-100.0,-76.0
224111,-100.0,,-75.0,-100.0,-76.0
224123,-100.0,,-76.0,-100.0,-76.0
224142,-100.0,,-77.0,-100.0,-76.0
224151,-100.0,,-77.33333333333333,-100.0,-76.0
224160,-100.0,,-77.66666666666667,-100.0,-76.0
224164,-100.0,,-78.0,-100.0,-76.0
224174,-100.0,,-80.0,-100.0,-76.0
224182,-100.0,,-81.0,-100.0,-76.0
224198,-100.0,,-82.0,-100.0,-76.0
224216,-100.0,,-83.0,-100.0,-76.0
224234,-100.0,,-84.0,-100.0,-76.0
224251,-100.0,,-85.0,-100.0,-76.0
224269,-100.0,,-86.0,-100.0,-76.0
224286,-100.0,,-87.0,-100.0,-76.0
224303,-100.0,,-88.0,-100.0,-76.0
224309,-100.0,,-88.66666666666667,-100.0,-76.0
224320,-100.0,,-89.33333333333333,-100.0,-76.0
224324,-100.0,,-90.0,-100.0,-76.0
224339,-100.0,,-91.0,-100.0,-76.0
224356,-100.0,,-92.0,-100.0,-76.0
224384,-100.0,,-92.33333333333333,-100.0,-76.0
224396,-100.0,,-92.66666666666667,-100.0,-76.0
224401,-100.0,,-93.0,-100.0,-76.0
224404,-100.0,,-94.0,-100.0,-76.0
224419,-100.0,,-95.0,-100.0,-76.0
224433,-100.0,,-96.0,-100.0,-76.0
224450,-100.0,,-97.0,-100.0,-76.0
224468,-100.0,,-99.0,-100.0,-76.0
224486,-100.0,,-100.0,-100.0,-76.0
224507,-100.0,,-100.0,-100.0,-76.0
224515,-100.0,,-100.0,-100.0,-76.0
224553,-100.0,,-100.0,-100.0,-76.0
224564,-100.0,,-100.0,-100.0,-76.0
224576,-100.0,,-100.0,-100.0,-76.0
224580,-100.0,,-100.0,-100.0,-76.0
224689,-100.0,,-100.0,-100.0,-76.0
224701,-100.0,,-100.0,-100.0,-76.0
224735,-100.0,,-100.0,-100.0,-76.0
224742,-100.0,,-100.0,-100.0,-76.0
224743,-100.0,,-100.0,-100.0,-76.0
230101,-100.0,,-100.0,-100.0,-76.0
230102,-100.0,,-100.0,-100.0,-76.0
230121,-100.0,,-100.0,-100.0,-76.0
230161,-100.0,,-100.0,-100.0,-76.0
230176,-100.0,,-100.0,-100.0,-76.0
230207,-100.0,,-100.0,-100.0,-76.0
230219,-100.0,,-100.0,-100.0,-76.0
230411,-100.0,,-100.0,-100.0,-76.0
230418,-100.0,,-100.0,-100.0,-76.0
230495,-100.0,,-100.0,-100.0,-76.0
230506,-100.0,,-100.0,-100.0,-76.0
230640,-100.0,,-100.0,-100.0,-76.0
230653,-100.0,,-100.0,-100.0,-76.0
230679,-100.0,,-100.0,-100.0,-76.0
230689,-100.0,,-100.0,-100.0,-76.0
230709,-100.0,,-100.0,-100.0,-76.0
230728,-100.0,,-100.0,-100.0,-76.0
230866,-100.0,,-100.0,-100.0,-76.0
230893,-100.0,,-100.0,-100.0,-76.0
231078,-100.0,,-100.0,-100.0,-76.0
231088,-100.0,,-100.0,-100.0,-76.0
231238,-100.0,,-100.0,-100.0,-76.0
231253,-100.0,,-100.0,-100.0,-76.0
231281,-100.0,,-100.0,-100.0,-76.0
231308,-100.0,,-100.0,-100.0,-76.0
231339,-100.0,,-100.0,-100.0,-76.0
231351,-100.0,,-100.0,-100.0,-76.0
231397,-100.0,,-100.0,-100.0,-76.0
231422,-100.0,,-100.0,-98.0,-76.0
231427,-100.0,,-100.0,-98.0,-76.0
231449,-100.0,,-100.0,-97.0,-76.0
231451,-100.0,,-100.0,-97.0,-76.0
231453,-100.0,,-100.0,-97.0,-76.0
231475,-100.0,,-100.0,-95.0,-76.0
231480,-100.0,,-100.0,-95.0,-76.0
231489,-100.0,,-100.0,-94.0,-76.0
231501,-100.0,,-100.0,-93.0,-76.0
231506,-100.0,,-100.0,-93.0,-76.0
231520,-100.0,,-100.0,-92.5,-76.0
231528,-100.0,,-100.0,-92.0,-76.0
231545,-100.0,,-100.0,-92.0,-76.0
231644,-100.0,,-100.0,-92.0,-76.0
231651,-100.0,,-100.0,-92.0,-76.0
231659,-100.0,,-100.0,-91.5,-76.0
231676,-100.0,,-100.0,-91.0,-76.0
231679,-100.0,,-100.0,-91.0,-76.0
231701,-100.0,,-100.0,-90.0,-76.0
231706,-100.0,,-100.0,-90.0,-76.0
231728,-100.0,,-100.0,-88.0,-76.0
231733,-100.0,,-100.0,-88.0,-76.0
231797,-100.0,,-100.0,-83.0,-76.0
231800,-100.0,,-100.0,-83.0,-76.0
231823,-100.0,,-100.0,-81.0,-76.0
231826,-100.0,,-100.0,-81.0,-76.0
231851,-100.0,,-100.0,-80.0,-76.0
231873,-100.0,,-100.0,-80.0,-76.0
231891,-100.0,,-100.0,-80.0,-76.0
232033,-100.0,,-100.0,-80.0,-76.0
232050,-100.0,,-100.0,-80.0,-76.0
232087,-100.0,,-100.0,-80.0,-76.0
232101,-100.0,,-100.0,-80.0,-76.0
232174,-100.0,,-100.0,-80.0,-76.0
232200,-100.0,,-100.0,-79.0,-76.0
232203,-100.0,,-100.0,-79.0,-76.0
232224,-100.0,,-100.0,-78.0,-76.0
232229,-100.0,,-100.0,-78.0,-76.0
232250,-100.0,,-100.0,-77.0,-76.0
232251,-100.0,,-100.0,-76.0,-76.0
232255,-100.0,,-100.0,-76.0,-76.0
232264,-100.0,,-100.0,-75.0,-76.0
232279,-100.0,,-100.0,-74.0,-76.0
232284,-100.0,,-100.0,-74.0,-76.0
232306,-100.0,,-100.0,-72.66666666666667,-76.0
232318,-100.0,,-100.0,-71.33333333333333,-76.0
232358,-100.0,,-100.0,-70.0,-76.0
232451,-100.0,,-100.0,-70.0,-76.0
232466,-100.0,,-100.0,-70.0,-76.0
232513,-100.0,,-100.0,-70.0,-76.0
232533,-100.0,,-100.0,-70.0,-76.0
232565,-100.0,,-100.0,-70.0,-76.0
232571,-100.0,,-100.0,-70.0,-76.0
236602,-100.0,,-100.0,-70.0,-76.0
236625,-100.0,,-100.0,-70.0,-76.0
236635,-100.0,,-100.0,-70.0,-76.0
236674,-100.0,,-100.0,-70.0,-76.0
236678,-100.0,,-100.0,-70.0,-76.0
236699,-100.0,,-100.0,-70.0,-76.0
236704,-100.0,,-100.0,-70.0,-76.0
236725,-100.0,,-100.0,-70.0,-76.0
236905,-100.0,,-100.0,-70.0,-76.0
236922,-100.0,,-100.0,-70.0,-76.0
236937,-100.0,,-99.5,-70.0,-76.0
236940,-100.0,,-99.0,-70.0,-76.0
236952,-100.0,,-98.5,-70.0,-76.0
236954,-100.0,,-98.0,-70.0,-76.0
236960,-100.0,,-97.5,-70.0,-76.0
236974,-100.0,,-97.0,-70.0,-76.0
236975,-100.0,,-96.0,-70.0,-76.0
236981,-100.0,,-95.0,-70.0,-76.0
236998,-100.0,,-94.0,-70.0,-76.0
237001,-100.0,,-93.66666666666667,-70.0,-76.0
237007,-100.0,,-93.33333333333333,-70.0,-76.0
237015,-100.0,,-93.0,-70.0,-76.0
237019,-100.0,,-92.6,-70.0,-76.0
237026,-100.0,,-92.2,-70.0,-76.0
237030,-100.0,,-91.8,-70.0,-76.0
237042,-100.0,,-91.4,-70.0,-76.0
237050,-100.0,,-91.0,-70.0,-76.0
237057,-100.0,,-90.66666666666667,-70.0,-76.0
237065,-100.0,,-90.33333333333333,-70.0,-76.0
237068,-100.0,,-90.0,-70.0,-76.0
237076,-100.0,,-89.66666666666667,-70.0,-76.0
237089,-100.0,,-89.33333333333333,-70.0,-76.0
237093,-100.0,,-89.0,-70.0,-76.0
237096,-100.0,,-88.33333333333333,-70.0,-76.0
237111,-100.0,,-87.66666666666667,-70.0,-76.0
237120,-100.0,,-87.0,-70.0,-76.0
237138,-100.0,,-86.0,-70.0,-76.0
237155,-100.0,,-84.0,-70.0,-76.0
237158,-100.0,,-83.66666666666667,-70.0,-76.0
237166,-100.0,,-83.33333333333333,-70.0,-76.0
237176,-100.0,,-83.0,-70.0,-76.0
237179,-100.0,,-82.5,-70.0,-76.0
237191,-100.0,,-82.0,-70.0,-76.0
237200,-100.0,,-81.0,-70.0,-76.0
237206,-100.0,,-80.5,-70.0,-76.0
237214,-100.0,,-80.0,-70.0,-76.0
237216,-100.0,,-79.66666666666667,-70.0,-76.0
237226,-100.0,,-79.33333333333333,-70.0,-76.0
237232,-100.0,,-79.0,-70.0,-76.0
237243,-100.0,,-78.5,-70.0,-76.0
237251,-100.0,,-78.0,-70.0,-76.0
237260,-100.0,,-77.5,-70.0,-76.0
237267,-100.0,,-77.0,-70.0,-76.0
237274,-100.0,,-76.0,-70.0,-76.0
237286,-100.0,,-75.0,-70.0,-76.0
237291,-100.0,,-74.5,-70.0,-76.0
237301,-100.0,,-74.0,-70.0,-76.0
237319,-100.0,,-73.0,-70.0,-76.0
237324,-100.0,,-72.66666666666667,-70.0,-76.0
237333,-100.0,,-72.33333333333333,-70.0,-76.0
237339,-100.0,,-72.0,-70.0,-76.0
237342,-100.0,,-71.5,-70.0,-76.0
237354,-100.0,,-71.0,-70.0,-76.0
237359,-100.0,,-70.5,-70.0,-76.0
237374,-100.0,,-70.0,-70.0,-76.0
237375,-100.0,,-69.5,-70.0,-76.0
237390,-100.0,,-69.0,-70.0,-76.0
237401,-100.0,,-68.5,-70.0,-76.0
237406,-100.0,,-68.0,-70.0,-76.0
237415,-100.0,,-67.0,-70.0,-76.0
237432,-100.0,,-65.0,-70.0,-76.0
237437,-100.0,,-64.66666666666667,-70.0,-76.0
237442,-100.0,,-64.33333333333333,-70.0,-76.0
237449,-100.0,,-64.0,-70.0,-76.0
237450,-100.0,,-63.5,-70.0,-76.0
237467,-100.0,,-63.0,-70.0,-76.0
237470,-100.0,,-62.666666666666664,-70.0,-76.0
237477,-100.0,,-62.333333333333336,-70.0,-76.0
237484,-100.0,,-62.0,-70.0,-76.0
237496,-100.0,,-61.5,-70.0,-76.0
237501,-100.0,,-61.0,-70.0,-76.0
237507,-100.0,,-60.5,-70.0,-76.0
237519,-100.0,,-60.0,-70.0,-76.0
237536,-100.0,,-59.5,-70.0,-76.0
237537,-100.0,,-59.0,-70.0,-76.0
237555,-100.0,,-58.0,-70.0,-76.0
237558,-100.0,,-57.666666666666664,-70.0,-76.0
237565,-100.0,,-57.333333333333336,-70.0,-76.0
237572,-100.0,,-57.0,-70.0,-76.0
237577,-100.0,,-56.0,-70.0,-76.0
237590,-100.0,,-55.0,-70.0,-76.0
237603,-100.0,,-54.5,-70.0,-76.0
237606,-100.0,,-54.0,-70.0,-76.0
237624,-100.0,,-53.0,-70.0,-76.0
237626,-100.0,,-52.5,-70.0,-76.0
237631,-100.0,,-52.0,-70.0,-76.0
237637,-100.0,,-51.5,-70.0,-76.0
237648,-100.0,,-51.0,-70.0,-76.0
237667,-100.0,,-50.0,-70.0,-76.0
237672,-100.0,,-49.666666666666664,-70.0,-76.0
237681,-100.0,,-49.333333333333336,-70.0,-76.0
237683,-100.0,,-49.0,-70.0,-76.0
237701,-100.0,,-48.0,-70.0,-76.0
237704,-100.0,,-47.5,-70.0,-76.0
237719,-100.0,,-47.0,-70.0,-76.0
237733,-100.0,,-46.0,-70.0,-76.0
237737,-100.0,,-45.0,-70.0,-76.0
237757,-100.0,,-44.0,-70.0,-76.0
237758,-100.0,,-43.5,-70.0,-76.0
237769,-100.0,,-43.0,-70.0,-76.0
237786,-100.0,,-42.5,-70.0,-76.0
237789,-100.0,,-42.0,-70.0,-76.0
237802,-100.0,,-41.5,-70.0,-76.0
237805,-100.0,,-41.0,-70.0,-76.0
237824,-100.0,,-40.0,-70.0,-76.0
237831,-100.0,,-39.0,-70.0,-76.0
237836,-100.0,,-38.5,-70.0,-76.0
237847,-100.0,,-38.0,-70.0,-76.0
237867,-100.0,,-37.0,-70.0,-76.0
237871,-100.0,,-36.0,-70.0,-76.0
237884,-100.0,,-35.0,-70.0,-76.0
237893,-100.0,,-34.666666666666664,-70.0,-76.0
237897,-100.0,,-34.333333333333336,-70.0,-76.0
237900,-100.0,,-34.0,-70.0,-76.0
237906,-100.0,,-33.5,-70.0,-76.0
237920,-100.0,,-33.0,-70.0,-76.0
237929,-100.0,,-32.5,-70.0,-76.0
237936,-100.0,,-32.0,-70.0,-76.0
237956,-100.0,,-31.0,-70.0,-76.0
237964,-100.0,,-30.333333333333332,-70.0,-76.0
237976,-100.0,,-29.666666666666668,-70.0,-76.0
237988,-100.0,,-29.0,-70.0,-76.0
238002,-100.0,,-28.5,-70.0,-76.0
238005,-100.0,,-28.0,-70.0,-76.0
238023,-100.0,,-27.0,-70.0,-76.0
238026,-100.0,,-26.333333333333332,-70.0,-76.0
238037,-100.0,,-25.666666666666668,-70.0,-76.0
238042,-100.0,,-25.0,-70.0,-76.0
238048,-100.0,,-24.5,-70.0,-76.0
238057,-100.0,,-24.0,-70.0,-76.0
238064,-100.0,,-23.0,-70.0,-76.0
238072,-100.0,,-22.5,-70.0,-76.0
238083,-100.0,,-22.0,-70.0,-76.0
238099,-100.0,,-21.0,-70.0,-76.0
238102,-100.0,,-20.666666666666668,-70.0,-76.0
238106,-100.0,,-20.333333333333332,-70.0,-76.0
238119,-100.0,,-20.0,-70.0,-76.0
238129,-100.0,,-19.75,-70.0,-76.0
238132,-100.0,,-19.5,-70.0,-76.0
238133,-100.0,,-19.25,-70.0,-76.0
238134,-100.0,,-19.0,-70.0,-76.0
238145,-100.0,,-18.5,-70.0,-76.0
238151,-100.0,,-18.0,-70.0,-76.0
238154,-100.0,,-17.666666666666668,-70.0,-76.0
238160,-100.0,,-17.333333333333332,-70.0,-76.0
238171,-100.0,,-17.0,-70.0,-76.0
238179,-100.0,,-16.5,-70.0,-76.0
238180,-100.0,,-16.0,-70.0,-76.0
238184,-100.0,,-15.5,-70.0,-76.0
238187,-100.0,,-15.0,-70.0,-76.0
238190,-100.0,,-15.0,-70.0,-76.0
238210,-100.0,,-15.0,-70.0,-76.0
238216,-100.0,,-14.0,-70.0,-76.0
238224,-100.0,,-13.0,-70.0,-76.0
238229,-100.0,,-12.5,-70.0,-76.0
238240,-100.0,,-12.0,-70.0,-76.0
238252,-100.0,,-11.5,-70.0,-76.0
238257,-100.0,,-11.0,-70.0,-76.0
238264,-100.0,,-10.0,-70.0,-76.0
238279,-100.0,,-9.5,-70.0,-76.0
238282,-100.0,,-9.0,-70.0,-76.0
238299,-100.0,,-8.0,-70.0,-76.0
238316,-100.0,,-7.0,-70.0,-76.0
238320,-100.0,,-6.5,-70.0,-76.0
238336,-100.0,,-6.0,-70.0,-76.0
238352,-100.0,,-5.5,-70.0,-76.0
238356,-100.0,,-5.0,-70.0,-76.0
238366,-100.0,,-4.0,-70.0,-76.0
238382,-100.0,,-3.0,-70.0,-76.0
238391,-100.0,,-2.0,-70.0,-76.0
238404,-100.0,,-1.0,-70.0,-76.0
238408,-100.0,,-0.5,-70.0,-76.0
238422,-100.0,,0.0,-70.0,-76.0
238432,-100.0,,0.5,-70.0,-76.0
238439,-100.0,,1.0,-70.0,-76.0
238452,-100.0,,1.3333333333333333,-70.0,-76.0
238455,-100.0,,1.6666666666666665,-70.0,-76.0
238459,-100.0,,2.0,-70.0,-76.0
238462,-100.0,,2.3333333333333335,-70.0,-76.0
238473,-100.0,,2.6666666666666665,-70.0,-76.0
238474,-100.0,,3.0,-70.0,-76.0
238480,-100.0,,3.5,-70.0,-76.0
238484,-100.0,,4.0,-70.0,-76.0
238486,-100.0,,4.75,-70.0,-76.0
238505,-100.0,,5.5,-70.0,-76.0
238511,-100.0,,6.25,-70.0,-76.0
238515,-100.0,,7.0,-70.0,-76.0
238516,-100.0,,7.2,-70.0,-76.0
238525,-100.0,,7.4,-70.0,-76.0
238530,-100.0,,7.6,-70.0,-76.0
238535,-100.0,,7.8,-70.0,-76.0
238553,-100.0,,8.0,-70.0,-76.0
238554,-100.0,,8.333333333333334,-70.0,-76.0
238556,-100.0,,8.666666666666666,-70.0,-76.0
238569,-100.0,,9.0,-70.0,-76.0
238578,-100.0,,9.5,-70.0,-76.0
238590,-100.0,,10.0,-70.0,-76.0
238600,-100.0,,11.0,-70.0,-76.0
238623,-100.0,,12.0,-70.0,-76.0
238627,-100.0,,13.5,-70.0,-76.0
238656,-100.0,,15.0,-70.0,-76.0
238670,-100.0,,15.5,-70.0,-76.0
238678,-100.0,,16.0,-70.0,-76.0
238683,-100.0,,16.333333333333332,-70.0,-76.0
238686,-100.0,,16.666666666666668,-70.0,-76.0
238687,-100.0,,17.0,-70.0,-76.0
238696,-100.0,,17.2,-70.0,-76.0
238706,-100.0,,17.4,-70.0,-76.0
238710,-100.0,,17.6,-70.0,-76.0
238713,-100.0,,17.8,-70.0,-76.0
238715,-100.0,,18.0,-70.0,-76.0
238731,-100.0,,18.5,-70.0,-76.0
238733,-100.0,,19.0,-70.0,-76.0
238735,-100.0,,19.333333333333332,-70.0,-76.0
238740,-100.0,,19.666666666666668,-70.0,-76.0
238754,-100.0,,20.0,-70.0,-76.0
238756,-100.0,,20.25,-70.0,-76.0
238761,-100.0,,20.5,-70.0,-76.0
238767,-100.0,,20.75,-70.0,-76.0
238769,-100.0,,21.0,-70.0,-76.0
238774,-100.0,,21.333333333333332,-70.0,-76.0
238781,-100.0,,21.666666666666668,-70.0,-76.0
238795,-100.0,,22.0,-70.0,-76.0
238804,-100.0,,23.0,-70.0,-76.0
238807,-100.0,,23.0,-70.0,-76.0
238819,-100.0,,23.0,-70.0,-76.0
238834,-100.0,,23.0,-70.0,-76.0
238846,-100.0,,23.0,-70.0,-76.0
238856,-100.0,,24.0,-70.0,-76.0
238867,-100.0,,24.5,-70.0,-76.0
238876,-100.0,,25.0,-70.0,-76.0
238887,-100.0,,25.5,-70.0,-76.0
238890,-100.0,,26.0,-70.0,-76.0
238904,-100.0,,26.5,-70.0,-76.0
238907,-100.0,,27.0,-70.0,-76.0
238910,-100.0,,27.5,-70.0,-76.0
238915,-100.0,,28.0,-70.0,-76.0
238933,-100.0,,30.0,-70.0,-76.0
238938,-100.0,,30.0,-70.0,-76.0
238953,-100.0,,30.0,-70.0,-76.0
238955,-100.0,,30.0,-70.0,-76.0
238957,-100.0,,30.5,-70.0,-76.0
238961,-100.0,,31.0,-70.0,-76.0
238963,-100.0,,31.5,-70.0,-76.0
238967,-100.0,,32.0,-70.0,-76.0
238977,-100.0,,32.333333333333336,-70.0,-76.0
238983,-100.0,,32.666666666666664,-70.0,-76.0
238984,-100.0,,33.0,-70.0,-76.0
239001,-100.0,,33.0,-70.0,-76.0
239003,-100.0,,33.0,-70.0,-76.0
239020,-100.0,,35.0,-70.0,-76.0
239021,-100.0,,35.333333333333336,-70.0,-76.0
239036,-100.0,,35.666666666666664,-70.0,-76.0
239041,-100.0,,36.0,-70.0,-76.0
239055,-100.0,,37.0,-70.0,-76.0
239073,-100.0,,38.0,-70.0,-76.0
239079,-100.0,,38.5,-70.0,-76.0
239089,-100.0,,39.0,-70.0,-76.0
239094,-100.0,,40.0,-70.0,-76.0
239109,-100.0,,41.0,-70.0,-76.0
239133,-100.0,,42.0,-70.0,-76.0
239137,-100.0,,42.5,-70.0,-76.0
239152,-100.0,,43.0,-70.0,-76.0
239166,-100.0,,44.0,-70.0,-76.0
239177,-100.0,,44.5,-70.0,-76.0
239183,-100.0,,45.0,-70.0,-76.0
239194,-100.0,,45.5,-70.0,-76.0
239215,-100.0,,46.0,-70.0,-76.0
239220,-100.0,,46.5,-70.0,-76.0
239226,-100.0,,47.0,-70.0,-76.0
239229,-100.0,,47.5,-70.0,-76.0
239239,-100.0,,48.0,-70.0,-76.0
239244,-100.0,,48.0,-70.0,-76.0
239266,-100.0,,48.0,-70.0,-76.0
239272,-100.0,,49.0,-70.0,-76.0
239297,-100.0,,50.0,-70.0,-76.0
239303,-100.0,,50.5,-70.0,-76.0
239308,-100.0,,51.0,-70.0,-76.0
239334,-100.0,,51.5,-70.0,-76.0
239346,-100.0,,52.0,-70.0,-76.0
239351,-100.0,,52.5,-70.0,-76.0
239356,-100.0,,53.0,-70.0,-76.0
239365,-100.0,,53.0,-70.0,-76.0
239377,-100.0,,53.0,-70.0,-76.0
239380,-100.0,,53.0,-70.0,-76.0
239386,-100.0,,54.0,-70.0,-76.0
239395,-100.0,,54.5,-70.0,-76.0
239401,-100.0,,55.0,-70.0,-76.0
239419,-100.0,,56.0,-70.0,-76.0
239423,-100.0,,56.333333333333336,-70.0,-76.0
239433,-100.0,,56.666666666666664,-70.0,-76.0
239435,-100.0,,57.0,-70.0,-76.0
239446,-100.0,,57.5,-70.0,-76.0
239453,-100.0,,58.0,-70.0,-76.0
239466,-100.0,,58.5,-70.0,-76.0
239471,-100.0,,59.0,-70.0,-76.0
239488,-100.0,,60.0,-70.0,-76.0
239491,-100.0,,60.333333333333336,-70.0,-76.0
239498,-100.0,,60.666666666666664,-70.0,-76.0
239507,-100.0,,61.0,-70.0,-76.0
239512,-100.0,,61.5,-70.0,-76.0
239524,-100.0,,62.0,-70.0,-76.0
239538,-100.0,,62.5,-70.0,-76.0
239541,-100.0,,63.0,-70.0,-76.0
239548,-100.0,,65.0,-70.0,-76.0
239555,-100.0,,65.33333333333333,-70.0,-76.0
239564,-100.0,,65.66666666666667,-70.0,-76.0
239565,-100.0,,66.0,-70.0,-76.0
239580,-100.0,,66.5,-70.0,-76.0
239583,-100.0,,67.0,-70.0,-76.0
239602,-100.0,,68.0,-70.0,-76.0
239607,-100.0,,68.5,-70.0,-76.0
239619,-100.0,,69.0,-70.0,-76.0
239621,-100.0,,69.5,-70.0,-76.0
239634,-100.0,,70.0,-70.0,-76.0
239652,-100.0,,71.0,-70.0,-76.0
239656,-100.0,,71.5,-70.0,-76.0
239671,-100.0,,72.0,-70.0,-76.0
239674,-100.0,,72.5,-70.0,-76.0
239688,-100.0,,73.0,-70.0,-76.0
239706,-100.0,,75.0,-70.0,-76.0
239711,-100.0,,75.33333333333333,-70.0,-76.0
239717,-100.0,,75.66666666666667,-70.0,-76.0
239722,-100.0,,76.0,-70.0,-76.0
239728,-100.0,,76.33333333333333,-70.0,-76.0
239738,-100.0,,76.66666666666667,-70.0,-76.0
239739,-100.0,,77.0,-70.0,-76.0
239756,-100.0,,77.0,-70.0,-76.0
239763,-100.0,,77.0,-70.0,-76.0
239764,-100.0,,77.0,-70.0,-76.0
239765,-100.0,,78.0,-70.0,-76.0
239782,-100.0,,79.0,-70.0,-76.0
239799,-100.0,,80.0,-70.0,-76.0
239805,-100.0,,80.5,-70.0,-76.0
239817,-100.0,,81.0,-70.0,-76.0
239823,-100.0,,81.5,-70.0,-76.0
239834,-100.0,,82.0,-70.0,-76.0
239836,-100.0,,82.66666666666667,-70.0,-76.0
239850,-100.0,,83.33333333333333,-70.0,-76.0
239852,-100.0,,84.0,-70.0,-76.0
239868,-100.0,,84.5,-70.0,-76.0
239870,-100.0,,85.0,-70.0,-76.0
239887,-100.0,,86.0,-70.0,-76.0
239892,-100.0,,86.5,-70.0,-76.0
239904,-100.0,,87.0,-70.0,-76.0
239909,-100.0,,87.5,-70.0,-76.0
239924,-100.0,,88.0,-70.0,-76.0
239933,-100.0,,88.5,-70.0,-76.0
239939,-100.0,,89.0,-70.0,-76.0
239957,-100.0,,90.0,-70.0,-76.0
239964,-100.0,,91.0,-70.0,-76.0
239971,-100.0,,91.33333333333333,-70.0,-76.0
239978,-100.0,,91.66666666666667,-70.0,-76.0
239982,-100.0,,92.0,-70.0,-76.0
239991,-100.0,,93.0,-70.0,-76.0
239999,-100.0,,94.0,-70.0,-76.0
240003,-100.0,,94.5,-70.0,-76.0
240017,-100.0,,95.0,-70.0,-76.0
240034,-100.0,,96.0,-70.0,-76.0
240037,-100.0,,96.5,-70.0,-76.0
240051,-100.0,,97.0,-70.0,-76.0
240063,-100.0,,97.5,-70.0,-76.0
240069,-100.0,,98.0,-70.0,-76.0
240080,-100.0,,98.5,-70.0,-76.0
240086,-100.0,,99.0,-70.0,-76.0
240089,-100.0,,99.5,-70.0,-76.0
240104,-100.0,,100.0,-70.0,-76.0
240106,-100.0,,100.0,-70.0,-76.0
240134,-100.0,,100.0,-70.0,-76.0
240179,-100.0,,100.0,-70.0,-76.0
240205,-100.0,,100.0,-70.0,-76.0
240236,-100.0,,100.0,-70.0,-76.0
240262,-100.0,,100.0,-70.0,-76.0
240292,-100.0,,100.0,-70.0,-76.0
240302,-100.0,,100.0,-70.0,-76.0
240315,-100.0,,100.0,-70.0,-76.0
240336,-100.0,,100.0,-70.0,-76.0
240372,-100.0,,100.0,-70.0,-76.0
240404,-100.0,,100.0,-70.0,-76.0
240445,-100.0,,100.0,-70.0,-76.0
240461,-100.0,,100.0,-70.0,-76.0
240495,-100.0,,100.0,-70.0,-76.0
240532,-100.0,,100.0,-70.0,-76.0
240551,-100.0,,100.0,-70.0,-76.0
240562,-100.0,,100.0,-70.0,-76.0
240581,-100.0,,100.0,-70.0,-76.0
240604,-100.0,,100.0,-70.0,-76.0
