,AM2RT8BYNQFDR,A3TDR6MXS6UO5,A1CF1W8CP0DHB,A1CRR9EZ64R0P
222410,20.0,100.0,100.0,-99.0
222419,20.0,100.0,100.0,-99.0
222430,20.0,100.0,100.0,-99.0
222442,21.0,100.0,100.0,-99.0
222458,21.0,100.0,100.0,-99.0
222459,21.0,100.0,100.0,-99.0
222467,22.0,100.0,100.0,-99.0
222468,22.0,100.0,100.0,-99.0
222490,22.0,100.0,100.0,-99.0
222501,22.5,100.0,100.0,-99.0
222502,23.0,100.0,100.0,-99.0
222522,23.0,100.0,100.0,-99.0
222532,23.5,100.0,100.0,-99.0
222534,24.0,100.0,100.0,-99.0
222563,24.0,100.0,100.0,-99.0
222571,24.0,100.0,100.0,-99.0
222575,24.0,100.0,100.0,-99.0
222581,24.5,100.0,100.0,-99.0
222587,25.0,100.0,100.0,-99.0
222591,25.0,100.0,100.0,-99.0
222599,25.0,100.0,100.0,-99.0
222607,25.0,100.0,100.0,-99.0
222613,25.5,100.0,100.0,-99.0
222619,26.0,100.0,100.0,-99.0
222637,26.0,100.0,100.0,-99.0
222638,26.0,100.0,100.0,-99.0
222645,26.5,100.0,100.0,-99.0
222651,27.0,100.0,100.0,-99.0
222667,27.0,100.0,100.0,-99.0
222679,27.0,100.0,100.0,-99.0
222686,27.0,100.0,100.0,-99.0
222696,27.0,100.0,100.0,-99.0
222720,27.0,100.0,100.0,-99.0
222731,27.0,100.0,100.0,-99.0
222760,27.0,100.0,100.0,-99.0
222768,27.0,100.0,100.0,-99.0
222795,27.0,100.0,100.0,-99.0
222809,27.0,100.0,100.0,-99.0
222831,27.0,100.0,100.0,-99.0
222846,27.0,100.0,100.0,-99.0
222867,27.0,100.0,100.0,-99.0
222878,27.0,100.0,100.0,-99.0
222886,27.0,100.0,100.0,-99.0
222897,27.0,100.0,100.0,-99.0
222907,27.0,100.0,100.0,-99.0
222917,27.0,100.0,100.0,-99.0
222940,27.0,100.0,100.0,-99.0
222948,27.0,100.0,100.0,-99.0
222971,27.0,100.0,100.0,-99.0
222984,27.0,100.0,100.0,-99.0
222995,27.0,100.0,100.0,-99.0
223007,27.0,100.0,100.0,-99.0
223034,27.0,100.0,100.0,-99.0
223049,27.0,100.0,100.0,-99.0
223076,27.0,100.0,100.0,-99.0
223089,27.0,100.0,100.0,-99.0
223118,27.0,100.0,100.0,-99.0
223132,27.0,100.0,100.0,-99.0
223174,27.0,100.0,100.0,-99.0
223192,27.0,100.0,100.0,-99.0
223223,27.0,100.0,100.0,-99.0
223226,27.0,100.0,100.0,-99.0
223258,27.0,100.0,100.0,-99.0
223268,27.0,100.0,100.0,-99.0
223290,27.0,100.0,100.0,-99.0
223301,27.0,100.0,100.0,-99.0
223325,27.0,100.0,100.0,-99.0
223334,27.0,100.0,100.0,-99.0
223361,27.0,100.0,100.0,-99.0
223372,27.0,100.0,100.0,-99.0
223398,27.0,100.0,100.0,-99.0
223408,27.0,100.0,100.0,-99.0
223420,27.0,100.0,100.0,-99.0
223431,27.0,100.0,100.0,-99.0
223457,27.0,100.0,100.0,-99.0
223473,27.0,100.0,100.0,-99.0
223500,27.0,100.0,100.0,-99.0
223512,27.0,100.0,100.0,-99.0
223521,27.0,100.0,100.0,-99.0
223532,27.0,100.0,100.0,-99.0
223561,27.0,100.0,100.0,-99.0
223574,27.0,100.0,100.0,-99.0
223598,27.0,100.0,100.0,-99.0
223607,27.0,100.0,100.0,-99.0
223630,27.0,100.0,100.0,-99.0
223642,27.0,100.0,100.0,-99.0
223660,27.0,100.0,100.0,-99.0
223671,27.0,100.0,100.0,-99.0
223694,27.0,100.0,100.0,-99.0
223702,27.0,100.0,100.0,-99.0
223730,27.0,100.0,100.0,-99.0
223739,27.0,100.0,100.0,-99.0
223766,27.0,100.0,100.0,-99.0
223777,27.0,100.0,100.0,-99.0
223801,27.0,100.0,100.0,-99.0
223812,27.0,100.0,100.0,-99.0
223822,27.0,100.0,100.0,-99.0
223834,27.0,100.0,100.0,-99.0
223847,27.0,100.0,100.0,-99.0
223857,27.0,100.0,100.0,-99.0
223886,27.0,100.0,100.0,-99.0
223896,27.0,100.0,100.0,-99.0
223920,27.0,100.0,100.0,-99.0
223930,27.0,100.0,100.0,-99.0
223958,27.0,100.0,100.0,-99.0
223969,27.0,100.0,100.0,-99.0
223996,27.0,100.0,100.0,-99.0
224010,27.0,100.0,100.0,-99.0
224022,27.0,100.0,100.0,-99.0
224038,27.0,100.0,100.0,-99.0
224095,27.0,100.0,100.0,-99.0
224105,27.0,100.0,100.0,-99.0
224136,27.0,100.0,100.0,-99.0
224146,27.0,100.0,100.0,-99.0
224171,27.0,100.0,100.0,-99.0
224182,27.0,100.0,100.0,-99.0
224188,27.0,100.0,100.0,-99.0
224197,27.0,100.0,100.0,-99.0
224220,27.0,100.0,100.0,-99.0
224232,27.0,100.0,100.0,-99.0
224262,27.0,100.0,100.0,-99.0
224271,27.0,100.0,100.0,-99.0
224281,27.0,100.0,100.0,-99.0
224294,27.0,100.0,100.0,-99.0
224317,27.0,100.0,100.0,-99.0
224332,27.0,100.0,100.0,-99.0
224356,27.0,100.0,100.0,-99.0
224366,27.0,100.0,100.0,-99.0
224398,27.0,100.0,100.0,-99.0
224406,27.0,100.0,100.0,-99.0
224432,27.0,100.0,100.0,-99.0
224442,27.0,100.0,100.0,-99.0
224465,27.0,100.0,100.0,-99.0
224478,27.0,100.0,100.0,-99.0
224487,27.0,100.0,100.0,-99.0
224496,27.0,100.0,100.0,-99.0
224509,27.0,100.0,100.0,-99.0
224519,27.0,100.0,100.0,-99.0
224542,27.0,100.0,100.0,-99.0
224552,27.0,100.0,100.0,-99.0
224582,27.0,100.0,100.0,-99.0
224590,27.0,100.0,100.0,-99.0
224614,27.0,100.0,100.0,-99.0
224626,27.0,100.0,100.0,-99.0
224648,27.0,100.0,100.0,-99.0
224659,27.0,100.0,100.0,-99.0
224681,27.0,100.0,100.0,-99.0
224691,27.0,100.0,100.0,-99.0
224704,27.0,100.0,100.0,-99.0
224712,27.0,100.0,100.0,-99.0
224736,27.0,100.0,100.0,-99.0
224746,27.0,100.0,100.0,-99.0
224769,27.0,100.0,100.0,-99.0
224778,27.0,100.0,100.0,-99.0
224803,27.0,100.0,100.0,-99.0
224813,27.0,100.0,100.0,-99.0
224840,27.0,100.0,100.0,-99.0
224852,27.0,100.0,100.0,-99.0
224859,27.0,100.0,100.0,-99.0
224872,27.0,100.0,100.0,-99.0
224897,27.0,100.0,100.0,-99.0
224907,27.0,100.0,100.0,-99.0
224927,27.0,100.0,100.0,-99.0
224930,27.0,100.0,100.0,-99.0
224953,27.0,100.0,100.0,-99.0
224963,27.0,100.0,100.0,-99.0
224986,27.0,100.0,100.0,-99.0
224996,27.0,100.0,100.0,-99.0
225018,27.0,100.0,100.0,-99.0
225031,27.0,100.0,100.0,-99.0
225055,27.0,100.0,100.0,-99.0
225065,27.0,100.0,100.0,-99.0
225092,27.0,100.0,100.0,-99.0
225101,27.0,100.0,100.0,-99.0
225126,27.0,100.0,100.0,-99.0
225128,27.0,100.0,100.0,-99.0
225155,27.0,100.0,100.0,-99.0
225165,27.0,100.0,100.0,-99.0
225195,27.0,100.0,100.0,-99.0
225207,27.0,100.0,100.0,-99.0
225237,27.0,100.0,100.0,-99.0
225247,27.0,100.0,100.0,-99.0
229589,27.0,100.0,100.0,-99.0
229608,28.0,100.0,100.0,-99.0
229640,29.0,100.0,100.0,-99.0
229669,31.0,100.0,100.0,-99.0
229724,34.0,100.0,100.0,-99.0
229774,36.0,100.0,100.0,-99.0
229777,36.5,100.0,100.0,-99.0
229790,37.0,100.0,100.0,-98.5
229795,38.0,100.0,100.0,-98.0
229819,39.0,100.0,100.0,-97.0
229824,40.0,100.0,100.0,-96.5
229837,40.5,100.0,100.0,-96.0
229840,41.0,100.0,100.0,-95.5
229853,41.5,100.0,100.0,-95.0
229856,42.0,100.0,100.0,-94.5
229871,42.5,100.0,100.0,-94.0
229873,43.0,100.0,100.0,-93.0
229889,43.5,100.0,100.0,-92.0
229890,44.0,100.0,100.0,-91.5
229907,45.0,100.0,100.0,-91.0
229926,45.0,100.0,100.0,-90.0
229941,45.0,100.0,100.0,-89.0
229959,45.0,100.0,100.0,-88.0
230030,45.0,100.0,100.0,-88.0
230045,45.0,100.0,100.0,-89.0
230053,45.0,100.0,100.0,-90.0
230078,45.0,100.0,100.0,-90.0
230088,45.0,100.0,100.0,-91.0
230140,45.0,100.0,100.0,-92.0
230158,45.0,100.0,100.0,-93.0
230177,45.0,100.0,100.0,-94.0
230178,45.0,100.0,100.0,
230222,45.0,100.0,100.0,
230240,46.0,100.0,100.0,
230273,48.0,100.0,100.0,
230289,49.0,100.0,100.0,
230307,50.0,100.0,100.0,
230323,51.0,100.0,100.0,
230340,53.0,100.0,100.0,
230355,54.0,100.0,100.0,
230372,55.0,100.0,100.0,
230389,56.0,100.0,100.0,
230407,57.0,100.0,100.0,
230423,58.0,100.0,100.0,
230855,58.0,100.0,100.0,
230873,58.0,100.0,100.0,
230888,58.0,100.0,100.0,
230905,58.0,100.0,100.0,
230921,58.0,100.0,100.0,
230938,58.0,100.0,100.0,
230955,58.0,100.0,100.0,
231421,58.0,100.0,100.0,
231439,58.0,100.0,100.0,
231455,58.0,100.0,100.0,
231471,58.0,100.0,100.0,
231488,58.0,100.0,100.0,
235504,58.0,100.0,100.0,
235505,58.0,100.0,100.0,-100.0
235524,58.0,100.0,100.0,-99.0
235550,58.0,100.0,100.0,-97.0
235579,58.0,100.0,100.0,-95.0
235598,58.0,100.0,100.0,-94.0
235614,58.0,100.0,100.0,-93.0
235633,58.0,100.0,100.0,-92.0
235651,58.0,100.0,100.0,-91.0
235762,58.0,100.0,100.0,-91.0
235779,58.0,100.0,100.0,-90.0
235814,58.0,100.0,100.0,-88.0
235832,58.0,100.0,100.0,-87.0
235850,58.0,100.0,100.0,-86.0
236154,58.0,100.0,100.0,-86.0
236163,58.0,100.0,100.0,-87.0
236179,58.0,100.0,100.0,-87.0
236197,58.0,100.0,100.0,-89.0
236212,58.0,100.0,100.0,-90.0
236229,58.0,100.0,100.0,-91.0
236247,58.0,100.0,100.0,-92.0
236265,58.0,100.0,100.0,-93.0
236282,58.0,100.0,100.0,-94.0
236498,58.0,100.0,100.0,-94.0
236518,58.0,100.0,100.0,-93.0
236536,58.0,100.0,100.0,-92.0
236553,58.0,100.0,100.0,-91.0
236578,58.0,100.0,100.0,-90.0
236594,58.0,100.0,100.0,-88.0
236611,58.0,100.0,100.0,-87.0
236628,58.0,100.0,100.0,-86.0
236649,58.0,100.0,100.0,-85.0
236664,58.0,100.0,100.0,-84.0
236682,58.0,100.0,100.0,-83.0
236786,58.0,100.0,100.0,-83.0
236804,58.0,100.0,100.0,-82.0
236828,58.0,100.0,100.0,-80.0
236846,58.0,100.0,100.0,-79.0
236863,58.0,100.0,100.0,-78.0
236880,58.0,100.0,100.0,-77.0
236898,58.0,100.0,100.0,-75.0
236915,58.0,100.0,100.0,-74.0
236935,58.0,100.0,100.0,-73.0
236951,58.0,100.0,100.0,-72.0
236967,58.0,100.0,100.0,-71.0
236985,58.0,100.0,100.0,-70.0
237003,58.0,100.0,100.0,-69.0
237010,58.0,100.0,100.0,-68.0
237028,58.0,100.0,100.0,-66.0
237044,58.0,100.0,100.0,-65.0
237065,58.0,100.0,100.0,-64.0
237080,58.0,100.0,100.0,-63.0
237097,58.0,100.0,100.0,-62.0
237115,58.0,100.0,100.0,-61.0
237133,58.0,100.0,100.0,-60.0
237186,58.0,100.0,100.0,-59.0
237204,58.0,100.0,100.0,-58.0
237251,58.0,100.0,100.0,-55.0
237280,58.0,100.0,100.0,-53.0
237297,58.0,100.0,100.0,-52.0
237314,58.0,100.0,100.0,-51.0
237334,58.0,100.0,100.0,-50.0
237351,58.0,100.0,100.0,-49.0
237370,58.0,100.0,100.0,-48.0
237385,58.0,100.0,100.0,-48.0
237405,58.0,100.0,100.0,-46.0
237421,58.0,100.0,100.0,-46.0
237437,58.0,100.0,100.0,-45.0
237445,58.0,100.0,100.0,-44.0
237462,58.0,100.0,100.0,-43.0
237486,58.0,100.0,100.0,-41.0
237511,58.0,100.0,100.0,-41.0
237529,58.0,100.0,100.0,-40.0
237550,58.0,100.0,100.0,-40.0
237568,58.0,100.0,100.0,-39.0
237586,58.0,100.0,100.0,-39.0
237626,58.0,100.0,100.0,-38.0
237649,58.0,100.0,100.0,-38.0
237661,58.0,100.0,100.0,-37.0
237668,58.0,100.0,100.0,-37.0
237679,58.0,100.0,100.0,-36.0
237698,58.0,100.0,100.0,-35.0
237713,58.0,100.0,100.0,-34.0
237733,58.0,100.0,100.0,-33.0
237752,58.0,100.0,100.0,-33.0
237766,58.0,100.0,100.0,-32.0
237785,58.0,100.0,100.0,-31.0
237800,58.0,100.0,100.0,-30.0
237818,58.0,100.0,100.0,-29.0
237838,58.0,100.0,100.0,-28.0
237855,58.0,100.0,100.0,-27.0
237862,58.0,100.0,100.0,-26.0
237878,58.0,100.0,100.0,-25.0
237895,58.0,100.0,100.0,-24.0
237913,58.0,100.0,100.0,-24.0
237930,58.0,100.0,100.0,-22.0
237951,58.0,100.0,100.0,-22.0
237967,58.0,100.0,100.0,-21.0
237982,58.0,100.0,100.0,-20.0
238001,58.0,100.0,100.0,-19.0
238018,58.0,100.0,100.0,-18.0
238036,58.0,100.0,100.0,-17.0
238053,58.0,100.0,100.0,-16.0
238071,58.0,100.0,100.0,-15.0
238089,58.0,100.0,100.0,-15.0
238094,58.0,100.0,100.0,-13.0
238113,58.0,100.0,100.0,-12.0
238130,58.0,100.0,100.0,-11.0
238149,58.0,100.0,100.0,-10.0
238166,58.0,100.0,100.0,-10.0
238183,58.0,100.0,100.0,-9.0
238201,58.0,100.0,100.0,-9.0
238219,58.0,100.0,100.0,-8.0
238235,58.0,100.0,100.0,-6.0
238254,58.0,100.0,100.0,-5.0
238271,58.0,100.0,100.0,-4.0
238288,58.0,100.0,100.0,-3.0
238295,58.0,100.0,100.0,-2.0
238324,58.0,100.0,100.0,-2.0
238348,58.0,100.0,100.0,-1.0
238366,58.0,100.0,100.0,-1.0
238381,58.0,100.0,100.0,0.0
238400,58.0,100.0,100.0,1.0
238418,58.0,100.0,100.0,2.0
238434,58.0,100.0,100.0,3.0
238452,58.0,100.0,100.0,4.0
238468,58.0,100.0,100.0,5.0
238486,58.0,100.0,100.0,6.0
238505,58.0,100.0,100.0,7.0
238515,58.0,100.0,100.0,8.0
238531,58.0,100.0,100.0,10.0
238545,58.0,100.0,100.0,11.0
238564,58.0,100.0,100.0,12.0
238581,58.0,100.0,100.0,13.0
238602,58.0,100.0,100.0,14.0
239067,58.0,100.0,100.0,14.0
239087,58.0,100.0,100.0,13.0
239107,58.0,100.0,100.0,12.0
239125,58.0,100.0,100.0,11.0
239143,58.0,100.0,100.0,10.0
239149,58.0,100.0,100.0,9.0
239165,58.0,100.0,100.0,8.0
239183,58.0,100.0,100.0,7.0
239201,58.0,100.0,100.0,6.0
239216,58.0,100.0,100.0,5.0
239234,58.0,100.0,100.0,5.0
239252,58.0,100.0,100.0,4.0
239273,58.0,100.0,100.0,3.0
239291,58.0,100.0,100.0,2.0
239305,58.0,100.0,100.0,2.0
239324,58.0,100.0,100.0,0.0
239346,58.0,100.0,100.0,-1.0
239361,58.0,100.0,100.0,-2.0
239366,58.0,100.0,100.0,-3.0
239384,58.0,100.0,100.0,-4.0
239402,58.0,100.0,100.0,-5.0
239416,58.0,100.0,100.0,-5.0
239433,58.0,100.0,100.0,-6.0
239453,58.0,100.0,100.0,-8.0
239469,58.0,100.0,100.0,-9.0
239486,58.0,100.0,100.0,-10.0
239504,58.0,100.0,100.0,-10.0
239522,58.0,100.0,100.0,-12.0
239542,58.0,100.0,100.0,-13.0
239558,58.0,100.0,100.0,-14.0
239564,58.0,100.0,100.0,-15.0
239580,58.0,100.0,100.0,-15.5
239582,58.0,100.0,100.0,-16.0
239598,58.0,100.0,100.0,-17.0
239614,58.0,100.0,100.0,-18.0
239615,58.0,100.0,100.0,-19.0
239630,58.0,100.0,100.0,-19.5
239631,58.0,100.0,100.0,-20.0
239647,58.0,100.0,100.0,-20.5
239651,58.0,100.0,100.0,-21.0
239663,58.0,100.0,100.0,-21.333333333333332
239680,58.0,100.0,100.0,-21.666666666666668
239683,58.0,100.0,100.0,-22.0
239696,58.0,100.0,100.0,-22.5
239700,58.0,100.0,100.0,-23.0
239713,58.0,100.0,100.0,-23.5
239719,58.0,100.0,100.0,-24.0
239729,58.0,100.0,100.0,-24.5
239735,58.0,100.0,100.0,-25.0
239747,58.0,100.0,100.0,-25.5
239753,58.0,100.0,100.0,-26.0
239763,58.0,100.0,100.0,-26.5
239770,58.0,100.0,100.0,-27.0
239780,58.0,100.0,100.0,-27.5
239786,58.0,100.0,100.0,-28.0
239794,58.0,100.0,100.0,-30.0
239796,58.0,100.0,100.0,-30.5
239812,58.0,100.0,100.0,-31.0
239813,58.0,100.0,100.0,-31.5
239828,58.0,100.0,100.0,-32.0
239830,58.0,100.0,100.0,-32.333333333333336
239847,58.0,100.0,100.0,-32.666666666666664
239849,58.0,100.0,100.0,-33.0
239863,58.0,100.0,100.0,-33.0
239873,58.0,100.0,100.0,-33.0
239879,58.0,100.0,100.0,-33.5
239884,58.0,100.0,100.0,-34.0
239896,58.0,100.0,100.0,-34.0
239902,58.0,100.0,100.0,-34.0
239913,58.0,100.0,100.0,-34.5
239918,58.0,100.0,100.0,-35.0
239930,58.0,100.0,100.0,-35.5
239933,58.0,100.0,100.0,-36.0
239952,58.0,100.0,100.0,-38.0
239970,58.0,100.0,100.0,-39.0
239987,58.0,100.0,100.0,-40.0
239994,58.0,100.0,100.0,-41.0
240011,58.0,100.0,100.0,-42.0
240030,58.0,100.0,100.0,-43.0
240047,58.0,100.0,100.0,-44.0
240064,58.0,100.0,100.0,-45.0
240082,58.0,100.0,100.0,-47.0
240099,58.0,100.0,100.0,-48.0
240116,58.0,100.0,100.0,-49.0
240137,58.0,100.0,100.0,-49.0
240152,58.0,100.0,100.0,-50.0
240171,58.0,100.0,100.0,-51.0
240186,58.0,100.0,100.0,-52.0
240204,58.0,100.0,100.0,-53.0
240222,58.0,100.0,100.0,-54.0
240235,58.0,100.0,100.0,-54.0
240246,58.0,100.0,100.0,-55.0
240266,58.0,100.0,100.0,-56.0
240280,58.0,100.0,100.0,-57.0
240297,58.0,100.0,100.0,-58.0
240315,58.0,100.0,100.0,-59.0
240332,58.0,100.0,100.0,-60.0
240350,58.0,100.0,100.0,-61.0
240368,58.0,100.0,100.0,-62.0
240386,58.0,100.0,100.0,-64.0
240402,58.0,100.0,100.0,-65.0
240419,58.0,100.0,100.0,-66.0
240430,58.0,100.0,100.0,-67.0
240447,58.0,100.0,100.0,-67.0
240464,58.0,100.0,100.0,-68.0
240479,58.0,100.0,100.0,-69.0
240496,58.0,100.0,100.0,-70.0
240516,58.0,100.0,100.0,-71.0
240533,58.0,100.0,100.0,-72.0
240551,58.0,100.0,100.0,-74.0
240568,58.0,100.0,100.0,-75.0
240584,58.0,100.0,100.0,-76.0
240601,58.0,100.0,100.0,-77.0
240619,58.0,100.0,100.0,-78.0
240639,58.0,100.0,100.0,-79.0
240644,58.0,100.0,100.0,-80.0
240664,58.0,100.0,100.0,-81.0
240683,58.0,100.0,100.0,-81.0
240701,58.0,100.0,100.0,-82.0
240723,58.0,100.0,100.0,-82.0
240737,58.0,100.0,100.0,-83.0
240751,58.0,100.0,100.0,-84.0
240765,58.0,100.0,100.0,-85.0
240783,58.0,100.0,100.0,-86.0
240796,58.0,100.0,100.0,-87.0
242967,58.0,100.0,100.0,-87.0
243004,60.0,100.0,100.0,-87.0
243035,62.0,100.0,100.0,-87.0
243051,63.0,100.0,100.0,-87.0
243069,64.0,100.0,100.0,-87.0
243085,65.0,100.0,100.0,-87.0
243101,66.0,100.0,100.0,-87.0
243118,67.0,100.0,100.0,-87.0
243135,68.0,100.0,100.0,-87.0
243152,69.0,100.0,100.0,-87.0
243168,70.0,100.0,100.0,-87.0
243184,72.0,100.0,100.0,-87.0
243202,73.0,100.0,100.0,-87.0
243218,74.0,100.0,100.0,-87.0
243236,75.0,100.0,100.0,-87.0
243252,76.0,100.0,100.0,-87.0
243285,77.0,100.0,100.0,-87.0
243301,78.0,100.0,100.0,-87.0
243318,79.0,100.0,100.0,-87.0
243335,81.0,100.0,100.0,-87.0
243351,82.0,100.0,100.0,-87.0
243368,83.0,100.0,100.0,-87.0
243385,84.0,100.0,100.0,-87.0
243402,85.0,100.0,100.0,-87.0
243418,86.0,100.0,100.0,-87.0
243439,87.0,100.0,100.0,-87.0
243843,87.0,100.0,100.0,-87.0
243860,87.0,100.0,100.0,-87.0
243876,87.0,100.0,100.0,-87.0
243893,87.0,100.0,100.0,-87.0
243910,87.0,100.0,100.0,-87.0
243926,87.0,100.0,100.0,-87.0
243943,87.0,100.0,100.0,-87.0
243959,87.0,100.0,100.0,-87.0
243976,87.0,100.0,100.0,-87.0
243992,87.0,100.0,100.0,-87.0
244009,87.0,100.0,100.0,-87.0
244025,87.0,100.0,100.0,-87.0
244908,87.0,100.0,100.0,-87.0
244926,87.0,100.0,100.0,-87.0
244941,87.0,100.0,100.0,-87.0
244958,87.0,100.0,100.0,-87.0
244974,87.0,100.0,100.0,-87.0
244991,87.0,100.0,100.0,-87.0
245008,87.0,100.0,100.0,-87.0
245025,87.0,100.0,100.0,-87.0
245042,87.0,100.0,100.0,-87.0
246371,87.0,100.0,100.0,-87.0
246389,86.0,100.0,100.0,-87.0
246438,84.0,100.0,100.0,-87.0
246456,83.0,100.0,100.0,-87.0
246472,82.0,100.0,100.0,-87.0
246474,81.5,100.0,100.0,-87.0
246489,81.0,100.0,100.0,-87.0
246490,80.5,100.0,100.0,-87.0
246505,80.0,100.0,100.0,-87.0
246507,79.5,100.0,100.0,-87.0
246522,79.0,100.0,100.0,-87.0
246523,78.33333333333333,100.0,100.0,-87.0
246540,77.66666666666667,100.0,100.0,-87.0
246557,77.0,100.0,100.0,-87.0
246573,76.0,100.0,100.0,-87.0
246588,75.0,100.0,100.0,-87.0
246590,74.5,100.0,100.0,-87.0
246606,74.0,100.0,100.0,-87.0
246622,73.0,100.0,100.0,-87.0
246638,72.0,100.0,100.0,-87.0
246655,71.0,100.0,100.0,-87.0
246673,70.0,100.0,100.0,-87.0
248288,70.0,100.0,100.0,-87.0
248306,70.0,100.0,100.0,-87.0
248322,70.0,100.0,100.0,-87.0
248339,70.0,100.0,100.0,-87.0
248355,70.0,100.0,100.0,-87.0
248371,70.0,100.0,100.0,-87.0
248388,70.0,100.0,100.0,-87.0
248405,70.0,100.0,100.0,-87.0
248421,70.0,100.0,100.0,-87.0
251469,70.0,100.0,100.0,-87.0
251487,70.0,100.0,100.0,-87.0
251502,70.0,100.0,100.0,-87.0
251518,70.0,100.0,100.0,-87.0
251526,70.0,100.0,100.0,-87.0
251535,69.5,100.0,100.0,-87.0
251544,69.0,100.0,100.0,-87.0
251552,68.66666666666667,100.0,100.0,-87.0
251569,68.33333333333333,100.0,100.0,-87.0
251577,68.0,100.0,100.0,-87.0
251594,67.0,100.0,100.0,-87.0
251610,66.0,100.0,100.0,-87.0
251643,64.0,100.0,100.0,-87.0
251660,62.0,100.0,100.0,-87.0
251693,60.0,100.0,100.0,-87.0
251710,59.0,100.0,100.0,-87.0
252118,59.0,100.0,100.0,-87.0
252137,59.0,100.0,100.0,-87.0
252151,59.0,100.0,100.0,-87.0
252168,59.0,100.0,100.0,-87.0
252185,59.0,100.0,100.0,-87.0
252201,59.0,100.0,100.0,-87.0
252218,59.0,100.0,100.0,-87.0
252235,59.0,100.0,100.0,-87.0
252252,59.0,100.0,100.0,-87.0
252268,59.0,100.0,100.0,-87.0
257796,59.0,100.0,100.0,-87.0
257814,59.0,100.0,100.0,-87.0
257831,59.0,100.0,100.0,-87.0
257846,59.0,100.0,100.0,-87.0
257863,59.0,100.0,100.0,-87.0
257879,59.0,100.0,100.0,-87.0
257897,59.0,100.0,100.0,-87.0
257913,59.0,100.0,100.0,-87.0
257929,59.0,100.0,100.0,-87.0
257946,59.0,100.0,100.0,-87.0
257962,59.0,100.0,100.0,-87.0
257979,59.0,100.0,100.0,-87.0
257995,59.0,100.0,100.0,-87.0
258013,59.0,100.0,100.0,-87.0
258029,59.0,100.0,100.0,-87.0
258046,59.0,100.0,100.0,-87.0
258063,59.0,100.0,100.0,-87.0
258079,59.0,100.0,100.0,-87.0
258096,59.0,100.0,100.0,-87.0
258112,59.0,100.0,100.0,-87.0
258129,59.0,100.0,100.0,-87.0
258146,59.0,100.0,100.0,-87.0
258163,59.0,100.0,100.0,-87.0
258180,59.0,100.0,100.0,-87.0
258196,59.0,100.0,100.0,-87.0
258212,59.0,100.0,100.0,-87.0
258230,59.0,100.0,100.0,-87.0
258246,59.0,100.0,100.0,-87.0
258263,59.0,100.0,100.0,-87.0
258279,59.0,100.0,100.0,-87.0
258296,59.0,100.0,100.0,-87.0
258312,59.0,100.0,100.0,-87.0
258329,59.0,100.0,100.0,-87.0
258346,59.0,100.0,100.0,-87.0
258350,59.0,100.0,100.0,-87.0
258362,58.666666666666664,100.0,100.0,-87.0
258378,58.333333333333336,100.0,100.0,-87.0
258387,58.0,100.0,100.0,-87.0
258395,57.8,100.0,100.0,-87.0
258412,57.6,100.0,100.0,-87.0
258429,57.4,100.0,100.0,-87.0
258446,57.2,100.0,100.0,-87.0
258449,57.0,100.0,100.0,-87.0
258462,56.0,100.0,100.0,-87.0
258479,55.0,100.0,100.0,-87.0
258483,54.0,100.0,100.0,-87.0
258495,53.333333333333336,100.0,100.0,-87.0
258513,52.666666666666664,100.0,100.0,-87.0
258516,52.0,100.0,100.0,-87.0
258529,51.5,100.0,100.0,-87.0
258531,51.0,100.0,100.0,-87.0
258546,50.333333333333336,100.0,100.0,-87.0
258563,49.666666666666664,100.0,100.0,-87.0
258566,49.0,100.0,100.0,-87.0
258579,48.5,100.0,100.0,-87.0
258583,48.0,100.0,100.0,-87.0
258595,47.5,100.0,100.0,-87.0
258599,47.0,100.0,100.0,-87.0
258612,47.0,100.0,100.0,-87.0
258629,47.0,100.0,100.0,-87.0
258646,47.0,100.0,100.0,-87.0
258662,47.0,100.0,100.0,-87.0
258678,47.0,100.0,100.0,-87.0
258696,47.0,100.0,100.0,-87.0
258712,47.0,100.0,100.0,-87.0
258728,47.0,100.0,100.0,-87.0
258745,47.0,100.0,100.0,-87.0
258762,47.0,100.0,100.0,-87.0
258779,47.0,100.0,100.0,-87.0
258796,47.0,100.0,100.0,-87.0
258812,47.0,100.0,100.0,-87.0
260784,47.0,100.0,100.0,-87.0
260802,46.0,100.0,100.0,-87.0
260833,45.0,100.0,100.0,-87.0
260851,44.0,100.0,100.0,-87.0
260868,42.0,100.0,100.0,-87.0
260901,40.0,100.0,100.0,-87.0
260934,38.0,100.0,100.0,-87.0
260967,36.0,100.0,100.0,-87.0
260985,35.0,100.0,100.0,-87.0
261018,32.0,100.0,100.0,-87.0
261035,31.0,100.0,100.0,-87.0
261067,29.0,100.0,100.0,-87.0
261084,28.0,100.0,100.0,-87.0
261100,27.0,100.0,100.0,-87.0
261118,26.0,100.0,100.0,-87.0
261135,25.0,100.0,100.0,-87.0
267212,25.0,100.0,100.0,-87.0
267235,25.0,100.0,100.0,-87.0
267274,25.0,100.0,100.0,-87.0
267285,25.0,100.0,100.0,-87.0
267330,25.0,100.0,100.0,-87.0
267348,25.0,100.0,100.0,-87.0
267368,25.0,100.0,100.0,-87.0
267385,25.0,100.0,100.0,-87.0
267433,25.0,100.0,100.0,-87.0
267449,25.0,100.0,100.0,-87.0
267488,25.0,100.0,100.0,-87.0
267501,25.0,100.0,100.0,-87.0
