,A3QFK8SWWMHIW,A3BPENSX5EVJ2,A2XZXWD30F6AN
70648,-100.0,-86.0,-81.0
70657,-100.0,-86.0,-81.0
70666,-100.0,-85.875,-81.0
70674,-100.0,-85.75,-81.0
70683,-100.0,-85.625,-81.0
70684,-100.0,-85.5,-81.0
70698,-100.0,-85.375,-81.0
70700,-100.0,-85.25,-81.0
70702,-100.0,-85.125,-81.0
70709,-100.0,-85.0,-81.0
70717,-100.0,-84.95833333333333,-81.0
70718,-100.0,-84.91666666666667,-81.0
70735,-100.0,-84.875,-81.0
70736,-100.0,-84.83333333333333,-81.0
70744,-100.0,-84.79166666666667,-81.0
70753,-100.0,-84.75,-81.0
70754,-100.0,-84.70833333333333,-81.0
70756,-100.0,-84.66666666666667,-81.0
70771,-100.0,-84.625,-81.0
70773,-100.0,-84.58333333333333,-81.0
70782,-100.0,-84.54166666666667,-81.0
70788,-100.0,-84.5,-81.0
70790,-100.0,-84.45833333333333,-81.0
70795,-100.0,-84.41666666666667,-81.0
70798,-100.0,-84.375,-81.0
70805,-100.0,-84.33333333333333,-81.0
70806,-100.0,-84.29166666666667,-81.0
70812,-100.0,-84.25,-81.0
70813,-100.0,-84.20833333333333,-81.0
70829,-100.0,-84.16666666666667,-81.0
70831,-100.0,-84.125,-81.0
70847,-100.0,-84.08333333333333,-81.0
70849,-100.0,-84.04166666666667,-81.0
70855,-100.0,-84.0,-81.0
70865,-100.0,-84.0,-81.0
70867,-100.0,-84.0,-81.0
70881,-100.0,-84.0,-81.0
70884,-100.0,-84.0,-81.0
70899,-100.0,-84.0,-81.0
70901,-100.0,-84.0,-81.0
70917,-100.0,-84.0,-81.0
70919,-100.0,-84.0,-81.0
70934,-100.0,-84.0,-81.0
70937,-100.0,-84.0,-81.0
70945,-100.0,-84.0,-81.0
70952,-100.0,-84.0,-81.0
70955,-100.0,-84.0,-81.0
70960,-100.0,-84.0,-81.0
70970,-100.0,-83.94444444444444,-81.0
70972,-100.0,-83.88888888888889,-81.0
70986,-100.0,-83.83333333333333,-81.0
70990,-100.0,-83.77777777777777,-81.0
70993,-100.0,-83.72222222222223,-81.0
71005,-100.0,-83.66666666666667,-81.0
71007,-100.0,-83.61111111111111,-81.0
71011,-100.0,-83.55555555555556,-81.0
71013,-100.0,-83.5,-81.0
71022,-100.0,-83.44444444444444,-81.0
71029,-100.0,-83.38888888888889,-81.0
71032,-100.0,-83.33333333333333,-81.0
71046,-100.0,-83.27777777777777,-81.0
71049,-100.0,-83.22222222222223,-81.0
71057,-100.0,-83.16666666666667,-81.0
71065,-100.0,-83.11111111111111,-81.0
71068,-100.0,-83.05555555555556,-81.0
71075,-100.0,-83.0,-81.0
71081,-100.0,-83.0,-81.0
71083,-100.0,-83.0,-81.0
71099,-100.0,-83.0,-81.0
71102,-100.0,-83.0,-81.0
71117,-100.0,-83.0,-81.0
71119,-100.0,-83.0,-81.0
71120,-100.0,-83.0,-81.0
71135,-100.0,-83.0,-81.0
71138,-100.0,-83.0,-81.0
71140,-100.0,-83.0,-81.0
71152,-100.0,-83.0,-81.0
71164,-100.0,-83.0,-81.0
71171,-100.0,-83.0,-81.0
71172,-100.0,-83.0,-81.0
71183,-100.0,-82.85714285714286,-81.0
71186,-100.0,-82.71428571428571,-81.0
71205,-100.0,-82.57142857142857,-81.0
71207,-100.0,-82.42857142857143,-81.0
71222,-100.0,-82.28571428571429,-81.0
71229,-100.0,-82.14285714285714,-81.0
71235,-100.0,-82.0,-81.0
71236,-100.0,-81.9090909090909,-81.0
71247,-100.0,-81.81818181818181,-81.0
71263,-100.0,-81.72727272727273,-81.0
71272,-100.0,-81.63636363636364,-81.0
71280,-100.0,-81.54545454545455,-81.0
71298,-100.0,-81.45454545454545,-81.0
71308,-100.0,-81.36363636363636,-81.0
71316,-100.0,-81.27272727272727,-81.0
71325,-100.0,-81.18181818181819,-81.0
71334,-100.0,-81.0909090909091,-81.0
71341,-100.0,-81.0,-81.0
71349,-100.0,-81.0,-81.0
71351,-100.0,-81.0,-81.0
71364,-100.0,-81.0,-81.0
71368,-100.0,-81.0,-81.0
71373,-100.0,-81.0,-81.0
71385,-100.0,-81.0,-81.0
71395,-100.0,-81.0,-81.0
71403,-100.0,-81.0,-81.0
71411,-100.0,-81.0,-81.0
71422,-100.0,-81.0,-81.0
71427,-100.0,-81.0,-81.0
71445,-100.0,-81.0,-81.0
71462,-100.0,-81.0,-81.0
71467,-100.0,-81.0,-81.0
71480,-100.0,-81.0,-81.0
71486,-100.0,-81.0,-81.0
71498,-100.0,-81.0,-81.0
71503,-100.0,-81.0,-81.0
71516,-100.0,-81.0,-81.0
71521,-100.0,-81.0,-81.0
71533,-100.0,-81.0,-81.0
71538,-100.0,-81.0,-81.0
71550,-100.0,-81.0,-81.0
71556,-100.0,-81.0,-81.0
71558,-100.0,-81.0,-81.0
71569,-100.0,-81.0,-81.0
71573,-100.0,-81.0,-81.0
71579,-100.0,-81.0,-81.0
71585,-100.0,-81.0,-81.0
71586,-100.0,-81.0,-81.0
71591,-100.0,-81.0,-81.0
71592,-100.0,-81.0,-81.0
71603,-100.0,-80.92307692307692,-81.0
71604,-100.0,-80.84615384615384,-81.0
71608,-100.0,-80.76923076923077,-81.0
71614,-100.0,-80.6923076923077,-81.0
71621,-100.0,-80.61538461538461,-81.0
71626,-100.0,-80.53846153846153,-81.0
71637,-100.0,-80.46153846153847,-81.0
71644,-100.0,-80.38461538461539,-81.0
71651,-100.0,-80.3076923076923,-81.0
71655,-100.0,-80.23076923076923,-81.0
71662,-100.0,-80.15384615384616,-81.0
71668,-100.0,-80.07692307692308,-81.0
71679,-100.0,-80.0,-81.0
71686,-100.0,-80.0,-81.0
71697,-100.0,-80.0,-81.0
71702,-100.0,-80.0,-81.0
71703,-100.0,-80.0,-81.0
71715,-100.0,-80.0,-81.0
71721,-100.0,-80.0,-81.0
71731,-100.0,-80.0,-81.0
71740,-100.0,-80.0,-81.0
71741,-100.0,-80.0,-81.0
71749,-100.0,-80.0,-81.0
71755,-100.0,-80.0,-81.0
71767,-100.0,-80.0,-81.0
71773,-100.0,-80.0,-81.0
71779,-100.0,-80.0,-81.0
71780,-100.0,-80.0,-81.0
71785,-100.0,-80.0,-81.0
71791,-100.0,-80.0,-81.0
71798,-100.0,-80.0,-81.0
71803,-100.0,-80.0,-81.0
71809,-100.0,-80.0,-81.0
71813,-100.0,-80.0,-81.0
71819,-100.0,-80.0,-81.0
71823,-100.0,-80.0,-81.0
71827,-100.0,-80.0,-81.0
71837,-100.0,-79.66666666666667,-81.0
71839,-100.0,-79.33333333333333,-81.0
71842,-100.0,-79.0,-81.0
71844,-100.0,-79.0,-81.0
71854,-100.0,-79.0,-81.0
71857,-100.0,-79.0,-81.0
71861,-100.0,-79.0,-81.0
71862,-100.0,-79.0,-81.0
71869,-100.0,-79.0,-81.0
71872,-100.0,-79.0,-81.0
71879,-100.0,-78.66666666666667,-81.0
71886,-100.0,-78.33333333333333,-81.0
71888,-100.0,-78.0,-81.0
71894,-100.0,-78.0,-81.0
71897,-100.0,-78.0,-81.0
71903,-100.0,-78.0,-81.0
71907,-100.0,-78.0,-81.0
71914,-100.0,-77.75,-81.0
71917,-100.0,-77.5,-81.0
71922,-100.0,-77.25,-81.0
71925,-100.0,-77.0,-81.0
71931,-100.0,-77.0,-81.0
71939,-100.0,-77.0,-81.0
71945,-100.0,-77.0,-81.0
71949,-100.0,-77.0,-81.0
71956,-100.0,-77.0,-81.0
71971,-100.0,-77.0,-81.0
71973,-100.0,-77.0,-81.0
71983,-100.0,-77.0,-81.0
71992,-100.0,-77.0,-81.0
72000,-100.0,-77.0,-81.0
72001,-100.0,-77.0,-81.0
72003,-100.0,-77.0,-81.0
72010,-100.0,-77.0,-81.0
72011,-100.0,-77.0,-81.0
72019,-100.0,-76.66666666666667,-81.0
72027,-100.0,-76.33333333333333,-81.0
72028,-100.0,-76.0,-81.0
72031,-100.0,-76.0,-81.0
72042,-100.0,-76.0,-81.0
72044,-100.0,-76.0,-81.0
72051,-100.0,-76.0,-81.0
72052,-100.0,-75.75,-81.0
72055,-100.0,-75.5,-81.0
72062,-100.0,-75.25,-81.0
72069,-100.0,-75.0,-81.0
72072,-100.0,-75.0,-81.0
72080,-100.0,-75.0,-81.0
72081,-100.0,-75.0,-81.0
72083,-100.0,-75.0,-81.0
72087,-100.0,-75.0,-81.0
72089,-100.0,-75.0,-81.0
72101,-100.0,-74.66666666666667,-81.0
72104,-100.0,-74.33333333333333,-81.0
72105,-100.0,-74.0,-81.0
72114,-100.0,-73.5,-81.0
72125,-100.0,-73.0,-81.0
72130,-100.0,-72.75,-81.0
72139,-100.0,-72.5,-81.0
72149,-100.0,-72.25,-81.0
72156,-100.0,-72.0,-81.0
72157,-100.0,-72.0,-81.0
72169,-100.0,-72.0,-81.0
72174,-100.0,-72.0,-81.0
72182,-100.0,-72.0,-81.0
72192,-100.0,-72.0,-81.0
72200,-100.0,-72.0,-81.0
72210,-100.0,-72.0,-81.0
72217,-100.0,-71.75,-81.0
72218,-100.0,-71.5,-81.0
72228,-100.0,-71.25,-81.0
72229,-100.0,-71.0,-81.0
72235,-100.0,-71.0,-81.0
72239,-100.0,-71.0,-81.0
72245,-100.0,-71.0,-81.0
72246,-100.0,-71.0,-81.0
72249,-100.0,-71.0,-81.0
72254,-100.0,-70.5,-81.0
72258,-100.0,-70.0,-81.0
72262,-100.0,-70.0,-81.0
72264,-100.0,-70.0,-81.0
72268,-100.0,-70.0,-81.0
72270,-100.0,-69.66666666666667,-81.0
72271,-100.0,-69.33333333333333,-81.0
72280,-100.0,-69.0,-81.0
72281,-100.0,-68.66666666666667,-81.0
72282,-100.0,-68.33333333333333,-81.0
72286,-100.0,-68.0,-81.0
72287,-100.0,-68.0,-81.0
72295,-100.0,-68.0,-81.0
72305,-100.0,-68.0,-81.0
72310,-100.0,-68.0,-81.0
72312,-100.0,-67.66666666666667,-81.0
72313,-100.0,-67.33333333333333,-81.0
72322,-100.0,-67.0,-81.0
72330,-100.0,-67.0,-81.0
72339,-100.0,-67.0,-81.0
72345,-100.0,-66.66666666666667,-81.0
72348,-100.0,-66.33333333333333,-81.0
72354,-100.0,-66.0,-81.0
72358,-100.0,-66.0,-81.0
72364,-100.0,-66.0,-81.0
72372,-100.0,-66.0,-81.0
72375,-100.0,-66.0,-81.0
72382,-100.0,-66.0,-81.0
72393,-100.0,-66.0,-81.0
72400,-100.0,-66.0,-81.0
72404,-100.0,-66.0,-81.0
72411,-100.0,-66.0,-81.0
72413,-100.0,-66.0,-81.0
72418,-100.0,-66.0,-81.0
72427,-100.0,-66.0,-81.0
72435,-100.0,-66.0,-81.0
72438,-100.0,-66.0,-81.0
72446,-100.0,-66.0,-81.0
72453,-100.0,-66.0,-81.0
72463,-100.0,-66.0,-81.0
72464,-100.0,-66.0,-81.0
72465,-100.0,-65.5,-81.0
72471,-100.0,-65.0,-81.0
72476,-100.0,-65.0,-81.0
72477,-100.0,-65.0,-81.0
72481,-100.0,-65.0,-81.0
72487,-100.0,-65.0,-81.0
72492,-100.0,-65.0,-81.0
72498,-100.0,-64.75,-81.0
72506,-100.0,-64.5,-81.0
72507,-100.0,-64.25,-81.0
72509,-100.0,-64.0,-81.0
72512,-100.0,-63.857142857142854,-81.0
72516,-100.0,-63.714285714285715,-81.0
72519,-100.0,-63.57142857142857,-81.0
72522,-100.0,-63.42857142857143,-81.0
72529,-100.0,-63.285714285714285,-81.0
72540,-100.0,-63.142857142857146,-81.0
72543,-100.0,-63.0,-81.0
72547,-100.0,-63.0,-81.0
72558,-100.0,-63.0,-81.0
72563,-100.0,-63.0,-81.0
72568,-100.0,-63.0,-81.0
72576,-100.0,-62.666666666666664,-81.0
72580,-100.0,-62.333333333333336,-81.0
72581,-100.0,-62.0,-81.0
72582,-100.0,-62.0,-81.0
72593,-100.0,-62.0,-81.0
72599,-100.0,-62.0,-81.0
72604,-100.0,-62.0,-81.0
72611,-100.0,-62.0,-81.0
72617,-100.0,-62.0,-81.0
72628,-100.0,-62.0,-81.0
72634,-100.0,-62.0,-81.0
72635,-100.0,-62.0,-81.0
72647,-100.0,-62.0,-81.0
72651,-100.0,-62.0,-81.0
72663,-100.0,-62.0,-81.0
72669,-100.0,-62.0,-81.0
72670,-100.0,-62.0,-81.0
72679,-100.0,-62.0,-81.0
72681,-100.0,-61.8,-81.0
72686,-100.0,-61.6,-81.0
72693,-100.0,-61.4,-81.0
72699,-100.0,-61.2,-81.0
72701,-100.0,-61.0,-81.0
72705,-100.0,-61.0,-81.0
72711,-100.0,-61.0,-81.0
72716,-100.0,-61.0,-81.0
72721,-100.0,-61.0,-81.0
72723,-100.0,-60.75,-81.0
72729,-100.0,-60.5,-81.0
72733,-100.0,-60.25,-81.0
72741,-100.0,-60.0,-81.0
72746,-100.0,-59.857142857142854,-81.0
72750,-100.0,-59.714285714285715,-81.0
72754,-100.0,-59.57142857142857,-81.0
72758,-100.0,-59.42857142857143,-81.0
72776,-100.0,-59.285714285714285,-81.0
72783,-100.0,-59.142857142857146,-81.0
72788,-100.0,-59.0,-81.0
72794,-100.0,-59.0,-81.0
72801,-100.0,-59.0,-81.0
72809,-100.0,-59.0,-81.0
72811,-100.0,-58.75,-81.0
72816,-100.0,-58.5,-81.0
72828,-100.0,-58.25,-81.0
72832,-100.0,-58.0,-81.0
72833,-100.0,-58.0,-81.0
72846,-100.0,-58.0,-81.0
72851,-100.0,-58.0,-81.0
72864,-100.0,-58.0,-81.0
72868,-100.0,-58.0,-81.0
72872,-100.0,-58.0,-81.0
72882,-100.0,-58.0,-81.0
72886,-100.0,-58.0,-81.0
72900,-100.0,-58.0,-81.0
72904,-100.0,-58.0,-81.0
72909,-100.0,-58.0,-81.0
72916,-100.0,-58.0,-81.0
72918,-100.0,-58.0,-81.0
72922,-100.0,-57.8,-81.0
72933,-100.0,-57.6,-81.0
72934,-100.0,-57.4,-81.0
72938,-100.0,-57.2,-81.0
72941,-100.0,-57.0,-81.0
72944,-100.0,-56.857142857142854,-81.0
72945,-100.0,-56.714285714285715,-81.0
72959,-100.0,-56.57142857142857,-81.0
72962,-100.0,-56.42857142857143,-81.0
72978,-100.0,-56.285714285714285,-81.0
72979,-100.0,-56.142857142857146,-81.0
72980,-100.0,-56.0,-81.0
72997,-100.0,-56.0,-81.0
72999,-100.0,-55.666666666666664,-81.0
73002,-100.0,-55.333333333333336,-81.0
73010,-100.0,-55.0,-81.0
73015,-100.0,-55.0,-81.0
73026,-100.0,-55.0,-81.0
73032,-100.0,-55.0,-81.0
73050,-100.0,-55.0,-81.0
73054,-100.0,-55.0,-81.0
73075,-100.0,-54.0,-81.0
73110,-100.0,-54.0,-81.0
73132,-100.0,-54.0,-81.0
73143,-100.0,-54.0,-81.0
73156,-100.0,-53.666666666666664,-81.0
73161,-100.0,-53.333333333333336,-81.0
73171,-100.0,-53.0,-81.0
73173,-100.0,-53.0,-81.0
73194,-100.0,-53.0,-81.0
73198,-100.0,-52.5,-81.0
73209,-100.0,-52.0,-81.0
73250,-100.0,-52.0,-81.0
73266,-100.0,-51.0,-81.0
73281,-100.0,-51.0,-81.0
73283,-100.0,-51.0,-81.0
73302,-100.0,-51.0,-81.0
73325,-100.0,-51.0,-81.0
73339,-100.0,-51.0,-81.0
73345,-100.0,-51.0,-81.0
73364,-100.0,-51.0,-81.0
73369,-100.0,-51.0,-81.0
73376,-100.0,-50.666666666666664,-81.0
73380,-100.0,-50.333333333333336,-81.0
73386,-100.0,-50.0,-81.0
73409,-100.0,-50.0,-81.0
73424,-100.0,-48.0,-81.0
73433,-100.0,-48.0,-81.0
73457,-100.0,-48.0,-81.0
73473,-100.0,-47.0,-81.0
73486,-100.0,-47.0,-81.0
73553,-100.0,-47.0,-81.0
73557,-100.0,-46.5,-81.0
73626,-100.0,-46.0,-81.0
73658,-100.0,-46.0,-81.0
73692,-100.0,-45.5,-81.0
73694,-100.0,-45.0,-81.0
73709,-100.0,-45.0,-81.0
73713,-100.0,-45.0,-81.0
73737,-100.0,-45.0,-81.0
73744,-100.0,-45.0,-81.0
73747,-100.0,-45.0,-81.0
73771,-100.0,-45.0,-81.0
73793,-100.0,-45.0,-81.0
73794,-100.0,-45.0,-81.0
73795,-100.0,-45.0,-81.0
73805,-100.0,-45.0,-81.0
73813,-100.0,-44.333333333333336,-81.0
73818,-100.0,-43.666666666666664,-81.0
73843,-100.0,-43.0,-81.0
73846,-100.0,-43.0,-81.0
73851,-100.0,-43.0,-81.0
73875,-100.0,-43.0,-81.0
73890,-100.0,-42.0,-81.0
73898,-100.0,-41.75,-81.0
73905,-100.0,-41.5,-81.0
73913,-100.0,-41.25,-81.0
73928,-100.0,-41.0,-81.0
73934,-100.0,-41.0,-81.0
73945,-100.0,-41.0,-81.0
73976,-100.0,-41.0,-81.0
73990,-100.0,-41.0,-81.0
74000,-100.0,-41.0,-81.0
74015,-100.0,-40.0,-81.0
74029,-100.0,-40.0,-81.0
74047,-100.0,-40.0,-81.0
74080,-100.0,-39.0,-81.0
74085,-100.0,-39.0,-81.0
74100,-100.0,-39.0,-81.0
74118,-100.0,-38.5,-81.0
74120,-100.0,-38.0,-81.0
74131,-100.0,-38.0,-81.0
74135,-100.0,-38.0,-81.0
74139,-100.0,-38.0,-81.0
74152,-100.0,-38.0,-81.0
74158,-100.0,-38.0,-81.0
74168,-100.0,-38.0,-81.0
74175,-100.0,-38.0,-81.0
74185,-100.0,-38.0,-81.0
74196,-100.0,-38.0,-81.0
74203,-100.0,-38.0,-81.0
74210,-100.0,-38.0,-81.0
74213,-100.0,-37.5,-81.0
74235,-100.0,-37.0,-81.0
74245,-100.0,-37.0,-81.0
74247,-100.0,-37.0,-81.0
74258,-100.0,-37.0,-81.0
74266,-100.0,-36.5,-81.0
74273,-100.0,-36.0,-81.0
74279,-100.0,-35.5,-81.0
74307,-100.0,-35.0,-81.0
74317,-100.0,-35.0,-81.0
74326,-100.0,-35.0,-81.0
74344,-100.0,-34.0,-81.0
74356,-100.0,-34.0,-81.0
74380,-100.0,-34.0,-81.0
74442,-100.0,-34.0,-81.0
74446,-100.0,-33.5,-81.0
74458,-100.0,-33.0,-81.0
74467,-100.0,-33.0,-81.0
74478,-100.0,-33.0,-81.0
74494,-100.0,-33.0,-81.0
74495,-100.0,-33.0,-81.0
74507,-100.0,-32.5,-81.0
74510,-100.0,-32.0,-81.0
74514,-100.0,-32.0,-81.0
74592,-100.0,-32.0,-81.0
74643,-100.0,-32.0,-81.0
74654,-100.0,-32.0,-81.0
74670,-100.0,-31.5,-81.0
74689,-100.0,-31.0,-81.0
74696,-100.0,-30.5,-81.0
74710,-100.0,-30.0,-81.0
74725,-100.0,-29.0,-81.0
74749,-100.0,-29.0,-81.0
74755,-100.0,-28.5,-81.0
74757,-100.0,-28.0,-81.0
74777,-100.0,-28.0,-81.0
74781,-100.0,-27.5,-81.0
74792,-100.0,-27.0,-81.0
74857,-100.0,-27.0,-81.0
74876,-100.0,-27.0,-81.0
74916,-100.0,-26.0,-81.0
74918,-100.0,-26.0,-81.0
74983,-100.0,-26.0,-81.0
75003,-100.0,-26.0,-81.0
75064,-100.0,-26.0,-81.0
75104,-100.0,-25.0,-81.0
75109,-100.0,-25.0,-81.0
75277,-100.0,-25.0,-81.0
75298,-100.0,-24.0,-81.0
75364,-100.0,-24.0,-81.0
75397,-100.0,-23.0,-81.0
75496,-100.0,-23.0,-81.0
75512,-100.0,-22.0,-81.0
75584,-100.0,-22.0,-81.0
75616,-100.0,-21.0,-81.0
75720,-100.0,-21.0,-81.0
75743,-100.0,-20.0,-81.0
75813,-100.0,-20.0,-81.0
75854,-100.0,-19.0,-81.0
75943,-100.0,-19.0,-81.0
75971,-100.0,-18.0,-81.0
76035,-100.0,-17.0,-81.0
76170,-100.0,-17.0,-81.0
76216,-100.0,-16.0,-81.0
76278,-100.0,-15.0,-81.0
76307,-100.0,-14.0,-81.0
76340,-100.0,-14.0,-81.0
76360,-100.0,-13.0,-81.0
76479,-100.0,-13.0,-81.0
76502,-100.0,-12.0,-81.0
76560,-100.0,-12.0,-81.0
76583,-100.0,-11.0,-81.0
76728,-100.0,-11.0,-81.0
76741,-100.0,-10.0,-81.0
76803,-100.0,-9.0,-81.0
76846,-100.0,-8.0,-81.0
76954,-100.0,-8.0,-81.0
76970,-100.0,-8.0,-81.0
76974,-100.0,-8.0,-81.0
76975,-100.0,-7.75,-81.0
76994,-100.0,-7.5,-81.0
77000,-100.0,-7.25,-81.0
77024,-100.0,-7.0,-81.0
77028,-100.0,-7.0,-81.0
77033,-100.0,-7.0,-81.0
77063,-100.0,-7.0,-81.0
77068,-100.0,-7.0,-81.0
77081,-100.0,-7.0,-81.0
77087,-100.0,-7.0,-81.0
77090,-100.0,-7.0,-81.0
77115,-100.0,-6.666666666666667,-81.0
77121,-100.0,-6.333333333333333,-81.0
77122,-100.0,-6.0,-81.0
77150,-100.0,-6.0,-81.0
77151,-100.0,-6.0,-81.0
77209,-100.0,-6.0,-81.0
77263,-100.0,-5.0,-81.0
77327,-100.0,-5.0,-81.0
77347,-100.0,-4.0,-81.0
77438,-100.0,-4.0,-81.0
77470,-100.0,-3.0,-81.0
77545,-100.0,-2.5,-81.0
77564,-100.0,-2.0,-81.0
77567,-100.0,-1.5,-81.0
77594,-100.0,-1.0,-81.0
77609,-100.0,-0.5,-81.0
77613,-100.0,0.0,-81.0
77633,-100.0,0.0,-81.0
77652,-100.0,0.0,-81.0
77691,-100.0,0.0,-81.0
77716,-100.0,1.0,-81.0
77789,-100.0,1.0,-81.0
77809,-100.0,2.0,-81.0
77931,-100.0,2.0,-81.0
77957,-100.0,3.0,-81.0
78181,-100.0,3.0,-81.0
78244,-100.0,4.0,-81.0
78436,-100.0,4.0,-81.0
78568,-100.0,5.0,-81.0
78714,-100.0,5.0,-81.0
78846,-100.0,6.0,-81.0
78968,-100.0,6.0,-81.0
79140,-100.0,7.0,-81.0
79295,-100.0,8.0,-81.0
79469,-100.0,8.0,-81.0
79521,-100.0,9.0,-81.0
79610,-100.0,9.0,-81.0
79653,-100.0,10.0,-81.0
79765,-100.0,10.11111111111111,-81.0
79766,-100.0,10.222222222222221,-81.0
79767,-100.0,10.333333333333334,-81.0
79780,-100.0,10.444444444444445,-81.0
79798,-100.0,10.555555555555555,-81.0
79806,-100.0,10.666666666666666,-81.0
79809,-100.0,10.777777777777779,-81.0
79833,-100.0,10.88888888888889,-81.0
79840,-100.0,11.0,-81.0
79844,-100.0,11.11111111111111,-81.0
79849,-100.0,11.222222222222221,-81.0
79871,-100.0,11.333333333333334,-81.0
79877,-100.0,11.444444444444445,-81.0
79885,-100.0,11.555555555555555,-81.0
79894,-100.0,11.666666666666666,-81.0
79897,-100.0,11.777777777777779,-81.0
79907,-100.0,11.88888888888889,-81.0
80068,-100.0,12.0,-81.0
80080,-100.0,12.0,-81.0
80093,-100.0,12.0,-81.0
80121,-100.0,12.0,-81.0
80131,-100.0,12.0,-81.0
80161,-100.0,12.0,-81.0
80171,-100.0,12.0,-81.0
80199,-100.0,12.0,-81.0
80213,-100.0,12.0,-81.0
80231,-100.0,12.0,-81.0
80240,-100.0,12.0,-81.0
80243,-100.0,12.5,-81.0
80338,-100.0,13.0,-81.0
80424,-100.0,13.0,-81.0
80443,-100.0,13.0,-81.0
80472,-100.0,13.0,-81.0
80480,-100.0,13.0,-81.0
80492,-100.0,13.0,-81.0
80506,-100.0,13.0,-81.0
80518,-100.0,13.0,-81.0
80533,-100.0,13.142857142857142,-81.0
80543,-100.0,13.285714285714286,-81.0
80573,-100.0,13.428571428571429,-81.0
80584,-100.0,13.571428571428571,-81.0
80622,-100.0,13.714285714285714,-81.0
80635,-100.0,13.857142857142858,-81.0
80808,-100.0,14.0,-81.0
80845,-100.0,14.2,-81.0
80847,-100.0,14.4,-81.0
80877,-100.0,14.6,-81.0
80887,-100.0,14.8,-81.0
80967,-100.0,15.0,-81.0
81063,-100.0,16.0,-81.0
81230,-100.0,16.0,-81.0
81396,-100.0,17.0,-81.0
81576,-100.0,18.0,-81.0
81764,-100.0,18.0,-81.0
81853,-100.0,19.0,-81.0
81977,-100.0,19.0,-81.0
82004,-100.0,19.0,-81.0
82032,-100.0,19.0,-81.0
82046,-100.0,19.0,-81.0
82048,-100.0,19.0,-81.0
82071,-100.0,19.333333333333332,-81.0
82094,-100.0,19.666666666666668,-81.0
82132,-100.0,20.0,-81.0
82279,-100.0,21.0,-81.0
82384,-100.0,21.0,-81.0
82536,-100.0,22.0,-81.0
82654,-100.0,22.0,-81.0
82724,-100.0,23.0,-81.0
83069,-100.0,23.0,-81.0
83136,-100.0,24.0,-81.0
83277,-100.0,25.0,-81.0
83489,-100.0,25.0,-81.0
83513,-100.0,25.0,-81.0
83542,-100.0,25.0,-81.0
83557,-100.0,25.0,-81.0
83583,-100.0,25.0,-81.0
83603,-100.0,25.0,-81.0
83719,-100.0,25.0,-81.0
83823,-100.0,26.0,-81.0
84062,-100.0,27.0,-81.0
84348,-100.0,27.0,-81.0
84415,-100.0,28.0,-81.0
84658,-100.0,28.0,-81.0
84777,-100.0,29.0,-81.0
85095,-100.0,30.0,-81.0
85249,-100.0,30.0,-81.0
85274,-100.0,30.0,-81.0
85291,-100.0,30.0,-81.0
85303,-100.0,30.142857142857142,-81.0
85315,-100.0,30.285714285714285,-81.0
85339,-100.0,30.428571428571427,-81.0
85360,-100.0,30.571428571428573,-81.0
85385,-100.0,30.714285714285715,-81.0
85404,-100.0,30.857142857142858,-81.0
85412,-100.0,31.0,-81.0
85945,-100.0,31.0,-81.0
86010,-100.0,31.0,-81.0
86044,-100.0,31.0,-81.0
86059,-100.0,31.0,-81.0
86086,-100.0,31.0,-81.0
86107,-100.0,31.0,-81.0
86263,-100.0,31.0,-81.0
86286,-100.0,31.0,-81.0
86315,-100.0,31.0,-81.0
86327,-100.0,31.0,-81.0
86366,-100.0,31.0,-81.0
86477,-100.0,31.0,-81.0
86496,-100.0,31.0,-81.0
86515,-100.0,31.0,-81.0
86527,-100.0,31.0,-81.0
86542,-100.0,31.0,-81.0
86559,-100.0,31.0,-81.0
86575,-100.0,31.0,-81.0
86592,-100.0,31.0,-81.0
86609,-100.0,31.0,-81.0
86626,-100.0,31.0,-81.0
86642,-100.0,31.0,-81.0
86660,-100.0,31.0,-81.0
86766,-100.0,31.0,-81.0
86776,-100.0,31.0,-81.0
86792,-100.0,31.0,-81.0
86809,-100.0,31.0,-81.0
86826,-100.0,31.0,-81.0
86842,-100.0,31.0,-81.0
86861,-100.0,31.0,-81.0
86875,-100.0,31.0,-81.0
86892,-100.0,31.0,-81.0
86909,-100.0,31.0,-81.0
87026,-100.0,31.0,-81.0
87043,-100.0,31.0,-81.0
87059,-100.0,31.0,-81.0
87075,-100.0,31.0,-81.0
87099,-100.0,31.0,-81.0
87113,-100.0,31.0,-81.0
87130,-100.0,31.0,-81.0
87144,-100.0,31.0,-81.0
87242,-100.0,31.0,-81.0
87262,-100.0,31.0,-81.0
87275,-100.0,31.0,-81.0
87292,-100.0,31.0,-81.0
87314,-100.0,31.0,-81.0
87327,-100.0,31.0,-81.0
87442,-100.0,31.0,-81.0
87461,-100.0,31.0,-81.0
87483,-100.0,31.0,-81.0
87492,-100.0,31.0,-81.0
87515,-100.0,31.0,-81.0
87526,-100.0,31.0,-81.0
87642,-100.0,31.0,-81.0
87662,-100.0,31.0,-81.0
87680,-100.0,31.0,-81.0
87692,-100.0,31.0,-81.0
87709,-100.0,31.0,-81.0
87726,-100.0,31.0,-81.0
87742,-100.0,31.0,-81.0
87760,-100.0,31.0,-81.0
87775,-100.0,31.0,-81.0
87792,-100.0,31.0,-81.0
87810,-100.0,31.0,-81.0
87911,-100.0,31.0,-81.0
