,A3BPENSX5EVJ2,A1EUJEHDI66UT,A23KB5AO13NF7
215194,88.0,,100.0
215208,88.25,,100.0
215215,88.5,,100.0
215235,88.75,,100.0
215312,89.0,,100.0
215321,89.0,,100.0
215374,89.0,,100.0
215393,89.0,,100.0
215409,89.0,,100.0
215425,89.0,,100.0
215443,89.0,,100.0
215450,89.0,,100.0
215467,89.0,,100.0
215497,89.0,,100.0
215550,90.0,,100.0
215608,90.0,,100.0
215625,90.0,,100.0
215642,90.0,,100.0
215649,90.0,,100.0
215667,90.0,,100.0
215685,90.0,,100.0
215701,90.0,,100.0
215806,90.0,,100.0
215826,90.0,,100.0
215854,90.0,,100.0
215860,90.16666666666667,,100.0
215867,90.33333333333333,,100.0
215883,90.5,,100.0
215900,90.66666666666667,,100.0
215918,90.83333333333333,,100.0
215920,91.0,,100.0
215988,91.0,,100.0
216010,91.0,,100.0
216043,91.5,,100.0
216053,92.0,,100.0
216059,92.0,,100.0
216075,92.0,,100.0
216083,92.0,,100.0
216100,92.0,,100.0
216118,92.0,,100.0
216136,92.0,,100.0
216154,92.0,,100.0
216170,92.0,,100.0
216275,92.0,,100.0
216307,93.0,,100.0
216335,93.0,,100.0
216355,93.0,,100.0
216389,93.0,,100.0
216404,93.0,,100.0
216411,93.0,,100.0
216424,93.5,,100.0
216446,94.0,,100.0
216565,94.0,,100.0
216587,94.14285714285714,,100.0
216606,94.28571428571429,,100.0
216623,94.42857142857143,,100.0
216638,94.57142857142857,,100.0
216656,94.71428571428571,,100.0
216674,94.85714285714286,,100.0
216677,95.0,,100.0
216678,,,100.0
216692,,,100.0
216710,,,100.0
216804,,,100.0
216821,,,100.0
216838,,,100.0
216856,,,100.0
216873,,,100.0
216891,,,100.0
216910,,,100.0
216927,,,100.0
217039,,,100.0
217057,,,100.0
217074,,,100.0
217091,,,100.0
217108,,,100.0
217125,,,100.0
217143,,,100.0
217150,,,100.0
217169,,,100.0
217350,,,100.0
217370,,,100.0
217402,,,100.0
217419,,,100.0
217438,,,100.0
217636,,,100.0
217657,,,100.0
217689,,,100.0
217706,,,100.0
217724,,,100.0
217742,,,100.0
217758,,,100.0
217777,,,100.0
220222,,,100.0
220241,,,100.0
220256,,,100.0
220274,,,100.0
220292,,,100.0
220310,,,100.0
220422,,,100.0
220442,,,100.0
220457,,,100.0
220474,,,100.0
220492,,,100.0
220509,,,100.0
220528,,,100.0
220604,,,100.0
220623,,,100.0
220656,,,100.0
220673,,,100.0
220692,,,100.0
220708,,,100.0
220726,,,100.0
220744,,,100.0
220820,,,100.0
220839,,,100.0
220873,,,100.0
220907,,,100.0
220925,,,100.0
220945,,,100.0
221593,,,100.0
221613,,,100.0
221618,,,100.0
221636,,,100.0
221653,,,100.0
221670,,,100.0
221793,,,100.0
221812,,,100.0
221828,,,100.0
221844,,,100.0
221851,,,100.0
221870,,,100.0
221888,,,100.0
222262,,,100.0
222270,,,100.0
222288,,,100.0
222303,,,100.0
222321,,,100.0
222339,,,100.0
222357,,,100.0
222486,,,100.0
222505,,,100.0
222539,,,100.0
222556,,,100.0
222574,,,100.0
222590,,,100.0
222756,,,100.0
222773,,,100.0
222790,,,100.0
222808,,,100.0
222826,,,100.0
222843,,,100.0
222954,,,100.0
222974,,,100.0
223007,,,100.0
223025,,,100.0
223041,,,100.0
223059,,,100.0
223189,,,100.0
223211,,,100.0
223226,,,100.0
223258,,,100.0
223277,,,100.0
223296,,,100.0
223407,,,100.0
223425,,,100.0
223441,,,100.0
223458,,,100.0
223476,,,100.0
223494,,,100.0
223514,,,100.0
223641,,,100.0
223677,,,100.0
223692,,,100.0
223710,,,100.0
223728,,,100.0
223746,,,100.0
223788,,,100.0
223857,,,100.0
223878,,,100.0
223910,,,100.0
223928,,,100.0
223945,,,100.0
223987,,,100.0
224092,,,100.0
224111,,,100.0
224127,,,100.0
224145,,,100.0
224163,,,100.0
224179,,,100.0
224186,,,100.0
224204,,,100.0
224345,,,100.0
224363,,,100.0
224403,,,100.0
224421,,,100.0
224560,,,100.0
224579,,,100.0
224595,,,100.0
224603,,,100.0
224619,,,100.0
224637,,,100.0
224675,,,100.0
224796,,,100.0
224814,,,100.0
224830,,,100.0
224837,,,100.0
224854,,,100.0
224873,,,100.0
224890,,,100.0
224907,,,100.0
225037,,,100.0
225056,,,100.0
225072,,,100.0
225089,,,100.0
225106,,,100.0
225124,,,100.0
225247,,,100.0
225257,,,100.0
225270,,,100.0
225289,,,100.0
225306,,,100.0
225323,,,100.0
225343,,,100.0
225469,,,100.0
225506,,,100.0
225523,,,100.0
225540,,,100.0
225557,,,100.0
225575,,,100.0
225704,,,100.0
225723,,,100.0
225739,,,100.0
225756,,,100.0
225775,,,100.0
225792,,,100.0
225810,,,100.0
225921,,,100.0
225940,,,100.0
225956,,,100.0
225974,,,100.0
225992,,,100.0
226009,,,100.0
226026,,,100.0
226155,,,100.0
226175,,,100.0
226208,,,100.0
226224,,,100.0
226262,,,100.0
226390,,,100.0
226410,,,100.0
226443,,,100.0
226461,,,100.0
226479,,,100.0
226497,,,100.0
226583,,,100.0
226609,,,100.0
226627,,,100.0
226636,,,100.0
226643,,,100.0
226662,,,100.0
226677,,,100.0
226695,,,100.0
226715,,,100.0
226742,,,100.0
226758,,,100.0
226783,,,100.0
226809,,,100.0
226836,,,100.0
226843,,,100.0
226862,,,100.0
226877,,,100.0
226889,,,100.0
226894,,,100.0
226912,,,100.0
226941,,,100.0
226965,,,100.0
226967,,,100.0
226984,,,100.0
227009,,,100.0
227036,,,100.0
227058,,,100.0
227062,,,100.0
227079,,,100.0
227089,,,100.0
227111,,,100.0
227115,,,100.0
227130,,,100.0
227140,,,100.0
227146,,,100.0
227165,,,100.0
227166,,,100.0
227183,,,100.0
227209,,,100.0
227235,,,100.0
227261,,,100.0
227275,,,100.0
227288,,,100.0
227295,,,100.0
227311,,,100.0
227314,,,100.0
227329,,,100.0
227340,,,100.0
227345,,,100.0
227364,,,100.0
227366,,,100.0
227381,,,100.0
227388,,,100.0
227392,,,100.0
227409,,,100.0
227435,,,100.0
227461,,,100.0
227487,,,100.0
227514,,,100.0
227527,,,100.0
227540,,,100.0
227547,,,100.0
227566,,,100.0
227581,,,100.0
227588,,,100.0
227592,,,100.0
227607,,,100.0
227635,,,100.0
227660,,,100.0
227686,,,100.0
227712,,,100.0
227740,,,100.0
227762,,,100.0
227766,,,100.0
227782,,,100.0
227791,,,100.0
227814,,,100.0
227818,,,100.0
227821,,,100.0
227834,,,100.0
227840,,,100.0
227857,,,100.0
227861,,,100.0
227886,,,100.0
227912,,,100.0
227940,,,100.0
227965,,,100.0
227992,,,100.0
227998,,,100.0
228016,,,100.0
228017,,,100.0
228021,,,100.0
228033,,,100.0
228039,,,100.0
228060,,,100.0
228086,,,100.0
228113,,,100.0
228139,,,100.0
228166,,,100.0
228191,,,100.0
228217,,,100.0
228244,,,100.0
228260,,,100.0
228286,,,100.0
228312,,,100.0
228338,,,100.0
228365,,,100.0
228391,,,100.0
228417,,,100.0
228443,,,100.0
228458,,,100.0
228486,,,100.0
228512,,,100.0
228538,,,100.0
228563,,,100.0
228591,,,100.0
228617,,,100.0
228643,,,100.0
228668,,,100.0
228684,,,100.0
228711,,,100.0
228738,,,100.0
228763,,,100.0
228790,,,100.0
228816,,,100.0
228843,,,100.0
228869,,,100.0
228885,,,100.0
228911,,,100.0
228937,,,100.0
228964,,,100.0
228990,,,100.0
229016,,,100.0
229043,,,100.0
229069,,,100.0
229095,,,100.0
229110,,,100.0
229137,,,100.0
229163,,,100.0
229192,,,100.0
229215,,,100.0
229242,,,100.0
229268,,,100.0
229294,,,100.0
229309,,,100.0
229335,,,100.0
229363,,,100.0
229388,,,100.0
229414,,,100.0
229441,,,100.0
229468,,,100.0
229494,,,100.0
229520,,,100.0
229535,,,100.0
229563,,,100.0
229589,,,100.0
229615,,,100.0
229640,,,100.0
234468,,,100.0
234494,,,100.0
234519,,,100.0
234547,,,100.0
234575,,,100.0
234599,,,100.0
234625,,,100.0
234641,,,100.0
234667,,,100.0
234693,,,100.0
234719,,,100.0
234747,,,100.0
234772,,,100.0
234799,,,100.0
234825,,,100.0
234842,,,100.0
234868,,,100.0
234893,,,100.0
234919,,,100.0
234945,,,100.0
234973,,,100.0
234999,,,100.0
235024,,,100.0
235051,,,100.0
235067,,,100.0
235093,,,100.0
235119,,,100.0
235146,,,100.0
235172,,,100.0
235198,,,100.0
235224,,,100.0
235251,,,100.0
235267,,,100.0
235293,,,100.0
235319,,,100.0
235345,,,100.0
235371,,,100.0
235398,,,100.0
235424,,,100.0
235450,,,100.0
235476,,,100.0
235493,,,100.0
235519,,,100.0
235549,,,100.0
235570,,,100.0
235597,,,100.0
235624,,,100.0
235650,,,100.0
235676,,,100.0
235702,,,100.0
235719,,,100.0
235745,,,100.0
235770,,,100.0
235796,,,100.0
235798,,,100.0
235824,,,100.0
235828,,,100.0
235850,,,100.0
235870,,,100.0
235876,,,100.0
235902,,,100.0
235913,,,100.0
235918,,,100.0
235944,,,100.0
235949,,,100.0
235955,,,100.0
235968,,,100.0
235970,,,100.0
235988,,,100.0
235997,,,100.0
236001,,,100.0
236014,,,100.0
236022,,,100.0
236050,,,100.0
236065,,,100.0
236073,,,100.0
236075,,,100.0
236096,,,100.0
236102,,,100.0
236104,,,100.0
236128,,,100.0
236131,,,100.0
236132,,,100.0
236144,,,100.0
236169,,,100.0
236190,,,100.0
236196,,,100.0
236197,,,100.0
236214,,,100.0
236222,,,100.0
236223,,,100.0
236247,,,100.0
236249,,,100.0
236255,,,100.0
236275,,,100.0
236282,,,100.0
236293,,,100.0
236302,,,100.0
236328,,,100.0
236334,,,100.0
236339,,,100.0
236353,,,100.0
236364,,,100.0
236370,,,100.0
236374,,,100.0
236396,,,100.0
236409,,,100.0
236422,,,100.0
236447,,,100.0
236475,,,100.0
236489,,,100.0
236501,,,100.0
236518,,,100.0
236525,,,100.0
236527,,,100.0
236553,,,100.0
236570,,,100.0
236581,,,100.0
236586,,,100.0
236602,,,100.0
236642,,,100.0
236648,,,100.0
236675,,,100.0
236701,,,100.0
236727,,,100.0
236753,,,100.0
236779,,,100.0
236795,,,100.0
236821,,,100.0
236847,,,100.0
236874,,,100.0
236900,,,100.0
236926,,,100.0
236952,,,100.0
236974,,,100.0
236979,,,100.0
236995,,,100.0
237006,,,100.0
237012,,,100.0
237021,,,100.0
237049,,,100.0
237071,,,100.0
237074,,,100.0
237078,,,100.0
237088,,,100.0
237095,,,100.0
237099,,,100.0
237120,,,100.0
237126,,,100.0
237153,,,100.0
237155,,,100.0
237161,,,100.0
237178,,,100.0
237188,,,100.0
237196,,,100.0
237204,,,100.0
237221,,,100.0
237222,,,100.0
237226,,,100.0
237247,,,100.0
237253,,,100.0
237273,,,100.0
237274,,,100.0
237278,,,100.0
237298,,,100.0
237306,,,100.0
237312,,,100.0
237325,,,100.0
237336,,,100.0
237344,,,100.0
237352,,,100.0
237374,,,100.0
237378,,,100.0
237380,,,100.0
237404,,,100.0
237419,,,100.0
237424,,,100.0
237434,,,100.0
237446,,,100.0
237455,,,100.0
237460,,,100.0
237473,,,100.0
237499,,,100.0
237525,,,100.0
237527,,,100.0
237536,,,100.0
237577,,,100.0
237583,,,100.0
237612,,,100.0
237616,,,100.0
237641,,,100.0
237647,,,100.0
237676,,,100.0
237682,,,100.0
237704,,,100.0
237711,,,100.0
237729,,,100.0
237734,,,100.0
237799,,,100.0
237814,,,100.0
237841,,,100.0
237867,,,100.0
237890,,,100.0
237911,,,100.0
237919,,,100.0
237943,,,100.0
237983,,,100.0
238023,,,100.0
238048,,,100.0
238067,,,100.0
238071,,,100.0
238106,,,100.0
238119,,,100.0
238125,,,100.0
238133,,,100.0
238164,,,100.0
238531,,,100.0
238549,,,100.0
238555,,,100.0
238582,,,100.0
238585,,,100.0
238616,,,100.0
238620,,,100.0
238645,,,100.0
238652,,,100.0
238681,,,100.0
238687,,,100.0
238698,,,100.0
238702,,,100.0
238731,,,100.0
238737,,,100.0
238763,,,100.0
238782,,,100.0
238797,,,100.0
238801,,,100.0
238828,,,100.0
240285,,,100.0
240306,,,100.0
240312,,,100.0
240337,,,100.0
240343,,,100.0
240369,,,100.0
240936,,,100.0
240956,,,100.0
240970,,,100.0
240979,,,100.0
240993,,,100.0
241062,,,100.0
241074,,,100.0
241112,,,100.0
241124,,,100.0
241162,,,100.0
241173,,,100.0
241180,,,100.0
241197,,,100.0
241212,,,100.0
241224,,,100.0
241230,,,100.0
241248,,,100.0
241287,,,100.0
241300,,,100.0
241313,,,100.0
241326,,,100.0
241363,,,100.0
241372,,,100.0
241388,,,100.0
241399,,,100.0
241437,,,100.0
241448,,,100.0
241487,,,100.0
241499,,,100.0
241537,,,100.0
241550,,,100.0
241559,,,100.0
241572,,,100.0
241612,,,100.0
241623,,,100.0
241662,,,100.0
241675,,,100.0
241679,,,100.0
241698,,,100.0
241736,,,100.0
241747,,,100.0
241788,,,100.0
241801,,,100.0
241812,,,100.0
241823,,,100.0
241862,,,100.0
241872,,,100.0
241888,,,100.0
241899,,,100.0
241938,,,100.0
241949,,,100.0
241988,,,100.0
241999,,,100.0
242014,,,100.0
242029,,,100.0
242040,,,100.0
242049,,,100.0
242088,,,100.0
242100,,,100.0
242113,,,100.0
242124,,,100.0
242137,,,100.0
242151,,,100.0
242188,,,100.0
242200,,,100.0
242238,,,100.0
242248,,,100.0
242288,,,100.0
242302,,,100.0
242337,,,100.0
242348,,,100.0
242362,,,100.0
242372,,,100.0
242387,,,100.0
242399,,,100.0
242438,,,100.0
242449,,,100.0
242488,,,100.0
242502,,,100.0
242538,,,100.0
242550,,,100.0
242563,,,100.0
242573,,,100.0
242613,,,100.0
242624,,,100.0
242663,,,100.0
242673,,,100.0
242688,,,100.0
242698,,,100.0
242714,,,100.0
242724,,,100.0
242738,,,100.0
242748,,,100.0
242763,,,100.0
242775,,,100.0
242813,,,100.0
242824,,,100.0
242839,,,100.0
242849,,,100.0
242861,,,100.0
242871,,,100.0
242888,,,100.0
242901,,,100.0
242939,,,100.0
242949,,,100.0
242988,,,100.0
242999,,,100.0
243038,,,100.0
243049,,,100.0
243062,,,100.0
243072,,,100.0
243088,,,100.0
243101,,,100.0
243114,,,100.0
243126,,,100.0
243164,,,100.0
243174,,,100.0
243188,,,100.0
243200,,,100.0
243239,,,100.0
243253,,,100.0
243289,,,100.0
243301,,,100.0
243313,,,100.0
243325,,,100.0
243364,,,100.0
243374,,,100.0
243414,,,100.0
243426,,,100.0
243439,,,100.0
243449,,,100.0
243489,,,100.0
243501,,,100.0
243538,,,100.0
243549,,,100.0
243563,,,100.0
243580,,,100.0
243614,,,100.0
243628,,,100.0
243665,,,100.0
243674,,,100.0
243689,,,100.0
243701,,,100.0
243739,,,100.0
243749,,,100.0
243763,,,100.0
243775,,,100.0
243814,,,100.0
243828,,,100.0
243865,,,100.0
243878,,,100.0
243914,,,100.0
243926,,,100.0
243939,,,100.0
243949,,,100.0
243989,,,100.0
244001,,,100.0
244039,,,100.0
244049,,,100.0
244062,,,100.0
244072,,,100.0
244114,,,100.0
244127,,,100.0
244165,,,100.0
244175,,,100.0
244190,,,100.0
244230,,,100.0
244242,,,100.0
244254,,,100.0
244258,,,100.0
244296,,,100.0
244315,,,100.0
244330,,,100.0
244338,,,100.0
244349,,,100.0
244360,,,100.0
244381,,,100.0
244392,,,100.0
244406,,,100.0
244416,,,100.0
244429,,,100.0
244443,,,100.0
255357,,,100.0
255373,,,100.0
255377,,,100.0
255405,,,100.0
255413,,,100.0
255451,,,100.0
255456,,,100.0
255507,,,100.0
255511,,,100.0
255540,,,100.0
255547,,,100.0
255572,,,100.0
255576,,,100.0
255589,,,100.0
255593,,,100.0
255622,,,100.0
255626,,,100.0
255639,,,100.0
255643,,,100.0
255672,,,100.0
255676,,,100.0
255707,,,100.0
256793,,,100.0
256808,,,100.0
256812,,,100.0
256842,,,100.0
256846,,,100.0
256875,,,100.0
256880,,,100.0
256908,,,100.0
256912,,,100.0
256925,,,100.0
256928,,,100.0
256959,,,100.0
256962,,,100.0
256975,,,100.0
256978,,,100.0
256997,,,100.0
257002,,,100.0
257025,,,100.0
257029,,,100.0
257042,,,100.0
257045,,,100.0
257058,,,100.0
257062,,,100.0
257091,,,100.0
257096,,,100.0
257125,,,100.0
257130,,,100.0
257142,,,100.0
257147,,,100.0
257159,,,100.0
257164,,,100.0
257178,,,100.0
257183,,,100.0
257194,,,100.0
257197,,,100.0
257209,,,100.0
257214,,,100.0
257227,,,100.0
257247,,,100.0
257261,,,100.0
257265,,,100.0
257277,,,100.0
257282,,,100.0
257295,,,100.0
257299,,,100.0
257310,,,100.0
257315,,,100.0
257328,,,100.0
257332,,,100.0
257344,,,100.0
257349,,,100.0
257364,,,100.0
257381,,,100.0
257394,,,100.0
257398,,,100.0
257414,,,100.0
257433,,,100.0
257443,,,100.0
257449,,,100.0
257464,,,100.0
257467,,,100.0
257478,,,100.0
257483,,,100.0
257497,,,100.0
257514,,,100.0
257527,,,100.0
257531,,,100.0
257547,,,100.0
257567,,,100.0
257577,,,100.0
257581,,,100.0
257596,,,100.0
257601,,,100.0
257619,,,100.0
257635,,,100.0
257644,,,100.0
257648,,,100.0
257660,,,100.0
257665,,,100.0
257678,,,100.0
257683,,,100.0
257697,,,100.0
257714,,,100.0
257727,,,100.0
257733,,,100.0
257744,,,100.0
257748,,,100.0
257762,,,100.0
257766,,,100.0
257782,,,100.0
257786,,,100.0
257799,,,100.0
257816,,,100.0
257827,,,100.0
257831,,,100.0
257844,,,100.0
257849,,,100.0
257865,,,100.0
257882,,,100.0
257894,,,100.0
257919,,,100.0
257928,,,100.0
257933,,,100.0
257944,,,100.0
257948,,,100.0
257960,,,100.0
257966,,,100.0
257979,,,100.0
258000,,,100.0
258015,,,100.0
258034,,,100.0
258044,,,100.0
258048,,,100.0
258061,,,100.0
258066,,,100.0
258077,,,100.0
258082,,,100.0
258096,,,100.0
258101,,,100.0
258111,,,100.0
258116,,,100.0
258129,,,100.0
258134,,,100.0
258146,,,100.0
258164,,,100.0
258177,,,100.0
258183,,,100.0
258197,,,100.0
258201,,,100.0
258213,,,100.0
258217,,,100.0
258234,,,100.0
258239,,,100.0
258255,,,100.0
258271,,,100.0
258280,,,100.0
258284,,,100.0
258297,,,100.0
258301,,,100.0
258313,,,100.0
258333,,,100.0
258346,,,100.0
258351,,,100.0
258362,,,100.0
258366,,,100.0
258379,,,100.0
258383,,,100.0
258396,,,100.0
258401,,,100.0
258411,,,100.0
258417,,,100.0
258429,,,100.0
258434,,,100.0
258445,,,100.0
258449,,,100.0
258461,,,100.0
258466,,,100.0
258482,,,100.0
258486,,,100.0
258498,,,100.0
258514,,,100.0
258532,,,100.0
258536,,,100.0
258549,,,100.0
258567,,,100.0
258581,,,100.0
258606,,,100.0
258619,,,100.0
258642,,,100.0
258657,,,100.0
258673,,,100.0
258682,,,100.0
258685,,,100.0
258696,,,100.0
258699,,,100.0
258713,,,100.0
258716,,,100.0
258729,,,100.0
258734,,,100.0
258747,,,100.0
258775,,,100.0
258783,,,100.0
258808,,,100.0
258819,,,100.0
258834,,,100.0
258849,,,100.0
258853,,,100.0
258863,,,100.0
258866,,,100.0
258882,,,100.0
258885,,,100.0
258896,,,100.0
258919,,,100.0
258930,,,100.0
258934,,,100.0
258946,,,100.0
258950,,,100.0
258962,,,100.0
258966,,,100.0
258983,,,100.0
259000,,,100.0
259014,,,100.0
259018,,,100.0
259029,,,100.0
259032,,,100.0
259046,,,100.0
259049,,,100.0
259063,,,100.0
259068,,,100.0
259080,,,100.0
259083,,,100.0
259096,,,100.0
259101,,,100.0
259116,,,100.0
259124,,,100.0
259136,,,100.0
259153,,,100.0
259164,,,100.0
259167,,,100.0
259180,,,100.0
259184,,,100.0
259196,,,100.0
259201,,,100.0
259214,,,100.0
259219,,,100.0
259231,,,100.0
259235,,,100.0
259246,,,100.0
259250,,,100.0
259263,,,100.0
259288,,,100.0
259301,,,100.0
259319,,,100.0
259329,,,100.0
259333,,,100.0
259347,,,100.0
259351,,,100.0
259365,,,100.0
259369,,,100.0
259381,,,100.0
259387,,,100.0
259397,,,100.0
259401,,,100.0
259414,,,100.0
259418,,,100.0
259429,,,100.0
259434,,,100.0
259450,,,100.0
259465,,,100.0
259481,,,100.0
259485,,,100.0
259496,,,100.0
259501,,,100.0
259514,,,100.0
259518,,,100.0
259530,,,100.0
259534,,,100.0
259547,,,100.0
259554,,,100.0
259564,,,100.0
259568,,,100.0
259582,,,100.0
259585,,,100.0
259598,,,100.0
259602,,,100.0
259617,,,100.0
259620,,,100.0
259631,,,100.0
259635,,,100.0
259648,,,100.0
259652,,,100.0
259663,,,100.0
259666,,,100.0
259680,,,100.0
259685,,,100.0
259698,,,100.0
259702,,,100.0
259714,,,100.0
259718,,,100.0
259731,,,100.0
259735,,,100.0
259747,,,100.0
259750,,,100.0
259765,,,100.0
259769,,,100.0
259785,,,100.0
259804,,,100.0
259813,,,100.0
259818,,,100.0
259830,,,100.0
259833,,,100.0
259848,,,100.0
259852,,,100.0
259868,,,100.0
259872,,,100.0
259884,,,100.0
259886,,,100.0
259898,,,100.0
259902,,,100.0
259917,,,100.0
259920,,,100.0
259934,,,100.0
259937,,,100.0
259947,,,100.0
259951,,,100.0
259968,,,100.0
259976,,,100.0
259989,,,100.0
260019,,,100.0
260033,,,100.0
260038,,,100.0
260047,,,100.0
260050,,,100.0
260062,,,100.0
260067,,,100.0
260082,,,100.0
263228,,,100.0
263229,,,100.0
263311,,,100.0
263329,,,100.0
263345,,,100.0
263348,,,100.0
263354,,,100.0
263365,,,100.0
263371,,,100.0
263398,,,100.0
263406,,,100.0
263431,,,100.0
263436,,,100.0
263447,,,100.0
263454,,,100.0
263481,,,100.0
263487,,,100.0
263499,,,100.0
263506,,,100.0
263511,,,100.0
263518,,,100.0
263529,,,100.0
263536,,,100.0
263561,,,100.0
263570,,,100.0
263613,,,100.0
263622,,,100.0
263636,,,100.0
263651,,,100.0
263662,,,100.0
263669,,,100.0
263690,,,100.0
263696,,,100.0
263708,,,100.0
263715,,,100.0
263725,,,100.0
263732,,,100.0
263741,,,100.0
263748,,,100.0
263754,,,100.0
263755,,,100.0
263771,,,100.0
263778,,,100.0
263787,,,100.0
263804,,,100.0
263817,,,100.0
263850,,,100.0
263858,,,100.0
263880,,,100.0
263893,,,100.0
263902,,,100.0
263908,,,100.0
263927,,,100.0
263937,,,100.0
263945,,,100.0
263954,,,100.0
263968,,,100.0
263974,,,100.0
263992,,,100.0
264015,,,100.0
264025,,,100.0
264032,,,100.0
264042,,,100.0
264052,,,100.0
264060,,,100.0
264084,,,100.0
264116,,,100.0
264124,,,100.0
264132,,,100.0
264162,,,100.0
264168,,,100.0
264183,,,100.0
264192,,,100.0
264197,,,100.0
264205,,,100.0
264219,,,100.0
264247,,,100.0
264257,,,100.0
264265,,,100.0
264272,,,100.0
264297,,,100.0
264305,,,100.0
264309,,,100.0
264317,,,100.0
264328,,,100.0
264337,,,100.0
264345,,,100.0
264350,,,100.0
264360,,,100.0
264373,,,100.0
264384,,,100.0
264391,,,100.0
264399,,,100.0
264400,,,100.0
264404,,,100.0
264410,,,100.0
264417,,,100.0
264428,,,100.0
264434,,,100.0
264445,,,100.0
264453,,,100.0
264462,,,100.0
264471,,,100.0
264495,,,100.0
264515,,,100.0
264529,,,100.0
264538,,,100.0
264546,,,100.0
264553,,,100.0
264565,,,100.0
264570,,,100.0
264571,,,100.0
264577,,,100.0
264595,,,100.0
264629,,,100.0
264642,,,100.0
264649,,,100.0
264661,,,100.0
264679,,,100.0
264693,,,100.0
264702,,,100.0
264709,,,100.0
264715,,,100.0
264726,,,100.0
264746,,,100.0
264756,,,100.0
264762,,,100.0
264771,,,100.0
264777,,,100.0
264789,,,100.0
264797,,,100.0
264808,,,100.0
264817,,,100.0
264826,,,100.0
264831,,,100.0
264843,,,100.0
264857,,,100.0
264862,,,100.0
264875,,,100.0
264882,,,100.0
264889,,,100.0
264897,,,100.0
264908,,,100.0
264913,,,100.0
264933,,,100.0
264947,,,100.0
264956,,,100.0
264960,,,100.0
264969,,,100.0
264976,,,100.0
264986,,,100.0
264991,,,100.0
265003,,,100.0
265008,,,100.0
265013,,,100.0
265021,,,100.0
265027,,,100.0
265038,,,100.0
265043,,,100.0
265055,,,100.0
265060,,,100.0
265064,,,100.0
265073,,,100.0
265082,,,100.0
265092,,,100.0
265116,,,100.0
265124,,,100.0
265134,,,100.0
265139,,,100.0
265146,,,100.0
265151,,,100.0
265162,,,100.0
265170,,,100.0
265179,,,100.0
265186,,,100.0
265196,,,100.0
265202,,,100.0
265232,,,100.0
265239,,,100.0
265247,,,100.0
265268,,,100.0
265278,,,100.0
265286,,,100.0
265289,,,100.0
265294,,,100.0
265305,,,100.0
265312,,,100.0
265325,,,100.0
265346,,,100.0
265357,,,100.0
265364,,,100.0
265369,,,100.0
265374,,,100.0
265387,,,100.0
265390,,,100.0
265399,,,100.0
265414,,,100.0
265425,,,100.0
265449,,,100.0
265457,,,100.0
265462,,,100.0
265473,,,100.0
265478,,,100.0
265493,,,100.0
265498,,,100.0
265510,,,100.0
265522,,,100.0
265527,,,100.0
265528,,,100.0
265534,,,100.0
265549,,,100.0
265556,,,100.0
265570,,,100.0
265578,,,100.0
265588,,,100.0
265594,,,100.0
265602,,,100.0
265625,,,100.0
265637,,,100.0
265643,,,100.0
265650,,,100.0
265653,,,100.0
265669,,,100.0
265677,,,100.0
265686,,,100.0
265691,,,100.0
265702,,,100.0
265707,,,100.0
265711,,,100.0
265718,,,100.0
265727,,,100.0
265747,,,100.0
265765,,,100.0
265772,,,100.0
265782,,,100.0
265790,,,100.0
265799,,,100.0
265804,,,100.0
265816,,,100.0
265822,,,100.0
265826,,,100.0
265845,,,100.0
265852,,,100.0
265858,,,100.0
265871,,,100.0
265878,,,100.0
265888,,,100.0
265894,,,100.0
265904,,,100.0
265909,,,100.0
265914,,,100.0
265928,,,100.0
265935,,,100.0
265953,,,100.0
265964,,,100.0
265971,,,100.0
265981,,,100.0
265987,,,100.0
266004,,,100.0
266005,,,100.0
266017,,,100.0
266022,,,100.0
266033,,,100.0
266039,,,100.0
266044,,,100.0
266046,,,100.0
266047,,,100.0
266054,,,100.0
266062,,,100.0
266063,,,100.0
267875,,,100.0
267896,,,100.0
267921,,,100.0
267939,,,100.0
267959,,,100.0
267976,,,100.0
268004,,,100.0
268019,,,100.0
268042,,,100.0
268063,,,100.0
268084,,,100.0
268099,,,100.0
268118,,,100.0
268136,,,100.0
268156,,,100.0
268175,,,100.0
268192,,,100.0
268210,,,100.0
268227,,,100.0
268246,,,100.0
268262,,,100.0
268277,,,100.0
268298,,,100.0
268315,,,100.0
268333,,,100.0
268346,,,100.0
268361,,,100.0
268380,,,100.0
268396,,,100.0
268422,,,100.0
268437,,,100.0
268456,,,100.0
268478,,,100.0
268499,,,100.0
268514,,,100.0
268530,,,100.0
268555,,,100.0
268571,,,100.0
268588,,,100.0
268603,,,100.0
268623,,,100.0
268640,,,100.0
268657,,,100.0
268684,,,100.0
268700,,,100.0
268725,,,100.0
268742,,,100.0
268767,,,100.0
268781,,,100.0
268812,,,100.0
268832,,,100.0
268851,,,100.0
268870,,,100.0
268888,,,100.0
268907,,,100.0
268927,,,100.0
268941,,,100.0
268966,,,100.0
268988,,,100.0
269000,,,100.0
269009,,,100.0
269019,,,100.0
269028,,,100.0
269040,,,100.0
269051,,,100.0
269066,,,100.0
269076,,,100.0
269087,,,100.0
269096,,,100.0
269106,,,100.0
269116,,,100.0
269127,,,100.0
269137,,,100.0
269147,,,100.0
269159,,,100.0
269168,,,100.0
269177,,,100.0
269188,,,100.0
269201,,,100.0
269210,,,100.0
269221,,,100.0
