,AJSW1J6VE37BL,A1NRY8F9U4AYE,A11PJ3TQ4LWGW,A1EUJEHDI66UT,A73CNVUAKO1AY
285998,13.0,,-100.0,,54.0
286030,13.0,,-100.0,,54.0
286098,13.0,,-100.0,,54.0
286239,13.0,,-100.0,,54.0
286253,13.0,,-100.0,,54.0
286351,13.0,,-100.0,,54.0
286429,13.0,,-100.0,,54.0
286631,13.0,,-100.0,,54.0
286643,13.0,,-100.0,,54.0
286648,13.0,,-100.0,,54.5
286665,13.0,,-100.0,,55.0
286690,13.0,,-100.0,,55.0
286703,13.0,,-100.0,,55.0
286727,13.0,,-100.0,,55.5
286745,13.0,,-100.0,,56.0
286762,13.0,,-100.0,,56.0
286785,13.0,,-100.0,,57.0
286829,13.0,,-100.0,,57.0
286851,13.0,,-100.0,,58.0
286893,13.0,,-100.0,,58.0
286905,13.0,,-100.0,,58.5
286913,13.0,,-100.0,,59.0
286928,13.0,,-100.0,,59.0
286958,13.0,,-100.0,,59.0
286980,13.0,,-100.0,,60.0
287023,13.0,,-100.0,,60.0
287048,13.0,,-100.0,,61.0
287112,13.0,,-100.0,,61.0
287131,13.0,,-100.0,,62.0
287172,13.0,,-100.0,,62.0
287193,13.0,,-100.0,,63.0
287202,13.0,,-100.0,,63.0
287238,13.0,,-100.0,,63.0
287262,13.0,,-100.0,,64.0
287305,13.0,,-100.0,,64.0
287315,13.0,,-100.0,,64.5
287326,13.0,,-100.0,,65.0
287369,13.0,,-100.0,,65.0
287389,13.0,,-100.0,,66.0
287437,13.0,,-100.0,,66.0
287457,13.0,,-100.0,,67.0
287700,13.0,,-100.0,,67.0
287797,13.0,,-100.0,,67.0
288011,13.0,,-100.0,,67.0
288080,13.0,,-100.0,,67.0
288316,13.0,,-100.0,,67.0
288337,13.0,,-100.0,,66.0
288374,13.0,,-100.0,,66.0
288400,13.0,,-100.0,,65.0
288447,13.0,,-100.0,,65.0
288471,13.0,,-100.0,,64.0
288483,13.0,,-100.0,,64.0
288512,13.0,,-100.0,,63.0
288555,13.0,,-100.0,,63.0
288575,13.0,,-100.0,,62.0
288621,13.0,,-100.0,,62.0
288649,13.0,,-100.0,,61.0
288695,13.0,,-100.0,,61.0
288714,13.0,,-100.0,,60.0
288758,13.0,,-100.0,,60.0
288779,13.0,,-100.0,,59.0
288833,13.0,,-100.0,,59.0
288857,13.0,,-100.0,,58.0
288905,13.0,,-100.0,,58.0
288932,13.0,,-100.0,,57.0
288980,13.0,,-100.0,,57.0
289005,13.0,,-100.0,,56.0
289048,13.0,,-100.0,,56.0
289071,13.0,,-100.0,,55.0
289119,13.0,,-100.0,,55.0
289141,13.0,,-100.0,,54.0
289190,13.0,,-100.0,,54.0
289212,13.0,,-100.0,,53.0
289256,13.0,,-100.0,,53.0
289279,13.0,,-100.0,,52.0
289352,13.0,,-100.0,,52.0
289377,13.0,,-100.0,,51.0
289403,13.0,,-100.0,,51.0
289461,13.0,,-100.0,,49.0
289515,13.0,,-100.0,,49.0
289536,13.0,,-100.0,,48.0
289546,13.0,,-100.0,,48.0
289576,13.0,,-100.0,,47.0
289638,13.0,,-100.0,,47.0
289678,13.0,,-100.0,,46.0
289749,13.0,,-100.0,,46.0
289779,13.0,,-100.0,,45.0
289789,13.0,,-100.0,,45.0
289816,13.0,,-100.0,,44.0
289861,13.0,,-100.0,,44.0
289881,13.0,,-100.0,,43.0
289892,13.0,,-100.0,,43.0
289918,13.0,,-100.0,,42.0
289962,13.0,,-100.0,,42.0
289990,13.0,,-100.0,,41.0
290047,13.0,,-100.0,,41.0
290073,13.0,,-100.0,,40.0
290123,13.0,,-100.0,,40.0
290146,13.0,,-100.0,,39.0
290190,13.0,,-100.0,,39.0
290210,13.0,,-100.0,,38.0
290253,13.0,,-100.0,,38.0
290274,13.0,,-100.0,,37.0
290317,13.0,,-100.0,,37.0
290343,13.0,,-100.0,,36.0
290401,13.0,,-100.0,,36.0
290424,13.0,,-100.0,,35.0
290478,13.0,,-100.0,,35.0
290501,13.0,,-100.0,,34.0
290544,13.0,,-100.0,,34.0
290568,13.0,,-100.0,,33.0
290626,13.0,,-100.0,,33.0
290657,13.0,,-100.0,,32.0
290714,13.0,,-100.0,,32.0
290746,13.0,,-100.0,,31.0
290791,13.0,,-100.0,,31.0
290816,13.0,,-100.0,,30.0
290868,13.0,,-100.0,,30.0
290887,13.0,,-100.0,,29.0
290932,13.0,,-100.0,,29.0
290952,13.0,,-100.0,,28.0
291007,13.0,,-100.0,,28.0
291035,13.0,,-100.0,,27.0
291052,13.0,,-100.0,,27.0
291091,13.0,,-100.0,,26.0
291135,13.0,,-100.0,,26.0
291156,13.0,,-100.0,,25.0
291170,13.0,,-100.0,,25.0
291202,13.0,,-100.0,,24.0
291215,13.0,,-100.0,,24.0
291245,13.0,,-100.0,,23.0
291291,13.0,,-100.0,,23.0
291316,13.0,,-100.0,,22.0
291366,13.0,,-100.0,,22.0
291390,13.0,,-100.0,,21.0
291441,13.0,,-100.0,,21.0
291461,13.0,,-100.0,,20.0
291505,13.0,,-100.0,,20.0
291529,13.0,,-100.0,,19.0
291571,13.0,,-100.0,,19.0
291600,13.0,,-100.0,,18.0
291647,13.0,,-100.0,,18.0
291671,13.0,,-100.0,,17.0
291719,13.0,,-100.0,,17.0
291801,13.0,,-100.0,,13.0
291822,13.0,,-100.0,,13.0
291851,13.0,,-100.0,,12.0
291897,13.0,,-100.0,,12.0
291919,13.0,,-100.0,,11.0
291967,13.0,,-100.0,,11.0
291996,13.0,,-100.0,,10.0
292008,13.0,,-100.0,,10.0
292038,13.0,,-100.0,,9.0
292094,13.0,,-100.0,,9.0
292121,13.0,,-100.0,,8.0
292172,13.0,,-100.0,,8.0
292198,13.0,,-100.0,,7.0
292243,13.0,,-100.0,,7.0
292266,13.0,,-100.0,,6.0
292309,13.0,,-100.0,,6.0
292339,13.0,,-100.0,,5.0
292381,13.0,,-100.0,,5.0
292410,13.0,,-100.0,,4.0
292458,13.0,,-100.0,,4.0
292488,13.0,,-100.0,,3.0
292535,13.0,,-100.0,,3.0
292559,13.0,,-100.0,,2.0
292607,13.0,,-100.0,,2.0
292627,13.0,,-100.0,,1.0
292686,13.0,,-100.0,,1.0
292712,13.0,,-100.0,,0.0
292765,13.0,,-100.0,,0.0
292791,13.0,,-100.0,,-1.0
292801,13.0,,-100.0,,-1.0
292832,13.0,,-100.0,,-2.0
292881,13.0,,-100.0,,-2.0
292904,13.0,,-100.0,,-3.0
292954,13.0,,-100.0,,-3.0
292978,13.0,,-100.0,,-4.0
293040,13.0,,-100.0,,-4.0
293065,13.0,,-100.0,,-5.0
293131,13.0,,-100.0,,-5.0
293158,13.0,,-100.0,,-6.0
293207,13.0,,-100.0,,-6.0
293233,13.0,,-100.0,,-7.0
293283,13.0,,-100.0,,-7.0
293304,13.0,,-100.0,,-8.0
293351,13.0,,-100.0,,-8.0
293372,13.0,,-100.0,,-9.0
293424,13.0,,-100.0,,-9.0
293446,13.0,,-100.0,,-10.0
293500,13.0,,-100.0,,-10.0
293524,13.0,,-100.0,,-11.0
293580,13.0,,-100.0,,-11.0
293608,13.0,,-100.0,,-12.0
293656,13.0,,-100.0,,-12.0
293681,13.0,,-100.0,,-13.0
293726,13.0,,-100.0,,-13.0
293750,13.0,,-100.0,,-14.0
293798,13.0,,-100.0,,-14.0
293825,13.0,,-100.0,,-15.0
293883,13.0,,-100.0,,-15.0
293913,13.0,,-100.0,,-16.0
293963,13.0,,-100.0,,-16.0
293987,13.0,,-100.0,,-17.0
294032,13.0,,-100.0,,-17.0
294053,13.0,,-100.0,,-18.0
294106,13.0,,-100.0,,-18.0
294129,13.0,,-100.0,,-19.0
294178,13.0,,-100.0,,-19.0
294205,13.0,,-100.0,,-20.0
294267,13.0,,-100.0,,-20.0
294290,13.0,,-100.0,,-21.0
294338,13.0,,-100.0,,-21.0
294362,13.0,,-100.0,,-22.0
294408,13.0,,-100.0,,-22.0
294436,13.0,,-100.0,,-23.0
294486,13.0,,-100.0,,-23.0
294507,13.0,,-100.0,,-24.0
294555,13.0,,-100.0,,-24.0
294585,13.0,,-100.0,,-25.0
294639,13.0,,-100.0,,-25.0
294665,13.0,,-100.0,,-26.0
294708,13.0,,-100.0,,-26.0
294732,13.0,,-100.0,,-27.0
294779,13.0,,-100.0,,-27.0
294799,13.0,,-100.0,,-28.0
294849,13.0,,-100.0,,-28.0
294871,13.0,,-100.0,,-29.0
294922,13.0,,-100.0,,-29.0
294964,13.0,,-100.0,,-30.0
295019,13.0,,-100.0,,-30.0
295042,13.0,,-100.0,,-31.0
295093,13.0,,-100.0,,-31.0
295115,13.0,,-100.0,,-32.0
295162,13.0,,-100.0,,-32.0
295186,13.0,,-100.0,,-33.0
295231,13.0,,-100.0,,-33.0
295254,13.0,,-100.0,,-34.0
295311,13.0,,-100.0,,-34.0
295338,13.0,,-100.0,,-35.0
295383,13.0,,-100.0,,-35.0
295407,13.0,,-100.0,,-36.0
295454,13.0,,-100.0,,-36.0
295475,13.0,,-100.0,,-37.0
295527,13.0,,-100.0,,-37.0
295549,13.0,,-100.0,,-38.0
295595,13.0,,-100.0,,-38.0
295616,13.0,,-100.0,,-39.0
295690,13.0,,-100.0,,-39.0
295712,13.0,,-100.0,,-40.0
295760,13.0,,-100.0,,-40.0
295783,13.0,,-100.0,,-41.0
295831,13.0,,-100.0,,-41.0
295854,13.0,,-100.0,,-42.0
295898,13.0,,-100.0,,-42.0
295920,13.0,,-100.0,,-43.0
295965,13.0,,-100.0,,-43.0
295993,13.0,,-100.0,,-44.0
296054,13.0,,-100.0,,-44.0
296082,13.0,,-100.0,,-45.0
296128,13.0,,-100.0,,-45.0
296152,13.0,,-100.0,,-46.0
296199,13.0,,-100.0,,-46.0
296221,13.0,,-100.0,,-47.0
296266,13.0,,-100.0,,-47.0
296287,13.0,,-100.0,,-48.0
296332,13.0,,-100.0,,-48.0
296359,13.0,,-100.0,,-49.0
296417,13.0,,-100.0,,-49.0
296452,13.0,,-100.0,,-50.0
296472,13.0,,-100.0,,-50.0
296520,13.0,,-100.0,,-51.0
296583,13.0,,-100.0,,-51.0
296604,13.0,,-100.0,,-52.0
296682,13.0,,-100.0,,-52.0
296706,13.0,,-100.0,,-53.0
296770,13.0,,-100.0,,-53.0
296804,13.0,,-100.0,,-54.0
296852,13.0,,-100.0,,-54.0
296876,13.0,,-100.0,,-55.0
296923,13.0,,-100.0,,-55.0
296946,13.0,,-100.0,,-56.0
296997,13.0,,-100.0,,-56.0
297020,13.0,,-100.0,,-57.0
297070,13.0,,-100.0,,-57.0
297092,13.0,,-100.0,,-58.0
297158,13.0,,-100.0,,-58.0
297190,13.0,,-100.0,,-59.0
297202,13.0,,-100.0,,-59.0
297232,13.0,,-100.0,,-60.0
297287,13.0,,-100.0,,-60.0
297309,13.0,,-100.0,,-61.0
297360,13.0,,-100.0,,-61.0
297383,13.0,,-100.0,,-62.0
297432,13.0,,-100.0,,-62.0
297454,13.0,,-100.0,,-63.0
297508,13.0,,-100.0,,-63.0
297533,13.0,,-100.0,,-64.0
297601,13.0,,-100.0,,-64.0
297622,13.0,,-100.0,,-65.0
297681,13.0,,-100.0,,-65.0
297703,13.0,,-100.0,,-66.0
297752,13.0,,-100.0,,-66.0
297778,13.0,,-100.0,,-67.0
297835,13.0,,-100.0,,-67.0
297860,13.0,,-100.0,,-68.0
297907,13.0,,-100.0,,-68.0
297933,13.0,,-100.0,,-69.0
297982,13.0,,-100.0,,-69.0
298004,13.0,,-100.0,,-70.0
298049,13.0,,-100.0,,-70.0
298074,13.0,,-100.0,,-71.0
298123,13.0,,-100.0,,-71.0
298147,13.0,,-100.0,,-72.0
298230,13.0,,-100.0,,-72.0
298257,13.0,,-100.0,,-73.0
298301,13.0,,-100.0,,-73.0
298334,13.0,,-100.0,,-74.0
298378,13.0,,-100.0,,-74.0
298402,13.0,,-100.0,,-75.0
298449,13.0,,-100.0,,-75.0
298470,13.0,,-100.0,,-76.0
298519,13.0,,-100.0,,-76.0
298554,13.0,,-100.0,,-77.0
298570,13.0,,-100.0,,-77.0
298600,13.0,,-100.0,,-78.0
298614,13.0,,-100.0,,-78.0
298641,13.0,,-100.0,,-79.0
298653,13.0,,-100.0,,-79.0
298679,13.0,,-100.0,,-80.0
298725,13.0,,-100.0,,-80.0
298748,13.0,,-100.0,,-81.0
298801,13.0,,-100.0,,-81.0
298825,13.0,,-100.0,,-82.0
298875,13.0,,-100.0,,-82.0
298916,13.0,,-100.0,,-83.0
298930,13.0,,-100.0,,-83.0
298958,13.0,,-100.0,,-84.0
298969,13.0,,-100.0,,-84.0
299002,13.0,,-100.0,,-85.0
299048,13.0,,-100.0,,-85.0
299073,13.0,,-100.0,,-86.0
299121,13.0,,-100.0,,-86.0
299147,13.0,,-100.0,,-87.0
299194,13.0,,-100.0,,-87.0
299220,13.0,,-100.0,,-88.0
299277,13.0,,-100.0,,-88.0
299306,13.0,,-100.0,,-89.0
299352,13.0,,-100.0,,-89.0
299373,13.0,,-100.0,,-90.0
299425,13.0,,-100.0,,-90.0
299448,13.0,,-100.0,,-91.0
299495,13.0,,-100.0,,-91.0
299520,13.0,,-100.0,,-92.0
299567,13.0,,-100.0,,-92.0
299594,13.0,,-100.0,,-93.0
299657,13.0,,-100.0,,-93.0
299659,13.0,,-100.0,,-93.33333333333333
299679,13.0,,-100.0,,-93.66666666666667
299689,13.0,,-100.0,,-94.0
299733,13.0,,-100.0,,-94.0
299754,13.0,,-100.0,,-95.0
299799,13.0,,-100.0,,-95.0
299823,13.0,,-100.0,,-96.0
299845,13.0,,-100.0,,-96.0
299870,13.0,,-100.0,,-96.0
299876,13.0,,-100.0,,-96.5
299897,13.0,,-100.0,,-97.0
299966,13.0,,-100.0,,-97.0
300008,13.0,,-100.0,,-98.0
300020,13.0,,-100.0,,-98.0
300052,13.0,,-100.0,,-99.0
300067,13.0,,-100.0,,-99.0
300091,13.0,,-100.0,,-100.0
300101,13.0,,-100.0,,-100.0
300125,13.0,,-100.0,,-100.0
300162,13.0,,-100.0,,-100.0
300190,13.0,,-100.0,,-100.0
300191,13.0,,-100.0,,-100.0
308198,13.0,,-100.0,,-100.0
308199,13.0,100.0,-100.0,,-100.0
308235,13.0,98.0,-100.0,,-100.0
308287,13.0,96.0,-100.0,,-100.0
308357,13.0,92.0,-100.0,,-100.0
308381,13.0,90.0,-100.0,,-100.0
308416,13.0,89.0,-100.0,,-100.0
308433,13.0,88.0,-100.0,,-100.0
308451,13.0,87.0,-100.0,,-100.0
308468,13.0,86.0,-100.0,,-100.0
308485,13.0,85.0,-100.0,,-100.0
308504,13.0,83.0,-100.0,,-100.0
308538,13.0,81.0,-100.0,,-100.0
308578,13.0,79.0,-100.0,,-100.0
308598,13.0,77.0,-100.0,,-100.0
308616,13.0,76.0,-100.0,,-100.0
308649,13.0,73.0,-100.0,,-100.0
308667,13.0,72.0,-100.0,,-100.0
308683,13.0,71.66666666666667,-100.0,,-100.0
308684,13.0,71.33333333333333,-100.0,-100.0,-100.0
308685,13.0,71.0,-100.0,-99.66666666666667,-100.0
308703,13.0,70.0,-100.0,-99.33333333333333,-100.0
308708,13.0,69.5,-100.0,-99.0,-100.0
308720,13.0,69.0,-100.0,-99.0,-100.0
308738,13.0,68.0,-100.0,-99.0,-100.0
308754,13.0,67.0,-100.0,-99.0,-100.0
308772,13.0,65.0,-100.0,-99.0,-100.0
308790,13.0,64.0,-100.0,-99.0,-100.0
308796,13.0,63.0,-100.0,-99.0,-100.0
308815,13.0,62.0,-100.0,-99.0,-100.0
308831,13.0,61.0,-100.0,-99.0,-100.0
308844,13.0,60.5,-100.0,-99.0,-100.0
308849,13.0,60.0,-100.0,-98.5,-100.0
308852,13.0,59.666666666666664,-100.0,-98.0,-100.0
308853,13.0,59.333333333333336,-100.0,,-100.0
308868,13.0,59.0,-100.0,,-100.0
308903,13.0,57.0,-100.0,,-100.0
308920,13.0,56.0,-100.0,,-100.0
308937,13.0,54.0,-100.0,,-100.0
308954,13.0,53.0,-100.0,,-100.0
308973,13.0,52.0,-100.0,,-100.0
308991,13.0,51.0,-100.0,,-100.0
309015,13.0,49.0,-100.0,,-100.0
309031,13.0,48.0,-100.0,,-100.0
309067,13.0,46.0,-100.0,,-100.0
309085,13.0,44.0,-100.0,,-100.0
309102,13.0,43.0,-100.0,,-100.0
309120,13.0,42.0,-100.0,,-100.0
309154,13.0,40.0,-100.0,,-100.0
309172,13.0,39.0,-100.0,,-100.0
309189,13.0,38.0,-100.0,,-100.0
309208,13.0,37.0,-100.0,,-100.0
309224,13.0,35.0,-100.0,,-100.0
309231,13.0,34.0,-100.0,,-100.0
309248,13.0,33.0,-100.0,,-100.0
309266,13.0,32.0,-100.0,,-100.0
309284,13.0,31.0,-100.0,,-100.0
309300,13.0,30.0,-100.0,,-100.0
309319,13.0,29.0,-100.0,,-100.0
309336,13.0,28.0,-100.0,,-100.0
309354,13.0,27.0,-100.0,,-100.0
309371,13.0,26.0,-100.0,,-100.0
309389,13.0,24.0,-100.0,,-100.0
309406,13.0,23.0,-100.0,,-100.0
309424,13.0,22.0,-100.0,,-100.0
309442,13.0,21.0,-100.0,,-100.0
309449,13.0,20.0,-100.0,,-100.0
309484,13.0,20.0,-100.0,,-100.0
309493,13.0,19.0,-100.0,,-100.0
309516,13.0,19.0,-100.0,,-100.0
309529,13.0,18.0,-100.0,,-100.0
309544,13.0,18.0,-100.0,,-100.0
309556,13.0,17.0,-100.0,,-100.0
309574,13.0,17.0,-100.0,,-100.0
309588,13.0,16.0,-100.0,,-100.0
309606,13.0,15.0,-100.0,,-100.0
309625,13.0,14.0,-100.0,,-100.0
309643,13.0,13.0,-100.0,,-100.0
309650,13.0,12.0,-100.0,,-100.0
309668,13.0,11.0,-100.0,,-100.0
309684,13.0,9.0,-100.0,,-100.0
309703,13.0,8.0,-100.0,,-100.0
309719,13.0,7.0,-100.0,,-100.0
309736,13.0,6.0,-100.0,,-100.0
309755,13.0,5.0,-100.0,,-100.0
309773,13.0,4.0,-100.0,,-100.0
309789,13.0,3.0,-100.0,,-100.0
309809,13.0,2.0,-100.0,,-100.0
309824,13.0,1.0,-100.0,,-100.0
309842,13.0,-1.0,-100.0,,-100.0
309860,13.0,-2.0,-100.0,,-100.0
309876,13.0,-3.0,-100.0,,-100.0
309887,13.0,-4.0,-100.0,,-100.0
309901,13.0,-5.0,-100.0,,-100.0
309919,13.0,-6.0,-100.0,,-100.0
309936,13.0,-7.0,-100.0,,-100.0
309955,13.0,-8.0,-100.0,,-100.0
309971,13.0,-9.0,-100.0,,-100.0
309989,13.0,-11.0,-100.0,,-100.0
310007,13.0,-12.0,-100.0,,-100.0
310024,13.0,-13.0,-100.0,,-100.0
310043,13.0,-14.0,-100.0,,-100.0
310060,13.0,-15.0,-100.0,,-100.0
310077,13.0,-16.0,-100.0,,-100.0
310084,13.0,-17.0,-100.0,,-100.0
310101,13.0,-18.0,-100.0,,-100.0
310119,13.0,-19.0,-100.0,,-100.0
310135,13.0,-21.0,-100.0,,-100.0
310153,13.0,-22.0,-100.0,,-100.0
310171,13.0,-23.0,-100.0,,-100.0
310189,13.0,-24.0,-100.0,,-100.0
310206,13.0,-25.0,-100.0,,-100.0
310222,13.0,-26.0,-100.0,,-100.0
310242,13.0,-27.0,-100.0,,-100.0
310259,13.0,-28.0,-100.0,,-100.0
310276,13.0,-30.0,-100.0,,-100.0
310294,13.0,-31.0,-100.0,,-100.0
310300,13.0,-32.0,-100.0,,-100.0
310318,13.0,-33.0,-100.0,,-100.0
310335,13.0,-34.0,-100.0,,-100.0
310350,13.0,-35.0,-100.0,,-100.0
310371,13.0,-36.0,-100.0,,-100.0
310387,13.0,-37.0,-100.0,,-100.0
310405,13.0,-38.0,-100.0,,-100.0
310426,13.0,-40.0,-100.0,,-100.0
310456,13.0,-42.0,-100.0,,-100.0
310474,13.0,-43.0,-100.0,,-100.0
310491,13.0,-44.0,-100.0,,-100.0
310498,13.0,-45.0,-100.0,,-100.0
310514,13.0,-46.0,-100.0,,-100.0
310533,13.0,-47.0,-100.0,,-100.0
310550,13.0,-48.0,-100.0,,-100.0
310568,13.0,-50.0,-100.0,,-100.0
310586,13.0,-51.0,-100.0,,-100.0
310602,13.0,-52.0,-100.0,,-100.0
310620,13.0,-53.0,-100.0,,-100.0
310637,13.0,-54.0,-100.0,,-100.0
310656,13.0,-55.0,-100.0,,-100.0
310672,13.0,-56.0,-100.0,,-100.0
310690,13.0,-57.0,-100.0,,-100.0
310708,13.0,-59.0,-100.0,,-100.0
310725,13.0,-60.0,-100.0,,-100.0
310732,13.0,-61.0,-100.0,,-100.0
310751,13.0,-62.0,-100.0,,-100.0
310768,13.0,-63.0,-100.0,,-100.0
310784,13.0,-64.0,-100.0,,-100.0
310802,13.0,-65.0,-100.0,,-100.0
310819,13.0,-66.0,-100.0,,-100.0
310837,13.0,-67.0,-100.0,,-100.0
310855,13.0,-68.0,-100.0,,-100.0
310873,13.0,-70.0,-100.0,,-100.0
310889,13.0,-71.0,-100.0,,-100.0
310907,13.0,-72.0,-100.0,,-100.0
310932,13.0,-74.0,-100.0,,-100.0
310950,13.0,-75.0,-100.0,,-100.0
310967,13.0,-76.0,-100.0,,-100.0
310983,13.0,-77.0,-100.0,,-100.0
311001,13.0,-78.0,-100.0,,-100.0
311019,13.0,-80.0,-100.0,,-100.0
311037,13.0,-81.0,-100.0,,-100.0
311054,13.0,-82.0,-100.0,,-100.0
311071,13.0,-83.0,-100.0,,-100.0
311089,13.0,-84.0,-100.0,,-100.0
311106,13.0,-85.0,-100.0,,-100.0
311125,13.0,-86.0,-100.0,,-100.0
311142,13.0,-87.0,-100.0,,-100.0
311149,13.0,-88.0,-100.0,,-100.0
311166,13.0,-90.0,-100.0,,-100.0
311183,13.0,-91.0,-100.0,,-100.0
311201,13.0,-92.0,-100.0,,-100.0
311219,13.0,-93.0,-100.0,,-100.0
311236,13.0,-94.0,-100.0,,-100.0
311253,13.0,-95.0,-100.0,,-100.0
311271,13.0,-96.0,-100.0,,-100.0
311288,13.0,-97.0,-100.0,,-100.0
311306,13.0,-98.0,-100.0,,-100.0
311324,13.0,-100.0,-100.0,,-100.0
312295,13.0,-100.0,-100.0,,-100.0
312317,13.0,-100.0,-100.0,,-100.0
312358,13.0,-100.0,-100.0,,-100.0
312379,13.0,-100.0,-100.0,,-100.0
312400,13.0,-100.0,-100.0,,-100.0
312422,13.0,-100.0,-100.0,,-100.0
312443,13.0,-100.0,-100.0,,-100.0
312463,13.0,-100.0,-100.0,,-100.0
312485,13.0,-100.0,-100.0,,-100.0
312494,13.0,-100.0,-100.0,,-100.0
312516,13.0,-100.0,-100.0,,-100.0
312537,13.0,-100.0,-100.0,,-100.0
312557,13.0,-100.0,-100.0,,-100.0
312579,13.0,-100.0,-100.0,,-100.0
312599,13.0,-100.0,-100.0,,-100.0
312620,13.0,-100.0,-100.0,,-100.0
312640,13.0,-100.0,-100.0,,-100.0
312662,13.0,-100.0,-100.0,,-100.0
312683,13.0,-100.0,-100.0,,-100.0
312725,13.0,-100.0,-100.0,,-100.0
312735,13.0,-100.0,-100.0,,-100.0
312757,13.0,-100.0,-100.0,,-100.0
312777,13.0,-100.0,-100.0,,-100.0
312798,13.0,-100.0,-100.0,,-100.0
312823,13.0,-100.0,-100.0,,-100.0
312840,13.0,-100.0,-100.0,,-100.0
312861,13.0,-100.0,-100.0,,-100.0
312883,13.0,-100.0,-100.0,,-100.0
312903,13.0,-100.0,-100.0,,-100.0
312924,13.0,-100.0,-100.0,,-100.0
312935,13.0,-100.0,-100.0,,-100.0
312955,13.0,-100.0,-100.0,,-100.0
312977,13.0,-100.0,-100.0,,-100.0
312998,13.0,-100.0,-100.0,,-100.0
313018,13.0,-100.0,-100.0,,-100.0
313043,13.0,-100.0,-100.0,,-100.0
313081,13.0,-100.0,-100.0,,-100.0
313103,13.0,-100.0,-100.0,,-100.0
313124,13.0,-100.0,-100.0,,-100.0
313145,13.0,-100.0,-100.0,,-100.0
313155,13.0,-100.0,-100.0,,-100.0
313176,13.0,-100.0,-100.0,,-100.0
313198,13.0,-100.0,-100.0,,-100.0
313218,13.0,-100.0,-100.0,,-100.0
313239,13.0,-100.0,-100.0,,-100.0
313261,13.0,-100.0,-100.0,,-100.0
313282,13.0,-100.0,-100.0,,-100.0
313302,13.0,-100.0,-100.0,,-100.0
313325,13.0,-100.0,-100.0,,-100.0
314124,13.0,-100.0,-100.0,,-100.0
314137,14.0,-100.0,-100.0,,-100.0
314152,14.0,-100.0,-100.0,,-100.0
314170,16.0,-100.0,-100.0,,-100.0
314180,16.0,-100.0,-100.0,,-100.0
314221,19.0,-100.0,-100.0,,-100.0
314312,19.0,-100.0,-100.0,,-100.0
314321,20.0,-100.0,-100.0,,-100.0
314329,20.0,-100.0,-100.0,,-100.0
314354,22.0,-100.0,-100.0,,-100.0
314364,22.0,-100.0,-100.0,,-100.0
314388,24.0,-100.0,-100.0,,-100.0
314481,24.0,-100.0,-100.0,,-100.0
314490,25.0,-100.0,-100.0,,-100.0
314513,25.0,-100.0,-100.0,,-100.0
314523,27.0,-100.0,-100.0,,-100.0
314549,27.0,-100.0,-100.0,,-100.0
314557,28.0,-100.0,-100.0,,-100.0
314646,28.0,-100.0,-100.0,,-100.0
314660,29.0,-100.0,-100.0,,-100.0
314687,29.0,-100.0,-100.0,,-100.0
314695,30.0,-100.0,-100.0,,-100.0
314719,30.0,-100.0,-100.0,,-100.0
314729,31.0,-100.0,-100.0,,-100.0
314813,31.0,-100.0,-100.0,,-100.0
314828,32.0,-100.0,-100.0,,-100.0
314850,32.0,-100.0,-100.0,,-100.0
314858,33.0,-100.0,-100.0,,-100.0
314868,33.0,-100.0,-100.0,,-100.0
314877,34.0,-100.0,-100.0,,-100.0
314903,34.0,-100.0,-100.0,,-100.0
314910,35.0,-100.0,-100.0,,-100.0
317740,35.0,-100.0,-100.0,,-100.0
317763,35.0,-100.0,-100.0,,-100.0
317783,35.0,-100.0,-100.0,,-100.0
317803,35.0,-100.0,-100.0,,-100.0
317824,35.0,-100.0,-100.0,,-100.0
317845,35.0,-100.0,-100.0,,-100.0
317855,35.0,-100.0,-100.0,,-100.0
317877,35.0,-100.0,-100.0,,-100.0
317897,35.0,-100.0,-100.0,,-100.0
317918,35.0,-100.0,-100.0,,-100.0
317940,35.0,-100.0,-100.0,,-100.0
317961,35.0,-100.0,-100.0,,-100.0
317981,35.0,-100.0,-100.0,,-100.0
318003,35.0,-100.0,-100.0,,-100.0
318024,35.0,-100.0,-100.0,,-100.0
318044,35.0,-100.0,-100.0,,-100.0
318055,35.0,-100.0,-100.0,,-100.0
318076,35.0,-100.0,-100.0,,-100.0
318097,35.0,-100.0,-100.0,,-100.0
318118,35.0,-100.0,-100.0,,-100.0
318140,35.0,-100.0,-100.0,,-100.0
318160,35.0,-100.0,-100.0,,-100.0
318181,35.0,-100.0,-100.0,,-100.0
318203,35.0,-100.0,-100.0,,-100.0
318223,35.0,-100.0,-100.0,,-100.0
318244,35.0,-100.0,-100.0,,-100.0
318265,35.0,-100.0,-100.0,,-100.0
318276,35.0,-100.0,-100.0,,-100.0
318296,35.0,-100.0,-100.0,,-100.0
318318,35.0,-100.0,-100.0,,-100.0
318339,35.0,-100.0,-100.0,,-100.0
318359,35.0,-100.0,-100.0,,-100.0
318383,35.0,-100.0,-100.0,,-100.0
318402,35.0,-100.0,-100.0,,-100.0
318422,35.0,-100.0,-100.0,,-100.0
318444,35.0,-100.0,-100.0,,-100.0
318465,35.0,-100.0,-100.0,,-100.0
318475,35.0,-100.0,-100.0,,-100.0
318496,35.0,-100.0,-100.0,,-100.0
318517,35.0,-100.0,-100.0,,-100.0
318538,35.0,-100.0,-100.0,,-100.0
