,AJSW1J6VE37BL,A1NRY8F9U4AYE,A11PJ3TQ4LWGW,A1EUJEHDI66UT,A73CNVUAKO1AY
70182,2.0,,,66.0,-84.5
70188,2.0,,,66.0,-84.0
70193,2.0,,,66.0,-84.0
70197,2.0,,,66.0,-83.66666666666667
70201,2.0,,,66.0,-83.33333333333333
70206,2.0,,,66.66666666666667,-83.0
70216,2.0,,,67.33333333333333,-83.0
70222,2.0,,,68.0,-83.0
70233,2.0,,,68.0,-83.0
70254,2.0,,,68.0,-83.0
70267,2.0,,,68.5,-83.0
70275,2.0,,,69.0,-83.0
70285,2.0,,,69.0,-83.0
70291,2.0,,,69.0,-83.0
70301,2.0,,,69.0,-82.5
70306,2.0,,,69.0,-82.0
70320,2.0,,,69.0,-82.0
70324,2.0,,,69.0,-82.0
70336,2.0,,,69.0,-81.5
70339,2.0,,,69.0,-81.0
70344,2.0,,,69.0,-81.0
70353,2.0,,,69.0,-80.5
70356,2.0,,,69.0,-80.0
70357,2.0,,,69.0,-80.0
70361,2.0,,,69.5,-80.0
70368,2.0,,,70.0,-79.5
70371,2.0,,,70.0,-79.0
70379,2.0,,,70.0,-79.0
70389,2.0,,,70.0,-78.0
70391,2.0,,,70.0,-78.0
70395,2.0,,,70.0,-78.0
70396,2.0,,,70.0,-77.66666666666667
70399,2.0,,,70.0,-77.33333333333333
70406,2.0,,,70.33333333333333,-77.0
70414,2.0,,,70.66666666666667,-77.0
70420,2.0,,,71.0,-77.0
70431,2.0,,,71.0,-77.0
70453,2.0,,,71.0,-77.0
70466,2.0,,,71.5,-77.0
70476,2.0,,,72.0,-77.0
70484,2.0,,,72.0,-77.0
70491,2.0,,,72.0,-77.0
70501,2.0,,,72.0,-76.5
70505,2.0,,,72.0,-76.0
70519,2.0,,,72.0,-76.0
70524,2.0,,,72.0,-76.0
70536,2.0,,,72.0,-75.5
70539,2.0,,,72.0,-75.0
70552,2.0,,,72.0,-75.0
70553,2.0,,,72.0,-75.0
70560,2.0,,,72.5,-75.0
70568,2.0,,,73.0,-74.5
70571,2.0,,,73.0,-74.0
70589,2.0,,,73.0,-74.0
70596,2.0,,,73.0,-74.0
70597,2.0,,,73.0,-73.5
70604,2.0,,,73.0,-73.0
70612,2.0,,,73.0,-73.0
70630,2.0,,,73.0,-73.0
70641,2.0,,,73.0,-73.0
70648,2.0,,,73.5,-73.0
70660,2.0,,,74.0,-73.0
70665,2.0,,,74.0,-73.0
70674,2.0,,,74.0,-73.0
70684,2.0,,,74.0,-72.5
70690,2.0,,,74.0,-72.0
70701,2.0,,,74.0,-72.0
70708,2.0,,,74.0,-72.0
70717,2.0,,,74.0,-71.5
70722,2.0,,,74.0,-71.0
70727,2.0,,,74.0,-71.0
70736,2.0,,,74.0,-70.66666666666667
70738,2.0,,,74.0,-70.33333333333333
70742,2.0,,,74.33333333333333,-70.0
70753,2.0,,,74.66666666666667,-70.0
70761,2.0,,,75.0,-70.0
70762,2.0,,,75.0,-70.0
70770,2.0,,,75.0,-69.5
70771,2.0,,,75.0,-69.0
70776,2.0,,,75.0,-69.0
70789,2.0,,,75.0,-68.0
70792,2.0,,,75.0,-68.0
70799,2.0,,,76.0,-68.0
70806,2.0,,,76.0,-68.0
70823,2.0,,,76.0,-68.0
70831,2.0,,,76.0,-68.0
70848,2.0,,,76.0,-68.0
70866,2.0,,,76.0,-68.0
70883,2.0,,,76.0,-68.0
70900,2.0,,,76.0,-68.0
70907,2.0,,,76.0,-68.0
70911,2.0,,,76.0,-67.66666666666667
70917,2.0,,,76.33333333333333,-67.33333333333333
70923,2.0,,,76.66666666666667,-67.0
70929,2.0,,,77.0,-67.0
70935,2.0,,,77.0,-67.0
70942,2.0,,,77.0,-67.0
70953,2.0,,,77.0,-66.0
70955,2.0,,,77.0,-65.0
70963,2.0,,,77.0,-65.0
70971,2.0,,,77.33333333333333,-65.0
70980,2.0,,,77.66666666666667,-65.0
70988,2.0,,,78.0,-64.0
70989,2.0,,,78.0,-64.0
71005,2.0,,,78.0,-64.0
71010,2.0,,,78.0,-64.0
71021,2.0,,,78.0,-63.0
71023,2.0,,,78.0,-63.0
71030,2.0,,,78.0,-63.0
71041,2.0,,,78.0,-63.0
71047,2.0,,,78.0,-62.666666666666664
71048,2.0,,,78.0,-62.333333333333336
71055,2.0,,,78.33333333333333,-62.0
71065,2.0,,,78.66666666666667,-62.0
71066,2.0,,,79.0,-62.0
71082,2.0,,,79.0,-62.0
71100,2.0,,,79.0,-62.0
71117,2.0,,,79.0,-62.0
71136,2.0,,,79.0,-62.0
71139,2.0,,,79.0,-62.0
71152,2.0,,,79.33333333333333,-62.0
71157,2.0,,,79.66666666666667,-62.0
71161,2.0,,,80.0,-61.666666666666664
71170,2.0,,,80.0,-61.333333333333336
71172,2.0,,,80.0,-61.0
71178,2.0,,,80.0,-61.0
71188,2.0,,,80.0,-60.5
71190,2.0,,,80.0,-60.0
71206,2.0,,,80.0,-60.0
71208,2.0,,,80.0,-60.0
71220,2.0,,,80.0,-59.5
71221,2.0,,,80.5,-59.0
71229,2.0,,,81.0,-59.0
71239,2.0,,,81.0,-58.0
71241,2.0,,,81.0,-58.0
71248,2.0,,,81.0,-58.0
71264,2.0,,,81.0,-58.0
71282,2.0,,,81.0,-58.0
71297,2.0,,,81.0,-58.0
71300,2.0,,,81.5,-58.0
71315,2.0,,,82.0,-58.0
71317,2.0,,,82.0,-58.0
71336,2.0,,,82.0,-58.0
71353,2.0,,,82.0,-58.0
71369,2.0,,,82.0,-58.0
71374,2.0,,,82.0,-58.0
71383,2.0,,,82.0,-57.666666666666664
71387,2.0,,,82.33333333333333,-57.333333333333336
71391,2.0,,,82.66666666666667,-57.0
71402,2.0,,,83.0,-57.0
71405,2.0,,,83.0,-57.0
71413,2.0,,,83.0,-57.0
71421,2.0,,,83.0,-56.0
71423,2.0,,,83.0,-56.0
71427,2.0,,,83.0,-56.0
71439,2.0,,,83.0,-55.0
71440,2.0,,,83.0,-55.0
71447,2.0,,,83.0,-55.0
71451,2.0,,,83.0,-55.0
71457,2.0,,,83.33333333333333,-55.0
71464,2.0,,,83.66666666666667,-54.666666666666664
71471,2.0,,,84.0,-54.333333333333336
71472,2.0,,,84.0,-54.0
71480,2.0,,,84.0,-54.0
71481,2.0,,,84.0,-53.5
71489,2.0,,,84.0,-53.0
71500,2.0,,,84.0,-53.0
71510,2.0,,,84.0,-53.0
71517,2.0,,,84.0,-52.0
71522,2.0,,,84.0,-51.0
71535,2.0,,,84.0,-51.0
71547,2.0,,,84.0,-51.0
71564,2.0,,,85.0,-51.0
71569,2.0,,,85.0,-51.0
71588,2.0,,,85.0,-51.0
71605,2.0,,,85.0,-51.0
71624,2.0,,,85.0,-51.0
71640,2.0,,,85.0,-50.0
71641,2.0,,,85.33333333333333,-50.0
71645,2.0,,,85.66666666666667,-50.0
71652,2.0,,,86.0,-49.5
71657,2.0,,,86.0,-49.0
71658,2.0,,,86.0,-49.0
71674,2.0,,,86.0,-49.0
71680,2.0,,,86.0,-49.0
71682,2.0,,,86.0,-48.666666666666664
71683,2.0,,,86.0,-48.333333333333336
71689,2.0,,,86.33333333333333,-48.0
71699,2.0,,,86.66666666666667,-48.0
71708,2.0,,,87.0,-48.0
71709,2.0,,,87.0,-48.0
71717,2.0,,,87.0,-47.5
71722,2.0,,,87.0,-47.0
71735,2.0,,,87.0,-47.0
71737,2.0,,,87.0,-47.0
71752,2.0,,,87.5,-47.0
71761,2.0,,,88.0,-47.0
71769,2.0,,,88.0,-47.0
71787,2.0,,,88.0,-47.0
71805,2.0,,,88.0,-47.0
71822,2.0,,,88.0,-47.0
71832,2.0,,,88.0,-47.0
71839,2.0,,,88.5,-47.0
71842,2.0,,,89.0,-47.0
71857,2.0,,,89.0,-47.0
71858,2.0,,,89.0,-47.0
71873,2.0,,,89.0,-46.0
71874,2.0,,,89.0,-46.0
71881,2.0,,,89.0,-46.0
71894,2.0,,,89.0,-46.0
71900,2.0,,,89.0,-45.0
71906,2.0,,,89.0,-44.0
71911,2.0,,,89.0,-44.0
71916,2.0,,,89.33333333333333,-44.0
71928,2.0,,,89.66666666666667,-44.0
71933,2.0,,,90.0,-43.5
71939,2.0,,,90.0,-43.0
71951,2.0,,,90.0,-43.0
71961,2.0,,,90.0,-43.0
71968,2.0,,,90.0,-42.5
71972,2.0,,,90.0,-42.0
71977,2.0,,,90.0,-42.0
71988,2.0,,,90.0,-41.5
71989,2.0,,,90.0,-41.0
72002,2.0,,,90.0,-41.0
72022,2.0,,,90.5,-41.0
72025,2.0,,,91.0,-41.0
72041,2.0,,,91.0,-41.0
72057,2.0,,,91.0,-41.0
72070,2.0,,,92.0,-41.0
72074,2.0,,,92.0,-41.0
72091,2.0,,,92.0,-41.0
72099,2.0,,,92.0,-41.0
72102,2.0,,,92.0,-41.0
72116,2.0,,,92.5,-41.0
72123,2.0,,,93.0,-40.5
72129,2.0,,,93.0,-40.0
72134,2.0,,,93.0,-40.0
72151,2.0,,,93.0,-40.0
72157,2.0,,,93.0,-39.0
72168,2.0,,,93.0,-39.0
72180,2.0,,,93.0,-39.0
72187,2.0,,,93.0,-38.5
72188,2.0,,,93.0,-38.0
72199,2.0,,,93.0,-38.0
72204,2.0,,,93.2,-38.0
72211,2.0,,,93.4,-38.0
72221,2.0,,,93.6,-37.5
72222,2.0,,,93.8,-37.0
72226,2.0,,,94.0,-37.0
72227,2.0,,,94.0,-37.0
72239,2.0,,,94.0,-36.5
72241,2.0,,,94.0,-36.0
72253,2.0,,,94.0,-36.0
72254,2.0,,,94.0,-36.0
72256,2.0,,,94.0,-36.0
72273,2.0,,,94.0,-36.0
72281,2.0,,,94.0,-36.0
72292,2.0,,,94.0,-36.0
72293,2.0,,,94.0,-36.0
72308,2.0,,,94.5,-36.0
72309,2.0,,,95.0,-36.0
72316,2.0,,,95.0,-36.0
72338,2.0,,,95.0,-36.0
72340,2.0,,,95.0,-36.0
72361,2.0,,,95.0,-36.0
72387,2.0,,,95.0,-36.0
72392,2.0,,,95.5,-36.0
72405,2.0,,,96.0,-35.5
72411,2.0,,,96.0,-35.0
72420,2.0,,,96.0,-35.0
72432,2.0,,,96.0,-35.0
72439,2.0,,,96.0,-34.666666666666664
72441,2.0,,,96.0,-34.333333333333336
72443,2.0,,,96.25,-34.0
72453,2.0,,,96.5,-34.0
72456,2.0,,,96.75,-34.0
72458,2.0,,,97.0,-34.0
72466,2.0,,,97.0,-34.0
72474,2.0,,,97.0,-33.5
72475,2.0,,,97.0,-33.0
72491,2.0,,,97.0,-33.0
72500,2.0,,,97.0,-33.0
72510,2.0,,,97.0,-32.0
72525,2.0,,,98.0,-32.0
72526,2.0,,,,-32.0
72611,2.0,,,,-32.0
72653,2.0,,,,-32.0
72748,2.0,,,,-32.0
72776,2.0,,,,-32.0
72797,2.0,,,,-32.0
72835,2.0,,,,-32.0
72859,2.0,,,,-32.0
72924,2.0,,,,-32.0
72951,2.0,,,,-32.0
72970,2.0,,,,-32.0
73161,2.0,,,,-32.0
73187,2.0,,,,-32.0
73221,2.0,,,,-32.0
73237,2.0,,,,-32.0
73254,2.0,,,,-32.0
73255,2.0,,,,-32.0
73272,2.0,,,,-32.0
73290,2.0,,,,-32.0
73291,2.0,,,,-32.0
73307,2.0,,,,-32.0
73325,2.0,,,,-32.0
73337,2.0,,,,-32.0
73342,2.0,,,,-32.0
73351,2.0,,,,-32.0
73360,2.0,,,,-32.0
73377,2.0,,,,-32.0
73385,2.0,,,,-32.0
73402,2.0,,,,-32.0
73419,2.0,,,,-32.0
73437,2.0,,,,-32.0
73454,2.0,,,,-32.0
73472,2.0,,,,-32.0
73490,2.0,,,,-32.0
73508,2.0,,,,-32.0
73525,2.0,,,,-32.0
73542,2.0,,,,-32.0
73560,2.0,,,,-32.0
73577,2.0,,,,-32.0
73578,2.0,,,,-32.0
73603,2.0,,,,-32.0
73619,2.0,,,,-32.0
73638,2.0,,,,-32.0
73647,2.0,,,,-32.0
73655,2.0,,,,-32.0
73667,2.0,,,,-32.0
73672,2.0,,,,-32.0
73689,2.0,,,,-32.0
73690,2.0,,,,-32.0
73707,2.0,,,,-32.0
73724,2.0,,,,-32.0
73725,2.0,,,,-32.0
73742,2.0,,,,-32.0
73760,2.0,,,,-32.0
73769,2.0,,,,-32.0
73778,2.0,,,,-32.0
73795,2.0,,,,-32.0
73799,2.0,,,,-32.0
73812,2.0,,,,-32.0
73819,2.0,,,,-32.0
73820,2.0,,,,-32.0
73836,2.0,,,,-32.0
73854,2.0,,,,-32.0
73872,2.0,,,,-32.0
73890,2.0,,,,-32.0
73906,2.0,,,,-32.0
73924,2.0,,,,-32.0
73940,2.0,,,,-32.0
73942,2.0,,,,-32.0
73957,2.0,,,,-32.0
73959,2.0,,,,-32.0
73977,2.0,,,,-32.0
73994,2.0,,,,-32.0
73997,2.0,,,,-32.0
74011,2.0,,,,-32.0
74016,2.0,,,,-32.0
74019,2.0,,,,-32.0
74036,2.0,,,,-32.0
74050,2.0,,,,-32.0
74055,2.0,,,,-32.0
74071,2.0,,,,-32.0
74088,2.0,,,,-32.0
74104,2.0,,,,-32.0
74106,2.0,,,,-32.0
74122,2.0,,,,-32.0
74124,2.0,,,,-32.0
74138,2.0,,,,-32.0
74141,2.0,,,,-32.0
74160,2.0,,,,-32.0
74176,2.0,,,,-32.0
74193,2.0,,,,-32.0
74198,2.0,,,,-32.0
74212,2.0,,,,-32.0
74219,2.0,,,,-32.0
74229,2.0,,,,-32.0
74236,2.0,,,,-32.0
74240,2.0,,,,-32.0
74245,2.0,,,,-32.0
74258,2.0,,,,-32.0
74271,2.0,,,,-32.0
74284,2.0,,,,-32.0
74288,2.0,,,,-32.0
74298,2.0,,,,-32.0
74306,2.0,,,,-32.0
74311,2.0,,,,-32.0
74312,2.0,,,,-32.0
74324,2.0,,,,-32.0
74341,2.0,,,,-32.0
74350,2.0,,,,-32.0
74359,2.0,,,,-32.0
74376,2.0,,,,-32.0
74377,2.0,,,,-32.0
74393,2.0,,,,-32.0
74403,2.0,,,,-32.0
74411,2.0,,,,-32.0
74418,2.0,,,,-32.0
74429,2.0,,,,-32.0
74441,2.0,,,,-32.0
74444,2.0,,,,-32.0
74452,2.0,,,,-32.0
74471,2.0,,,,-32.0
74488,2.0,,,,-32.0
74506,2.0,,,,-32.0
74523,2.0,,,,-32.0
74524,2.0,,,,-32.0
74542,2.0,,,,-32.0
74549,2.0,,,,-32.0
74558,2.0,,,,-32.0
74575,2.0,,,,-32.0
74576,2.0,,,,-32.0
74593,2.0,,,,-32.0
74601,2.0,,,,-32.0
74611,2.0,,,,-32.0
74628,2.0,,,,-32.0
74629,2.0,,,,-32.0
74644,2.0,,,,-32.0
74646,2.0,,,,-32.0
74662,2.0,,,,-32.0
74670,2.0,,,,-32.0
74688,2.0,,,,-32.0
74696,2.0,,,,-32.0
74706,2.0,,,,-32.0
74723,2.0,,,,-32.0
74740,2.0,,,,-32.0
74749,2.0,,,,-32.0
74758,2.0,,,,-32.0
74775,2.0,,,,-32.0
74793,2.0,,,,-32.0
74801,2.0,,,,-32.0
74811,2.0,,,,-32.0
74829,2.0,,,,-32.0
74843,2.0,,,,-32.0
74869,2.0,,,,-32.0
74895,2.0,,,,-32.0
74921,2.0,,,,-32.0
74948,2.0,,,,-32.0
75026,2.0,,,,-32.0
75054,2.0,,,,-32.0
75068,2.0,,,,-32.0
75095,2.0,,,,-32.0
75121,2.0,,,,-32.0
75174,2.0,,,,-32.0
75200,2.0,,,,-32.0
75226,2.0,,,,-32.0
75281,2.0,,,,-32.0
75346,2.0,,,,-32.0
75374,2.0,,,,-32.0
75399,2.0,,,,-32.0
75425,2.0,,,,-32.0
75494,2.0,,,,-32.0
75520,2.0,,,,-32.0
75546,2.0,,,,-32.0
75572,2.0,,,,-32.0
75859,2.0,,,,-32.0
75865,2.0,,,,-31.5
75875,2.5,,,,-31.0
75881,3.0,,,,-31.0
75885,3.0,,,,-31.0
75903,4.0,,,,-31.0
75914,5.0,,,,-30.5
75915,5.0,,,,-30.0
75917,5.0,,,,-30.0
75930,6.0,,,,-30.0
75934,6.0,,,,-30.0
75936,6.666666666666667,,,,-30.0
75947,7.333333333333333,,,,-29.0
75964,8.0,,,,-29.0
75976,8.0,,,,-29.0
75991,8.0,,,,-27.0
76166,8.0,,,,-27.0
76181,9.0,,,,-27.0
76185,9.0,,,,-27.0
76216,11.0,,,,-27.0
76222,11.0,,,,-27.0
76227,11.666666666666666,,,,-27.0
76242,12.333333333333334,,,,-26.0
76266,13.0,,,,-26.0
76268,13.0,,,,-26.0
76278,13.0,,,,-25.0
76303,13.0,,,,-25.0
76335,13.0,,,,-24.0
76417,13.0,,,,-24.0
76433,14.0,,,,-24.0
76437,14.0,,,,-24.0
76467,16.0,,,,-24.0
76471,16.0,,,,-24.0
76500,18.0,,,,-24.0
76505,18.0,,,,-24.0
76532,20.0,,,,-24.0
76542,20.0,,,,-24.0
76559,20.5,,,,-24.0
76567,21.0,,,,-23.5
76578,21.0,,,,-23.0
76602,21.0,,,,-23.0
76612,21.0,,,,-22.0
76641,21.0,,,,-22.0
76647,21.0,,,,-21.5
76654,21.0,,,,-21.0
76676,21.0,,,,-21.0
76700,21.0,,,,-21.0
76722,21.0,,,,-21.0
76727,21.5,,,,-21.0
76736,22.0,,,,-21.0
76753,22.0,,,,-21.0
76757,22.0,,,,-21.0
76770,23.0,,,,-21.0
76774,23.0,,,,-21.0
76786,24.0,,,,-21.0
76790,24.0,,,,-21.0
76796,24.5,,,,-21.0
76803,25.0,,,,-21.0
76809,25.0,,,,-21.0
76820,26.0,,,,-21.0
76822,26.0,,,,-21.0
76827,26.0,,,,-21.0
76838,27.0,,,,-21.0
76842,27.0,,,,-21.0
76843,27.333333333333332,,,,-21.0
76847,27.666666666666668,,,,-20.666666666666668
76852,28.0,,,,-20.333333333333332
76857,28.0,,,,-20.0
76874,28.0,,,,-20.0
76883,28.0,,,,-20.0
76893,28.0,,,,-19.0
76901,28.0,,,,-19.0
76919,28.0,,,,-19.0
76930,28.0,,,,-18.0
76979,28.0,,,,-18.0
76996,28.0,,,,-18.0
77021,28.0,,,,-18.0
77047,28.0,,,,-18.0
77089,28.0,,,,-18.0
77093,28.5,,,,-18.0
77106,29.0,,,,-17.5
77108,29.0,,,,-17.0
77126,29.0,,,,-17.0
77127,29.0,,,,-17.0
77131,29.5,,,,-17.0
77138,30.0,,,,-16.5
77140,30.0,,,,-16.0
77143,30.0,,,,-16.0
77152,30.5,,,,-16.0
77154,31.0,,,,-16.0
77159,31.0,,,,-16.0
77164,31.5,,,,-16.0
77170,32.0,,,,-15.5
77174,32.0,,,,-15.0
77177,32.0,,,,-15.0
77178,32.5,,,,-15.0
77189,33.0,,,,-15.0
77196,33.0,,,,-15.0
77204,33.0,,,,-14.5
77206,33.0,,,,-14.0
77221,33.0,,,,-14.0
77230,33.0,,,,-14.0
77241,33.0,,,,-13.0
77273,33.0,,,,-13.0
77299,33.0,,,,-13.0
77326,33.0,,,,-13.0
77352,33.0,,,,-13.0
77376,33.0,,,,-13.0
77378,33.0,,,,-12.5
77392,33.0,,,,-12.0
77419,33.0,,,,-12.0
77430,33.0,,,,-11.0
77446,33.0,,,,-11.0
77453,33.0,,,,-11.0
77465,33.0,,,,-10.0
77472,33.0,,,,-10.0
77498,33.0,,,,-10.0
77524,33.0,,,,-10.0
77577,33.0,,,,-10.0
77604,33.0,,,,-10.0
77629,33.0,,,,-10.0
77644,33.0,,,,-10.0
77646,33.0,,,,-9.5
77658,33.0,,,,-9.0
77672,33.0,,,,-9.0
77675,33.0,,,,-9.0
77683,33.5,,,,-9.0
77691,34.0,,,,-8.5
77692,34.0,,,,-8.0
77710,34.0,,,,-8.0
77715,35.0,,,,-8.0
77723,36.0,,,,-7.666666666666667
77724,36.0,,,,-7.333333333333333
77727,36.0,,,,-7.0
77729,36.0,,,,-7.0
77740,37.0,,,,-7.0
77744,37.0,,,,-7.0
77750,37.5,,,,-7.0
77757,38.0,,,,-7.0
77777,38.0,,,,-7.0
77778,38.0,,,,-7.0
77791,39.0,,,,-7.0
77803,39.0,,,,-7.0
77829,39.0,,,,-7.0
77871,39.0,,,,-7.0
77898,39.0,,,,-7.0
77911,39.0,,,,-7.0
77923,39.0,,,,-6.5
77940,39.0,,,,-6.0
77950,39.0,,,,-6.0
77977,39.0,,,,-6.0
78054,39.0,,,,-6.0
78070,39.0,,,,-6.0
78097,39.0,,,,-6.0
78123,39.0,,,,-6.0
78143,39.0,,,,-6.0
78159,39.0,,,,-5.0
78175,39.0,,,,-5.0
78187,39.0,,,,-5.0
78195,39.0,,,,-4.0
78202,39.0,,,,-4.0
78217,39.0,,,,-4.0
78228,39.0,,,,-3.5
78229,39.0,,,,-3.0
78251,39.0,,,,-3.0
78254,39.0,,,,-2.5
78261,39.0,,,,-2.0
78269,39.0,,,,-2.0
78297,39.0,,,,-2.0
78323,39.0,,,,-2.0
78349,39.0,,,,-2.0
78374,39.0,,,,-2.0
78400,39.0,,,,-2.0
78427,39.0,,,,-2.0
78442,39.0,,,,-2.0
78460,39.0,,,,-1.0
78490,39.0,,,,-1.0
78505,39.0,,,,1.0
78527,39.0,,,,1.0
78540,39.0,,,,2.0
78692,39.0,,,,2.0
78707,39.0,,,,3.0
78733,39.0,,,,3.0
78743,39.0,,,,4.0
78764,39.0,,,,4.0
78769,39.0,,,,4.0
78779,39.0,,,,5.0
78781,39.0,,,,5.0
78799,39.0,,,,5.0
78817,39.0,,,,5.0
78833,39.0,,,,5.0
78851,39.0,,,,5.0
78869,39.0,,,,5.0
78885,39.0,,,,5.0
78903,39.0,,,,5.0
78921,39.0,,,,5.0
78929,39.0,,,,5.0
78945,39.0,,,,5.0
78962,39.0,,,,5.0
78966,39.0,,,,5.0
78980,39.0,,,,5.5
78982,39.0,,,,6.0
78997,39.0,,,,6.0
79007,39.0,,,,6.0
79015,39.0,,,,6.5
79022,39.0,,,,7.0
79033,39.0,,,,7.0
79046,39.0,,,,7.0
79049,39.0,,,,7.5
79057,39.0,,,,8.0
79067,39.0,,,,8.0
79085,39.0,,,,8.0
79102,39.0,,,,8.0
79121,39.0,,,,8.0
79128,39.0,,,,8.0
79145,39.0,,,,8.0
79180,39.0,,,,8.0
79197,39.0,,,,8.0
79212,39.0,,,,8.0
79215,39.5,,,,8.0
79227,40.0,,,,8.0
79230,40.0,,,,8.0
79232,40.2,,,,8.0
79233,40.4,,,,8.0
79245,40.6,,,,9.0
79250,40.8,,,,9.0
79261,41.0,,,,9.0
79266,41.0,,,,9.0
79267,41.333333333333336,,,,9.0
79272,41.666666666666664,,,,9.0
79279,42.0,,,,9.25
79283,42.0,,,,9.5
79284,42.57142857142857,,,,9.75
79289,43.142857142857146,,,,10.0
79299,43.714285714285715,,,,10.0
79303,44.285714285714285,,,,10.5
79315,44.857142857142854,,,,11.0
79321,45.42857142857143,,,,11.0
79328,46.0,,,,11.0
79337,46.0,,,,11.0
79356,46.0,,,,11.0
79363,46.0,,,,11.0
79379,46.0,,,,11.0
79398,46.0,,,,11.0
79416,46.0,,,,11.0
79432,46.0,,,,11.0
79449,46.0,,,,11.0
79463,46.0,,,,11.0
79468,46.5,,,,11.0
79478,47.0,,,,11.0
79482,47.0,,,,11.0
79484,47.4,,,,11.0
79497,47.8,,,,11.0
79502,48.2,,,,11.5
79511,48.6,,,,12.0
79512,49.0,,,,12.0
79518,49.0,,,,12.0
79532,49.6,,,,12.0
79538,50.2,,,,12.5
79543,50.8,,,,13.0
79554,51.4,,,,13.0
79562,52.0,,,,13.0
79564,52.0,,,,13.0
79568,52.0,,,,13.0
79580,52.0,,,,13.5
79584,52.0,,,,14.0
79614,52.0,,,,14.0
79632,52.0,,,,14.0
79649,52.0,,,,14.0
79668,52.0,,,,14.0
79684,52.0,,,,14.0
79701,52.0,,,,14.0
79714,52.0,,,,14.0
79719,52.5,,,,14.0
79728,53.0,,,,14.0
79734,53.0,,,,14.0
79746,53.5,,,,14.0
79747,54.0,,,,14.333333333333334
79753,54.0,,,,14.666666666666666
79762,54.5,,,,15.0
79764,55.0,,,,15.0
79784,55.0,,,,15.0
79785,55.5,,,,15.0
79797,56.0,,,,16.0
79823,56.0,,,,16.0
79834,56.0,,,,17.0
79995,56.0,,,,17.0
80011,56.0,,,,18.0
80042,56.0,,,,18.0
80055,56.0,,,,19.0
80082,56.0,,,,19.0
80096,56.0,,,,20.0
80225,56.0,,,,20.0
80241,56.0,,,,21.0
80279,56.0,,,,21.0
80290,56.0,,,,22.0
80320,56.0,,,,22.0
80331,56.0,,,,23.0
80510,56.0,,,,23.0
80524,56.0,,,,24.0
80545,56.0,,,,24.0
80557,56.0,,,,25.0
80583,56.0,,,,25.0
80594,56.0,,,,26.0
80760,56.0,,,,26.0
80775,56.0,,,,27.0
80799,56.0,,,,27.0
80808,56.0,,,,28.0
80835,56.0,,,,28.0
80854,56.0,,,,29.0
81036,56.0,,,,29.0
81050,56.0,,,,30.0
81075,56.0,,,,30.0
81089,56.0,,,,31.0
81115,56.0,,,,31.0
81125,56.0,,,,32.0
81294,56.0,,,,32.0
81310,56.0,,,,33.0
81332,56.0,,,,33.0
81345,56.0,,,,34.0
81374,56.0,,,,34.0
81408,56.0,,,,35.0
81415,56.0,,,,35.0
81431,56.0,,,,36.0
81578,56.0,,,,36.0
81593,56.0,,,,37.0
81617,56.0,,,,37.0
81628,56.0,,,,38.0
81659,56.0,,,,38.0
81673,56.0,,,,39.0
81698,56.0,,,,39.0
81712,56.0,,,,40.0
81811,56.0,,,,40.0
81823,56.0,,,,41.0
81849,56.0,,,,41.0
81859,56.0,,,,42.0
81887,56.0,,,,42.0
81898,56.0,,,,43.0
81927,56.0,,,,43.0
81944,56.0,,,,44.0
81986,56.0,,,,44.0
82000,56.0,,,,45.0
82110,56.0,,,,45.0
82123,56.0,,,,46.0
82152,56.0,,,,46.0
82162,56.0,,,,47.0
82191,56.0,,,,47.0
82201,56.0,,,,48.0
82231,56.0,,,,48.0
82244,56.0,,,,49.0
82276,56.0,,,,49.0
82290,56.0,,,,50.0
82343,56.0,,,,50.0
82351,56.0,,,,50.0
82367,56.0,,,,50.0
82368,56.0,,,,50.5
82380,56.0,,,,51.0
82386,56.0,,,,51.0
82403,56.0,,,,51.0
82406,56.0,,,,51.0
82416,56.0,,,,52.0
82420,56.0,,,,52.0
82438,56.0,,,,52.0
82442,56.0,,,,52.0
82456,56.0,,,,54.0
82462,56.0,,,,54.0
82483,56.0,,,,54.0
82494,56.0,,,,55.0
82547,56.0,,,,55.0
82568,56.0,,,,55.0
82587,56.0,,,,55.0
82603,56.0,,,,55.0
82610,56.0,,,,55.0
82621,56.0,,,,55.5
82624,56.0,,,,56.0
82638,56.0,,,,56.0
82654,56.0,,,,56.0
82656,56.0,,,,56.5
82666,56.0,,,,57.0
82673,56.0,,,,57.0
82675,56.0,,,,57.0
82691,56.0,,,,58.0
82708,56.0,,,,58.0
82717,56.0,,,,58.0
82725,56.0,,,,58.5
82731,56.0,,,,59.0
82743,56.0,,,,59.0
82761,56.0,,,,59.0
82767,56.0,,,,59.0
82786,56.0,,,,59.0
82802,56.0,,,,59.0
82821,56.0,,,,59.0
82838,56.0,,,,59.0
82856,56.0,,,,59.0
82861,56.0,,,,59.0
82873,56.0,,,,59.5
82874,56.0,,,,60.0
82889,56.0,,,,60.0
82902,56.0,,,,60.0
82908,56.0,,,,60.5
82913,56.0,,,,61.0
82927,56.0,,,,61.0
82940,56.0,,,,61.0
82951,56.0,,,,62.0
82961,56.0,,,,62.0
82968,56.0,,,,62.0
82982,56.0,,,,62.0
82985,56.0,,,,62.5
82994,56.0,,,,63.0
83002,56.0,,,,63.0
83021,56.0,,,,63.0
83038,56.0,,,,63.0
