,A1O51ZAYABZYI,ARGR4AJESGHHP,A2IJQ30G1BWGV
0,-100.0,-100.0,-100.0
1,-100.0,-100.0,-100.0
8830,-100.0,-100.0,-100.0
8874,-100.0,-100.0,-100.0
8965,-100.0,-100.0,-100.0
9020,-100.0,-100.0,-100.0
9055,-100.0,-100.0,-100.0
9146,-100.0,-100.0,-100.0
9163,-100.0,-99.0,-100.0
9180,-100.0,-98.0,-100.0
9196,-100.0,-96.0,-100.0
9200,-100.0,-95.5,-100.0
9213,-100.0,-95.0,-100.0
9230,-100.0,-94.0,-100.0
9247,-100.0,-93.0,-100.0
9252,-100.0,-92.5,-100.0
9263,-100.0,-92.0,-100.0
9280,-100.0,-91.0,-100.0
9296,-100.0,-90.0,-100.0
9306,-100.0,-89.5,-100.0
9313,-100.0,-89.0,-100.0
9330,-100.0,-88.0,-100.0
9343,-100.0,-87.0,-100.0
9346,-100.0,-86.0,-100.0
9363,-100.0,-85.0,-100.0
9380,-100.0,-84.0,-100.0
9394,-100.0,-83.5,-100.0
9396,-100.0,-83.0,-100.0
9413,-100.0,-82.0,-100.0
9430,-100.0,-81.0,-100.0
9446,-100.0,-80.0,-100.0
9463,-100.0,-79.0,-100.0
9466,-100.0,-78.5,-100.0
9479,-100.0,-78.0,-100.0
9496,-100.0,-76.0,-100.0
9502,-100.0,-75.5,-100.0
9513,-100.0,-75.0,-100.0
9529,-100.0,-74.0,-100.0
9546,-100.0,-73.0,-100.0
9547,-100.0,-72.5,-100.0
9563,-100.0,-72.0,-100.0
9580,-100.0,-71.0,-100.0
9587,-100.0,-70.5,-100.0
9596,-100.0,-70.0,-100.0
9613,-100.0,-69.0,-100.0
9629,-100.0,-68.0,-100.0
9639,-100.0,-67.0,-100.0
9647,-100.0,-66.0,-100.0
9663,-100.0,-65.0,-100.0
9664,-100.0,-64.5,-100.0
9680,-100.0,-64.0,-100.0
9697,-100.0,-63.0,-100.0
9704,-100.0,-62.5,-100.0
9713,-100.0,-62.0,-100.0
9730,-100.0,-61.0,-100.0
9746,-100.0,-60.0,-100.0
9763,-100.0,-59.0,-100.0
9772,-100.0,-58.5,-100.0
9780,-100.0,-58.0,-100.0
9797,-100.0,-56.0,-100.0
9802,-100.0,-55.5,-100.0
9813,-100.0,-55.0,-100.0
9830,-100.0,-54.0,-100.0
9832,-100.0,-53.5,-100.0
9846,-100.0,-53.0,-100.0
9863,-100.0,-52.0,-100.0
9879,-100.0,-51.0,-100.0
9884,-100.0,-50.5,-100.0
9896,-100.0,-50.0,-100.0
9913,-100.0,-49.0,-100.0
9930,-100.0,-48.0,-100.0
9946,-100.0,-46.0,-100.0
9964,-100.0,-45.0,-100.0
9980,-100.0,-44.0,-100.0
9996,-100.0,-43.0,-100.0
10013,-100.0,-42.0,-100.0
10030,-100.0,-41.0,-100.0
10046,-100.0,-40.0,-100.0
10063,-100.0,-39.0,-100.0
10080,-100.0,-38.0,-100.0
10096,-100.0,-36.0,-100.0
10099,-100.0,-35.5,-100.0
10113,-100.0,-35.0,-100.0
10130,-100.0,-34.0,-100.0
10136,-100.0,-33.5,-100.0
10146,-100.0,-33.0,-100.0
10163,-100.0,-32.0,-100.0
10180,-100.0,-31.0,-100.0
10197,-100.0,-30.0,-100.0
10213,-100.0,-29.0,-100.0
10220,-100.0,-28.5,-100.0
10230,-100.0,-28.0,-100.0
10246,-100.0,-26.0,-100.0
10263,-100.0,-25.0,-100.0
10280,-100.0,-24.0,-100.0
10296,-100.0,-23.0,-100.0
10315,-100.0,-22.0,-100.0
10330,-100.0,-21.0,-100.0
10346,-100.0,-20.0,-100.0
10360,-100.0,-19.5,-100.0
10363,-100.0,-19.0,-100.0
10380,-100.0,-18.0,-100.0
10396,-100.0,-16.0,-100.0
10398,-100.0,-15.5,-100.0
10413,-100.0,-15.0,-100.0
10430,-100.0,-14.0,-100.0
10437,-100.0,-13.5,-100.0
10447,-100.0,-13.0,-100.0
10463,-100.0,-12.0,-100.0
10476,-100.0,-11.5,-100.0
10480,-100.0,-11.0,-100.0
10497,-100.0,-10.0,-100.0
10512,-100.0,-9.5,-100.0
10513,-100.0,-9.0,-100.0
10530,-100.0,-8.0,-100.0
10547,-100.0,-6.0,-100.0
10549,-100.0,-5.5,-100.0
10563,-100.0,-5.0,-100.0
10580,-100.0,-4.0,-100.0
10597,-100.0,-3.0,-100.0
10600,-100.0,-3.0,-100.0
10676,-100.0,-3.0,-100.0
10716,-100.0,-3.0,-100.0
10730,-100.0,-3.0,-100.0
10747,-100.0,-2.0,-100.0
10762,-100.0,-1.0,-100.0
10763,-100.0,0.0,-100.0
10780,-100.0,1.0,-100.0
10797,-100.0,2.0,-100.0
10804,-100.0,2.5,-100.0
10813,-100.0,3.0,-100.0
10830,-100.0,4.0,-100.0
10845,-100.0,4.5,-100.0
10846,-100.0,5.0,-100.0
10863,-100.0,6.0,-100.0
10879,-100.0,6.5,-100.0
10880,-100.0,7.0,-100.0
10896,-100.0,8.0,-100.0
10906,-100.0,8.5,-100.0
10913,-100.0,9.0,-100.0
10930,-100.0,11.0,-100.0
11430,-100.0,11.0,-100.0
11447,-100.0,12.0,-100.0
11463,-100.0,13.0,-100.0
11480,-100.0,14.0,-100.0
11496,-100.0,15.0,-100.0
11514,-100.0,17.0,-100.0
11530,-100.0,18.0,-100.0
11547,-100.0,19.0,-100.0
11563,-100.0,20.0,-100.0
11580,-100.0,21.0,-100.0
11597,-100.0,22.0,-100.0
11613,-100.0,23.0,-100.0
11630,-100.0,24.0,-100.0
11646,-100.0,25.0,-100.0
11663,-100.0,27.0,-100.0
11680,-100.0,28.0,-100.0
11696,-100.0,29.0,-100.0
11713,-100.0,30.0,-100.0
11730,-100.0,31.0,-100.0
11747,-100.0,32.0,-100.0
11763,-100.0,33.0,-100.0
11780,-100.0,34.0,-100.0
11797,-100.0,36.0,-100.0
11813,-100.0,37.0,-100.0
11830,-100.0,38.0,-100.0
11847,-100.0,39.0,-100.0
11863,-100.0,40.0,-100.0
11880,-100.0,41.0,-100.0
11897,-100.0,42.0,-100.0
11913,-100.0,43.0,-100.0
11930,-100.0,44.0,-100.0
11947,-100.0,46.0,-100.0
11963,-100.0,47.0,-100.0
11980,-100.0,48.0,-100.0
11997,-100.0,49.0,-100.0
12013,-100.0,50.0,-100.0
12030,-100.0,51.0,-100.0
12047,-100.0,52.0,-100.0
12063,-100.0,53.0,-100.0
12080,-100.0,54.0,-100.0
12097,-100.0,55.0,-100.0
12113,-100.0,57.0,-100.0
12130,-100.0,58.0,-100.0
12146,-100.0,59.0,-100.0
12165,-100.0,60.0,-100.0
12180,-100.0,61.0,-100.0
12197,-100.0,62.0,-100.0
12213,-100.0,63.0,-100.0
12230,-100.0,64.0,-100.0
12247,-100.0,66.0,-100.0
12263,-100.0,67.0,-100.0
12280,-100.0,68.0,-100.0
12297,-100.0,69.0,-100.0
12313,-100.0,70.0,-100.0
12330,-100.0,71.0,-100.0
12346,-100.0,72.0,-100.0
12363,-100.0,73.0,-100.0
12380,-100.0,74.0,-100.0
13293,-100.0,74.0,-100.0
13331,-100.0,74.0,-100.0
13396,-100.0,74.0,-100.0
13430,-100.0,74.0,-100.0
13500,-100.0,74.0,-100.0
13548,-100.0,74.0,-100.0
13604,-100.0,74.0,-100.0
13640,-100.0,74.0,-100.0
13710,-100.0,74.0,-100.0
13840,-100.0,74.0,-100.0
13878,-100.0,74.0,-100.0
13897,-100.0,74.0,-100.0
13976,-100.0,74.0,-100.0
14036,-100.0,74.0,-100.0
14081,-100.0,74.0,-100.0
14149,-100.0,74.0,-100.0
14193,-100.0,74.0,-100.0
14249,-100.0,74.0,-100.0
14299,-100.0,74.0,-100.0
14338,-100.0,74.0,-100.0
14410,-100.0,74.0,-100.0
14540,-100.0,74.0,-100.0
14582,-100.0,74.0,-100.0
14669,-100.0,74.0,-100.0
14690,-100.0,74.0,-100.0
14781,-100.0,74.0,-100.0
14821,-100.0,74.0,-100.0
14847,-100.0,74.0,-100.0
14869,-100.0,74.0,-100.0
14891,-100.0,74.0,-100.0
14930,-100.0,74.0,-100.0
14957,-100.0,74.0,-100.0
15045,-100.0,74.0,-100.0
15086,-100.0,74.0,-100.0
15110,-100.0,74.0,-100.0
15187,-100.0,74.0,-100.0
15211,-100.0,74.0,-100.0
15249,-100.0,74.0,-100.0
15282,-100.0,74.0,-100.0
15340,-100.0,74.0,-100.0
15391,-100.0,74.0,-100.0
15858,-100.0,74.0,-100.0
15899,-100.0,74.0,-100.0
15974,-100.0,74.0,-100.0
16004,-100.0,74.0,-100.0
16028,-100.0,74.0,-100.0
16087,-100.0,74.0,-100.0
16141,-100.0,74.0,-100.0
16175,-100.0,74.0,-100.0
16214,-100.0,74.0,-100.0
16238,-100.0,74.0,-100.0
16273,-100.0,74.0,-100.0
16315,-100.0,74.0,-100.0
16348,-100.0,74.0,-100.0
16468,-100.0,74.0,-100.0
16492,-100.0,74.0,-100.0
16526,-100.0,74.0,-100.0
16561,-100.0,74.0,-100.0
16579,-100.0,74.0,-100.0
16615,-100.0,74.0,-100.0
16650,-100.0,74.0,-100.0
16758,-100.0,74.0,-100.0
16827,-100.0,74.0,-100.0
16865,-100.0,74.0,-100.0
16900,-100.0,74.0,-100.0
16930,-100.0,74.0,-100.0
16975,-100.0,74.0,-100.0
17010,-100.0,74.0,-100.0
17033,-100.0,74.0,-100.0
17137,-100.0,74.0,-100.0
17177,-100.0,74.0,-100.0
17221,-100.0,74.0,-100.0
17257,-100.0,74.0,-100.0
17273,-100.0,74.0,-100.0
17846,-100.0,74.0,-100.0
17868,-100.0,74.0,-99.0
17900,-100.0,74.0,-98.0
17926,-100.0,74.0,-97.0
17943,-100.0,74.0,-96.0
17964,-100.0,74.0,-95.0
17983,-100.0,74.0,-94.0
18001,-100.0,74.0,-94.0
18020,-100.0,74.0,-93.0
43965,-100.0,74.0,-93.0
43982,-100.0,73.0,-93.0
43998,-100.0,72.0,-93.0
44015,-100.0,71.0,-93.0
44031,-100.0,70.0,-93.0
44048,-100.0,69.0,-93.0
44065,-100.0,68.0,-93.0
44082,-100.0,67.0,-93.0
44098,-100.0,66.0,-93.0
44115,-100.0,65.0,-93.0
44132,-100.0,63.0,-93.0
44148,-100.0,62.0,-93.0
44165,-100.0,61.0,-93.0
44182,-100.0,60.0,-93.0
44198,-100.0,59.0,-93.0
44215,-100.0,58.0,-93.0
44232,-100.0,57.0,-93.0
44248,-100.0,56.0,-93.0
44265,-100.0,55.0,-93.0
44282,-100.0,53.0,-93.0
44298,-100.0,52.0,-93.0
44315,-100.0,51.0,-93.0
44331,-100.0,50.0,-93.0
44349,-100.0,49.0,-93.0
44365,-100.0,48.0,-93.0
44381,-100.0,47.0,-93.0
44398,-100.0,46.0,-93.0
44415,-100.0,45.0,-93.0
44432,-100.0,43.0,-93.0
44448,-100.0,42.0,-93.0
44465,-100.0,41.0,-93.0
44481,-100.0,40.0,-93.0
44499,-100.0,39.0,-93.0
44515,-100.0,38.0,-93.0
44531,-100.0,37.0,-93.0
44548,-100.0,36.0,-93.0
44565,-100.0,35.0,-93.0
44581,-100.0,33.0,-93.0
44598,-100.0,32.0,-93.0
44615,-100.0,31.0,-93.0
44632,-100.0,30.0,-93.0
44648,-100.0,29.0,-93.0
44665,-100.0,28.0,-93.0
44681,-100.0,27.0,-93.0
44698,-100.0,26.0,-93.0
44715,-100.0,25.0,-93.0
44731,-100.0,23.0,-93.0
44748,-100.0,22.0,-93.0
44765,-100.0,21.0,-93.0
44782,-100.0,20.0,-93.0
44799,-100.0,19.0,-93.0
44815,-100.0,18.0,-93.0
44832,-100.0,17.0,-93.0
44848,-100.0,16.0,-93.0
44865,-100.0,15.0,-93.0
44882,-100.0,13.0,-93.0
44898,-100.0,12.0,-93.0
44915,-100.0,11.0,-93.0
44932,-100.0,10.0,-93.0
44948,-100.0,9.0,-93.0
44965,-100.0,8.0,-93.0
44982,-100.0,7.0,-93.0
44998,-100.0,6.0,-93.0
45016,-100.0,5.0,-93.0
45049,-100.0,2.0,-93.0
45065,-100.0,1.0,-93.0
45082,-100.0,0.0,-93.0
45098,-100.0,-1.0,-93.0
45116,-100.0,-2.0,-93.0
45134,-100.0,-3.0,-93.0
45148,-100.0,-4.0,-93.0
45165,-100.0,-5.0,-93.0
45182,-100.0,-7.0,-93.0
45198,-100.0,-8.0,-93.0
45215,-100.0,-9.0,-93.0
45232,-100.0,-10.0,-93.0
45249,-100.0,-11.0,-93.0
45265,-100.0,-12.0,-93.0
45282,-100.0,-13.0,-93.0
45298,-100.0,-14.0,-93.0
45315,-100.0,-15.0,-93.0
45332,-100.0,-17.0,-93.0
45348,-100.0,-18.0,-93.0
45365,-100.0,-19.0,-93.0
45382,-100.0,-20.0,-93.0
45398,-100.0,-21.0,-93.0
45415,-100.0,-22.0,-93.0
45432,-100.0,-23.0,-93.0
45832,-100.0,-23.0,-93.0
45849,-100.0,-24.0,-93.0
45865,-100.0,-25.0,-93.0
45882,-100.0,-27.0,-93.0
45899,-100.0,-28.0,-93.0
45915,-100.0,-29.0,-93.0
45932,-100.0,-30.0,-93.0
45948,-100.0,-31.0,-93.0
45965,-100.0,-32.0,-93.0
45982,-100.0,-33.0,-93.0
45999,-100.0,-34.0,-93.0
46015,-100.0,-35.0,-93.0
46032,-100.0,-37.0,-93.0
46048,-100.0,-38.0,-93.0
46066,-100.0,-39.0,-93.0
46082,-100.0,-40.0,-93.0
46099,-100.0,-41.0,-93.0
46115,-100.0,-42.0,-93.0
46132,-100.0,-43.0,-93.0
46149,-100.0,-44.0,-93.0
46165,-100.0,-45.0,-93.0
46182,-100.0,-47.0,-93.0
46198,-100.0,-48.0,-93.0
46215,-100.0,-49.0,-93.0
46232,-100.0,-50.0,-93.0
46249,-100.0,-51.0,-93.0
46265,-100.0,-52.0,-93.0
46282,-100.0,-53.0,-93.0
46298,-100.0,-54.0,-93.0
46315,-100.0,-55.0,-93.0
46332,-100.0,-57.0,-93.0
46349,-100.0,-58.0,-93.0
46365,-100.0,-59.0,-93.0
46382,-100.0,-60.0,-93.0
46398,-100.0,-61.0,-93.0
46415,-100.0,-62.0,-93.0
46432,-100.0,-63.0,-93.0
46448,-100.0,-64.0,-93.0
46465,-100.0,-65.0,-93.0
46482,-100.0,-66.0,-93.0
46499,-100.0,-68.0,-93.0
46515,-100.0,-69.0,-93.0
46532,-100.0,-70.0,-93.0
46548,-100.0,-71.0,-93.0
48732,-100.0,-71.0,-93.0
48749,-100.0,-70.0,-93.0
48765,-100.0,-69.0,-93.0
48782,-100.0,-68.0,-93.0
48798,-100.0,-66.0,-93.0
48815,-100.0,-65.0,-93.0
48832,-100.0,-64.0,-93.0
48849,-100.0,-63.0,-93.0
48865,-100.0,-62.0,-93.0
48882,-100.0,-61.0,-93.0
48899,-100.0,-60.0,-93.0
48915,-100.0,-59.0,-93.0
48932,-100.0,-58.0,-93.0
48949,-100.0,-56.0,-93.0
48965,-100.0,-55.0,-93.0
48982,-100.0,-54.0,-93.0
48999,-100.0,-53.0,-93.0
49015,-100.0,-52.0,-93.0
49032,-100.0,-51.0,-93.0
49048,-100.0,-50.0,-93.0
49065,-100.0,-49.0,-93.0
49082,-100.0,-48.0,-93.0
49099,-100.0,-46.0,-93.0
49115,-100.0,-45.0,-93.0
49132,-100.0,-44.0,-93.0
49149,-100.0,-43.0,-93.0
49166,-100.0,-42.0,-93.0
49182,-100.0,-41.0,-93.0
49198,-100.0,-40.0,-93.0
49215,-100.0,-39.0,-93.0
49232,-100.0,-38.0,-93.0
49249,-100.0,-36.0,-93.0
49265,-100.0,-35.0,-93.0
49282,-100.0,-34.0,-93.0
49298,-100.0,-33.0,-93.0
49316,-100.0,-32.0,-93.0
49332,-100.0,-31.0,-93.0
49349,-100.0,-30.0,-93.0
49365,-100.0,-29.0,-93.0
49382,-100.0,-28.0,-93.0
49399,-100.0,-26.0,-93.0
49415,-100.0,-25.0,-93.0
49432,-100.0,-24.0,-93.0
49449,-100.0,-23.0,-93.0
49465,-100.0,-22.0,-93.0
49482,-100.0,-21.0,-93.0
49498,-100.0,-20.0,-93.0
49515,-100.0,-19.0,-93.0
50275,-100.0,-19.0,-93.0
50276,-100.0,-19.0,-93.0
50293,-100.0,-19.0,-93.0
50298,-100.0,-19.0,-93.0
50328,-100.0,-19.0,-93.0
50332,-100.0,-19.0,-93.0
50344,-100.0,-19.0,-93.0
50349,-100.0,-19.0,-93.0
50362,-100.0,-19.0,-93.0
50366,-100.0,-19.0,-93.0
50380,-100.0,-19.0,-93.0
50384,-100.0,-19.0,-93.0
50387,-100.0,-19.0,-93.0
50391,-100.0,-19.0,-93.0
50404,-100.0,-19.0,-93.0
50408,-100.0,-19.0,-93.0
50421,-100.0,-19.0,-93.0
50427,-100.0,-19.0,-93.0
50438,-100.0,-19.0,-93.0
50444,-100.0,-19.0,-93.0
50456,-100.0,-19.0,-93.0
50460,-100.0,-19.0,-93.0
50475,-100.0,-19.0,-93.0
50479,-100.0,-19.0,-93.0
50491,-100.0,-19.0,-93.0
50495,-100.0,-19.0,-93.0
50510,-100.0,-19.0,-93.0
50514,-100.0,-19.0,-93.0
50527,-100.0,-19.0,-93.0
50532,-100.0,-19.0,-93.0
50543,-100.0,-19.0,-93.0
50547,-100.0,-19.0,-93.0
50562,-100.0,-19.0,-93.0
50566,-100.0,-19.0,-93.0
50579,-100.0,-19.0,-93.0
50583,-100.0,-19.0,-93.0
50596,-100.0,-19.0,-93.0
50601,-100.0,-19.0,-93.0
50614,-100.0,-19.0,-93.0
50621,-100.0,-19.0,-93.0
50623,-100.0,-19.0,-93.0
50638,-100.0,-19.0,-93.0
50642,-100.0,-19.0,-93.0
50656,-100.0,-19.0,-93.0
50660,-100.0,-19.0,-93.0
50674,-100.0,-19.0,-93.0
50678,-100.0,-19.0,-93.0
50691,-100.0,-19.0,-93.0
50695,-100.0,-19.0,-93.0
50708,-100.0,-19.0,-93.0
50712,-100.0,-19.0,-93.0
50726,-100.0,-19.0,-93.0
50730,-100.0,-19.0,-93.0
50743,-100.0,-19.0,-93.0
50746,-100.0,-19.0,-93.0
50761,-100.0,-19.0,-93.0
50765,-100.0,-19.0,-93.0
50778,-100.0,-19.0,-93.0
50783,-100.0,-19.0,-93.0
50813,-100.0,-19.0,-93.0
50820,-100.0,-19.0,-93.0
50822,-100.0,-19.0,-93.0
50838,-100.0,-19.0,-93.0
50843,-100.0,-19.0,-93.0
50856,-100.0,-19.0,-93.0
50863,-100.0,-19.0,-93.0
50872,-100.0,-19.0,-93.0
50873,-100.0,-19.0,-93.0
56171,-100.0,-19.0,-93.0
56184,-99.0,-19.0,-93.0
56218,-99.0,-19.0,-93.0
56226,-98.0,-19.0,-93.0
56237,-98.0,-19.0,-93.0
56246,-97.0,-19.0,-93.0
56247,-97.0,-19.0,-93.0
56260,-96.0,-19.0,-93.0
56270,-96.0,-19.0,-93.0
56282,-95.0,-19.0,-93.0
56315,-95.0,-19.0,-93.0
56323,-94.0,-19.0,-93.0
56356,-94.0,-19.0,-93.0
56366,-93.0,-19.0,-93.0
56627,-93.0,-19.0,-93.0
56636,-92.0,-19.0,-93.0
56665,-92.0,-19.0,-93.0
56674,-91.0,-19.0,-93.0
56687,-91.0,-19.0,-93.0
56698,-90.0,-19.0,-93.0
56727,-90.0,-19.0,-93.0
56735,-89.0,-19.0,-93.0
56765,-89.0,-19.0,-93.0
56773,-88.0,-19.0,-93.0
56785,-88.0,-19.0,-93.0
56796,-87.0,-19.0,-93.0
57220,-87.0,-19.0,-93.0
57231,-86.0,-19.0,-93.0
57265,-86.0,-19.0,-93.0
57278,-85.0,-19.0,-93.0
57290,-85.0,-19.0,-93.0
57309,-84.0,-19.0,-93.0
57319,-83.0,-19.0,-93.0
57347,-83.0,-19.0,-93.0
57354,-82.0,-19.0,-93.0
57509,-82.0,-19.0,-93.0
57521,-81.0,-19.0,-93.0
57539,-81.0,-19.0,-93.0
57560,-80.0,-19.0,-93.0
57591,-80.0,-19.0,-93.0
57601,-79.0,-19.0,-93.0
57627,-79.0,-19.0,-93.0
57639,-78.0,-19.0,-93.0
57766,-78.0,-19.0,-93.0
57777,-77.0,-19.0,-93.0
57813,-77.0,-19.0,-93.0
57821,-76.0,-19.0,-93.0
57836,-76.0,-19.0,-93.0
57850,-75.0,-19.0,-93.0
57877,-75.0,-19.0,-93.0
57886,-74.0,-19.0,-93.0
58038,-74.0,-19.0,-93.0
58047,-73.0,-19.0,-93.0
58081,-73.0,-19.0,-93.0
58093,-72.0,-19.0,-93.0
58105,-72.0,-19.0,-93.0
58116,-71.0,-19.0,-93.0
58149,-71.0,-19.0,-93.0
58161,-70.0,-19.0,-93.0
58493,-70.0,-19.0,-93.0
58506,-69.0,-19.0,-93.0
58520,-69.0,-19.0,-93.0
58532,-68.0,-19.0,-93.0
58558,-68.0,-19.0,-93.0
58584,-66.0,-19.0,-93.0
58592,-65.0,-19.0,-93.0
58799,-65.0,-19.0,-93.0
58811,-64.0,-19.0,-93.0
58851,-64.0,-19.0,-93.0
58869,-63.0,-19.0,-93.0
58907,-63.0,-19.0,-93.0
58922,-62.0,-19.0,-93.0
59093,-62.0,-19.0,-93.0
59106,-61.0,-19.0,-93.0
59118,-61.0,-19.0,-93.0
59132,-60.0,-19.0,-93.0
59289,-60.0,-19.0,-93.0
59303,-59.0,-19.0,-93.0
59334,-59.0,-19.0,-93.0
59343,-58.0,-19.0,-93.0
59513,-58.0,-19.0,-93.0
59526,-57.0,-19.0,-93.0
59559,-57.0,-19.0,-93.0
59571,-56.0,-19.0,-93.0
59800,-56.0,-19.0,-93.0
59823,-55.0,-19.0,-93.0
59862,-55.0,-19.0,-93.0
59870,-54.0,-19.0,-93.0
59903,-54.0,-19.0,-93.0
59927,-53.0,-19.0,-93.0
60115,-53.0,-19.0,-93.0
60128,-52.0,-19.0,-93.0
60160,-52.0,-19.0,-93.0
60175,-51.0,-19.0,-93.0
60206,-51.0,-19.0,-93.0
60217,-50.0,-19.0,-93.0
60890,-50.0,-19.0,-93.0
60901,-49.0,-19.0,-93.0
60937,-49.0,-19.0,-93.0
60947,-48.0,-19.0,-93.0
60966,-48.0,-19.0,-93.0
60981,-47.0,-19.0,-93.0
61018,-47.0,-19.0,-93.0
61030,-46.0,-19.0,-93.0
61042,-46.0,-19.0,-93.0
61059,-45.0,-19.0,-93.0
61191,-45.0,-19.0,-93.0
61201,-44.0,-19.0,-93.0
61217,-44.0,-19.0,-93.0
61231,-43.0,-19.0,-93.0
61268,-43.0,-19.0,-93.0
61277,-42.0,-19.0,-93.0
61289,-42.0,-19.0,-93.0
61304,-41.0,-19.0,-93.0
62266,-41.0,-19.0,-93.0
62283,-41.0,-18.0,-93.0
62299,-41.0,-17.0,-93.0
62316,-41.0,-15.0,-93.0
62333,-41.0,-14.0,-93.0
62349,-41.0,-13.0,-93.0
62366,-41.0,-12.0,-93.0
62383,-41.0,-11.0,-93.0
62400,-41.0,-10.0,-93.0
62416,-41.0,-9.0,-93.0
62433,-41.0,-8.0,-93.0
62450,-41.0,-7.0,-93.0
62466,-41.0,-5.0,-93.0
62483,-41.0,-4.0,-93.0
62500,-41.0,-3.0,-93.0
62516,-41.0,-2.0,-93.0
62533,-41.0,-1.0,-93.0
62550,-41.0,0.0,-93.0
62566,-41.0,1.0,-93.0
62583,-41.0,2.0,-93.0
62599,-41.0,3.0,-93.0
62616,-41.0,5.0,-93.0
62633,-41.0,6.0,-93.0
62649,-41.0,7.0,-93.0
62666,-41.0,8.0,-93.0
62683,-41.0,9.0,-93.0
62700,-41.0,10.0,-93.0
62716,-41.0,11.0,-93.0
62733,-41.0,12.0,-93.0
62750,-41.0,13.0,-93.0
62766,-41.0,15.0,-93.0
62783,-41.0,16.0,-93.0
62799,-41.0,17.0,-93.0
62816,-41.0,18.0,-93.0
62833,-41.0,19.0,-93.0
62849,-41.0,20.0,-93.0
62866,-41.0,21.0,-93.0
62883,-41.0,22.0,-93.0
62900,-41.0,23.0,-93.0
62916,-41.0,25.0,-93.0
62933,-41.0,26.0,-93.0
62950,-41.0,27.0,-93.0
62966,-41.0,28.0,-93.0
62983,-41.0,29.0,-93.0
62999,-41.0,30.0,-93.0
63016,-41.0,31.0,-93.0
63032,-41.0,32.0,-93.0
63049,-41.0,33.0,-93.0
63066,-41.0,35.0,-93.0
63083,-41.0,36.0,-93.0
63100,-41.0,37.0,-93.0
63116,-41.0,38.0,-93.0
63133,-41.0,39.0,-93.0
63149,-41.0,40.0,-93.0
63166,-41.0,41.0,-93.0
63183,-41.0,42.0,-93.0
63200,-41.0,43.0,-93.0
63216,-41.0,45.0,-93.0
63233,-41.0,46.0,-93.0
63250,-41.0,47.0,-93.0
63266,-41.0,48.0,-93.0
63283,-41.0,49.0,-93.0
63300,-41.0,50.0,-93.0
63316,-41.0,51.0,-93.0
63333,-41.0,52.0,-93.0
63349,-41.0,53.0,-93.0
63366,-41.0,55.0,-93.0
63383,-41.0,56.0,-93.0
63399,-41.0,57.0,-93.0
63416,-41.0,58.0,-93.0
63433,-41.0,59.0,-93.0
63449,-41.0,60.0,-93.0
63466,-41.0,61.0,-93.0
63483,-41.0,62.0,-93.0
63500,-41.0,63.0,-93.0
63516,-41.0,65.0,-93.0
63533,-41.0,66.0,-93.0
63550,-41.0,67.0,-93.0
63566,-41.0,68.0,-93.0
63582,-41.0,69.0,-93.0
63599,-41.0,70.0,-93.0
63617,-41.0,71.0,-93.0
63633,-41.0,72.0,-93.0
63649,-41.0,73.0,-93.0
63666,-41.0,75.0,-93.0
63683,-41.0,76.0,-93.0
63699,-41.0,77.0,-93.0
63716,-41.0,78.0,-93.0
63733,-41.0,79.0,-93.0
63750,-41.0,80.0,-93.0
63766,-41.0,81.0,-93.0
63783,-41.0,82.0,-93.0
63800,-41.0,83.0,-93.0
63816,-41.0,85.0,-93.0
63833,-41.0,86.0,-93.0
63850,-41.0,87.0,-93.0
63866,-41.0,88.0,-93.0
63883,-41.0,89.0,-93.0
63899,-41.0,90.0,-93.0
63916,-41.0,91.0,-93.0
63933,-41.0,92.0,-93.0
63950,-41.0,93.0,-93.0
63966,-41.0,95.0,-93.0
63983,-41.0,96.0,-93.0
64000,-41.0,97.0,-93.0
64016,-41.0,98.0,-93.0
64033,-41.0,99.0,-93.0
64049,-41.0,100.0,-93.0
64236,-41.0,100.0,-93.0
64246,-40.0,100.0,-93.0
64282,-40.0,100.0,-93.0
64291,-39.0,100.0,-93.0
64306,-39.0,100.0,-93.0
64321,-38.0,100.0,-93.0
64353,-38.0,100.0,-93.0
64355,-37.0,100.0,-93.0
64368,-37.0,100.0,-93.0
64380,-36.0,100.0,-93.0
64416,-36.0,100.0,-93.0
64427,-35.0,100.0,-93.0
64463,-35.0,100.0,-93.0
64474,-34.0,100.0,-93.0
65023,-34.0,100.0,-93.0
65040,-33.0,100.0,-93.0
65079,-33.0,100.0,-93.0
65090,-32.0,100.0,-93.0
65116,-32.0,100.0,-93.0
65130,-32.0,99.5,-93.0
65133,-31.5,99.0,-93.0
65146,-31.0,98.5,-93.0
65150,-31.0,98.0,-93.0
65166,-31.0,97.0,-93.0
65183,-31.0,96.0,-93.0
65184,-31.0,95.5,-93.0
65200,-30.0,95.0,-93.0
65217,-30.0,94.0,-93.0
65227,-30.0,93.5,-93.0
65233,-29.5,93.0,-93.0
65241,-29.0,92.5,-93.0
65250,-29.0,92.0,-93.0
65266,-29.0,91.0,-93.0
65284,-29.0,89.0,-93.0
65301,-29.0,88.0,-93.0
65316,-29.0,87.0,-93.0
65333,-29.0,86.0,-93.0
65350,-29.0,85.0,-93.0
65366,-29.0,84.0,-93.0
65383,-29.0,83.0,-93.0
65400,-29.0,82.0,-93.0
65416,-29.0,81.0,-93.0
65433,-29.0,79.0,-93.0
