,ABIX4VABZUCW3,AN26GE0GN8DP0,AWE3BMS01D2F9
266087,,-100.0,
266093,,-100.0,
266103,,-100.0,
266106,,-100.0,
266120,,-100.0,
266123,,-100.0,
266136,,-100.0,
266141,,-100.0,
266153,,-100.0,
266155,,-100.0,
266170,,-100.0,
266173,,-100.0,
266186,,-100.0,
266188,,-100.0,
266206,,-100.0,
266353,,-100.0,
266370,,-100.0,
266373,,-100.0,
266386,,-100.0,
266388,,-100.0,
266403,,-100.0,
266404,,-100.0,
266420,,-100.0,
266423,,-100.0,
266436,,-100.0,
266439,,-100.0,
266453,,-100.0,
266455,,-100.0,
266469,,-100.0,
266553,,-100.0,
266570,,-100.0,
266572,,-100.0,
266587,,-100.0,
266593,,-100.0,
266603,,-100.0,
266605,,-100.0,
266619,,-100.0,
266622,,-100.0,
266637,,-100.0,
266643,,-100.0,
266653,,-100.0,
266657,,-100.0,
266669,,-100.0,
266673,,-100.0,
266686,,-100.0,
266688,,-100.0,
266703,,-100.0,
266920,,-100.0,
266937,,-100.0,
266939,,-100.0,
266954,,-100.0,
266960,,-100.0,
266970,,-100.0,
266973,,-100.0,
266986,,-100.0,
266987,,-100.0,
267003,,-100.0,
267007,,-100.0,
267013,,-100.0,
267019,,-99.66666666666667,
267022,,-99.33333333333333,
267032,,-99.0,
267036,,-99.0,
267038,,-99.0,
267053,,-99.0,
267054,,-99.0,
267069,,-99.0,
267112,,-99.0,
267120,,-98.5,
267123,,-98.0,
267136,,-98.0,
267139,,-98.0,
267153,,-98.0,
267155,,-98.0,
267169,,-98.0,
267173,,-98.0,
267176,,-98.0,
267186,,-97.66666666666667,
267187,,-97.33333333333333,
267190,,-97.0,
267203,,-97.0,
267204,,-97.0,
267219,,-97.0,
267221,,-97.0,
267236,,-97.0,
267237,,-97.0,
267253,,-97.0,
267264,,-97.0,
267295,,-96.0,
267357,,-96.0,
267384,,-95.0,
267447,,-95.0,
267462,,-94.0,
267485,,-94.0,
267497,,-93.0,
267503,,-93.0,
267519,,-93.0,
267522,,-93.0,
267536,,-93.0,
267537,,-93.0,
267553,,-93.0,
267554,,-93.0,
267555,,-92.75,
267569,,-92.5,
267572,,-92.25,
267573,,-92.0,
267586,,-92.0,
267590,,-92.0,
267592,,-92.0,
267602,,-91.66666666666667,
267605,,-91.33333333333333,
267609,,-91.0,
267619,,-91.0,
267621,,-91.0,
267636,,-91.0,
267638,,-91.0,
267653,,-91.0,
267654,,-91.0,
267662,,-91.0,
267669,,-90.5,
267676,,-90.0,
267721,,-90.0,
267737,,-89.0,
267791,,-89.0,
267807,,-88.0,
267830,,-88.0,
267837,,-87.5,
267845,,-87.0,
267853,,-87.0,
267856,,-87.0,
267869,,-87.0,
267871,,-87.0,
267886,,-87.0,
267887,,-87.0,
267899,,-87.0,
267902,,-86.66666666666667,
267905,,-86.33333333333333,
267916,,-86.0,
267919,,-86.0,
267923,,-86.0,
267936,,-86.0,
267937,,-86.0,
267953,,-86.0,
267956,,-86.0,
267969,,-86.0,
267970,,-86.0,
267971,,-86.0,
267986,,-85.66666666666667,
267988,,-85.33333333333333,
267990,,-85.0,
268002,,-85.0,
268009,,-85.0,
268028,,-84.0,
268076,,-84.0,
268091,,-83.0,
268156,,-83.0,
268171,,-82.0,
268224,,-82.0,
268248,,-81.0,
268265,,-81.0,
268282,,-80.0,
268338,,-80.0,
268339,,-79.5,
268352,,-79.0,
268353,,-79.0,
268356,,-79.0,
268369,,-79.0,
268371,,-79.0,
268374,,-79.0,
268386,,-78.5,
268390,,-78.0,
268402,,-78.0,
268405,,-78.0,
268419,,-78.0,
268422,,-78.0,
268436,,-78.0,
268437,,-78.0,
268444,,-78.0,
268452,,-77.66666666666667,
268454,,-77.33333333333333,
268460,,-77.0,
268470,,-77.0,
268476,,-77.0,
268486,,-77.0,
268509,,-77.0,
268530,,-76.0,
268553,,-76.0,
268576,,-75.0,
268619,,-75.0,
268630,,-75.0,
268638,,-74.66666666666667,
268643,,-74.33333333333333,
268649,,-74.0,
268669,,-74.0,
268672,,-74.0,
268673,,-73.66666666666667,
268686,,-73.33333333333333,
268687,,-73.0,
268689,,-73.0,
268702,,-73.0,
268704,,-73.0,
268719,,-73.0,
268723,,-73.0,
268736,,-73.0,
268741,,-73.0,
268755,,-71.0,
268805,,-71.0,
268819,,-70.0,
268881,,-70.0,
268892,,-69.0,
268944,,-69.0,
268962,,-68.0,
268989,,-68.0,
269005,,-67.0,
269059,,-67.0,
269074,,-66.0,
269102,,-66.0,
269119,,-66.0,
269121,,-66.0,
269135,,-66.0,
269137,,-66.0,
269142,,-66.0,
269152,,-65.66666666666667,
269153,,-65.33333333333333,
269165,,-65.0,
269169,,-65.0,
269172,,-65.0,
269185,,-65.0,
269187,,-65.0,
269202,,-65.0,
269203,,-65.0,
269211,,-65.0,
269219,,-64.66666666666667,
269220,,-64.33333333333333,
269227,,-64.0,
269235,,-64.0,
269278,,-64.0,
269295,,-63.0,
269315,,-63.0,
269331,,-62.0,
269357,,-62.0,
269376,,-61.0,
269431,,-61.0,
269446,,-60.0,
269507,,-60.0,
269523,,-59.0,
269580,,-59.0,
269596,,-58.0,
269644,,-58.0,
269662,,-57.0,
269715,,-57.0,
269730,,-56.0,
269779,,-56.0,
269795,,-55.0,
269853,,-55.0,
269881,,-54.0,
269902,,-54.0,
269927,,-53.0,
269989,,-53.0,
270003,,-52.0,
270059,,-52.0,
270072,,-51.0,
270099,,-51.0,
270126,,-50.0,
270182,,-50.0,
270198,,-49.0,
270202,,-49.0,
270219,,-49.0,
270221,,-49.0,
270235,,-49.0,
270236,,-49.0,
270252,,-49.0,
270255,,-49.0,
270257,,-49.0,
270268,,-48.666666666666664,
270270,,-48.333333333333336,
270272,,-48.0,
270285,,-48.0,
270287,,-48.0,
270302,,-48.0,
270303,,-48.0,
270318,,-48.0,
270320,,-48.0,
270329,,-48.0,
270335,,-47.666666666666664,
270338,,-47.333333333333336,
270342,,-47.0,
270352,,-47.0,
270353,,-47.0,
270364,,-47.0,
270370,,-46.5,
270383,,-46.0,
270410,,-46.0,
270429,,-45.0,
270452,,-45.0,
270469,,-45.0,
270471,,-45.0,
270485,,-45.0,
270487,,-45.0,
270489,,-45.0,
270502,,-44.5,
270503,,-44.0,
270508,,-44.0,
270518,,-44.0,
270521,,-44.0,
270535,,-44.0,
270537,,-44.0,
270552,,-44.0,
270563,,-44.0,
270580,,-43.0,
270636,,-43.0,
270651,,-42.0,
270652,,-42.0,
270669,,-42.0,
270672,,-42.0,
270686,,-42.0,
270691,,-42.0,
270698,,-42.0,
270713,,-41.0,
270718,,-41.0,
270720,,-41.0,
270735,,-41.0,
270736,,-41.0,
270751,,-41.0,
270754,,-41.0,
270766,,-41.0,
270768,,-40.75,
270770,,-40.5,
270785,,-40.25,
270786,,-40.0,
270787,,,
271085,,,
271102,,,
271104,,,
271118,,,
271120,,,
271135,,,
271136,,,
271151,,,
271154,,,
271169,,,
271175,,,
271185,,,
273368,,,
273384,,,
273387,,,
273401,,,
273402,,,
273417,,,
273419,,,
273434,,,
273437,,,
273451,,,
273452,,,
273467,,,
273469,,,
273484,,,
273486,,,
273500,,,
273502,,,
273517,,,
273521,,,
273534,,,
273535,,,
273550,,,
274253,,,
274269,,,
274273,,,
274284,,,
274286,,,
274300,,,
274302,,,
274317,,,
274318,,,
274334,,,
274336,,,
274350,,,
274354,,,
274367,,,
274369,,,
274384,,,
274390,,,
274401,,,
275500,,,
275517,,,
275520,,,
275533,,,
275535,,,
275551,,,
275557,,,
275567,,,
275571,,,
275583,,,
275585,,,
275600,,,
275603,,,
275616,,,
275618,,,
275633,,,
275635,,,
275650,,,
275651,,,
275667,,,
280832,,,
280849,,,
280852,,,
280865,,,
280867,,,
280881,,,
280884,,,
280898,,,
280901,,,
280915,,,
280917,,,
280931,,,
280935,,,
280948,,,
280950,,,
280965,,,
280967,,,
280981,,,
280985,,,
280998,,,
281232,,,
281249,,,
281253,,,
281265,,,
281268,,,
281281,,,
281283,,,
281298,,,
281300,,,
281315,,,
281317,,,
281331,,,
281433,,,
281448,,,
281451,,,
281465,,,
281472,,,
281481,,,
281484,,,
281498,,,
281500,,,
281514,,,
281518,,,
281531,,,
281533,,,
281548,,,
281551,,,
281564,,,
281715,,,
281731,,,
281734,,,
281748,,,
281751,,,
281764,,,
281769,,,
281781,,,
281783,,,
281798,,,
281800,,,
281815,,,
281823,,,
281831,,,
282200,,,
282216,,,
282218,,,
282231,,,
282234,,,
282248,,,
282251,,,
282264,,,
282268,,,
282281,,,
282284,,,
282298,,,
282300,,,
282315,,,
282321,,,
282331,,,
283564,,,
283581,,,
283585,,,
283597,,,
283601,,,
283614,,,
283617,,,
283630,,,
283633,,,
283647,,,
283998,,,
284017,,,
284023,,,
284047,,,
284051,,,
284064,,,
284067,,,
284080,,,
284083,,,
284097,,,
284100,,,
284113,,,
284116,,,
284130,,,
284364,,,
284380,,,
284383,,,
284397,,,
284400,,,
284413,,,
284416,,,
284431,,,
284438,,,
284447,,,
284452,,,
284463,,,
284466,,,
284480,,,
284484,,,
284497,,,
284500,,,
284514,,,
292461,,,
292478,,,
292481,,,
292494,,,
292496,,,
292511,,,
292512,,,
292528,,,
292531,,,
292544,,,
292545,,,
292561,,,
292564,,,
292577,,,
292580,,,
292594,,,
292595,,,
292611,,,
292614,,,
292630,,,
292761,,,
292781,,,
292787,,,
292811,,,
292814,,,
292827,,,
292831,,,
292844,,,
292946,,,
292963,,,
292967,,,
292978,,,
292979,,,
292994,,,
292996,,,
293011,,,
293013,,,
293027,,,
293031,,,
293044,,,
293046,,,
293061,,,
294127,,,
294144,,,
294147,,,
294160,,,
294164,,,
294177,,,
294180,,,
294193,,,
294197,,,
294210,,,
294212,,,
294227,,,
294229,,,
294244,,,
294251,,,
294260,,,
294264,,,
294277,,,
294677,,,
294694,,,
294697,,,
294710,,,
294712,,,
294727,,,
294730,,,
294744,,,
294750,,,
294760,,,
294764,,,
294777,,,
294781,,,
294793,,,
294796,,,
294810,,,
295244,,,
295262,,,
295268,,,
295293,,,
295296,,,
295310,,,
295313,,,
295327,,,
295331,,,
295343,,,
300509,,,
300525,,,
300528,,,
300541,,,
300545,,,
300558,,,
300562,,,
300575,,,
300578,,,
300591,,,
300594,,,
300608,,,
300611,,,
300625,,,
300630,,,
300642,,,
300648,,,
300675,,,
300809,,,
300825,,,
300828,,,
300841,,,
300845,,,
300858,,,
300861,,,
300875,,,
300879,,,
300891,,,
300894,,,
300908,,,
300911,,,
300925,,,
300927,,,
300941,,,
301009,,,
301025,,,
301028,,,
301041,,,
301045,,,
301058,,,
301060,,,
301075,,,
301076,,,
301091,,,
301093,,,
301108,,,
301191,,,
301208,,,
301212,,,
301224,,,
301226,,,
301242,,,
301247,,,
301258,,,
301262,,,
301275,,,
301277,,,
301292,,,
301441,,,
301459,,,
301462,,,
301474,,,
301476,,,
301491,,,
301493,,,
301508,,,
301510,,,
301525,,,
301532,,,
301542,,,
301546,,,
301558,,,
301560,,,
301575,,,
301578,,,
301591,,,
301595,,,
301608,,,
301793,,,
301809,,,
301813,,,
301824,,,
301826,,,
301841,,,
301843,,,
301858,,,
301860,,,
301874,,,
301878,,,
301891,,,
302010,,,
302025,,,
302029,,,
302041,,,
302046,,,
302058,,,
302062,,,
302074,,,
302078,,,
302091,,,
302094,,,
302108,,,
310011,,,
310012,,,
310027,,,
310073,,,
310084,,,
310122,,,
310134,,,
310265,,,
310278,,,
310318,,,
310327,,,
310494,,,
310519,,,
310565,,,
310578,,,
310725,,,
310738,,,
310782,,,
310791,,,
311748,,,
311762,,,
311810,,,
311818,,,
311864,,,
311877,,,
311978,,,
311994,,,
312058,,,
312071,,,
312183,,,
312200,,,
312248,,,
312256,,,
312386,,,
312402,,,
312446,,,
312455,,,
312526,,,
312527,,,100.0
312549,,,99.0
312570,,,98.0
312586,,,97.0
312605,,,97.0
312613,,,96.5
312617,,,96.0
312628,,,96.0
312637,,,96.0
312651,,,95.0
312672,,,95.0
312673,,,94.66666666666667
312683,,,94.33333333333333
312690,,,94.0
312814,,,94.0
312832,,,93.0
312835,,,92.5
312851,,,92.0
312868,,,91.0
312884,,,90.0
312901,,,89.0
312916,,,88.5
312919,,,88.0
312926,,,88.0
312996,,,88.0
313015,,,87.0
313034,,,87.0
313050,,,86.0
313066,,,86.0
313069,,,86.0
313083,,,85.0
313101,,,84.0
313119,,,83.0
313135,,,83.0
313146,,,83.0
313177,,,83.0
313196,,,82.0
313213,,,81.0
313230,,,80.0
313247,,,79.0
313265,,,78.0
313282,,,77.0
313298,,,76.5
313300,,,76.0
313312,,,76.0
313360,,,76.0
313362,,,75.66666666666667
313371,,,75.33333333333333
313378,,,75.0
313397,,,74.0
313413,,,73.0
313432,,,72.0
313449,,,71.0
313469,,,70.0
313493,,,70.0
313511,,,70.0
313552,,,70.0
313559,,,69.0
313562,,,68.66666666666667
313572,,,68.33333333333333
313576,,,68.0
313594,,,67.0
313612,,,66.0
313619,,,65.66666666666667
313622,,,65.33333333333333
313630,,,65.0
313646,,,64.0
313737,,,64.0
313753,,,63.0
313773,,,62.0
313781,,,61.0
313783,,,60.666666666666664
313797,,,60.333333333333336
313798,,,60.0
313815,,,59.0
313861,,,59.0
313872,,,59.0
313881,,,59.0
313898,,,58.0
313916,,,57.0
313933,,,56.0
313951,,,55.0
313969,,,54.0
313975,,,53.0
313992,,,52.0
314007,,,52.0
314024,,,52.0
314062,,,52.0
314064,,,52.0
314072,,,51.5
314089,,,51.0
314092,,,50.666666666666664
314104,,,50.333333333333336
314112,,,50.0
314130,,,49.0
314147,,,48.0
314163,,,47.0
314184,,,46.0
314243,,,46.0
314245,,,46.0
314261,,,45.5
314263,,,45.0
314280,,,44.0
314293,,,43.5
314297,,,43.0
314303,,,42.5
314315,,,42.0
314332,,,41.0
314350,,,40.0
314366,,,39.0
314384,,,38.0
314478,,,38.0
314497,,,37.0
314498,,,36.5
314518,,,36.0
314521,,,35.5
314536,,,35.0
314560,,,35.0
314580,,,34.0
314660,,,34.0
314680,,,33.0
314695,,,32.5
314697,,,32.0
314701,,,31.5
314713,,,31.0
314730,,,30.0
314748,,,29.0
314749,,,28.666666666666668
314760,,,28.333333333333332
314765,,,28.0
314783,,,27.0
314806,,,26.0
314860,,,26.0
314878,,,25.0
314900,,,24.0
314917,,,24.0
314930,,,23.0
314936,,,23.0
314953,,,23.0
314967,,,22.0
314989,,,22.0
315003,,,22.0
315059,,,22.0
315077,,,21.0
315096,,,20.0
315111,,,19.0
315129,,,18.0
315139,,,17.5
315147,,,17.0
315156,,,16.5
315164,,,16.0
315209,,,16.0
315219,,,16.0
315239,,,16.0
315256,,,15.0
315268,,,14.0
315285,,,13.0
315301,,,12.0
315317,,,11.0
315334,,,10.0
315381,,,10.0
315400,,,10.0
315434,,,10.0
315450,,,9.5
315452,,,9.0
315460,,,8.5
315470,,,8.0
315486,,,7.0
315493,,,6.0
315510,,,5.0
315529,,,4.0
315598,,,4.0
315600,,,3.5
315617,,,3.0
315618,,,3.0
315642,,,3.0
315656,,,2.0
315668,,,1.5
315674,,,1.0
315681,,,0.5
315685,,,0.0
315701,,,-1.0
315781,,,-1.0
315800,,,-2.0
315818,,,-3.0
315833,,,-4.0
315860,,,-6.0
315869,,,-6.0
315885,,,-6.0
315932,,,-6.0
315935,,,-6.5
315950,,,-7.0
315975,,,-7.0
315991,,,-8.0
316018,,,-8.0
316032,,,-9.0
316058,,,-10.0
316099,,,-10.0
316116,,,-10.0
316125,,,-10.0
316143,,,-11.0
316160,,,-12.0
316171,,,-12.5
316178,,,-13.0
316181,,,-13.333333333333334
316182,,,-13.666666666666666
316197,,,-14.0
316213,,,-15.0
316231,,,-16.0
316283,,,-16.0
316302,,,-17.0
316337,,,-17.0
316354,,,-18.0
316367,,,-19.0
316382,,,-20.0
316398,,,-21.0
316465,,,-21.0
316483,,,-22.0
316500,,,-23.0
316517,,,-24.0
316535,,,-25.0
316544,,,-26.0
316559,,,-28.0
316578,,,-29.0
316629,,,-29.0
316648,,,-30.0
316664,,,-31.0
316681,,,-32.0
316699,,,-33.0
316717,,,-34.0
316734,,,-35.0
316753,,,-36.0
316811,,,-36.0
316831,,,-37.0
316847,,,-38.0
316863,,,-39.0
316881,,,-40.0
316899,,,-41.0
316916,,,-42.0
316936,,,-43.0
316995,,,-43.0
317011,,,-44.0
317028,,,-45.0
317047,,,-46.0
317063,,,-47.0
317081,,,-48.0
317099,,,-50.0
317186,,,-50.0
317193,,,-51.0
317210,,,-52.0
317227,,,-53.0
317245,,,-54.0
317262,,,-55.0
317281,,,-56.0
317300,,,-57.0
317319,,,-57.0
317336,,,-57.0
317340,,,-57.0
317350,,,-57.0
317352,,,-57.2
317354,,,-57.4
317369,,,-57.6
317370,,,-57.8
317386,,,-58.0
317388,,,-58.5
317394,,,-59.0
317402,,,-59.4
317404,,,-59.8
317420,,,-60.2
317425,,,-60.6
317427,,,-61.0
317436,,,-61.5
317440,,,-62.0
317453,,,-62.5
317461,,,-63.0
317479,,,-65.0
317549,,,-65.0
317567,,,-66.0
317586,,,-67.0
317604,,,-68.0
317626,,,-70.0
317661,,,-72.0
317749,,,-72.0
317767,,,-73.0
317801,,,-75.0
317818,,,-77.0
317825,,,-78.0
317843,,,-79.0
317880,,,-80.0
317931,,,-80.0
317949,,,-81.0
317982,,,-83.0
318001,,,-84.0
318018,,,-85.0
318037,,,-86.0
318047,,,-87.0
318095,,,-87.0
318131,,,-88.0
318148,,,-89.0
318164,,,-90.0
318182,,,-91.0
318200,,,-92.0
318217,,,-93.0
318237,,,-94.0
318528,,,-94.0
318548,,,-95.0
318581,,,-97.0
318599,,,-98.0
318617,,,-99.0
318633,,,-100.0
318802,,,-100.0
318819,,,-100.0
318822,,,-100.0
318835,,,-100.0
318837,,,-100.0
318852,,,-100.0
318853,,,-100.0
318869,,,-100.0
318870,,,-100.0
318886,,,-100.0
318889,,,-100.0
318902,,,-100.0
318904,,,-100.0
318918,,,-100.0
318920,,,-100.0
318935,,,-100.0
319004,,,-100.0
319019,,,-100.0
319023,,,-100.0
319035,,,-100.0
319037,,,-100.0
319052,,,-100.0
319055,,,-100.0
319068,,,-100.0
319071,,,-100.0
319086,,,-100.0
319092,,,-100.0
319102,,,-100.0
319169,,,-100.0
319185,,,-100.0
319189,,,-100.0
319202,,,-100.0
319204,,,-100.0
319218,,,-100.0
319222,,,-100.0
319231,,,-100.0
319235,,,-99.66666666666667
319237,,,-99.33333333333333
319251,,,-99.0
319252,,,-98.5
319253,,,-98.0
319269,,,-97.5
319283,,,-97.0
319302,,,-96.0
319319,,,-95.0
319326,,,-94.0
319345,,,-93.0
319352,,,-92.5
319363,,,-92.0
319368,,,-92.0
319372,,,-92.0
319385,,,-92.0
319388,,,-92.0
319402,,,-92.0
319403,,,-92.0
319413,,,-92.0
319418,,,-91.66666666666667
319420,,,-91.33333333333333
319432,,,-91.0
319435,,,-90.6
319439,,,-90.2
319452,,,-89.8
319455,,,-89.4
319465,,,-89.0
319469,,,-88.4
319471,,,-87.8
319485,,,-87.2
319486,,,-86.6
319501,,,-86.0
319502,,,-85.5
319518,,,-85.0
319545,,,-84.0
319577,,,-84.0
319597,,,-83.0
319602,,,-82.5
319619,,,-82.0
319622,,,-81.5
319635,,,-81.0
319639,,,-80.5
319648,,,-80.0
319652,,,-79.66666666666667
319653,,,-79.33333333333333
319666,,,-79.0
319668,,,-78.5
319683,,,-78.0
319700,,,-76.0
319727,,,-76.0
319728,,,-76.0
319753,,,-76.0
319794,,,-76.0
319812,,,-75.0
319819,,,-74.5
319829,,,-74.0
319847,,,-72.0
319857,,,-71.5
319865,,,-71.0
319882,,,-70.0
319899,,,-69.0
319965,,,-69.0
319981,,,-69.0
319987,,,-69.0
319993,,,-69.0
319997,,,-68.75
320004,,,-68.5
320014,,,-68.25
320017,,,-68.0
320022,,,-67.71428571428571
320030,,,-67.42857142857143
320040,,,-67.14285714285714
320049,,,-66.85714285714286
320059,,,-66.57142857142857
320067,,,-66.28571428571429
320073,,,-66.0
320074,,,-66.0
320086,,,-66.0
320094,,,-66.0
320108,,,-66.0
320217,,,-66.0
320231,,,-66.0
320239,,,-66.0
320247,,,-66.0
320256,,,-66.0
320266,,,-66.0
320274,,,-66.0
320283,,,-66.0
320293,,,-65.5
320304,,,-65.0
320307,,,-64.75
320316,,,-64.5
320324,,,-64.25
320327,,,-64.0
320335,,,-63.333333333333336
320343,,,-62.666666666666664
320347,,,-62.0
320486,,,-62.0
320501,,,-62.0
320521,,,-62.0
320523,,,-62.0
320532,,,-62.0
320541,,,-62.0
320550,,,-62.0
320559,,,-62.0
320568,,,-62.0
320576,,,-62.0
320585,,,-62.0
320593,,,-62.0
320661,,,-62.0
320684,,,-61.0
320703,,,-61.0
320715,,,-60.0
320720,,,-59.666666666666664
320726,,,-59.333333333333336
320736,,,-59.0
320747,,,-59.0
320754,,,-59.0
320759,,,-58.666666666666664
320768,,,-58.333333333333336
320769,,,-58.0
320776,,,-58.0
320786,,,-58.0
320793,,,-58.0
320803,,,-58.0
320811,,,-58.0
320820,,,-58.0
320829,,,-58.0
320861,,,-58.0
320883,,,-57.0
320903,,,-57.0
320916,,,-56.0
320936,,,-56.0
320938,,,-56.0
320942,,,-55.5
320949,,,-55.0
320957,,,-54.5
320966,,,-54.0
320974,,,-53.5
320983,,,-53.0
320985,,,-53.0
320992,,,-53.0
321002,,,-53.0
321010,,,-53.0
321019,,,-53.0
321028,,,-53.0
321036,,,-53.0
321044,,,-53.0
321060,,,-53.0
321079,,,-52.0
321097,,,-51.0
321117,,,-50.0
321133,,,-49.0
321151,,,-48.0
321159,,,-47.5
321169,,,-47.0
321175,,,-47.0
321183,,,-47.0
321192,,,-47.0
321201,,,-47.0
321209,,,-47.0
321218,,,-47.0
321226,,,-47.0
321236,,,-47.0
321244,,,-47.0
321260,,,-47.0
321266,,,-46.666666666666664
321279,,,-46.333333333333336
321281,,,-46.0
321287,,,-46.0
321296,,,-46.0
321297,,,-45.666666666666664
321298,,,-45.333333333333336
321312,,,-45.0
321330,,,-44.0
321348,,,-43.0
321365,,,-41.0
321384,,,-40.0
321459,,,-40.0
321478,,,-39.0
321493,,,-38.0
321513,,,-37.0
321529,,,-36.0
321549,,,-35.0
321566,,,-33.0
321651,,,-33.0
321660,,,-32.0
321681,,,-31.0
321698,,,-31.0
321711,,,-30.0
321730,,,-29.0
321747,,,-28.0
321765,,,-27.0
321834,,,-27.0
321852,,,-26.0
321869,,,-25.0
321886,,,-24.0
321892,,,-23.0
321911,,,-22.0
321929,,,-20.0
321997,,,-20.0
322001,,,-19.5
322018,,,-19.0
322022,,,-19.0
322033,,,-19.0
322034,,,-18.5
322036,,,-18.0
322051,,,-17.5
322052,,,-17.0
322067,,,-16.666666666666668
322071,,,-16.333333333333332
322072,,,-16.0
322085,,,-15.0
322091,,,-14.5
322092,,,-14.0
322110,,,-13.0
322118,,,-12.666666666666666
322121,,,-12.333333333333334
322130,,,-12.0
322134,,,-12.0
322197,,,-12.0
322216,,,-11.0
322235,,,-10.0
322249,,,-9.0
322267,,,-8.0
322285,,,-6.0
322302,,,-5.0
322396,,,-5.0
322417,,,-4.0
322433,,,-3.0
322448,,,-2.0
322466,,,-1.0
322485,,,0.0
322502,,,1.0
322510,,,2.0
322597,,,2.0
322613,,,3.0
322631,,,4.0
322648,,,5.0
322666,,,6.0
322684,,,7.0
322701,,,9.0
322704,,,9.0
322717,,,9.0
322719,,,9.0
322734,,,9.0
322738,,,9.0
322750,,,9.0
322752,,,9.0
322761,,,9.0
322767,,,9.333333333333334
322770,,,9.666666666666666
322779,,,10.0
322784,,,10.333333333333334
322786,,,10.666666666666666
322794,,,11.0
322800,,,11.333333333333334
322802,,,11.666666666666666
322812,,,12.0
322817,,,12.5
322830,,,13.0
322850,,,14.0
322865,,,15.0
322885,,,16.0
322960,,,16.0
322979,,,17.0
322994,,,18.0
323012,,,19.0
323030,,,20.0
323048,,,21.0
323067,,,22.0
323084,,,23.0
323159,,,23.0
323177,,,24.0
323194,,,25.0
323211,,,26.0
323229,,,27.0
323246,,,28.0
323265,,,29.0
323352,,,29.0
323371,,,30.0
323376,,,31.0
323392,,,32.0
323411,,,33.0
323429,,,34.0
323445,,,35.0
323568,,,35.0
323589,,,36.0
323594,,,36.0
323610,,,37.0
323629,,,38.0
323644,,,40.0
323662,,,41.0
323768,,,41.0
323788,,,42.0
323794,,,43.0
323809,,,44.0
323828,,,45.0
323844,,,46.0
323862,,,48.0
323880,,,49.0
323897,,,50.0
323968,,,50.0
323985,,,51.0
324002,,,52.0
324019,,,53.0
324026,,,54.0
324044,,,55.0
324061,,,55.0
324086,,,56.0
324151,,,56.0
324170,,,56.0
324176,,,56.0
324185,,,56.0
324201,,,57.0
324204,,,57.25
324217,,,57.5
324220,,,57.75
324221,,,58.0
324226,,,59.0
324233,,,59.333333333333336
324237,,,59.666666666666664
324243,,,60.0
324250,,,60.333333333333336
324252,,,60.666666666666664
324261,,,61.0
324267,,,61.666666666666664
324273,,,62.333333333333336
324280,,,63.0
324284,,,63.0
324287,,,63.0
324300,,,63.0
324303,,,63.0
324317,,,63.0
324400,,,63.0
324420,,,64.0
324436,,,65.0
324442,,,66.0
324463,,,67.0
324477,,,68.0
324494,,,69.0
324512,,,70.0
324530,,,71.0
324642,,,71.0
324659,,,72.0
324678,,,73.0
324694,,,74.0
324712,,,75.0
324730,,,76.0
324746,,,77.0
324764,,,78.0
324765,,,
325968,,,
325969,-100.0,,
325987,-99.0,,
326031,-99.0,,
326059,-98.0,,
326109,-98.0,,
326117,-96.0,,
326447,-96.0,,
326464,-95.0,,
326631,-95.0,,
326666,-94.0,,
326810,-94.0,,
326844,-92.0,,
326880,-92.0,,
326912,-91.0,,
326974,-91.0,,
326987,-90.0,,
327005,-90.0,,
327039,-87.0,,
327168,-87.0,,
327172,-86.0,,
327268,-86.0,,
327279,-85.0,,
327294,-85.0,,
327310,-84.0,,
327325,-84.0,,
327343,-83.0,,
327412,-83.0,,
327442,-81.0,,
327478,-81.0,,
327496,-80.66666666666667,,
327497,-80.33333333333333,,
327512,-80.0,,
327514,-80.0,,
327529,-80.0,,
327564,-79.5,,
327577,-79.0,,
327581,-79.0,,
327604,-79.0,,
327614,-78.33333333333333,,
327631,-77.66666666666667,,
327643,-77.0,,
327647,-77.0,,
327679,-77.0,,
327697,-77.0,,
327714,-77.0,,
327717,-77.0,,
327731,-76.5,,
327743,-76.0,,
327747,-76.0,,
327761,-76.0,,
327763,-75.5,,
327779,-75.0,,
327781,-75.0,,
327797,-75.0,,
327814,-75.0,,
327831,-75.0,,
327847,-75.0,,
327864,-75.0,,
327881,-75.0,,
327897,-75.0,,
327930,-75.0,,
327947,-75.0,,
327967,-75.0,,
327981,-75.0,,
327982,-75.0,,
327986,-75.0,,
327997,-75.0,,
327999,-75.0,,
328001,-75.0,,
328015,-75.0,,
328018,-75.0,,
328031,-75.0,,
328032,-75.0,,
328034,-75.0,,
328047,-75.0,,
328049,-75.0,,
328051,-75.0,,
328065,-75.0,,
328080,-75.0,,
328098,-75.0,,
328114,-75.0,,
328131,-75.0,,
328148,-75.0,,
328164,-75.0,,
328180,-75.0,,
328206,-75.0,,
328231,-75.0,,
328248,-75.0,,
328281,-75.0,,
328297,-75.0,,
328314,-75.0,,
328331,-75.0,,
328347,-75.0,,
328364,-75.0,,
328381,-75.0,,
328397,-75.0,,
328414,-75.0,,
328431,-75.0,,
328447,-75.0,,
328464,-75.0,,
328481,-75.0,,
328497,-75.0,,
328514,-75.0,,
328531,-75.0,,
328547,-75.0,,
328564,-75.0,,
328581,-75.0,,
328597,-75.0,,
328614,-75.0,,
328631,-75.0,,
328648,-75.0,,
328664,-75.0,,
