,ABIX4VABZUCW3,AN26GE0GN8DP0,AWE3BMS01D2F9
504618,-98.0,-99.0,-99.0
504631,-98.0,-99.0,-99.0
504645,-98.0,-99.0,-99.0
504660,-98.0,-99.0,-99.0
504689,-98.0,-99.0,-99.0
504700,-98.0,-99.0,-99.0
504714,-98.0,-99.0,-99.0
504731,-98.0,-99.0,-99.0
504761,-98.0,-99.0,-99.0
504773,-98.0,-99.0,-99.0
504800,-98.0,-99.0,-99.0
504814,-98.0,-99.0,-99.0
504841,-98.0,-99.0,-99.0
504856,-98.0,-99.0,-99.0
504883,-98.0,-99.0,-99.0
504896,-98.0,-99.0,-99.0
504916,-98.0,-99.0,-99.0
504928,-98.0,-99.0,-99.0
504937,-98.0,-99.0,-99.0
504951,-98.0,-99.0,-99.0
504978,-98.0,-99.0,-99.0
504993,-98.0,-99.0,-99.0
505002,-98.0,-99.0,-99.0
505019,-98.0,-99.0,-99.0
505047,-98.0,-99.0,-99.0
505060,-98.0,-99.0,-99.0
505088,-98.0,-99.0,-99.0
505101,-98.0,-99.0,-99.0
505129,-98.0,-99.0,-99.0
505137,-98.0,-99.0,-99.0
505171,-98.0,-99.0,-99.0
505187,-98.0,-99.0,-99.0
505218,-98.0,-99.0,-99.0
505231,-98.0,-99.0,-99.0
511316,-98.0,-99.0,-99.0
511345,-98.0,-99.0,-99.0
511375,-98.0,-99.0,-99.0
511385,-98.0,-99.0,-99.0
511418,-98.0,-99.0,-99.0
511428,-98.0,-99.0,-99.0
511458,-98.0,-99.0,-99.0
511468,-98.0,-99.0,-99.0
511593,-98.0,-99.0,-99.0
511605,-98.0,-99.0,-99.0
511637,-98.0,-99.0,-99.0
511644,-98.0,-99.0,-99.0
511679,-98.0,-99.0,-99.0
511687,-98.0,-99.0,-99.0
511810,-98.0,-99.0,-99.0
511821,-98.0,-99.0,-99.0
511858,-98.0,-99.0,-99.0
511870,-98.0,-99.0,-99.0
511910,-98.0,-99.0,-99.0
511921,-98.0,-99.0,-99.0
512020,-98.0,-99.0,-99.0
512033,-98.0,-99.0,-99.0
512070,-98.0,-99.0,-99.0
512077,-98.0,-99.0,-99.0
512226,-98.0,-99.0,-99.0
512238,-98.0,-99.0,-99.0
512275,-98.0,-99.0,-99.0
512281,-98.0,-99.0,-99.0
512295,-98.0,-99.0,-99.0
512307,-98.0,-99.0,-99.0
512430,-98.0,-99.0,-99.0
512444,-98.0,-99.0,-99.0
512485,-98.0,-99.0,-99.0
512495,-98.0,-99.0,-99.0
512641,-98.0,-99.0,-99.0
512644,-98.0,-99.0,-99.0
512681,-98.0,-99.0,-99.0
512691,-98.0,-99.0,-99.0
512727,-98.0,-99.0,-99.0
512734,-98.0,-99.0,-99.0
512735,-98.0,-99.0,-99.0
531506,-98.0,-99.0,-99.0
531523,-98.0,-99.0,-99.0
531526,-98.0,-99.0,-99.0
531539,-98.0,-99.0,-99.0
531542,-98.0,-99.0,-99.0
531556,-98.0,-99.0,-99.0
531560,-98.0,-99.0,-99.0
531573,-98.0,-99.0,-99.0
531575,-98.0,-99.0,-99.0
531589,-98.0,-99.0,-99.0
531591,-98.0,-99.0,-99.0
531606,-98.0,-99.0,-99.0
531607,-98.0,-99.0,-99.0
531622,-98.0,-99.0,-99.0
531624,-98.0,-99.0,-99.0
531639,-98.0,-99.0,-99.0
531643,-98.0,-99.0,-99.0
531656,-98.0,-99.0,-99.0
531657,-98.0,-99.0,-99.0
531673,-98.0,-99.0,-99.0
534039,-98.0,-99.0,-99.0
534056,-98.0,-99.0,-99.0
534059,-98.0,-99.0,-99.0
534072,-98.0,-99.0,-99.0
534074,-98.0,-99.0,-99.0
534088,-98.0,-99.0,-99.0
534091,-98.0,-99.0,-99.0
534105,-98.0,-99.0,-99.0
534106,-98.0,-99.0,-99.0
534122,-98.0,-99.0,-99.0
534124,-98.0,-99.0,-99.0
534138,-98.0,-99.0,-99.0
535056,-98.0,-99.0,-99.0
535072,-98.0,-99.0,-99.0
535076,-98.0,-99.0,-99.0
535088,-98.0,-99.0,-99.0
535090,-98.0,-99.0,-99.0
535104,-98.0,-99.0,-99.0
535107,-98.0,-99.0,-99.0
535121,-98.0,-99.0,-99.0
535123,-98.0,-99.0,-99.0
535138,-98.0,-99.0,-99.0
535139,-98.0,-99.0,-99.0
535155,-98.0,-99.0,-99.0
535158,-98.0,-99.0,-99.0
535172,-98.0,-99.0,-99.0
535178,-98.0,-99.0,-99.0
535205,-98.0,-99.0,-99.0
536472,-98.0,-99.0,-99.0
536489,-98.0,-99.0,-99.0
536492,-98.0,-99.0,-99.0
536505,-98.0,-99.0,-99.0
536511,-98.0,-99.0,-99.0
536538,-98.0,-99.0,-99.0
536542,-98.0,-99.0,-99.0
536554,-98.0,-99.0,-99.0
536557,-98.0,-99.0,-99.0
536571,-98.0,-99.0,-99.0
536574,-98.0,-99.0,-99.0
536587,-98.0,-99.0,-99.0
536590,-98.0,-99.0,-99.0
536604,-98.0,-99.0,-99.0
538204,-98.0,-99.0,-99.0
538220,-98.0,-99.0,-99.0
538223,-98.0,-99.0,-99.0
538237,-98.0,-99.0,-99.0
538241,-98.0,-99.0,-99.0
538254,-98.0,-99.0,-99.0
538256,-98.0,-99.0,-99.0
538271,-98.0,-99.0,-99.0
538277,-98.0,-99.0,-99.0
538287,-98.0,-99.0,-99.0
538290,-98.0,-99.0,-99.0
538304,-98.0,-99.0,-99.0
538307,-98.0,-99.0,-99.0
538320,-98.0,-99.0,-99.0
538324,-98.0,-99.0,-99.0
538338,-98.0,-99.0,-99.0
538343,-98.0,-99.0,-99.0
538371,-98.0,-99.0,-99.0
539620,-98.0,-99.0,-99.0
539637,-98.0,-99.0,-99.0
539640,-98.0,-99.0,-99.0
539653,-98.0,-99.0,-99.0
539657,-98.0,-99.0,-99.0
539670,-98.0,-99.0,-99.0
539672,-98.0,-99.0,-99.0
539686,-98.0,-99.0,-99.0
539689,-98.0,-99.0,-99.0
539703,-98.0,-99.0,-99.0
539706,-98.0,-99.0,-99.0
539720,-98.0,-99.0,-99.0
542786,-98.0,-99.0,-99.0
542802,-98.0,-99.0,-99.0
542805,-98.0,-99.0,-99.0
542819,-98.0,-99.0,-99.0
542822,-98.0,-99.0,-99.0
542835,-98.0,-99.0,-99.0
542837,-98.0,-99.0,-99.0
542852,-98.0,-99.0,-99.0
542853,-98.0,-99.0,-99.0
542869,-98.0,-99.0,-99.0
542873,-98.0,-99.0,-99.0
542885,-98.0,-99.0,-99.0
542886,-98.0,-99.0,-99.0
542902,-98.0,-99.0,-99.0
542905,-98.0,-99.0,-99.0
542922,-98.0,-99.0,-99.0
543036,-98.0,-99.0,-99.0
543052,-98.0,-99.0,-99.0
543055,-98.0,-99.0,-99.0
543069,-98.0,-99.0,-99.0
543072,-98.0,-99.0,-99.0
543085,-98.0,-99.0,-99.0
543086,-98.0,-99.0,-99.0
543102,-98.0,-99.0,-99.0
543103,-98.0,-99.0,-99.0
543119,-98.0,-99.0,-99.0
543121,-98.0,-99.0,-99.0
543135,-98.0,-99.0,-99.0
543137,-98.0,-99.0,-99.0
543152,-98.0,-99.0,-99.0
543155,-98.0,-99.0,-99.0
543169,-98.0,-99.0,-99.0
543172,-98.0,-99.0,-99.0
543185,-98.0,-99.0,-99.0
543186,-98.0,-99.0,-99.0
543202,-98.0,-99.0,-99.0
543852,-98.0,-99.0,-99.0
543869,-98.0,-99.0,-99.0
543871,-98.0,-99.0,-99.0
543885,-98.0,-99.0,-99.0
543886,-98.0,-99.0,-99.0
543902,-98.0,-99.0,-99.0
543906,-98.0,-99.0,-99.0
543918,-98.0,-99.0,-99.0
543920,-98.0,-99.0,-99.0
543935,-98.0,-99.0,-99.0
543936,-98.0,-99.0,-99.0
543952,-98.0,-99.0,-99.0
544219,-98.0,-99.0,-99.0
544236,-98.0,-99.0,-99.0
544239,-98.0,-99.0,-99.0
544252,-98.0,-99.0,-99.0
544253,-98.0,-99.0,-99.0
544268,-98.0,-99.0,-99.0
544270,-98.0,-99.0,-99.0
544285,-98.0,-99.0,-99.0
544288,-98.0,-99.0,-99.0
544302,-98.0,-99.0,-99.0
544307,-98.0,-99.0,-99.0
544336,-98.0,-99.0,-99.0
545185,-98.0,-99.0,-99.0
545202,-98.0,-99.0,-99.0
545205,-98.0,-99.0,-99.0
545218,-98.0,-99.0,-99.0
545221,-98.0,-99.0,-99.0
545235,-98.0,-99.0,-99.0
545238,-98.0,-99.0,-99.0
545251,-98.0,-99.0,-99.0
545253,-98.0,-99.0,-99.0
545268,-98.0,-99.0,-99.0
545269,-98.0,-99.0,-99.0
545284,-98.0,-99.0,-99.0
545286,-98.0,-99.0,-99.0
545302,-98.0,-99.0,-99.0
545308,-98.0,-99.0,-99.0
545319,-98.0,-99.0,-99.0
545321,-98.0,-99.0,-99.0
545335,-98.0,-99.0,-99.0
547018,-98.0,-99.0,-99.0
547034,-98.0,-99.0,-99.0
547037,-98.0,-99.0,-99.0
547051,-98.0,-99.0,-99.0
547052,-98.0,-99.0,-99.0
547067,-98.0,-99.0,-99.0
547070,-98.0,-99.0,-99.0
547084,-98.0,-99.0,-99.0
547087,-98.0,-99.0,-99.0
547100,-98.0,-99.0,-99.0
547102,-98.0,-99.0,-99.0
547117,-98.0,-99.0,-99.0
547121,-98.0,-99.0,-99.0
547134,-98.0,-99.0,-99.0
548968,-98.0,-99.0,-99.0
548984,-98.0,-99.0,-99.0
548986,-98.0,-99.0,-99.0
549000,-98.0,-99.0,-99.0
549004,-98.0,-99.0,-99.0
549017,-98.0,-99.0,-99.0
549019,-98.0,-99.0,-99.0
549034,-98.0,-99.0,-99.0
557647,-98.0,-99.0,-99.0
557665,-98.0,-99.0,-99.0
557669,-98.0,-99.0,-99.0
557680,-98.0,-99.0,-99.0
557683,-98.0,-99.0,-99.0
557697,-98.0,-99.0,-99.0
557700,-98.0,-99.0,-99.0
557713,-98.0,-99.0,-99.0
557716,-98.0,-99.0,-99.0
557730,-98.0,-99.0,-99.0
557733,-98.0,-99.0,-99.0
557747,-98.0,-99.0,-99.0
557751,-98.0,-99.0,-99.0
557764,-98.0,-99.0,-99.0
557767,-98.0,-99.0,-99.0
557780,-98.0,-99.0,-99.0
557783,-98.0,-99.0,-99.0
557797,-98.0,-99.0,-99.0
557931,-98.0,-99.0,-99.0
557947,-98.0,-99.0,-99.0
557950,-98.0,-99.0,-99.0
557964,-98.0,-99.0,-99.0
557971,-98.0,-99.0,-99.0
557981,-98.0,-99.0,-99.0
557984,-98.0,-99.0,-99.0
557997,-98.0,-99.0,-99.0
558001,-98.0,-99.0,-99.0
558014,-98.0,-99.0,-99.0
558017,-98.0,-99.0,-99.0
558030,-98.0,-99.0,-99.0
558749,-98.0,-99.0,-99.0
558764,-98.0,-99.0,-99.0
558767,-98.0,-99.0,-99.0
558780,-98.0,-99.0,-99.0
558782,-98.0,-99.0,-99.0
558797,-98.0,-99.0,-99.0
558798,-98.0,-99.0,-99.0
558813,-98.0,-99.0,-99.0
558815,-98.0,-99.0,-99.0
558831,-98.0,-99.0,-99.0
559063,-98.0,-99.0,-99.0
559080,-98.0,-99.0,-99.0
559084,-98.0,-99.0,-99.0
559096,-98.0,-99.0,-99.0
559098,-98.0,-99.0,-99.0
559113,-98.0,-99.0,-99.0
559115,-98.0,-99.0,-99.0
559131,-98.0,-99.0,-99.0
559136,-98.0,-99.0,-99.0
559147,-98.0,-99.0,-99.0
559150,-98.0,-99.0,-99.0
559163,-98.0,-99.0,-99.0
559166,-98.0,-99.0,-99.0
559180,-98.0,-99.0,-99.0
561196,-98.0,-99.0,-99.0
561213,-98.0,-99.0,-99.0
561215,-98.0,-99.0,-99.0
561230,-98.0,-99.0,-99.0
561235,-98.0,-99.0,-99.0
561263,-98.0,-99.0,-99.0
561267,-98.0,-99.0,-99.0
561279,-98.0,-99.0,-99.0
561282,-98.0,-99.0,-99.0
561296,-98.0,-99.0,-99.0
561299,-98.0,-99.0,-99.0
561312,-98.0,-99.0,-99.0
561314,-98.0,-99.0,-99.0
561330,-98.0,-99.0,-99.0
561336,-98.0,-99.0,-99.0
561347,-98.0,-99.0,-99.0
561532,-98.0,-99.0,-99.0
561547,-98.0,-99.0,-99.0
561549,-98.0,-99.0,-99.0
561562,-98.0,-99.0,-99.0
561564,-98.0,-99.0,-99.0
561579,-98.0,-99.0,-99.0
561581,-98.0,-99.0,-99.0
561596,-98.0,-99.0,-99.0
561600,-98.0,-99.0,-99.0
561613,-98.0,-99.0,-99.0
561615,-98.0,-99.0,-99.0
561629,-98.0,-99.0,-99.0
561631,-98.0,-99.0,-99.0
561646,-98.0,-99.0,-99.0
561648,-98.0,-99.0,-99.0
561662,-98.0,-99.0,-99.0
561664,-98.0,-99.0,-99.0
561679,-98.0,-99.0,-99.0
562946,-98.0,-99.0,-99.0
562962,-98.0,-99.0,-99.0
562965,-98.0,-99.0,-99.0
562979,-98.0,-99.0,-99.0
562980,-98.0,-99.0,-99.0
562995,-98.0,-99.0,-99.0
562997,-98.0,-99.0,-99.0
563012,-98.0,-99.0,-99.0
563016,-98.0,-99.0,-99.0
563030,-98.0,-99.0,-99.0
563036,-98.0,-99.0,-99.0
563063,-98.0,-99.0,-99.0
563064,-98.0,-99.0,-99.0
563078,-98.0,-99.0,-99.0
563245,-98.0,-99.0,-99.0
563263,-98.0,-99.0,-99.0
563265,-98.0,-99.0,-99.0
563279,-98.0,-99.0,-99.0
563280,-98.0,-99.0,-99.0
563295,-98.0,-99.0,-99.0
563296,-98.0,-99.0,-99.0
563312,-98.0,-99.0,-99.0
563316,-98.0,-99.0,-99.0
563328,-98.0,-99.0,-99.0
563330,-98.0,-99.0,-99.0
563345,-98.0,-99.0,-99.0
563350,-98.0,-99.0,-99.0
563362,-98.0,-99.0,-99.0
563363,-98.0,-99.0,-99.0
563378,-98.0,-99.0,-99.0
563381,-98.0,-99.0,-99.0
563395,-98.0,-99.0,-99.0
568033,-98.0,-99.0,-99.0
568034,-98.0,-99.0,-99.0
