,AOEGJLWFISOZQ,AJE5OG666CBAC,ACOUEGRDJO7B6,A2LV5432PV1S3
250217,-100.0,-98.0,-100.0,
250220,-100.0,-98.0,-100.0,
250230,-100.0,-98.0,-100.0,
250232,-100.0,-98.0,-100.0,
250233,-100.0,-98.0,-100.0,
250236,-100.0,-98.0,-100.0,
250245,-100.0,-98.0,-100.0,
250247,-100.0,-98.0,-100.0,
250249,-100.0,-98.0,-100.0,
250253,-100.0,-98.0,-100.0,
250260,-100.0,-98.0,-100.0,
250262,-100.0,-98.0,-100.0,
250266,-100.0,-98.0,-100.0,
250270,-100.0,-98.0,-100.0,
250276,-100.0,-98.0,-100.0,
250277,-100.0,-98.0,-100.0,
250283,-100.0,-98.0,-100.0,
250286,-100.0,-98.0,-100.0,
250291,-100.0,-98.0,-100.0,
250292,-100.0,-98.0,-100.0,
250299,-100.0,-98.0,-100.0,
250303,-100.0,-98.0,-100.0,
250306,-100.0,-98.0,-100.0,
250308,-100.0,-98.0,-100.0,
250315,-100.0,-98.0,-100.0,
250319,-100.0,-98.0,-100.0,
250321,-100.0,-98.0,-100.0,
250323,-100.0,-98.0,-100.0,
250334,-100.0,-98.0,-100.0,
250336,-100.0,-98.0,-100.0,
250338,-100.0,-98.0,-100.0,
250350,-100.0,-98.0,-100.0,
250351,-100.0,-98.0,-100.0,
250353,-100.0,-98.0,-100.0,
250355,-100.0,-98.0,-100.0,
250365,-100.0,-98.0,-100.0,
250366,-100.0,-98.0,-100.0,
250368,-100.0,-98.0,-100.0,
250369,-100.0,-98.0,-100.0,
250382,-100.0,-98.0,-100.0,
250383,-100.0,-98.0,-100.0,
250388,-100.0,-98.0,-100.0,
250397,-100.0,-98.0,-100.0,
250398,-100.0,-98.0,-100.0,
250406,-100.0,-98.0,-100.0,
250412,-100.0,-98.0,-100.0,
250413,-100.0,-98.0,-100.0,
250421,-100.0,-98.0,-100.0,
250427,-100.0,-98.0,-100.0,
250429,-100.0,-98.0,-100.0,
250434,-100.0,-98.0,-100.0,
250437,-100.0,-98.0,-100.0,
250442,-100.0,-98.0,-100.0,
250444,-100.0,-98.0,-100.0,
250450,-100.0,-98.0,-100.0,
250455,-100.0,-98.0,-100.0,
250457,-100.0,-98.0,-100.0,
250459,-100.0,-98.0,-100.0,
250469,-100.0,-98.0,-100.0,
250473,-100.0,-98.0,-100.0,
250474,-100.0,-98.0,-100.0,
250483,-100.0,-98.0,-100.0,
250487,-100.0,-98.0,-100.0,
250488,-100.0,-98.0,-100.0,
250506,-100.0,-98.0,-100.0,
250509,-100.0,-98.0,-100.0,
250518,-100.0,-98.0,-100.0,
250522,-100.0,-98.0,-100.0,
250534,-100.0,-98.0,-100.0,
250540,-100.0,-98.0,-100.0,
250559,-100.0,-98.0,-100.0,
250578,-100.0,-98.0,-100.0,
250589,-100.0,-98.0,-100.0,
250616,-100.0,-98.0,-100.0,
250632,-100.0,-98.0,-100.0,
250646,-100.0,-98.0,-100.0,
250666,-100.0,-98.0,-100.0,
250673,-100.0,-98.0,-100.0,
250685,-100.0,-98.0,-100.0,
250690,-100.0,-98.0,-100.0,
250698,-100.0,-98.0,-100.0,
250706,-100.0,-98.0,-100.0,
250717,-100.0,-98.0,-100.0,
250723,-100.0,-98.0,-100.0,
250739,-100.0,-98.0,-100.0,
250751,-100.0,-98.0,-100.0,
250792,-100.0,-98.0,-100.0,
250810,-100.0,-98.0,-100.0,
250819,-100.0,-98.0,-100.0,
250858,-100.0,-98.0,-100.0,
250866,-100.0,-98.0,-100.0,
250889,-100.0,-98.0,-100.0,
250898,-100.0,-98.0,-100.0,
250909,-100.0,-98.0,-100.0,
250939,-100.0,-98.0,-100.0,
250959,-100.0,-98.0,-100.0,
250969,-100.0,-98.0,-100.0,
251010,-100.0,-98.0,-100.0,
251025,-100.0,-98.0,-100.0,
251036,-100.0,-98.0,-100.0,
251064,-100.0,-98.0,-100.0,
251085,-100.0,-98.0,-100.0,
251098,-100.0,-98.0,-100.0,
251104,-100.0,-98.0,-100.0,
251114,-100.0,-98.0,-100.0,
251117,-100.0,-98.0,-100.0,
251133,-100.0,-98.0,-100.0,
251138,-100.0,-98.0,-100.0,
251149,-100.0,-98.0,-100.0,
251154,-100.0,-98.0,-100.0,
251165,-100.0,-98.0,-100.0,
251169,-100.0,-98.0,-100.0,
251183,-100.0,-98.0,-100.0,
251188,-100.0,-98.0,-100.0,
251197,-100.0,-98.0,-100.0,
251202,-100.0,-98.0,-100.0,
251213,-100.0,-98.0,-100.0,
251218,-100.0,-98.0,-100.0,
251234,-100.0,-98.0,-100.0,
251237,-100.0,-98.0,-100.0,
251249,-100.0,-98.0,-100.0,
251253,-100.0,-98.0,-100.0,
251265,-100.0,-98.0,-100.0,
251270,-100.0,-98.0,-100.0,
251284,-100.0,-98.0,-100.0,
251287,-100.0,-98.0,-100.0,
251299,-100.0,-98.0,-100.0,
251303,-100.0,-98.0,-100.0,
251314,-100.0,-98.0,-100.0,
251317,-100.0,-98.0,-100.0,
251333,-100.0,-98.0,-100.0,
251337,-100.0,-98.0,-100.0,
251349,-100.0,-98.0,-100.0,
251375,-100.0,-98.0,-100.0,
251382,-100.0,-98.0,-100.0,
251387,-100.0,-98.0,-100.0,
251399,-100.0,-98.0,-100.0,
251402,-100.0,-98.0,-100.0,
251414,-100.0,-98.0,-100.0,
251418,-100.0,-98.0,-100.0,
251433,-100.0,-98.0,-100.0,
251438,-100.0,-98.0,-100.0,
251449,-100.0,-98.0,-100.0,
251454,-100.0,-98.0,-100.0,
251466,-100.0,-98.0,-100.0,
251472,-100.0,-98.0,-100.0,
251481,-100.0,-98.0,-100.0,
253037,-100.0,-98.0,-100.0,
253083,-100.0,-98.0,-100.0,
253118,-100.0,-98.0,-100.0,
253164,-100.0,-98.0,-100.0,
253199,-100.0,-98.0,-100.0,
253582,-100.0,-98.0,-100.0,
253617,-100.0,-98.0,-100.0,
253664,-100.0,-98.0,-100.0,
253699,-100.0,-98.0,-100.0,
253745,-100.0,-98.0,-100.0,
254082,-100.0,-98.0,-100.0,
254116,-100.0,-98.0,-100.0,
254163,-100.0,-98.0,-100.0,
254198,-100.0,-98.0,-100.0,
254244,-100.0,-98.0,-100.0,
254360,-100.0,-98.0,-100.0,
254407,-100.0,-98.0,-100.0,
254442,-100.0,-98.0,-100.0,
254488,-100.0,-98.0,-100.0,
263327,-100.0,-98.0,-100.0,
263345,-100.0,-98.0,-100.0,
263366,-100.0,-98.0,-100.0,
263411,-100.0,-98.0,-100.0,
263428,-100.0,-98.0,-100.0,
266627,-100.0,-98.0,-100.0,
266648,-100.0,-98.0,-100.0,
266677,-100.0,-98.0,-100.0,
266710,-100.0,-98.0,-100.0,
266727,-100.0,-98.0,-100.0,
266779,-100.0,-98.0,-100.0,
283627,-100.0,-98.0,-100.0,
283645,-100.0,-98.0,-99.0,
283646,-100.0,-98.0,-99.0,
283661,-100.0,-98.0,-98.0,
283662,-100.0,-98.0,-98.0,
283677,-100.0,-98.0,-97.0,
283679,-100.0,-98.0,-97.0,
283694,-100.0,-98.0,-96.0,
283696,-100.0,-98.0,-96.0,
283711,-100.0,-98.0,-95.0,
283712,-100.0,-98.0,-95.0,
283728,-100.0,-98.0,-94.0,
283742,-100.0,-98.0,-93.5,
283744,-100.0,-98.0,-93.0,
283745,-100.0,-98.0,-93.0,
283761,-100.0,-98.0,-92.0,
283791,-100.0,-98.0,-92.0,
283832,-100.0,-98.0,-92.0,
283849,-100.0,-98.0,-92.0,
283851,-100.0,-98.0,-92.0,
283862,-100.0,-98.0,-92.0,
283863,-100.0,-98.0,-92.0,
283865,-100.0,-98.0,-92.0,
283879,-100.0,-98.0,-92.0,
283881,-100.0,-98.0,-92.0,
283893,-100.0,-98.0,-92.0,
283895,-100.0,-98.0,-92.0,
283909,-100.0,-98.0,-92.0,
283912,-100.0,-98.0,-92.0,
283934,-100.0,-98.0,-92.0,
283963,-100.0,-98.0,-92.0,
284019,-100.0,-98.0,-92.0,
284063,-100.0,-98.0,-92.0,
284080,-100.0,-98.0,-92.0,
284101,-100.0,-98.0,-92.0,
284114,-100.0,-98.0,-92.0,
284116,-100.0,-98.0,-92.0,
284117,-100.0,-98.0,-92.0,
284129,-100.0,-98.0,-92.0,
284131,-100.0,-98.0,-92.0,
284145,-100.0,-98.0,-92.0,
284148,-100.0,-98.0,-92.0,
284159,-100.0,-98.0,-92.0,
284162,-100.0,-98.0,-92.0,
284163,-100.0,-98.0,-92.0,
284185,-100.0,-98.0,-92.0,
284188,-100.0,-98.0,-92.0,
284193,-100.0,-98.0,-92.0,
284201,-100.0,-98.0,-92.0,
284344,-100.0,-98.0,-92.0,
284370,-100.0,-98.0,-92.0,
284427,-100.0,-98.0,-92.0,
284429,-100.0,-98.0,-92.0,
284443,-100.0,-98.0,-92.0,
284446,-100.0,-98.0,-92.0,
284453,-100.0,-98.0,-92.0,
284464,-100.0,-98.0,-92.0,
284468,-100.0,-98.0,-92.0,
284471,-100.0,-98.0,-92.0,
284482,-100.0,-98.0,-92.0,
284485,-100.0,-98.0,-92.0,
284493,-100.0,-98.0,-92.0,
284499,-100.0,-98.0,-92.0,
284502,-100.0,-98.0,-92.0,
284514,-100.0,-98.0,-92.0,
284517,-100.0,-98.0,-92.0,
284518,-100.0,-98.0,-92.0,
284528,-100.0,-98.0,-92.0,
284531,-100.0,-98.0,-92.0,
284533,-100.0,-98.0,-92.0,
284543,-100.0,-98.0,-92.0,
284560,-100.0,-98.0,-92.0,
284566,-100.0,-98.0,-92.0,
284578,-100.0,-98.0,-92.0,
284626,-100.0,-98.0,-92.0,
284635,-100.0,-98.0,-92.0,
284671,-100.0,-98.0,-92.0,
284680,-100.0,-98.0,-92.0,
284727,-100.0,-98.0,-92.0,
284765,-100.0,-98.0,-92.0,
284817,-100.0,-98.0,-92.0,
284845,-100.0,-98.0,-92.0,
284857,-100.0,-98.0,-92.0,
284885,-100.0,-98.0,-92.0,
284931,-100.0,-98.0,-92.0,
284940,-100.0,-98.0,-92.0,
284987,-100.0,-98.0,-92.0,
284998,-100.0,-98.0,-92.0,
285006,-100.0,-98.0,-92.0,
285033,-100.0,-98.0,-92.0,
285062,-100.0,-98.0,-92.0,
285084,-100.0,-98.0,-92.0,
285110,-100.0,-98.0,-92.0,
285123,-100.0,-98.0,-92.0,
285345,-100.0,-98.0,-92.0,
285362,-100.0,-98.0,-91.0,
285363,-100.0,-98.0,-91.0,
285378,-100.0,-98.0,-90.0,
285379,-100.0,-98.0,-90.0,
285394,-100.0,-98.0,-89.0,
285395,-100.0,-98.0,-89.0,
285411,-100.0,-98.0,-87.0,
285413,-100.0,-98.0,-87.0,
285427,-100.0,-98.0,-86.0,
285429,-100.0,-98.0,-86.0,
285443,-100.0,-98.0,-85.5,
285444,-100.0,-98.0,-85.0,
285445,-100.0,-98.0,-85.0,
285459,-100.0,-98.0,-84.5,
285461,-100.0,-98.0,-84.0,
285462,-100.0,-98.0,-84.0,
285476,-100.0,-98.0,-83.5,
285478,-100.0,-98.0,-83.0,
285493,-100.0,-98.0,-83.0,
285499,-100.0,-98.0,-83.0,
285505,-100.0,-98.0,-83.0,
285518,-100.0,-98.0,-83.0,
285521,-100.0,-98.0,-83.0,
285532,-100.0,-98.0,-83.0,
285536,-100.0,-98.0,-83.0,
285547,-100.0,-98.0,-83.0,
285550,-100.0,-98.0,-83.0,
285564,-100.0,-98.0,-83.0,
285567,-100.0,-98.0,-83.0,
285568,-100.0,-98.0,-83.0,
285579,-100.0,-98.0,-83.0,
285583,-100.0,-98.0,-83.0,
285584,-100.0,-98.0,-83.0,
285593,-100.0,-98.0,-83.0,
285632,-100.0,-98.0,-83.0,
285646,-100.0,-98.0,-83.0,
285676,-100.0,-98.0,-83.0,
285684,-100.0,-98.0,-83.0,
285698,-100.0,-98.0,-83.0,
285711,-100.0,-98.0,-83.0,
285714,-100.0,-98.0,-83.0,
285721,-100.0,-98.0,-83.0,
285727,-100.0,-98.0,-83.0,
285729,-100.0,-98.0,-83.0,
285735,-100.0,-98.0,-83.0,
285743,-100.0,-98.0,-83.0,
285747,-100.0,-98.0,-83.0,
285758,-100.0,-98.0,-83.0,
285768,-100.0,-98.0,-83.0,
285816,-100.0,-98.0,-83.0,
285825,-100.0,-98.0,-83.0,
285835,-100.0,-98.0,-83.0,
285888,-100.0,-98.0,-83.0,
285915,-100.0,-98.0,-83.0,
285952,-100.0,-98.0,-83.0,
285967,-100.0,-98.0,-83.0,
285992,-100.0,-98.0,-83.0,
286006,-100.0,-98.0,-83.0,
286021,-100.0,-98.0,-83.0,
286038,-100.0,-98.0,-83.0,
286039,-100.0,-98.0,-83.0,
286064,-100.0,-98.0,-83.0,
286102,-100.0,-98.0,-83.0,
286116,-100.0,-98.0,-83.0,
286152,-100.0,-98.0,-83.0,
286162,-100.0,-98.0,-83.0,
286167,-100.0,-98.0,-83.0,
286185,-100.0,-98.0,-83.0,
286201,-100.0,-98.0,-83.0,
286209,-100.0,-98.0,-83.0,
286214,-100.0,-98.0,-83.0,
286224,-100.0,-98.0,-83.0,
286229,-100.0,-98.0,-83.0,
286239,-100.0,-98.0,-83.0,
286245,-100.0,-98.0,-83.0,
286258,-100.0,-98.0,-83.0,
286262,-100.0,-98.0,-83.0,
286274,-100.0,-98.0,-83.0,
286278,-100.0,-98.0,-83.0,
286292,-100.0,-98.0,-83.0,
286492,-100.0,-98.0,-83.0,
286513,-100.0,-98.0,-83.0,
286545,-100.0,-98.0,-83.0,
286576,-100.0,-98.0,-83.0,
286594,-100.0,-98.0,-83.0,
286611,-100.0,-98.0,-83.0,
286725,-100.0,-98.0,-83.0,
286746,-100.0,-98.0,-83.0,
286775,-100.0,-98.0,-83.0,
286809,-100.0,-98.0,-83.0,
286827,-100.0,-98.0,-83.0,
286845,-100.0,-98.0,-83.0,
286874,-100.0,-98.0,-83.0,
286914,-100.0,-98.0,-83.0,
286919,-100.0,-98.0,-83.0,
286946,-100.0,-98.0,-83.0,
286975,-100.0,-98.0,-83.0,
286986,-100.0,-98.0,-83.0,
286995,-100.0,-98.0,-83.0,
287016,-100.0,-98.0,-83.0,
287044,-100.0,-98.0,-83.0,
287059,-100.0,-98.0,-83.0,
287062,-100.0,-98.0,-83.0,
287068,-100.0,-98.0,-83.0,
287093,-100.0,-98.0,-83.0,
287111,-100.0,-98.0,-83.0,
287114,-100.0,-98.0,-83.0,
287126,-100.0,-98.0,-83.0,
287127,-100.0,-98.0,-83.0,
287157,-100.0,-98.0,-83.0,
287159,-100.0,-98.0,-83.0,
287173,-100.0,-98.0,-83.0,
287946,-100.0,-98.0,-83.0,
287961,-100.0,-98.0,-83.0,
287963,-100.0,-98.0,-83.0,
287975,-100.0,-98.0,-83.0,
287978,-100.0,-98.0,-83.0,
288002,-100.0,-98.0,-83.0,
288005,-100.0,-98.0,-83.0,
288016,-100.0,-98.0,-83.0,
288019,-100.0,-98.0,-83.0,
288031,-100.0,-98.0,-83.0,
288033,-100.0,-98.0,-83.0,
288049,-100.0,-98.0,-83.0,
288543,-100.0,-98.0,-83.0,
288561,-100.0,-98.0,-83.0,
288592,-100.0,-98.0,-83.0,
288627,-100.0,-98.0,-83.0,
288643,-100.0,-98.0,-83.0,
288797,-100.0,-98.0,-83.0,
288814,-100.0,-98.0,-83.0,
288848,-100.0,-98.0,-83.0,
288882,-100.0,-98.0,-83.0,
289043,-100.0,-98.0,-83.0,
289061,-100.0,-98.0,-83.0,
289092,-100.0,-98.0,-83.0,
289110,-100.0,-98.0,-83.0,
289126,-100.0,-98.0,-83.0,
289143,-100.0,-98.0,-83.0,
289160,-100.0,-98.0,-83.0,
289187,-100.0,-98.0,-83.0,
289201,-100.0,-98.0,-83.0,
289205,-100.0,-98.0,-83.0,
289215,-100.0,-98.0,-83.0,
289217,-100.0,-98.0,-83.0,
289229,-100.0,-98.0,-83.0,
289231,-100.0,-98.0,-83.0,
289234,-100.0,-98.0,-83.0,
289246,-100.0,-98.0,-83.0,
289249,-100.0,-98.0,-83.0,
289254,-100.0,-98.0,-83.0,
289260,-100.0,-98.0,-83.0,
289263,-100.0,-98.0,-83.0,
289277,-100.0,-98.0,-83.0,
289297,-100.0,-98.0,-83.0,
289310,-100.0,-98.0,-83.0,
289345,-100.0,-98.0,-83.0,
289360,-100.0,-98.0,-83.0,
289377,-100.0,-98.0,-83.0,
289394,-100.0,-98.0,-83.0,
289395,-100.0,-98.0,-83.0,
289414,-100.0,-98.0,-83.0,
289426,-100.0,-98.0,-83.0,
289459,-100.0,-98.0,-83.0,
289465,-100.0,-98.0,-83.0,
289468,-100.0,-98.0,-83.0,
289469,-100.0,-98.0,-83.0,-99.0
289475,-100.0,-98.0,-83.0,-98.83333333333333
289477,-100.0,-98.0,-83.0,-98.66666666666667
289495,-100.0,-98.0,-83.0,-98.5
289503,-100.0,-98.0,-83.0,-98.33333333333333
289508,-100.0,-98.0,-83.0,-98.16666666666667
289509,-100.0,-98.0,-83.0,-98.0
289519,-100.0,-98.0,-83.0,-97.5
289525,-100.0,-98.0,-83.0,-97.0
289536,-100.0,-98.0,-83.0,-96.5
289550,-100.0,-98.0,-83.0,-96.0
289559,-100.0,-98.0,-83.0,-96.0
289568,-100.0,-98.0,-83.0,-96.0
289573,-100.0,-98.0,-83.0,-96.0
289587,-100.0,-98.0,-83.0,-96.0
289593,-100.0,-98.0,-83.0,-96.0
289604,-100.0,-98.0,-83.0,-96.0
289627,-100.0,-98.0,-83.0,-96.0
289636,-100.0,-98.0,-83.0,-96.0
289643,-100.0,-98.0,-83.0,-96.0
289657,-100.0,-98.0,-83.0,-96.0
289662,-100.0,-98.0,-83.0,-96.0
289674,-100.0,-98.0,-83.0,-96.0
289705,-100.0,-98.0,-83.0,-96.0
289726,-100.0,-98.0,-83.0,-96.0
289853,-100.0,-98.0,-83.0,-96.0
289870,-99.0,-98.0,-83.0,-96.0
289887,-98.0,-98.0,-83.0,-96.0
289903,-97.0,-98.0,-83.0,-96.0
289921,-95.0,-98.0,-83.0,-96.0
289938,-94.0,-98.0,-83.0,-96.0
289954,-93.0,-98.0,-83.0,-96.0
289970,-92.0,-98.0,-83.0,-96.0
289987,-91.0,-98.0,-83.0,-96.0
289995,-90.5,-98.0,-83.0,-96.0
290003,-90.0,-98.0,-83.0,-96.25
290020,-89.0,-98.0,-83.0,-96.5
290026,-88.66666666666667,-98.0,-83.0,-96.75
290036,-88.33333333333333,-98.0,-83.0,-97.0
290037,-88.0,-98.0,-83.0,-97.4
290047,-87.5,-98.0,-83.0,-97.8
290053,-87.0,-98.0,-83.0,-98.2
290070,-85.0,-98.0,-83.0,-98.6
290076,-84.5,-98.0,-83.0,-99.0
290087,-84.0,-98.0,-83.0,-99.0
290092,-83.5,-98.0,-83.0,-99.0
290103,-83.0,-98.0,-83.0,-99.0
290110,-82.5,-98.0,-83.0,-99.0
290120,-82.0,-98.0,-83.0,-99.0
290126,-81.5,-98.0,-83.0,-99.0
290137,-81.0,-98.0,-83.0,-99.0
290153,-80.0,-98.0,-83.0,-99.0
290159,-79.5,-98.0,-83.0,-99.0
290170,-79.0,-98.0,-83.0,-99.0
290186,-78.5,-98.0,-83.0,-99.0
290187,-78.0,-98.0,-83.0,-99.0
290204,-77.0,-98.0,-83.0,-99.0
290220,-75.0,-98.0,-83.0,-99.0
290225,-74.66666666666667,-98.0,-83.0,-99.0
290234,-74.33333333333333,-98.0,-83.0,-99.0
290237,-74.0,-98.0,-83.0,-99.0
290240,-73.5,-98.0,-83.0,-99.0
290254,-73.0,-98.0,-83.0,-99.0
290270,-72.0,-98.0,-83.0,-99.0
290287,-71.0,-98.0,-83.0,-99.0
290304,-70.0,-98.0,-83.0,-99.0
290320,-69.0,-98.0,-83.0,-99.0
290328,-68.5,-98.0,-83.0,-99.0
290337,-68.0,-98.0,-83.0,-99.0
290344,-68.0,-98.0,-83.0,-99.0
290371,-68.0,-98.0,-83.0,-99.0
290396,-68.0,-98.0,-83.0,-99.0
290407,-68.0,-98.0,-83.0,-99.0
290422,-68.0,-98.0,-83.0,-99.0
290435,-68.0,-98.0,-83.0,-99.0
290455,-68.0,-98.0,-83.0,-99.0
290475,-68.0,-98.0,-83.0,-99.0
290488,-68.0,-98.0,-83.0,-99.0
290496,-68.0,-98.0,-83.0,-99.0
290497,-68.0,-98.0,-83.0,-99.0
290505,-68.0,-98.0,-83.0,-99.0
290513,-68.0,-98.0,-83.0,-99.0
290526,-68.0,-98.0,-83.0,-99.0
290531,-68.0,-98.0,-83.0,-99.0
290543,-68.0,-98.0,-83.0,-99.0
290554,-68.0,-98.0,-83.0,-99.0
290573,-68.0,-98.0,-83.0,-99.0
290576,-68.0,-98.0,-83.0,-99.0
290579,-68.0,-98.0,-83.0,-99.0
290591,-68.0,-98.0,-83.0,-99.0
290596,-68.0,-98.0,-83.0,-99.0
290635,-68.0,-98.0,-83.0,-99.0
290641,-68.0,-98.0,-83.0,-99.0
290645,-68.0,-98.0,-83.0,-99.0
290654,-68.0,-98.0,-83.33333333333333,-99.0
290660,-68.25,-98.0,-83.66666666666667,-99.0
290661,-68.5,-98.0,-84.0,-99.0
290663,-68.75,-98.0,-84.0,-99.0
290671,-69.0,-98.0,-84.66666666666667,-99.0
290676,-69.25,-98.0,-85.33333333333333,-99.0
290678,-69.5,-98.0,-86.0,-99.0
290680,-69.75,-98.0,-86.0,-99.0
290687,-70.0,-98.0,-86.5,-99.0
290694,-70.25,-98.0,-87.0,-99.0
290695,-70.5,-98.0,-87.0,-99.0
290702,-70.75,-98.0,-87.25,-99.0
290704,-71.0,-98.0,-87.5,-99.0
290710,-71.5,-98.0,-87.75,-99.0
290711,-72.0,-98.0,-88.0,-99.0
290713,-72.5,-98.0,-88.0,-99.0
290721,-73.0,-98.0,-88.5,-99.0
290728,-73.33333333333333,-98.0,-89.0,-99.0
290729,-73.66666666666667,-98.0,-89.0,-99.0
290737,-74.0,-98.0,-89.33333333333333,-99.0
290742,-74.25,-98.0,-89.66666666666667,-99.0
290744,-74.5,-98.0,-90.0,-99.0
290746,-74.75,-98.0,-90.0,-99.0
290754,-75.0,-98.0,-90.33333333333333,-99.0
290755,-75.25,-98.0,-90.66666666666667,-99.0
290761,-75.5,-98.0,-91.0,-99.0
290763,-75.75,-98.0,-91.0,-99.0
290771,-76.0,-98.0,-91.0,-99.0
290777,-76.5,-98.0,-91.0,-99.0
290787,-77.0,-98.0,-91.0,-99.0
290803,-77.5,-98.0,-91.0,-99.0
290804,-78.0,-98.0,-91.0,-99.0
290816,-78.5,-98.0,-91.0,-99.0
290821,-79.0,-98.0,-91.0,-99.0
290838,-80.0,-98.0,-91.0,-99.0
290839,-81.0,-98.0,-91.0,-99.0
290854,-82.0,-98.0,-91.0,-99.0
290856,-82.5,-98.0,-91.0,-99.0
290871,-83.0,-98.0,-91.0,-99.0
290875,-83.33333333333333,-98.0,-91.0,-99.0
290878,-83.66666666666667,-98.0,-91.0,-99.0
290888,-84.0,-98.0,-91.5,-99.0
290895,-84.33333333333333,-98.0,-92.0,-99.0
290897,-84.66666666666667,-98.0,-92.0,-99.0
290904,-85.0,-98.0,-93.0,-99.0
290911,-85.25,-98.0,-94.0,-99.0
290913,-85.5,-98.0,-94.0,-99.0
290915,-85.75,-98.0,-94.25,-99.0
290921,-86.0,-98.0,-94.5,-99.0
290925,-86.25,-98.0,-94.75,-99.0
290928,-86.5,-98.0,-95.0,-99.0
290929,-86.75,-98.0,-95.0,-99.0
290938,-87.0,-98.0,-95.33333333333333,-99.0
290940,-87.25,-98.0,-95.66666666666667,-99.0
290944,-87.5,-98.0,-96.0,-99.0
290945,-87.75,-98.0,-96.0,-99.0
290954,-88.0,-98.0,-96.25,-99.0
290957,-88.25,-98.0,-96.5,-99.0
290960,-88.5,-98.0,-96.75,-99.0
290961,-88.75,-98.0,-97.0,-99.0
290972,-89.0,-98.0,-97.0,-99.0
290988,-90.0,-98.0,-97.0,-99.0
290993,-91.0,-98.0,-97.0,-99.0
291005,-92.0,-98.0,-97.0,-99.0
291007,-92.33333333333333,-98.0,-97.0,-99.0
291018,-92.66666666666667,-98.0,-97.0,-99.0
291021,-93.0,-98.0,-97.0,-99.0
291022,-93.33333333333333,-98.0,-97.0,-99.0
291035,-93.66666666666667,-98.0,-97.0,-99.0
291038,-94.0,-98.0,-97.0,-99.0
291040,-94.33333333333333,-98.0,-97.0,-99.0
291050,-94.66666666666667,-98.0,-97.0,-99.0
291055,-95.0,-98.0,-97.0,-99.0
291071,-96.0,-98.0,-97.0,-99.0
291078,-96.33333333333333,-98.0,-97.0,-99.0
291079,-96.66666666666667,-98.0,-97.25,-99.0
291088,-97.0,-98.0,-97.5,-99.0
291092,-97.2,-98.0,-97.75,-99.0
291095,-97.4,-98.0,-98.0,-99.0
291096,-97.6,-98.0,-98.0,-99.0
291100,-97.8,-98.0,-98.25,-99.0
291105,-98.0,-98.0,-98.5,-99.0
291106,-98.25,-98.0,-98.75,-99.0
291111,-98.5,-98.0,-99.0,-99.0
291113,-98.75,-98.0,-99.0,-99.0
291121,-99.0,-98.0,-99.33333333333333,-99.0
291124,-99.33333333333333,-98.0,-99.66666666666667,-99.0
291127,-99.66666666666667,-98.0,-100.0,-99.0
291138,-100.0,-98.0,-100.0,-99.0
291144,-100.0,-98.0,-100.0,-99.0
291156,-100.0,-98.0,-100.0,-99.0
291178,-100.0,-98.0,-100.0,-99.0
291187,-100.0,-98.0,-100.0,-99.0
291192,-100.0,-98.0,-100.0,-99.0
291200,-100.0,-98.0,-100.0,-99.0
292093,-100.0,-98.0,-100.0,-99.0
292109,-100.0,-98.0,-100.0,-99.0
292144,-100.0,-98.0,-100.0,-99.0
292160,-100.0,-98.0,-100.0,-99.0
292310,-100.0,-98.0,-100.0,-99.0
292327,-100.0,-98.0,-100.0,-99.0
292335,-100.0,-98.0,-100.0,-99.0
292350,-100.0,-98.0,-100.0,-99.0
292353,-100.0,-98.0,-100.0,-99.0
292360,-100.0,-98.0,-100.0,-99.0
292365,-100.0,-98.0,-100.0,-99.0
292368,-100.0,-98.0,-100.0,-99.0
292376,-100.0,-98.0,-100.0,-99.0
292380,-100.0,-98.0,-100.0,-99.0
292383,-100.0,-98.0,-100.0,-99.0
292395,-100.0,-98.0,-100.0,-99.0
292397,-100.0,-98.0,-100.0,-99.0
292410,-100.0,-98.0,-100.0,-99.0
292412,-100.0,-98.0,-100.0,-99.0
292415,-100.0,-98.0,-100.0,-99.0
292426,-100.0,-98.0,-100.0,-99.0
292445,-100.0,-98.0,-100.0,-99.0
292460,-100.0,-98.0,-100.0,-99.0
292495,-100.0,-98.0,-100.0,-99.0
292513,-100.0,-98.0,-100.0,-99.0
292545,-100.0,-98.0,-100.0,-99.0
292578,-100.0,-98.0,-100.0,-99.0
292595,-100.0,-98.0,-100.0,-99.0
292629,-100.0,-98.0,-100.0,-99.0
292726,-100.0,-98.0,-100.0,-99.0
292744,-100.0,-98.0,-100.0,-99.0
292775,-100.0,-98.0,-100.0,-99.0
292791,-100.0,-98.0,-100.0,-99.0
292810,-100.0,-98.0,-100.0,-99.0
292829,-100.0,-98.0,-100.0,-99.0
292946,-100.0,-98.0,-100.0,-99.0
292960,-100.0,-98.0,-100.0,-99.0
292962,-100.0,-98.0,-100.0,-99.0
292984,-100.0,-98.0,-100.0,-99.0
292987,-100.0,-98.0,-100.0,-99.0
293001,-100.0,-98.0,-100.0,-99.0
293004,-100.0,-98.0,-100.0,-99.0
293015,-100.0,-98.0,-100.0,-99.0
293018,-100.0,-98.0,-100.0,-99.0
293030,-100.0,-98.0,-100.0,-99.0
293033,-100.0,-98.0,-100.0,-99.0
293046,-100.0,-98.0,-100.0,-99.0
293048,-100.0,-98.0,-100.0,-99.0
293062,-100.0,-98.0,-100.0,-99.0
